increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.01999999955296516,2.26032018661499,2.26032018661499,0,0,0,1.435969352722168,25904.8052107062
2,0.03999999910593033,9.064565658569336,9.064565658569336,0,0,0,5.746910572052002,26814.68013032082
3,0.05999999865889549,20.44720268249512,20.44720268249512,0,0,0,12.93879318237305,27729.61482022452
4,0.07999999821186066,36.44203567504883,36.44203567504883,0,0,0,23.01738739013672,28649.5990633296
5,0.1000000014901161,57.08213424682617,57.08213424682617,0,0,0,35.98825454711914,29574.62232342303
6,0.119999997317791,57.69073104858398,57.69073104858398,0,0,0,37.84470367431641,2037.313699032477
7,0.1400000005960464,58.68817901611328,58.68817901611328,0,0,0,43.36078262329102,2021.745573443829
8,0.1599999964237213,59.40767669677734,59.40767669677734,0,0,5.224912643432617,51.35312652587891,2006.357385427656
9,0.1800000071525574,59.83706283569336,59.83706283569336,0,0,13.86730480194092,59.99853134155273,1991.110917672555
10,0.2000000029802322,60.25952529907227,60.25952529907227,0,0,22.53208541870117,68.66421508789062,1976.002535574412
11,0.2199999988079071,59.77226638793945,59.77226638793945,0,0,22.53208541870117,60.3520393371582,1961.12079764124
12,0.239999994635582,59.98728179931641,59.98728179931641,0,0,22.53208541870117,58.6203498840332,1946.453653020793
13,0.2599999904632568,60.92279052734375,60.92279052734375,0,0,22.53208541870117,63.52295684814453,1931.995330726221
14,0.2800000011920929,61.92331314086914,61.92331314086914,0,0,27.22096061706543,73.53541564941406,1917.694313296864
15,0.300000011920929,62.35776519775391,62.35776519775391,0,0,39.02032089233398,85.34214782714844,1903.477616217016
16,0.3199999928474426,62.74135208129883,62.74135208129883,0,0,39.02032089233398,85.32736206054688,1889.460942064753
17,0.3400000035762787,63.12152099609375,63.12152099609375,0,0,39.02032089233398,85.31254577636719,1875.639828076857
18,0.3600000143051147,63.49831771850586,63.49831771850586,0,0,39.02032089233398,85.29770660400391,1862.009049427973
19,0.3799999952316284,63.87179183959961,63.87179183959961,0,0,39.02032089233398,85.28284454345703,1848.563551030321
20,0.4000000059604645,64.24198913574219,64.24198913574219,0,0,39.02032089233398,85.26795196533203,1835.298442428408
