time,node,temperature,ux,uy,uz,rx,ry,rz,heat_reaction
0.10000000149011612,1,300.0,6.3687769562508722e-70,-2.5593085324486257e-70,-8.5555027918996884e-71,-6.3687769562508712e-34,2.5593085324486254e-34,8.555502791899693e-35,-8.193935996726928e-14
0.10000000149011612,2,300.0,-6.9318218766184093e-43,4.9201837063545757e-59,-1.6389507166278004e-58,-2.460696912938783e-22,2.8723042910182975e-34,1.3570408315323183e-34,-0.1254903810568766
0.10000000149011612,3,300.0,-1.3230550736638016e-42,6.8897565126176982e-59,-3.2013429807282798e-58,-2.9523501134625289e-22,1.5092644305184171e-34,5.2413095843691581e-34,-0.24925220819632693
0.10000000149011612,4,300.0,2.3341182114987641e-69,-1.668270628832416e-70,-1.7158342857395347e-70,-2.3341182114987638e-33,1.6682706288324155e-34,1.7158342857395358e-34,6.465307264213614e-15
0.10000000149011612,5,300.0,6.6197746074897368e-70,-2.596166037810353e-70,5.7439763425524466e-71,-6.6197746074897381e-34,2.5961660378103522e-34,-5.7439763425524444e-35,-1.2235756486148378e-14
0.10000000149011612,6,300.0,-6.9007177295973426e-43,4.9091163325226938e-59,-1.6324372128127817e-58,-2.4606969129237042e-22,3.1554259832685961e-34,-1.2432283565887345e-34,-0.12549038105679286
0.10000000149011612,7,300.0,-6.8894221323201269e-43,4.5317901525357173e-59,-1.7769448422226505e-58,-2.952350113463063e-22,1.6468583658571364e-34,-4.7638668462679928e-34,-0.2492522081962909
0.10000000149011612,8,300.0,2.4325006561879609e-69,-1.6545048176035286e-70,8.799759389021061e-71,-2.4325006561879612e-33,1.6545048176035293e-34,-8.7997593890210593e-35,2.196749572595085e-15
0.10000000149011612,9,300.0,2.2005117853127345e-70,5.4315377329983481e-70,2.2125693408313074e-70,-2.2005117853127346e-34,-5.4315377329983489e-34,-2.2125693408313084e-34,0.0
0.10000000149011612,10,300.0,1.7837630701964701e-42,-1.3933507308848281e-58,4.3146647348495453e-58,6.91349965962097e-22,2.4176123182378712e-34,2.5902181964866411e-34,0.0
0.10000000149011612,11,300.0,-1.2396220181293443e-69,3.17744496562491e-70,6.9571177505408182e-70,1.2396220181293447e-33,-3.1774449656249118e-34,-6.9571177505408189e-34,0.0
