id,x,y,z,displacement_x,displacement_y,displacement_z
58,0.375,-0.10000000000000001,1.1000000000000001,-0.0003316670813569879,-0.0001599757484119998,0.0001599757484119997
59,0.5,0.5,1.1000000000000001,-0.0004615589811580846,9.918012972378588e-19,0.0001929468441341955
60,0.375,1.1000000000000001,1.1000000000000001,-0.0003316670813569846,0.0001599757484120004,0.0001599757484120002
61,0.625,-0.10000000000000001,-0.10000000000000001,-0.0004640847689831327,-0.0001699330654971562,-0.0001699330654971556
62,0.75,0.5,-0.10000000000000001,-0.0006778639913194906,6.660529190365902e-19,-0.0001896880846348711
63,0.625,1.1000000000000001,-0.10000000000000001,-0.0004640847689831466,0.0001699330654971586,-0.0001699330654971572
64,0.75,-0.10000000000000001,0.5,-0.0006778639913194844,-0.0001896880846348687,-1.161470662611224e-18
65,0.75,1.1000000000000001,0.5,-0.000677863991319487,0.0001896880846348712,-9.614578420464633e-19
66,0.625,-0.10000000000000001,1.1000000000000001,-0.000464084768983146,-0.0001699330654971553,0.0001699330654971551
67,0.75,0.5,1.1000000000000001,-0.0006778639913194846,9.017671788924342e-19,0.0001896880846348697
68,0.625,1.1000000000000001,1.1000000000000001,-0.0004640847689831388,0.0001699330654971557,0.0001699330654971547
69,0.875,-0.10000000000000001,-0.10000000000000001,-0.00049368836456337,-0.0001011288633178717,-0.0001011288633178744
70,1,0.5,-0.10000000000000001,-0.0008446877215503045,4.37869070620415e-18,-3.595635773662954e-05
71,0.875,1.1000000000000001,-0.10000000000000001,-0.0004936883645633935,0.000101128863317879,-0.0001011288633178802
72,1,-0.10000000000000001,0.5,-0.0008446877215502934,-3.59563577366233e-05,2.346189538214589e-18
73,1,1.1000000000000001,0.5,-0.0008446877215502968,3.595635773662728e-05,-3.056786092404745e-18
74,0.875,-0.10000000000000001,1.1000000000000001,-0.0004936883645633989,-0.0001011288633178783,0.000101128863317877
75,1,0.5,1.1000000000000001,-0.000844687721550293,-9.935468288432533e-19,3.59563577366255e-05
76,0.875,1.1000000000000001,1.1000000000000001,-0.0004936883645633856,0.0001011288633178766,0.0001011288633178736
77,1.125,0,0,-0.001995682763326027,-0.002219114154524842,-0.002219114154524879
78,1.25,0.5,0,-0.003524490592108393,1.029089142848676e-17,-0.002283573092747433
79,1.125,1,0,-0.001995682763325882,0.00221911415452492,-0.002219114154524926
80,1,0.5,0,-0.001120929842369433,3.075575071169465e-17,-0.002391493523075752
81,1,0,0.5,-0.001120929842369525,-0.002391493523075652,-2.865218364259419e-17
82,1.25,0,0.5,-0.003524490592108452,-0.002283573092747378,-3.53333743033614e-17
83,1.25,1,0.5,-0.003524490592108446,0.00228357309274742,-1.977245863839195e-17
84,1,1,0.5,-0.001120929842369511,0.002391493523075702,-3.644492566429122e-17
85,1.125,0,1,-0.001995682763325918,-0.002219114154524892,0.002219114154524848
86,1.25,0.5,1,-0.00352449059210847,2.461234112543123e-17,0.002283573092747385
87,1.125,1,1,-0.001995682763325941,0.002219114154524904,0.002219114154524831
88,1,0.5,1,-0.001120929842369525,2.220724076256294e-17,0.002391493523075668
89,1.375,0,0,-0.004153400555997318,-0.002046676519456883,-0.002046676519456898
90,1.5,0.5,0,-0.005795402786174239,1.004597866790284e-17,-0.00227185111890993
91,1.375,1,0,-0.004153400555997256,0.002046676519456923,-0.002046676519456904
92,1.5,0,0.5,-0.005795402786174277,-0.002271851118909897,-1.510306404102687e-17
93,1.5,1,0.5,-0.005795402786174264,0.002271851118909923,-6.915225123782168e-18
94,1.375,0,1,-0.00415340055599731,-0.002046676519456881,0.002046676519456864
95,1.5,0.5,1,-0.005795402786174294,1.753109562673483e-17,0.002271851118909894
96,1.375,1,1,-0.004153400555997279,0.002046676519456905,0.002046676519456855
97,1.625,0,0,-0.005975673357497629,-0.001765805784370689,-0.001765805784370698
98,1.75,0.5,0,-0.007728773307014897,7.518070457151482e-18,-0.001772557542384267
99,1.625,1,0,-0.005975673357497593,0.00176580578437071,-0.001765805784370691
100,1.75,0,0.5,-0.007728773307014924,-0.001772557542384253,-4.156052639002025e-18
101,1.75,1,0.5,-0.007728773307014898,0.001772557542384265,-3.973240498237521e-18
102,1.625,0,1,-0.005975673357497646,-0.001765805784370673,0.001765805784370677
103,1.75,0.5,1,-0.007728773307014926,7.808496050223004e-18,0.001772557542384249
104,1.625,1,1,-0.005975673357497602,0.001765805784370692,0.00176580578437067
105,1.875,0,0,-0.007140279396706064,-0.0009154798498253153,-0.0009154798498253197
106,2,0.5,0,-0.00847282606478807,0,0
107,1.875,1,0,-0.00714027939670603,0.0009154798498253221,-0.0009154798498253165
108,2,0,0.5,-0.008472826064788093,0,0
109,2,1,0.5,-0.008472826064788065,0,0
110,1.875,0,1,-0.007140279396706081,-0.0009154798498253087,0.0009154798498253118
111,2,0.5,1,-0.008472826064788093,0,0
112,1.875,1,1,-0.007140279396706039,0.0009154798498253153,0.0009154798498253089
