time,node,gap,pressure,nx,ny,nz,tx,ty,tz,slipx,slipy,slipz,heat_rate_w
0.02500000037252903,57,-3.432875111008814e-06,302227.3562310538,-23242.215346060002,-0.52308347492551022,-0.074556324866649093,-0.13620365008151483,2859.2294590656616,-105.30199343894363,4.7605053632625428e-10,-2.9986453380498918e-06,4.4434431104448769e-07,337.57840857392347
0.02500000037252903,60,-2.8949465623929946e-06,250182.15990265788,-41253.105835670867,-1.8024054638617018,0.020079122281338308,0.0099821621893029476,2701.0544381323416,58.108177132985119,-3.8964380659584123e-11,3.9004263806597916e-06,-8.3888661833429762e-08,512.8720629087809
0.02500000037252903,61,-3.395806187420559e-06,298633.7851662062,-23347.520244673127,-0.53909203628806013,0.078973095055573372,-0.13285988772329863,2847.1602332595994,14.563444519097446,4.6757892301986839e-10,-2.9746631770131377e-06,4.5177535414607318e-08,337.5784085739184
0.02500000037252903,64,-2.9067599810859377e-06,251375.93252027547,-41203.642695012219,-1.798457669726611,-0.012230652219128745,0.0096422712637842627,2708.0410634345581,16.600582523922117,-3.9322292826487989e-11,3.8747853689345416e-06,-9.1126289250653441e-08,512.8720629087837
0.02500000037252903,68,-2.179649012107158e-06,281599.52304369595,100018.49842324316,5.949744922859753,-0.098389401977953844,0.09419140732690974,-6666.357045654785,-149.20596032744592,-1.5954750390880764e-10,3.5038557795315473e-06,1.1867843853601811e-07,0.0
0.02500000037252903,69,-2.8203383320351252e-06,300430.57069863,104156.38779949959,8.5288606388598147,-0.01526183806575508,-0.11021601820725395,-3137.9302834316904,-96.460538912811117,9.6844989484216579e-11,-8.6171767013706908e-07,1.0945602185658197e-08,0.0
0.02500000037252903,72,-2.6817770602696687e-06,250779.0462114667,166470.00273819978,4.3187240315251643,-0.0095819071336155325,0.21453437323402552,-16328.41196112989,55.818100396136153,-5.8513273738025014e-11,3.9558739197493426e-06,-7.5973018795715642e-09,0.0
0.02500000037252903,76,-2.1704003840191977e-06,280449.663355007,99884.330270183724,5.9382712627826404,0.073063612071405062,0.095691844934302689,-6652.24660523066,78.678751288116473,-1.5906003771498259e-10,3.4859473337837401e-06,-1.2286780148869532e-07,0.0
0.02500000037252903,78,-4.267816250844742e-06,360530.78163685516,-14004.688135586473,-0.096291573655677906,-0.036184198271187996,-0.012259835413873982,1463.890294805974,-90.381441288136372,8.0336113879453725e-11,3.7267335714074802e-06,5.0539833198903923e-07,233.66000583189359
0.02500000037252903,80,-4.259284314359621e-06,359590.05596471194,-14021.730303793927,-0.096658125556508143,0.036172840494052207,-0.011904524065651578,1468.2764355712536,39.75544010936666,7.8816058210859574e-11,3.7119468213777757e-06,-2.6073403116496897e-07,233.6600058318913
0.02500000037252903,83,-1.7150620881500513e-06,299961.7057929164,65386.015595967074,-0.22025556498373083,0.034290684749804304,-0.02269970485710171,-6888.9605137542385,95.291167209336692,4.2908750367082932e-12,3.0749617215581169e-06,-4.2126806551630113e-07,0.0
0.02500000037252903,85,-3.560370127734344e-06,360060.4188007836,74183.905218829706,-0.72908820961488274,0.00084458264298193221,-0.078384382525363172,-7818.1782658107286,-23.394248946314562,6.2872241155143158e-11,3.5147192846165922e-06,3.2958983254553675e-09,0.0
0.02500000037252903,88,-1.7140730018923338e-06,300038.1897307275,65382.746749321064,-0.21992418277304412,-0.03334859855657913,-0.022338555122004864,-6886.2741144665279,-78.906484594270054,4.0473956688171511e-12,3.0802148387818089e-06,3.7117224625030814e-07,0.0
