step,input_local_node,input_label,side,output_local_node,output_label,closure_delta_m,copen_m,cnormf_x_n,coord_y_m,coord_z_m
BASE,0,0,secondary,1,532,0,-9.999999999997812e-05,-8.333333333330364e-06,0.1248499974608421,0.1799499988555908
BASE,0,0,secondary,2,535,0,-9.999999999998624e-05,-8.33333333333216e-06,0.124949999153614,0.1799499988555908
BASE,0,0,secondary,3,536,0,-0.00010000000000001,-8.333333333331823e-06,0.1248499974608421,0.1800500005483627
BASE,0,0,secondary,4,539,0,-9.999999999998645e-05,-8.33333333333157e-06,0.124949999153614,0.1800500005483627
BASE,0,0,secondary,5,543,0,-9.999999999998251e-05,3.333333333333057e-05,0.1248999983072281,0.1799499988555908
BASE,0,0,secondary,6,547,0,-9.999999999998235e-05,3.333333333332278e-05,0.1248999983072281,0.1800500005483627
BASE,0,0,secondary,7,548,0,-9.999999999997354e-05,3.333333333332624e-05,0.1248499974608421,0.1800000071525574
BASE,0,0,secondary,8,551,0,-9.999999999997463e-05,3.333333333332329e-05,0.124949999153614,0.1800000071525574
BASE,0,0,primary,1,2,0,,-4.037665053942323e-34,0,0
BASE,0,0,primary,2,3,0,,-1.326887216716005e-33,0.125,0
BASE,0,0,primary,3,6,0,,-8.414633813331725e-08,0,0.125
BASE,0,0,primary,4,7,0,,6.625112311465137e-06,0.125,0.125
BASE,0,0,primary,5,10,0,,3.691835068641185e-34,0.0625,0
BASE,0,0,primary,6,14,0,,1.790446933332992e-07,0.0625,0.125
BASE,0,0,primary,7,18,0,,3.707080631865881e-34,0,0.0625
BASE,0,0,primary,8,19,0,,2.185534576587193e-33,0.125,0.0625
BASE,0,0,primary,9,22,0,,-7.456297813331909e-08,0,0.25
BASE,0,0,primary,10,23,0,,-5.346104328532104e-06,0.125,0.25
BASE,0,0,primary,11,26,0,,1.406779733333065e-07,0.0625,0.25
BASE,0,0,primary,12,30,0,,7.884798293331829e-08,0,0.1875
BASE,0,0,primary,13,31,0,,9.848113068371065e-05,0.125,0.1875
BASE,0,0,primary,14,34,0,,3.568217871611563e-34,0,0.375
BASE,0,0,primary,15,35,0,,1.096383317542718e-33,0.125,0.375
BASE,0,0,primary,16,38,0,,-3.234826673579541e-34,0.0625,0.375
BASE,0,0,primary,17,42,0,,-3.231907125910379e-34,0,0.3125
BASE,0,0,primary,18,43,0,,-1.772379728152674e-33,0.125,0.3125
BASE,0,0,primary,19,46,0,,-1.406755028958084e-61,0,0.5
BASE,0,0,primary,20,47,0,,-4.069112793965984e-61,0.125,0.5
BASE,0,0,primary,21,50,0,,1.254665037303091e-61,0.0625,0.5
BASE,0,0,primary,22,54,0,,1.249816524915616e-61,0,0.4375
BASE,0,0,primary,23,55,0,,5.626097741886441e-61,0.125,0.4375
BASE,0,0,primary,24,58,0,,6.150262222802973e-89,0,0.625
BASE,0,0,primary,25,59,0,,1.698498259336748e-88,0.125,0.625
BASE,0,0,primary,26,62,0,,-5.395197271122747e-89,0.0625,0.625
BASE,0,0,primary,27,66,0,,-5.701840048158383e-89,0,0.5625
BASE,0,0,primary,28,67,0,,-2.256890037568822e-88,0.125,0.5625
BASE,0,0,primary,29,70,0,,-2.778790715135281e-116,0,0.75
BASE,0,0,primary,30,71,0,,-7.63415433891872e-116,0.125,0.75
BASE,0,0,primary,31,74,0,,2.393905112627392e-116,0.0625,0.75
BASE,0,0,primary,32,78,0,,2.636654550257362e-116,0,0.6875
BASE,0,0,primary,33,79,0,,9.888731351896789e-116,0.125,0.6875
BASE,0,0,primary,34,82,0,,1.28410828669525e-143,0,0.875
BASE,0,0,primary,35,83,0,,3.569676679945487e-143,0.125,0.875
BASE,0,0,primary,36,86,0,,-1.101739696745895e-143,0.0625,0.875
BASE,0,0,primary,37,90,0,,-1.233823894537459e-143,0,0.8125
BASE,0,0,primary,38,91,0,,-4.556256551943757e-143,0.125,0.8125
BASE,0,0,primary,39,94,0,,-6.042117326823079e-171,0,1
BASE,0,0,primary,40,95,0,,-1.710156337128192e-170,0.125,1
BASE,0,0,primary,41,98,0,,5.161805737144749e-171,0.0625,1
BASE,0,0,primary,42,102,0,,5.821795110015804e-171,0,0.9375
BASE,0,0,primary,43,103,0,,2.155973472227054e-170,0.125,0.9375
BASE,0,0,primary,44,105,0,,-4.226959677887957e-34,0.25,0
BASE,0,0,primary,45,107,0,,4.720369902424912e-33,0.25,0.125
BASE,0,0,primary,46,109,0,,3.849312940226298e-34,0.1875,0
BASE,0,0,primary,47,112,0,,1.709141729245098e-33,0.1875,0.125
BASE,0,0,primary,48,115,0,,3.849312940226328e-34,0.25,0.0625
BASE,0,0,primary,49,117,0,,6.382692490832054e-33,0.25,0.25
