time,element,point,sxx,syy,szz,sxy,syz,sxz
0.02500000037252903,1,1,-213905.41056622579,15242.004530471635,-1832.187565277359,-18259.702813179763,-827.03566500064937,2090.5183061027437
0.02500000037252903,1,2,-186699.35651610611,-10662.74653178056,2226.9279882509409,-19331.485125050742,209.93094198781998,2657.8993484889406
0.02500000037252903,1,3,-236017.94999550236,13395.78983545474,-497.31396027480895,-1042.0538975656143,-817.28610005736039,349.08755301323447
0.02500000037252903,1,4,-246683.83152519405,-17558.412441797467,72.622207316713485,1930.3268259943009,309.00790271346,-21.692420470326024
0.02500000037252903,1,5,-213585.29512845498,15188.100929569364,-1832.1844267498009,-18268.144137583306,803.30227269755596,-2045.7080212151136
0.02500000037252903,1,6,-186212.56091957408,-10637.668154624622,2226.9317184788397,-19301.740024256178,-191.9243073755689,-2621.5820432024716
0.02500000037252903,1,7,-235740.7162422449,13342.002236353073,-497.31340384949635,-1125.2899142840133,771.02349444358697,-311.55083235217955
0.02500000037252903,1,8,-246250.35061378902,-17532.887311329825,72.623075885049076,1837.0271643760202,-250.60656539604665,75.018475659740488
0.02500000037252903,2,1,-238511.5079674428,1814.5176454374991,44.778598427015247,-3862.6436600856769,115.35339072268708,-192.8786596334794
0.02500000037252903,2,2,-256783.34007683274,-12380.618186711221,25.142171559197951,7932.704045107791,-28.205851988936878,-630.89463496727967
0.02500000037252903,2,3,-248411.82717267316,1616.211329471173,-269.8145736064123,-4824.0919535934581,93.656663220140985,396.51369229950393
0.02500000037252903,2,4,-249592.57701351956,-13120.751237785145,330.17167468529186,-3033.0968766003252,-116.99511636800129,762.91778584859526
0.02500000037252903,2,5,-238315.40191726698,1822.5294337319244,44.778184400244463,-3926.2694963590407,-206.2421530057677,205.50627908911031
0.02500000037252903,2,6,-256511.93798996435,-12379.073249454163,25.141076361392575,7837.301384258526,116.20795315511288,636.79741527757892
0.02500000037252903,2,7,-248294.8656788682,1624.5453695081785,-269.81473878834493,-4886.1504612374465,-181.43529446842621,-416.90328798376049
0.02500000037252903,2,8,-249611.00976069432,-13118.005786823385,330.17088339469382,-3145.1363641799444,201.009694340805,-776.22428873893534
0.02500000037252903,3,1,-251661.49981773683,3003.1194697112364,-39.52231786448683,2354.996405931242,-512.34468884631292,131.97858847628726
0.02500000037252903,3,2,-251358.2358906361,-15130.570948722499,11.144741978050575,-1671.4135952376323,276.79052364285531,433.90427250971044
0.02500000037252903,3,3,-240950.05486602013,3510.1228365369639,956.46750604644933,6741.9722514146133,-521.02701727389444,-1201.5696342043893
0.02500000037252903,3,4,-253682.95968897632,-13237.967024265956,-970.5553377608253,2712.7872038037367,174.62994838943743,-1829.2598949859535
0.02500000037252903,3,5,-251622.38441082567,3065.9022359569794,-39.522352737392602,2280.988456618994,495.34103605063058,-173.05111113171526
0.02500000037252903,3,6,-251504.48604722618,-15149.660464984458,11.144473088398749,-1725.28959909584,-234.10942486411034,-498.89131831621967
0.02500000037252903,3,7,-240942.52413038019,3574.0320864493929,956.46741203892645,6744.0673134863382,528.87683890985397,1165.4895010740015
0.02500000037252903,3,8,-253786.62089380322,-13252.848310192963,-970.55598479343871,2761.872247386299,-178.56346059874153,1772.7084955649646
0.02500000037252903,4,1,-234879.53395718877,10513.464082782335,556.27870586735673,1663.0480764200813,961.16393407688474,-786.40846173552632
0.02500000037252903,4,2,-241751.60378937112,-15278.023191611157,-1090.8305199864412,-6468.7736015913824,-339.19464319033847,-1289.5280771339378
0.02500000037252903,4,3,-213863.60875516932,12050.873703652318,-1015.5304448441649,17380.107092073489,981.59419037744499,1309.869624658767
0.02500000037252903,4,4,-191685.07369451315,-9535.6755106733654,1493.7167128980464,18051.770943898409,-247.36398507604309,2012.1653947693007
0.02500000037252903,4,5,-234832.51321079672,10502.69402825372,556.27869867323682,1670.197131344363,-922.65515312036496,774.94614016904018
0.02500000037252903,4,6,-241745.79734564366,-15262.836100832876,-1090.8304472527186,-6429.130560373218,312.7758077072113,1301.9496763767072
0.02500000037252903,4,7,-213805.91371690316,12038.527404923529,-1015.5300605692875,17367.089779155362,-948.52241386758465,-1295.0097610318837
0.02500000037252903,4,8,-191551.59932029303,-9526.3715869602365,1493.7172013650745,18051.027581835639,231.11839101106278,-1984.4662494145855
0.02500000037252903,5,1,-269680.03974274179,7107.325939071764,381.27925449924749,-6047.8521092142319,-115.43168629146649,-2371.4584297818074
0.02500000037252903,5,2,-264759.00898482982,-4228.7924791328305,-263.02135204152097,-8619.1018258467575,-17.180900898551304,-415.6223320151044
0.02500000037252903,5,3,-241336.43862773973,11163.069867697102,2.4472664424303225,4042.0412592371408,-35.521834329975889,860.60695321254479
0.02500000037252903,5,4,-247768.25784698481,-3141.7418399453713,-103.40700908267532,1201.4963636018072,5.488102592192531,148.55389233102434
0.02500000037252903,5,5,-269854.00159843417,7038.8562479592292,956.21085413603669,-6280.6881785655396,-179.23153433316332,1301.1997738618199
0.02500000037252903,5,6,-265325.4167430604,-4249.6299487846854,-861.74216660144396,-8777.2674308585774,308.3356577125158,777.43685371319782
0.02500000037252903,5,7,-241305.56680277654,10995.58076850581,-299.9656712439895,3786.9356567598784,-202.15492052444898,-511.82570230052875
0.02500000037252903,5,8,-247873.65919453345,-3189.1093828855983,202.86849716106252,1079.3872783646636,310.8977102414018,-325.21543557479174
0.02500000037252903,6,1,-246319.6653326884,10893.567419492801,-64.718925468638645,-5894.4259344966013,-25.004308489716252,1178.8616345039859
0.02500000037252903,6,2,-251873.68598896134,-4591.8461879775623,-22.906799148218706,470.89051679393754,32.669763246207765,202.34942287635772
0.02500000037252903,6,3,-277939.77699476387,6837.2086180976794,55.488406802027434,9131.0888263977431,95.31903791376314,-1128.3963897616875
0.02500000037252903,6,4,-269742.78503460804,-5679.2192430795785,4.666466763127425,10805.570553878319,58.099655228991168,-194.35342200099961
0.02500000037252903,6,5,-246245.60184680132,10732.471509355169,-427.64129187387022,-5749.4925460467603,164.92589381443022,-701.02708324931837
0.02500000037252903,6,6,-251823.50269508583,-4651.7763584484965,354.47738450838062,513.79072672515815,-200.89250909631895,-432.39546687281188
0.02500000037252903,6,7,-278022.20535176032,6775.1341720575165,404.58533586711957,9267.9268431873716,134.05593485769364,671.59599017859932
0.02500000037252903,6,8,-269798.17783784639,-5712.6173191740427,-328.67256012629912,10888.546998963035,-216.31855676707355,419.1305309478409
