increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.01999999955296516,2.818820238113403,2.818808317184448,0,1.178703678306192e-05,0,2.656058311462402,12824.73479300677
2,0.03999999910593033,11.36695766448975,11.36665916442871,0,0.0002981347206514329,0,10.78683853149414,13149.97993220488
3,0.05999999865889549,25.84304809570312,25.84111213684082,0,0.001936206943355501,0,24.68714904785156,13475.74431582251
4,0.07999999821186066,46.47323608398438,46.46575927734375,0,0.007475944701582193,0,44.58995819091797,13802.03647907586
5,0.1000000014901161,73.47836303710938,73.45669555664062,0,0.02166265435516834,0,70.6832275390625,14128.86459679925
6,0.119999997317791,107.0622482299805,107.0100326538086,0,0.05221640318632126,0,103.1220169067383,14456.23650161642
7,0.1400000005960464,147.4091644287109,147.2985076904297,0,0.1106585264205933,0,142.0374298095703,14784.15971367573
8,0.1599999964237213,195.0306549072266,194.3852691650391,0.4326842427253723,0.2127119600772858,0,187.8524780273438,15112.66283371321
9,0.1800000071525574,259.3008117675781,245.5785980224609,13.35162925720215,0.3705845773220062,1.820004940032959,249.5624389648438,15442.17086857764
10,0.2000000029802322,357.3305969238281,301.22705078125,55.50764083862305,0.5959054231643677,1.820004940032959,342.1239318847656,15773.12740932535
