contact_pressure,id,x,y,z
55406.53551182803,25,0.0041200000000000004,0,0
55889.18233620126,26,0.0038063836739465019,0.00157665574134417,0
56354.923820212,27,0.0029132799384885763,0.0029132799384885759,0
55887.79598369436,28,0.0015766557413441702,0.0038063836739465019,0
55406.53551182793,29,2.522772406243548e-19,0.0041200000000000004,0
55889.18233620192,48,-0.0015766557413441698,0.0038063836739465019,0
56354.92382021201,49,-0.0029132799384885759,0.0029132799384885763,0
55887.79598369447,50,-0.0038063836739465019,0.0015766557413441705,0
55406.53551182676,51,-0.0041200000000000004,5.0455448124870961e-19,0
55889.18233619977,70,-0.0038063836739465019,-0.0015766557413441696,0
56354.92382021179,71,-0.0029132799384885767,-0.0029132799384885754,0
55887.79598369549,72,-0.0015766557413441707,-0.0038063836739465019,0
55406.53551182768,73,-7.5683172187306446e-19,-0.0041200000000000004,0
55889.18233620022,87,0.0015766557413441694,-0.0038063836739465019,0
56354.92382021178,88,0.0029132799384885754,-0.0029132799384885767,0
55887.79598369572,89,0.0038063836739465019,-0.0015766557413441709,0
66456.49791650027,114,0.0041200000000000004,0,0.00062500000000000001
67058.631862293,115,0.0038063836739465019,0.00157665574134417,0.00062500000000000001
67598.16663517088,116,0.0029132799384885763,0.0029132799384885759,0.00062500000000000001
67056.45533288473,117,0.0015766557413441702,0.0038063836739465019,0.00062500000000000001
66456.49791650023,118,2.522772406243548e-19,0.0041200000000000004,0.00062500000000000001
67058.63186229317,137,-0.0015766557413441698,0.0038063836739465019,0.00062500000000000001
67598.16663517118,138,-0.0029132799384885759,0.0029132799384885763,0.00062500000000000001
67056.45533288513,139,-0.0038063836739465019,0.0015766557413441705,0.00062500000000000001
66456.49791650026,140,-0.0041200000000000004,5.0455448124870961e-19,0.00062500000000000001
67058.63186229185,159,-0.0038063836739465019,-0.0015766557413441696,0.00062500000000000001
67598.16663517046,160,-0.0029132799384885767,-0.0029132799384885754,0.00062500000000000001
67056.45533288592,161,-0.0015766557413441707,-0.0038063836739465019,0.00062500000000000001
66456.49791650102,162,-7.5683172187306446e-19,-0.0041200000000000004,0.00062500000000000001
67058.63186229132,176,0.0015766557413441694,-0.0038063836739465019,0.00062500000000000001
67598.16663517091,177,0.0029132799384885754,-0.0029132799384885767,0.00062500000000000001
67056.45533288619,178,0.0038063836739465019,-0.0015766557413441709,0.00062500000000000001
75799.29554288111,203,0.0041200000000000004,0,0.00125
76389.43637128426,204,0.0038063836739465019,0.00157665574134417,0.00125
76924.39983281471,205,0.0029132799384885763,0.0029132799384885759,0.00125
76387.43478571373,206,0.0015766557413441702,0.0038063836739465019,0.00125
