element,integration_point,x_m,y_m,z_m,temperature_k,hfl_x_w_m2,hfl_y_w_m2,hfl_z_w_m2,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,e11,e22,e33,e12_engineering,e13_engineering,e23_engineering,ivol_m3
1,1,0.5000059043052661,0.5,0.5,300.3338144865132,-2.670475756235344,0.0002755095080759773,-0.00333262147608604,2004743.506866102,888379.1871499087,888379.1871499091,3.274080905458301e-23,6.776263578037484e-11,3.388131789015468e-11,1.180854340442927e-05,4.831266406124904e-06,4.831266406124904e-06,0,0,0,1.000021471306722
2,1,1.500319567068904,0.5,0.5,350.353355073709,-397.0850801249527,0.0002752909306577864,-0.003329977518292696,2002299.875256955,-445799.4214879507,-445799.4214879506,-5.200782296141404e-09,3.388131789017201e-09,3.218725199566341e-10,0.0006153662666208004,0.0006000656446034698,0.0006000656446034698,0,0,0,1.001817146569291
