increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,1000,6.266976561164483e-05,6.266976561164483e-05,0,0,0,-8.241063224564766e-33,0.07409365697451649
2,2000,0.0002428456791676581,0.0002428456791676581,0,0,0,-3.195217871082397e-32,0.07454330528157441
3,3000,0.001640521688386798,0.001640521688386798,0,0,0,-1.686049986049679e-31,0.06562405401910819
4,4000,0.006974095478653908,0.006974095478653908,0,0,0.0002159276336897165,-6.315356095131729e-31,0.05692394431431946
5,5000,0.01642867736518383,0.01642867736518383,0,0,0.001398696331307292,-1.413053765761886e-30,0.05324349951230761
6,6000,0.03001479618251324,0.03001479618251324,0,0,0.00336944148875773,-2.518036229009421e-30,0.0505080237989623
7,7000,0.04797044396400452,0.04797044396400452,0,0,0.005693412385880947,-3.966697975606868e-30,0.04825540003821482
8,8000,0.07045295834541321,0.07045295834541321,0,0,0.008314923383295536,-5.777093940506021e-30,0.04641938095563247
9,9000,0.09760718047618866,0.09760718047618866,0,0,0.01119490619748831,-7.967157653602121e-30,0.04489106758980954
10,10000,0.1292154639959335,0.1292154639959335,0,0,0.01490584574639797,-1.055105222315026e-29,0.04369186471973263
