contact_pressure,contact_opening,shear_1,shear_2,normal_force_x,normal_force_y,normal_force_z,shear_force_x,shear_force_y,shear_force_z,heat_flow,id,x,y,z,current_x,current_y,current_z,generated
46148.31753960639,-4.476821701683107e-06,0,0,0.01038225232157735,8.186637403140989e-13,-1.330849834911247e-05,0,0,0,114197.1027985755,25,0.0041200000000000004,0,0,0.0041200000000000004,-5.3970780902120743e-37,0.00059679555151045526,0
46148.30831015368,-4.476820802869146e-06,0,0,0.00959194814918014,0.00397311432472233,-1.330847806010148e-05,0,0,0,114196.7074076815,26,0.0038063836739465019,0.00157665574134417,0,0.0038063836739465019,0.00157665574134417,0.0005967955576190241,0
46148.299278808,-4.476820026309014e-06,0,0,0.007341357157564815,0.007341357156395788,-1.330845296165447e-05,0,0,0,114196.2528516488,27,0.0029132799384885763,0.0029132799384885759,0,0.0029132799384885763,0.0029132799384885759,0.00059679556338873107,0
46148.30828506208,-4.47682079970811e-06,0,0,0.003973114322320237,0.009591948143397673,-1.330847805359101e-05,0,0,0,114196.7074076565,28,0.0015766557413441702,0.0038063836739465019,0,0.0015766557413441702,0.0038063836739465019,0.00059679555761902301,0
46148.3175393017,-4.476821701640885e-06,0,0,-8.185395991653494e-13,0.01038225232157917,-1.330849834913661e-05,0,0,0,114197.1027986169,29,2.522772406243548e-19,0.0041200000000000004,0,2.522772406243548e-19,0.0041200000000000004,0.00059679555151045537,0
46148.30830994928,-4.476820802839694e-06,0,0,-0.003973114324723114,0.009591948149179789,-1.330847806010801e-05,0,0,0,114196.7074077065,48,-0.0015766557413441698,0.0038063836739465019,0,-0.0015766557413441698,0.0038063836739465019,0.0005967955576190241,0
46148.29927872839,-4.476820026298016e-06,0,0,-0.007341357156398457,0.007341357157565682,-1.330845296166335e-05,0,0,0,114196.252851661,49,-0.0029132799384885759,0.0029132799384885763,0,-0.0029132799384885759,0.0029132799384885763,0.00059679556338873107,0
46148.30828528918,-4.476820799739044e-06,0,0,-0.009591948143395077,0.003973114322317999,-1.330847805358264e-05,0,0,0,114196.7074076197,50,-0.0038063836739465019,0.0015766557413441705,0,-0.0038063836739465019,0.0015766557413441705,0.0005967955576190229,0
46148.31753960317,-4.476821701682834e-06,0,0,-0.01038225232157688,-8.18662357956329e-13,-1.330849834911189e-05,0,0,0,114197.1027985751,51,-0.0041200000000000004,5.0455448124870961e-19,0,-0.0041200000000000004,5.0455448124870961e-19,0.00059679555151045526,0
46148.30831015343,-4.476820802869256e-06,0,0,-0.009591948149180022,-0.003973114324722396,-1.330847806009963e-05,0,0,0,114196.707407682,70,-0.0038063836739465019,-0.0015766557413441696,0,-0.0038063836739465019,-0.0015766557413441696,0.0005967955576190241,0
46148.29927880847,-4.47682002630871e-06,0,0,-0.007341357157565179,-0.007341357156396167,-1.330845296165583e-05,0,0,0,114196.2528516488,71,-0.0029132799384885767,-0.0029132799384885754,0,-0.0029132799384885767,-0.0029132799384885754,0.00059679556338873118,0
46148.30828506376,-4.476820799708549e-06,0,0,-0.003973114322320389,-0.009591948143397956,-1.330847805359276e-05,0,0,0,114196.7074076565,72,-0.0015766557413441707,-0.0038063836739465019,0,-0.0015766557413441707,-0.0038063836739465019,0.00059679555761902301,0
46148.31753930255,-4.476821701640692e-06,0,0,8.18539653375458e-13,-0.01038225232157937,-1.330849834913678e-05,0,0,0,114197.1027986169,73,-7.5683172187306446e-19,-0.0041200000000000004,0,-7.5683172187306446e-19,-0.0041200000000000004,0.00059679555151045526,0
46148.30830994732,-4.476820802839444e-06,0,0,0.003973114324723125,-0.009591948149179935,-1.330847806010745e-05,0,0,0,114196.7074077065,87,0.0015766557413441694,-0.0038063836739465019,0,0.0015766557413441694,-0.0038063836739465019,0.0005967955576190241,0
46148.29927872725,-4.476820026298145e-06,0,0,0.007341357156398708,-0.007341357157565821,-1.330845296166195e-05,0,0,0,114196.252851661,88,0.0029132799384885754,-0.0029132799384885767,0,0.0029132799384885754,-0.0029132799384885767,0.00059679556338873107,0
46148.30828529439,-4.476820799739266e-06,0,0,0.009591948143395394,-0.003973114322318132,-1.330847805358113e-05,0,0,0,114196.7074076192,89,0.0038063836739465019,-0.0015766557413441709,0,0.0038063836739465019,-0.0015766557413441709,0.00059679555761902301,0
70986.78671101402,-7.093888864320197e-06,0,0,0.02254357532358916,2.758944006413244e-12,-2.431694944086756e-05,0,0,0,111428.5205941965,114,0.0041200000000000004,0,0.00062500000000000001,0.0041209471649439403,1.6001013124460524e-19,0.0012223092020132629,0
70986.7367349838,-7.093883883896434e-06,0,0,0.02082754471499352,0.0086270495148022,-2.431690384806612e-05,0,0,0,111428.1326586652,115,0.0038063836739465019,0.00157665574134417,0.00062500000000000001,0.0038072587335256673,0.0015770182072736287,0.0012223092059479052,0
70986.69877980053,-7.09388016297024e-06,0,0,0.01594070819377631,0.01594070818985723,-2.431683607500944e-05,0,0,0,111427.6862232009,116,0.0029132799384885763,0.0029132799384885759,0.00062500000000000001,0.0029139496786570705,0.0029139496786570701,0.0012223092089916805,0
70986.7365913516,-7.093883868554163e-06,0,0,0.008627049510274645,0.02082754470409111,-2.431690383809128e-05,0,0,0,111428.132658179,117,0.0015766557413441702,0.0038063836739465019,0.00062500000000000001,0.0015770182072736294,0.0038072587335256686,0.0012223092059479043,0
70986.78671098032,-7.09388886431305e-06,0,0,-2.758738224840906e-12,0.02254357532357791,-2.431694944082965e-05,0,0,0,111428.5205942101,118,2.522772406243548e-19,0.0041200000000000004,0.00062500000000000001,1.0126757806120278e-19,0.0041209471649439403,0.0012223092020132629,0
70986.73673494656,-7.093883883889559e-06,0,0,-0.008627049514800166,0.02082754471498625,-2.431690384805011e-05,0,0,0,111428.1326586733,137,-0.0015766557413441698,0.0038063836739465019,0.00062500000000000001,-0.0015770182072736285,0.0038072587335256673,0.0012223092059479052,0
70986.69877980562,-7.093880162969804e-06,0,0,-0.01594070818985693,0.01594070819377428,-2.431683607500564e-05,0,0,0,111427.6862232004,138,-0.0029132799384885759,0.0029132799384885763,0.00062500000000000001,-0.0029139496786570701,0.0029139496786570705,0.0012223092089916805,0
