increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w,allae_j
1,0.01999999955296516,0.009210044518113136,0.009210044518113136,0,0,0,6.661338147750939e-16,3219.220803951402,2.39825994892244e-14
2,0.03999999910593033,0.03696278110146523,0.03696278110146523,0,0,0,1.554312234475219e-15,3238.415287903656,3.745262292572521e-13
3,0.05999999865889549,0.08343774825334549,0.08343774825334549,0,0,0,-1.088018564132653e-14,3257.583091794198,2.285013107547473e-12
4,0.07999999821186066,0.1488087624311447,0.1488087624311447,0,0,0,-9.103828801926284e-15,3276.723870719776,8.923533786897586e-12
5,0.1000000014901161,0.4866144955158234,0.4837656319141388,0,0,1.308458685874939,3.390453338623047,3295.290570390971,0.002848848234862089
6,0.119999997317791,0.49004927277565,0.4871802628040314,0,0,1.308458685874939,3.390453338623047,62.94641436896725,0.002868998562917113
7,0.1400000005960464,0.4934071600437164,0.4905184507369995,0,0,1.308458685874939,3.390453338623047,62.68126978882901,0.002888716524466872
8,0.1599999964237213,0.4966898858547211,0.4937818646430969,0,0,1.308458685874939,3.390453338623047,62.41477926538716,0.002908011432737112
9,0.1800000071525574,0.4998990297317505,0.4969721436500549,0,0,1.308458685874939,3.390453338623047,62.1470357126522,0.002926892600953579
10,0.2000000029802322,0.2420528829097748,0.2420528829097748,0,0,1.308458685874939,1.883420944213867,61.87723153209678,2.516224339998985e-09
11,0.2199999988079071,0.2435704618692398,0.2435704618692398,0,0,1.308458685874939,1.883420944213867,61.61096258765166,3.122525349397165e-09
12,0.239999994635582,0.2450575530529022,0.2450575530529022,0,0,1.308458685874939,1.883420944213867,61.34390834122946,3.819817351313759e-09
13,0.2599999904632568,0.2465147227048874,0.2465147078037262,0,0,1.308458685874939,1.883420944213867,61.07613570330623,4.610173132135742e-09
14,0.2800000011920929,0.2479425221681595,0.2479425072669983,0,0,1.308458685874939,1.883420944213867,60.80770598039588,5.497338140258989e-09
15,0.300000011920929,0.2493414729833603,0.2493414729833603,0,0,1.308458685874939,1.883420944213867,60.53867719722523,6.488150905425982e-09
16,0.3199999928474426,0.2507120966911316,0.2507120668888092,0,0,1.308458685874939,1.883420944213867,60.26910462779896,7.594167072966229e-09
17,0.3400000035762787,0.2520547807216644,0.2520547807216644,0,0,1.308458685874939,1.883420944213867,59.99903811940072,8.833524134388426e-09
18,0.3600000143051147,0.2533699572086334,0.2533699572086334,0,0,1.308458685874939,1.883420944213867,59.72852226250914,1.023277196310346e-08
19,0.3799999952316284,0.2546581625938416,0.2546581327915192,0,0,1.308458685874939,1.883420944213867,59.45761078623968,1.182802389365634e-08
