step,input_local_node,input_label,side,output_local_node,output_label,closure_delta_m,copen_m,cnormf_x_n,coord_y_m,coord_z_m
BASE,0,0,primary,87,206,0,,5.130082630754408e-115,0.375,0.75
BASE,0,0,primary,88,208,0,,-2.704104246273241e-115,0.3125,0.75
BASE,0,0,primary,89,211,0,,-5.831901568984791e-115,0.375,0.6875
BASE,0,0,primary,90,213,0,,-4.432474365398835e-142,0.375,0.875
BASE,0,0,primary,91,215,0,,2.140271148676902e-142,0.3125,0.875
BASE,0,0,primary,92,218,0,,5.16173992929719e-142,0.375,0.8125
BASE,0,0,primary,93,220,0,,3.314196761036826e-169,0.375,1
BASE,0,0,primary,94,222,0,,-1.546485890736447e-169,0.3125,1
BASE,0,0,primary,95,225,0,,-3.846196271487196e-169,0.375,0.9375
BASE,0,0,primary,96,227,0,,-6.092891017497138e-61,0.5,0
BASE,0,0,primary,97,229,0,,-1.756016488434715e-60,0.5,0.125
BASE,0,0,primary,98,231,0,,5.916224595418006e-61,0.4375,0
BASE,0,0,primary,99,234,0,,2.437012690316375e-60,0.4375,0.125
BASE,0,0,primary,100,237,0,,5.908813346762783e-61,0.5,0.0625
BASE,0,0,primary,101,239,0,,-1.276206916996438e-60,0.5,0.25
BASE,0,0,primary,102,241,0,,1.695253531014552e-60,0.4375,0.25
BASE,0,0,primary,103,244,0,,7.456017633158868e-61,0.5,0.1875
BASE,0,0,primary,104,246,0,,-1.765880483006782e-61,0.5,0.375
BASE,0,0,primary,105,248,0,,1.512603665244476e-61,0.4375,0.375
BASE,0,0,primary,106,251,0,,1.511397711498669e-61,0.5,0.3125
BASE,0,0,primary,107,253,0,,4.524064703355385e-74,0.5,0.5
BASE,0,0,primary,108,255,0,,-4.700381955892572e-74,0.4375,0.5
BASE,0,0,primary,109,258,0,,-4.700311951492481e-74,0.5,0.4375
BASE,0,0,primary,110,260,0,,-1.29277138075012e-88,0.5,0.625
BASE,0,0,primary,111,262,0,,9.116248509614822e-89,0.4375,0.625
BASE,0,0,primary,112,265,0,,1.403595478806877e-88,0.5,0.5625
BASE,0,0,primary,113,267,0,,1.953449021823206e-115,0.5,0.75
BASE,0,0,primary,114,269,0,,-1.340929096952978e-115,0.4375,0.75
BASE,0,0,primary,115,272,0,,-2.097823617914581e-115,0.5,0.6875
BASE,0,0,primary,116,274,0,,-1.966693716601489e-142,0.5,0.875
BASE,0,0,primary,117,276,0,,1.176770943265475e-142,0.4375,0.875
BASE,0,0,primary,118,279,0,,2.215068677594612e-142,0.5,0.8125
BASE,0,0,primary,119,281,0,,1.648704017378635e-169,0.5,1
BASE,0,0,primary,120,283,0,,-9.302317963745551e-170,0.4375,1
BASE,0,0,primary,121,286,0,,-1.852865708657941e-169,0.5,0.9375
BASE,0,0,primary,122,288,0,,-6.256600940540189e-89,0.625,0
BASE,0,0,primary,123,290,0,,-1.259588373857106e-88,0.625,0.125
BASE,0,0,primary,124,292,0,,6.934403094235922e-89,0.5625,0
BASE,0,0,primary,125,295,0,,-6.389414373331117e-89,0.5625,0.125
BASE,0,0,primary,126,298,0,,5.390354849689829e-89,0.625,0.0625
BASE,0,0,primary,127,300,0,,-4.460723912167697e-88,0.625,0.25
BASE,0,0,primary,128,302,0,,4.42152936039408e-88,0.5625,0.25
BASE,0,0,primary,129,305,0,,1.559958847051276e-88,0.625,0.1875
BASE,0,0,primary,130,307,0,,-4.187391550783118e-88,0.625,0.375
BASE,0,0,primary,131,309,0,,4.883946644855924e-88,0.5625,0.375
BASE,0,0,primary,132,312,0,,2.228520575664908e-88,0.625,0.3125
BASE,0,0,primary,133,314,0,,-1.292771380750121e-88,0.625,0.5
BASE,0,0,primary,134,316,0,,1.403595478806885e-88,0.5625,0.5
BASE,0,0,primary,135,319,0,,9.116248509614968e-89,0.625,0.4375
BASE,0,0,primary,136,321,0,,-1.197273929141518e-89,0.625,0.625
BASE,0,0,primary,137,323,0,,1.048145415034942e-89,0.5625,0.625
BASE,0,0,primary,138,326,0,,1.048145415034951e-89,0.625,0.5625
BASE,0,0,primary,139,328,0,,3.609766024341247e-116,0.625,0.75
BASE,0,0,primary,140,330,0,,-3.065196743220417e-116,0.5625,0.75
BASE,0,0,primary,141,333,0,,-3.503240885670498e-116,0.625,0.6875
BASE,0,0,primary,142,335,0,,-5.040213210090295e-143,0.625,0.875
BASE,0,0,primary,143,337,0,,3.585415667517769e-143,0.5625,0.875
BASE,0,0,primary,144,340,0,,5.389633217485466e-143,0.625,0.8125
BASE,0,0,primary,145,342,0,,5.248682543098333e-170,0.625,1
BASE,0,0,primary,146,344,0,,-3.474573632521333e-170,0.5625,1
BASE,0,0,primary,147,347,0,,-5.601475061362751e-170,0.625,0.9375
BASE,0,0,primary,148,349,0,,1.996404135420096e-115,0.75,0
BASE,0,0,primary,149,351,0,,5.359077886261708e-115,0.75,0.125
BASE,0,0,primary,150,353,0,,-1.999271436999166e-115,0.6875,0
BASE,0,0,primary,151,356,0,,-5.591910714336406e-115,0.6875,0.125
BASE,0,0,primary,152,359,0,,-1.705232131982263e-115,0.75,0.0625
BASE,0,0,primary,153,361,0,,7.016151498868836e-115,0.75,0.25
BASE,0,0,primary,154,363,0,,-8.032441303772236e-115,0.6875,0.25
BASE,0,0,primary,155,366,0,,-2.677994596394911e-115,0.75,0.1875
BASE,0,0,primary,156,368,0,,5.130082630754388e-115,0.75,0.375
BASE,0,0,primary,157,370,0,,-5.831901568984782e-115,0.6875,0.375
BASE,0,0,primary,158,373,0,,-2.704104246273252e-115,0.75,0.3125
BASE,0,0,primary,159,375,0,,1.953449021823197e-115,0.75,0.5
BASE,0,0,primary,160,377,0,,-2.097823617914557e-115,0.6875,0.5
BASE,0,0,primary,161,380,0,,-1.340929096952974e-115,0.75,0.4375
BASE,0,0,primary,162,382,0,,3.609766024341218e-116,0.75,0.625
BASE,0,0,primary,163,384,0,,-3.503240885670413e-116,0.6875,0.625
BASE,0,0,primary,164,387,0,,-3.065196743220373e-116,0.75,0.5625
BASE,0,0,primary,165,389,0,,2.885213477939866e-117,0.75,0.75
BASE,0,0,primary,166,391,0,,-2.829296302912617e-117,0.6875,0.75
BASE,0,0,primary,167,394,0,,-2.82929630291263e-117,0.75,0.6875
BASE,0,0,primary,168,396,0,,-7.099611844398002e-144,0.75,0.875
BASE,0,0,primary,169,398,0,,5.808389223464675e-144,0.6875,0.875
BASE,0,0,primary,170,401,0,,7.423704708673438e-144,0.75,0.8125
BASE,0,0,primary,171,403,0,,1.044433420715903e-170,0.75,1
BASE,0,0,primary,172,405,0,,-7.909709699225548e-171,0.6875,1
BASE,0,0,primary,173,408,0,,-1.051411627390581e-170,0.75,0.9375
BASE,0,0,primary,174,410,0,,-1.812903052810705e-142,0.875,0
BASE,0,0,primary,175,412,0,,-5.002255025910643e-142,0.875,0.125
BASE,0,0,primary,176,414,0,,1.813205565372141e-142,0.8125,0
BASE,0,0,primary,177,417,0,,5.684931534301848e-142,0.8125,0.125
BASE,0,0,primary,178,420,0,,1.523481342020178e-142,0.875,0.0625
BASE,0,0,primary,179,422,0,,-5.996416661861107e-142,0.875,0.25
BASE,0,0,primary,180,424,0,,7.060217339791969e-142,0.8125,0.25
BASE,0,0,primary,181,427,0,,2.247219692671162e-142,0.875,0.1875
BASE,0,0,primary,182,429,0,,-4.432474365398835e-142,0.875,0.375
BASE,0,0,primary,183,431,0,,5.16173992929728e-142,0.8125,0.375
BASE,0,0,primary,184,434,0,,2.140271148676957e-142,0.875,0.3125
BASE,0,0,primary,185,436,0,,-1.966693716601488e-142,0.875,0.5
BASE,0,0,primary,186,438,0,,2.215068677594633e-142,0.8125,0.5
BASE,0,0,primary,187,441,0,,1.176770943265499e-142,0.875,0.4375
BASE,0,0,primary,188,443,0,,-5.040213210090296e-143,0.875,0.625
BASE,0,0,primary,189,445,0,,5.38963321748551e-143,0.8125,0.625
BASE,0,0,primary,190,448,0,,3.585415667517837e-143,0.875,0.5625
BASE,0,0,primary,191,450,0,,-7.099611844398067e-144,0.875,0.75
BASE,0,0,primary,192,452,0,,7.42370470867362e-144,0.8125,0.75
BASE,0,0,primary,193,455,0,,5.80838922346493e-144,0.875,0.6875
BASE,0,0,primary,194,457,0,,-3.748089281058137e-145,0.875,0.875
BASE,0,0,primary,195,459,0,,3.472048349278614e-145,0.8125,0.875
BASE,0,0,primary,196,462,0,,3.472048349278627e-145,0.875,0.8125
BASE,0,0,primary,197,464,0,,1.13243393907769e-171,0.875,1
BASE,0,0,primary,198,466,0,,-9.303512602260041e-172,0.8125,1
BASE,0,0,primary,199,469,0,,-1.006499176530278e-171,0.875,0.9375
BASE,0,0,primary,200,471,0,,1.304648198325383e-169,1,0
BASE,0,0,primary,201,473,0,,3.682846637183644e-169,1,0.125
BASE,0,0,primary,202,475,0,,-1.284687576352808e-169,0.9375,0
BASE,0,0,primary,203,478,0,,-4.268958639724487e-169,0.9375,0.125
BASE,0,0,primary,204,481,0,,-1.104854222247754e-169,1,0.0625
BASE,0,0,primary,205,483,0,,4.329406640470344e-169,1,0.25
BASE,0,0,primary,206,485,0,,-5.08727935008887e-169,0.9375,0.25
BASE,0,0,primary,207,488,0,,-1.623439264216794e-169,1,0.1875
BASE,0,0,primary,208,490,0,,3.314196761036818e-169,1,0.375
BASE,0,0,primary,209,492,0,,-3.84619627148721e-169,0.9375,0.375
BASE,0,0,primary,210,495,0,,-1.546485890736477e-169,1,0.3125
BASE,0,0,primary,211,497,0,,1.648704017378624e-169,1,0.5
BASE,0,0,primary,212,499,0,,-1.852865708657921e-169,0.9375,0.5
BASE,0,0,primary,213,502,0,,-9.302317963745617e-170,1,0.4375
BASE,0,0,primary,214,504,0,,5.248682543098285e-170,1,0.625
BASE,0,0,primary,215,506,0,,-5.601475061362599e-170,0.9375,0.625
BASE,0,0,primary,216,509,0,,-3.474573632521308e-170,1,0.5625
BASE,0,0,primary,217,511,0,,1.044433420715891e-170,1,0.75
BASE,0,0,primary,218,513,0,,-1.051411627390538e-170,0.9375,0.75
BASE,0,0,primary,219,516,0,,-7.909709699225408e-171,1,0.6875
BASE,0,0,primary,220,518,0,,1.132433939077657e-171,1,0.875
BASE,0,0,primary,221,520,0,,-1.006499176530185e-171,0.9375,0.875
BASE,0,0,primary,222,523,0,,-9.303512602259311e-172,1,0.8125
BASE,0,0,primary,223,525,0,,5.658764985973513e-173,1,1
BASE,0,0,primary,224,527,0,,-4.729547386487183e-173,0.9375,1
BASE,0,0,primary,225,530,0,,-4.729547386487236e-173,1,0.9375
S1_PLUS,1,532,secondary,1,532,1e-06,-0.0001004463322779652,-8.314980980614689e-06,0.1799499988555908,0.1799499988555908
S1_PLUS,1,532,secondary,2,535,1e-06,-9.991568306709745e-05,-8.326493690974768e-06,0.1800500005483627,0.1799499988555908
S1_PLUS,1,532,secondary,3,536,1e-06,-9.991568306708561e-05,-8.326493690975895e-06,0.1799499988555908,0.1800500005483627
S1_PLUS,1,532,secondary,4,539,1e-06,-9.99719557030364e-05,-8.324547617666789e-06,0.1800500005483627,0.1800500005483627
S1_PLUS,1,532,secondary,5,543,1e-06,-9.992003734740789e-05,3.330903619639459e-05,0.1800000071525574,0.1799499988555908
S1_PLUS,1,532,secondary,6,547,1e-06,-9.986890214366083e-05,3.329845198174808e-05,0.1800000071525574,0.1800500005483627
S1_PLUS,1,532,secondary,7,548,1e-06,-9.99200373473551e-05,3.330903619638457e-05,0.1799499988555908,0.1800000071525574
S1_PLUS,1,532,secondary,8,551,1e-06,-9.986890214371161e-05,3.329845198175395e-05,0.1800500005483627,0.1800000071525574
S1_PLUS,1,532,primary,1,2,1e-06,,1.519408358765599e-33,0,0
S1_PLUS,1,532,primary,2,3,1e-06,,9.602242961479068e-33,0.125,0
S1_PLUS,1,532,primary,3,6,1e-06,,9.602242961479035e-33,0,0.125
S1_PLUS,1,532,primary,4,7,1e-06,,-2.381504958730005e-05,0.125,0.125
S1_PLUS,1,532,primary,5,10,1e-06,,-1.383565019841958e-33,0.0625,0
S1_PLUS,1,532,primary,6,14,1e-06,,-9.401718239335687e-33,0.0625,0.125
S1_PLUS,1,532,primary,7,18,1e-06,,-1.383565019841952e-33,0,0.0625
S1_PLUS,1,532,primary,8,19,1e-06,,-9.401718239335629e-33,0.125,0.0625
S1_PLUS,1,532,primary,9,22,1e-06,,9.713750738050727e-33,0,0.25
S1_PLUS,1,532,primary,10,23,1e-06,,-2.462086618942489e-05,0.125,0.25
S1_PLUS,1,532,primary,11,26,1e-06,,-9.620143647772269e-33,0.0625,0.25
S1_PLUS,1,532,primary,12,30,1e-06,,-6.15969758532965e-33,0,0.1875
S1_PLUS,1,532,primary,13,31,1e-06,,5.515089253939582e-05,0.125,0.1875
S1_PLUS,1,532,primary,14,34,1e-06,,1.570862555850801e-33,0,0.375
S1_PLUS,1,532,primary,15,35,1e-06,,9.037741111680064e-33,0.125,0.375
S1_PLUS,1,532,primary,16,38,1e-06,,-1.430465541921078e-33,0.0625,0.375
S1_PLUS,1,532,primary,17,42,1e-06,,-1.430570294428348e-33,0,0.3125
S1_PLUS,1,532,primary,18,43,1e-06,,-9.611093474126131e-33,0.125,0.3125
S1_PLUS,1,532,primary,19,46,1e-06,,-6.088114137293564e-61,0,0.5
S1_PLUS,1,532,primary,20,47,1e-06,,-1.754729113021189e-60,0.125,0.5
S1_PLUS,1,532,primary,21,50,1e-06,,5.903929876678588e-61,0.0625,0.5
S1_PLUS,1,532,primary,22,54,1e-06,,5.911220201126044e-61,0,0.4375
S1_PLUS,1,532,primary,23,55,1e-06,,2.435284382437971e-60,0.125,0.4375
S1_PLUS,1,532,primary,24,58,1e-06,,7.654411262245409e-89,0,0.625
S1_PLUS,1,532,primary,25,59,1e-06,,3.125694429676421e-88,0.125,0.625
S1_PLUS,1,532,primary,26,62,1e-06,,-6.583374390940762e-89,0.0625,0.625
S1_PLUS,1,532,primary,27,66,1e-06,,-6.548172044565905e-89,0,0.5625
S1_PLUS,1,532,primary,28,67,1e-06,,-4.89718445351942e-88,0.125,0.5625
S1_PLUS,1,532,primary,29,70,1e-06,,-1.491304424400941e-116,0,0.75
S1_PLUS,1,532,primary,30,71,1e-06,,-5.746354554265856e-116,0.125,0.75
S1_PLUS,1,532,primary,31,74,1e-06,,1.296842846841207e-116,0.0625,0.75
S1_PLUS,1,532,primary,32,78,1e-06,,1.306348326541404e-116,0,0.6875
S1_PLUS,1,532,primary,33,79,1e-06,,8.822764333946181e-116,0.125,0.6875
S1_PLUS,1,532,primary,34,82,1e-06,,-1.10104946626455e-143,0,0.875
S1_PLUS,1,532,primary,35,83,1e-06,,-2.249616858460338e-143,0.125,0.875
S1_PLUS,1,532,primary,36,86,1e-06,,8.959818691333079e-144,0.0625,0.875
S1_PLUS,1,532,primary,37,90,1e-06,,1.182213797560903e-143,0,0.8125
S1_PLUS,1,532,primary,38,91,1e-06,,1.653749382046881e-143,0.125,0.8125
S1_PLUS,1,532,primary,39,94,1e-06,,3.44132509601039e-170,0,1
S1_PLUS,1,532,primary,40,95,1e-06,,8.316160289141905e-170,0.125,1
S1_PLUS,1,532,primary,41,98,1e-06,,-2.827880151331733e-170,0.0625,1
S1_PLUS,1,532,primary,42,102,1e-06,,-3.528877449577152e-170,0,0.9375
S1_PLUS,1,532,primary,43,103,1e-06,,-8.651382526178461e-170,0.125,0.9375
S1_PLUS,1,532,primary,44,105,1e-06,,9.713750738050791e-33,0.25,0
S1_PLUS,1,532,primary,45,107,1e-06,,-2.462086618942489e-05,0.25,0.125
S1_PLUS,1,532,primary,46,109,1e-06,,-6.159697585329717e-33,0.1875,0
S1_PLUS,1,532,primary,47,112,1e-06,,5.515089253939584e-05,0.1875,0.125
S1_PLUS,1,532,primary,48,115,1e-06,,-9.620143647772311e-33,0.25,0.0625
S1_PLUS,1,532,primary,49,117,1e-06,,-2.398773065610594e-05,0.25,0.25
S1_PLUS,1,532,primary,50,119,1e-06,,4.333259395975657e-05,0.1875,0.25
S1_PLUS,1,532,primary,51,122,1e-06,,4.333259395975658e-05,0.25,0.1875
S1_PLUS,1,532,primary,52,124,1e-06,,8.949528945778967e-33,0.25,0.375
S1_PLUS,1,532,primary,53,126,1e-06,,-5.451775850863383e-33,0.1875,0.375
S1_PLUS,1,532,primary,54,129,1e-06,,-9.437585121657274e-33,0.25,0.3125
S1_PLUS,1,532,primary,55,131,1e-06,,-1.275420506827367e-60,0.25,0.5
S1_PLUS,1,532,primary,56,133,1e-06,,7.451941948590332e-61,0.1875,0.5
S1_PLUS,1,532,primary,57,136,1e-06,,1.694368868995459e-60,0.25,0.4375
S1_PLUS,1,532,primary,58,138,1e-06,,1.79649773302432e-88,0.25,0.625
S1_PLUS,1,532,primary,59,140,1e-06,,-8.901549537377294e-89,0.1875,0.625
S1_PLUS,1,532,primary,60,143,1e-06,,-2.355029516183983e-88,0.25,0.5625
S1_PLUS,1,532,primary,61,145,1e-06,,-3.173638316569527e-116,0.25,0.75
S1_PLUS,1,532,primary,62,147,1e-06,,1.661449168423996e-116,0.1875,0.75
S1_PLUS,1,532,primary,63,150,1e-06,,4.057413057341585e-116,0.25,0.6875
S1_PLUS,1,532,primary,64,152,1e-06,,-4.168637858849478e-143,0.25,0.875
S1_PLUS,1,532,primary,65,154,1e-06,,1.341972955081756e-143,0.1875,0.875
S1_PLUS,1,532,primary,66,157,1e-06,,4.248630960866556e-143,0.25,0.8125
S1_PLUS,1,532,primary,67,159,1e-06,,1.102999104402592e-169,0.25,1
S1_PLUS,1,532,primary,68,161,1e-06,,-3.890468506049225e-170,0.1875,1
S1_PLUS,1,532,primary,69,164,1e-06,,-1.197585391190199e-169,0.25,0.9375
S1_PLUS,1,532,primary,70,166,1e-06,,1.570862555850797e-33,0.375,0
S1_PLUS,1,532,primary,71,168,1e-06,,9.037741111680108e-33,0.375,0.125
S1_PLUS,1,532,primary,72,170,1e-06,,-1.430570294428336e-33,0.3125,0
S1_PLUS,1,532,primary,73,173,1e-06,,-9.611093474126153e-33,0.3125,0.125
S1_PLUS,1,532,primary,74,176,1e-06,,-1.430465541921064e-33,0.375,0.0625
S1_PLUS,1,532,primary,75,178,1e-06,,8.949528945778982e-33,0.375,0.25
S1_PLUS,1,532,primary,76,180,1e-06,,-9.437585121657215e-33,0.3125,0.25
S1_PLUS,1,532,primary,77,183,1e-06,,-5.451775850863428e-33,0.375,0.1875
S1_PLUS,1,532,primary,78,185,1e-06,,1.530508919918486e-33,0.375,0.375
S1_PLUS,1,532,primary,79,187,1e-06,,-1.393866034954287e-33,0.3125,0.375
S1_PLUS,1,532,primary,80,190,1e-06,,-1.39386603495429e-33,0.375,0.3125
S1_PLUS,1,532,primary,81,192,1e-06,,-1.765407135042399e-61,0.375,0.5
S1_PLUS,1,532,primary,82,194,1e-06,,1.511397562409707e-61,0.3125,0.5
S1_PLUS,1,532,primary,83,197,1e-06,,1.512737513732937e-61,0.375,0.4375
S1_PLUS,1,532,primary,84,199,1e-06,,2.670301480947555e-89,0.375,0.625
S1_PLUS,1,532,primary,85,201,1e-06,,-2.25047675905485e-89,0.3125,0.625
S1_PLUS,1,532,primary,86,204,1e-06,,-2.267522950342371e-89,0.375,0.5625
S1_PLUS,1,532,primary,87,206,1e-06,,-4.600536761076548e-117,0.375,0.75
S1_PLUS,1,532,primary,88,208,1e-06,,3.726461645374594e-117,0.3125,0.75
S1_PLUS,1,532,primary,89,211,1e-06,,4.021435489890088e-117,0.375,0.6875
S1_PLUS,1,532,primary,90,213,1e-06,,-4.887336515893163e-143,0.375,0.875
S1_PLUS,1,532,primary,91,215,1e-06,,2.121922764595909e-143,0.3125,0.875
S1_PLUS,1,532,primary,92,218,1e-06,,5.456231642162298e-143,0.375,0.8125
S1_PLUS,1,532,primary,93,220,1e-06,,1.110337537122989e-169,0.375,1
S1_PLUS,1,532,primary,94,222,1e-06,,-4.745003464209878e-170,0.3125,1
S1_PLUS,1,532,primary,95,225,1e-06,,-1.242921846411388e-169,0.375,0.9375
S1_PLUS,1,532,primary,96,227,1e-06,,-6.08811413729359e-61,0.5,0
S1_PLUS,1,532,primary,97,229,1e-06,,-1.754729113021211e-60,0.5,0.125
S1_PLUS,1,532,primary,98,231,1e-06,,5.911220201126119e-61,0.4375,0
S1_PLUS,1,532,primary,99,234,1e-06,,2.435284382438002e-60,0.4375,0.125
