contact_pressure,shear_1,shear_2,normal_force_x,normal_force_y,normal_force_z,shear_force_x,shear_force_y,shear_force_z,heat_flow,id,x,y,z,current_x,current_y,current_z,generated
48152.41581587819,0.0008891584337164831,-96.30483162381057,-0.0007723431524398477,0.001876116972988127,-5.469562292147214e-06,4.123547192061743e-09,-1.013226251396804e-08,-4.057747572715803e-06,11758.91343026415,87,0.0015766557413441694,-0.0038063836739465019,0,0.0015766557413441694,-0.0038063836739465019,0.00059969891807382732,0
48152.36413348569,0.000891424324828263,-96.3047282589995,-0.001431510896586287,0.001437743127069317,-5.469562413145762e-06,7.687111197322615e-09,-7.782975760276042e-09,-4.057747525904372e-06,11758.85594695202,88,0.0029132799384885754,-0.0029132799384885767,0,0.0029132799384885754,-0.0029132799384885767,0.00059969891353304832,0
48152.41879158843,-0.002075131264351742,-102.4336845318611,-0.001872744119792797,0.0007804859564841121,-5.469562296573254e-06,1.008038098849459e-08,-4.248800316262516e-09,-4.057747585053994e-06,11758.91342993755,89,0.0038063836739465019,-0.0015766557413441709,0,0.0038063836739465019,-0.0015766557413441709,0.00059969891807215233,0
60684.10286789045,111.9087514464324,0.001610799088343828,-0.005091270889055855,1.024895497704006e-05,-6.311158383835171e-06,1.262202109454603e-08,-1.595826672530133e-10,-1.01825624088095e-05,10992.2448144373,114,0.0041200000000000004,0,0.00062500000000000001,0.004120119645588418,2.5984596520254649e-11,0.0012247479343687304,0
60683.79986655861,-0.002075131264351742,129.456222119132,-0.004707620664833777,-0.001938867018073009,-6.311128656382791e-06,1.172236596135611e-08,4.682478642414029e-09,-1.018251395937541e-05,10992.19945070315,115,0.0038063836739465019,0.00157665574134417,0.00062500000000000001,0.0038064941710728487,0.0015767015535616906,0.0012247479227261873,0
60683.60160231996,-0.001133478848406562,121.3672031937403,-0.003607292552062677,-0.003592798407080816,-6.311112175514915e-06,9.037891021588198e-09,8.812211706032538e-09,-1.018248691540311e-05,10992.14714484856,116,0.0029132799384885763,0.0029132799384885759,0.00062500000000000001,0.0029133644883566662,0.0029133645251089605,0.001224747910394464,0
60683.84677555699,-0.001131295467112511,121.3676935402396,-0.001957806176335822,-0.004699780361251574,-6.311133853458376e-06,4.977349954328411e-09,1.160023894352556e-08,-1.01825223719128e-05,10992.19947839217,117,0.0015766557413441702,0.0038063836739465019,0.00062500000000000001,0.0015767015055477502,0.0038064941909533058,0.001224747922723157,0
60684.10286788912,-0.001133506469111029,121.3682057248782,-1.02489549770373e-05,-0.005091270889055734,-6.311158383835268e-06,1.595826672540957e-10,1.262202109454623e-08,-1.018256240880926e-05,10992.2448144373,118,2.522772406243548e-19,0.0041200000000000004,0.00062500000000000001,-2.5984596268601123e-11,0.004120119645588418,0.0012247479343687304,0
60683.7998665657,-0.001135688901349373,121.3675997222061,0.001938867018073396,-0.004707620664834718,-6.311128656386535e-06,-4.682478642414911e-09,1.172236596136385e-08,-1.018251395937744e-05,10992.19945070315,137,-0.0015766557413441698,0.0038063836739465019,0.00062500000000000001,-0.0015767015535616904,0.0038064941710728487,0.0012247479227261871,0
60683.6016023238,-0.001133478848492598,121.367203193748,0.003592798407081415,-0.003607292552063274,-6.311112175515885e-06,-8.812211706034014e-09,9.03789102158947e-09,-1.01824869154048e-05,10992.14714484901,138,-0.0029132799384885759,0.0029132799384885763,0.00062500000000000001,-0.0029133645251089605,0.0029133644883566662,0.001224747910394464,0
60683.84677555876,-0.002075131264351742,129.4563159371841,0.004699780361251887,-0.001957806176335954,-6.311133853471367e-06,-1.160023894354944e-08,4.977349954338654e-09,-1.018252237191347e-05,10992.19947839217,139,-0.0038063836739465019,0.0015766557413441705,0.00062500000000000001,-0.0038064941909533058,0.0015767015055477504,0.001224747922723157,0
60684.102867892,111.9087514653085,0.001596045445580341,0.005091270889056346,-1.024895497704447e-05,-6.311158383836036e-06,-1.262202109454776e-08,1.595826672532567e-10,-1.018256240881048e-05,10992.24481443775,140,-0.0041200000000000004,5.0455448124870961e-19,0.00062500000000000001,-0.004120119645588418,-2.5984596024965924e-11,0.0012247479343687304,0
60683.79986656384,-0.002075131264351742,-129.4564552208457,0.004707620664834653,0.00193886701807338,-6.311128656372438e-06,-1.172236596133723e-08,-4.682478642405499e-09,-1.018251395937731e-05,10992.19945070361,159,-0.0038063836739465019,-0.0015766557413441696,0.00062500000000000001,-0.0038064941710728487,-0.0015767015535616902,0.0012247479227261871,0
60683.6016023124,0.001133478848362439,-121.3672031937252,0.003607292552062329,0.003592798407080467,-6.311112175512165e-06,-9.03789102158246e-09,-8.81221170603051e-09,-1.018248691540212e-05,10992.14714484947,160,-0.0029132799384885767,-0.0029132799384885754,0.00062500000000000001,-0.0029133644883566666,-0.0029133645251089601,0.0012247479103944642,0
60683.84677556481,0.001131295467162587,-121.3676935402552,0.001957806176336145,0.004699780361252344,-6.311133853452354e-06,-4.977349954322675e-09,-1.16002389435149e-08,-1.018252237191447e-05,10992.19947839262,161,-0.0015766557413441707,-0.0038063836739465019,0.00062500000000000001,-0.0015767015055477506,-0.0038064941909533058,0.001224747922723157,0
60684.10286789548,0.001133506469092912,-121.3682057248909,1.024895497704205e-05,0.005091270889056548,-6.311158383836174e-06,-1.595826672536529e-10,-1.262202109454804e-08,-1.018256240881089e-05,10992.24481443775,162,-7.5683172187306446e-19,-0.0041200000000000004,0.00062500000000000001,2.5984595776677407e-11,-0.004120119645588418,0.0012247479343687304,0
60683.79986657557,0.001135688901363614,-121.3675997222258,-0.001938867018073679,0.004707620664835412,-6.311128656366276e-06,4.682478642400746e-09,-1.172236596132586e-08,-1.018251395937894e-05,10992.19945070361,176,0.0015766557413441694,-0.0038063836739465019,0.00062500000000000001,0.00157670155356169,-0.0038064941710728487,0.0012247479227261873,0
60683.60160231839,0.001133478848483174,-121.3672031937372,-0.003592798407081015,0.003607292552062869,-6.311112175506253e-06,8.812211706019098e-09,-9.037891021577142e-09,-1.018248691540366e-05,10992.14714484901,177,0.0029132799384885754,-0.0029132799384885767,0.00062500000000000001,0.0029133645251089601,-0.0029133644883566666,0.0012247479103944642,0
60683.8467755695,-0.002075131264351742,-129.4565490389071,-0.004699780361252762,0.001957806176336323,-6.311133853465552e-06,1.160023894353835e-08,-4.977349954335024e-09,-1.018252237191537e-05,10992.19947839217,178,0.0038063836739465019,-0.0015766557413441709,0.00062500000000000001,0.0038064941909533058,-0.0015767015055477508,0.001224747922723157,0
65601.99127306938,120.3809517416959,0.00170709145750525,-0.005485486626816126,1.071192867605656e-05,-2.065545581780091e-06,4.130788069048774e-09,-1.592454386966874e-10,-1.097099417057192e-05,11286.83058182785,203,0.0041200000000000004,0,0.00125,0.0041201431827909253,3.3686673043025426e-11,0.0018497950662488181,0
65601.75180185417,-0.002075131264351742,139.8502843132489,-0.005072011054458599,-0.002089301338689486,-2.065538622627394e-06,3.877424089361359e-09,1.433301268837257e-09,-1.097095733555777e-05,11286.78409906237,204,0.0038063836739465019,0.00157665574134417,0.00125,0.0038065159199468391,0.0015767105720009319,0.0018497950484433062,0
65601.55201195009,-0.001207440968273996,131.2031040125416,-0.003886375867183062,-0.003871226964535231,-2.065533090559408e-06,3.033492017530613e-09,2.808289169577477e-09,-1.097092805304165e-05,11286.7295345509,205,0.0029132799384885763,0.0029132799384885759,0.00125,0.0029133811303116439,0.0029133811779576586,0.0018497950305683328,0
65601.80276103229,-0.001203784728349671,131.2036055107492,-0.002109096134416096,-0.005063816775380376,-2.065540364788964e-06,1.727547695765501e-09,3.755548621447988e-09,-1.097096656327928e-05,11286.78411962808,206,0.0015766557413441702,0.0038063836739465019,0.00125,0.0015767105097524319,0.0038065159457244704,0.0018497950484384121,0
65601.99127307071,-0.001207471244938081,131.2039825347824,-1.071192867605007e-05,-0.005485486626815776,-2.065545581790947e-06,1.592454386984046e-10,4.130788069070483e-09,-1.097099417057122e-05,11286.83058182785,207,2.522772406243548e-19,0.0041200000000000004,0.00125,-3.3686672799719199e-11,0.0041201431827909253,0.0018497950662488181,0
65601.75180185054,-0.001211128886589275,131.2035035922988,0.002089301338689352,-0.005072011054458277,-2.065538622626258e-06,-1.433301268833486e-09,3.877424089360454e-09,-1.097095733555707e-05,11286.78409906283,226,-0.0015766557413441698,0.0038063836739465019,0.00125,-0.0015767105720009317,0.0038065159199468391,0.0018497950484433062,0
65601.55201195815,-0.001207440968404639,131.2031040125577,0.003871226964535978,-0.003886375867183811,-2.065533090559805e-06,-2.808289169574043e-09,3.033492017535155e-09,-1.097092805304376e-05,11286.72953455044,227,-0.0029132799384885759,0.0029132799384885763,0.00125,-0.0029133811779576586,0.0029133811303116439,0.0018497950305683328,0
65601.80276102574,-0.002075131264351742,139.850386231678,0.005063816775379747,-0.002109096134415834,-2.065540364786763e-06,-3.755548621443156e-09,1.72754769576565e-09,-1.097096656327792e-05,11286.78411962854,228,-0.0038063836739465019,0.0015766557413441705,0.00125,-0.0038065159457244704,0.0015767105097524322,0.0018497950484384121,0
65601.99127307032,120.3809514570125,0.001691807311300142,0.005485486626815613,-1.071192867605824e-05,-2.06554558177989e-06,-4.13078806904837e-09,1.592454386975801e-10,-1.097099417057089e-05,11286.83058182831,229,-0.0041200000000000004,5.0455448124870961e-19,0.00125,-0.0041201431827909253,-3.3686672538368201e-11,0.0018497950662488181,0
65601.75180184918,-0.002075131264351742,-139.8505286842942,0.005072011054457812,0.002089301338689174,-2.065538622625763e-06,-3.877424089358479e-09,-1.433301268835685e-09,-1.097095733555607e-05,11286.78409906237,248,-0.0038063836739465019,-0.0015766557413441696,0.00125,-0.0038065159199468391,-0.0015767105720009315,0.0018497950484433062,0
65601.55201195253,0.001207440968302134,-131.2031040125465,0.003886375867183147,0.003871226964535312,-2.065533090563117e-06,-3.033492017537147e-09,-2.808289169581432e-09,-1.097092805304188e-05,11286.72953455044,249,-0.0029132799384885767,-0.0029132799384885754,0.00125,-0.0029133811303116443,-0.0029133811779576582,0.0018497950305683326,0
65601.80276103574,0.001203784728280946,-131.203605510756,0.002109096134416178,0.005063816775380551,-2.065540364788439e-06,-1.727547695763366e-09,-3.755548621447739e-09,-1.097096656327967e-05,11286.78411962808,250,-0.0015766557413441707,-0.0038063836739465019,0.00125,-0.0015767105097524324,-0.0038065159457244704,0.0018497950484384124,0
65601.9912730674,0.001207471244926029,-131.2039825347757,1.071192867605256e-05,0.005485486626815556,-2.065545581790865e-06,-1.592454386984575e-10,-4.13078806907032e-09,-1.097099417057078e-05,11286.83058182785,251,-7.5683172187306446e-19,-0.0041200000000000004,0.00125,3.368667229174679e-11,-0.0041201431827909253,0.0018497950662488181,0
65601.75180185481,0.001211128886536183,-131.2035035923073,-0.002089301338689422,0.005072011054458457,-2.065538622626574e-06,1.433301268834665e-09,-3.877424089360649e-09,-1.097095733555745e-05,11286.78409906192,265,0.0015766557413441694,-0.0038063836739465019,0.00125,0.0015767105720009313,-0.0038065159199468391,0.0018497950484433062,0
65601.55201195314,0.001207440968447311,-131.2031040125477,-0.003871226964535602,0.003886375867183431,-2.065533090567094e-06,2.808289169585738e-09,-3.033492017544083e-09,-1.09709280530427e-05,11286.72953455044,266,0.0029132799384885754,-0.0029132799384885767,0.00125,0.0029133811779576582,-0.0029133811303116443,0.0018497950305683326,0
65601.80276103242,-0.002075131264351742,-139.8506306027484,-0.005063816775380627,0.002109096134416209,-2.065540364788102e-06,3.7555486214467e-09,-1.727547695764107e-09,-1.097096656327983e-05,11286.78411962763,267,0.0038063836739465019,-0.0015766557413441709,0.00125,0.0038065159457244704,-0.0015767105097524326,0.0018497950484384121,0
66436.50084367397,121.7909569933975,0.001684804448546906,-0.005555771282201292,1.078979240427223e-05,4.40061899001076e-07,-8.804218955337632e-10,-1.526387859183141e-10,-1.111156351802875e-05,10963.74418465938,292,0.0041200000000000004,0,0.0018749999999999999,0.0041201601003601832,4.268216553776806e-11,0.0024748345352046701,0
66436.3507475392,-0.002075131264351742,141.5922818865708,-0.005136981803802312,-0.002116128800970459,4.400613136471636e-07,-7.548830564412337e-10,-4.782027397674548e-10,-1.111154051406286e-05,10963.69918274866,293,0.0038063836739465019,0.00157665574134417,0.0018749999999999999,0.0038065315553019734,0.0015767170535357156,0.0024748345177774637,0
66436.23439815435,-0.001203052861619671,132.8724687854047,-0.003936138866674304,-0.003920879826938521,4.400609412416887e-07,-5.146203519823438e-10,-7.304815198128463e-10,-1.111152334994294e-05,10963.6472166572,294,0.0029132799384885763,0.0029132799384885759,0.0018749999999999999,0.0029133930981227012,0.0029133931584888278,0.0024748344993640058,0
66436.38704072467,-0.001200271391347377,132.8727740705769,-0.002136066982212151,-0.005128726714971036,4.400615598380772e-07,-1.96164527551269e-10,-8.717064560041848e-10,-1.111154712241649e-05,10963.69920372396,295,0.0015766557413441702,0.0038063836739465019,0.0018749999999999999,0.0015767169746659707,0.0038065315879667275,0.0024748345177729564,0
66436.50084368285,-0.001203073888264402,132.8730016764613,-1.078979240427304e-05,-0.00555577128220171,4.400618990011126e-07,1.526387859189518e-10,-8.804218955338377e-10,-1.111156351802958e-05,10963.74418465983,296,2.522772406243548e-19,0.0041200000000000004,0.0018749999999999999,-4.2682165286976488e-11,0.0041201601003601832,0.0024748345352046701,0
66436.35074753749,-0.001205855172080481,132.872701484139,0.002116128800970357,-0.005136981803802062,4.400613136487592e-07,4.782027397724884e-10,-7.548830564426118e-10,-1.111154051406233e-05,10963.69918274821,315,-0.0015766557413441698,0.0038063836739465019,0.0018749999999999999,-0.0015767170535357154,0.0038065315553019734,0.0024748345177774637,0
66436.23439814997,-0.00120305286171387,132.8724687853959,0.003920879826938233,-0.003936138866674009,4.400609412447793e-07,7.304815198198098e-10,-5.146203519841317e-10,-1.111152334994212e-05,10963.64721665674,316,-0.0029132799384885759,0.0029132799384885763,0.0018749999999999999,-0.0029133931584888278,0.0029133930981227012,0.0024748344993640058,0
66436.38704072703,-0.002075131264351742,141.5923544730104,0.005128726714971021,-0.002136066982212145,4.400615598289958e-07,8.717064559884603e-10,-1.96164527541783e-10,-1.111154712241645e-05,10963.69920372396,317,-0.0038063836739465019,0.0015766557413441705,0.0018749999999999999,-0.0038065315879667275,0.0015767169746659709,0.0024748345177729564,0
66436.50084367732,121.7909568854643,0.001674191653199042,0.005555771282201399,-1.078979240427412e-05,4.400618990007633e-07,8.804218955331402e-10,1.526387859196106e-10,-1.111156351802896e-05,10963.74418465892,318,-0.0041200000000000004,5.0455448124870961e-19,0.0018749999999999999,-0.0041201601003601832,-4.2682165044479134e-11,0.0024748345352046701,0
66436.35074752933,-0.002075131264351742,-141.5925220608447,0.005136981803801396,0.002116128800970096,4.400613136457876e-07,7.548830564380472e-10,4.782027397679645e-10,-1.111154051406089e-05,10963.69918274866,337,-0.0038063836739465019,-0.0015766557413441696,0.0018749999999999999,-0.0038065315553019734,-0.0015767170535357152,0.0024748345177774637,0
66436.23439814913,0.00120305286169568,-132.8724687853942,0.003936138866673856,0.003920879826938067,4.400609412495341e-07,5.14620351992753e-10,7.304815198246298e-10,-1.111152334994167e-05,10963.64721665674,338,-0.0029132799384885767,-0.0029132799384885754,0.0018749999999999999,-0.0029133930981227016,-0.0029133931584888273,0.0024748344993640058,0
66436.38704073275,0.001200271391288796,-132.8727740705931,0.002136066982212392,0.005128726714971604,4.400615598297648e-07,1.961645275445729e-10,8.717064559889645e-10,-1.111154712241772e-05,10963.69920372351,339,-0.0015766557413441707,-0.0038063836739465019,0.0018749999999999999,-0.0015767169746659711,-0.0038065315879667275,0.0024748345177729564,0
66436.5008436779,0.001203073888245768,-132.8730016764515,1.07897924042726e-05,0.005555771282201788,4.400618990011128e-07,-1.526387859189156e-10,8.804218955338379e-10,-1.111156351802974e-05,10963.74418465983,340,-7.5683172187306446e-19,-0.0041200000000000004,0.0018749999999999999,4.268216479319053e-11,-0.0041201601003601832,0.0024748345352046701,0
66436.35074753186,0.001205855172068754,-132.8727014841278,-0.002116128800970262,0.005136981803801839,4.400613136486658e-07,-4.782027397720121e-10,7.548830564426059e-10,-1.111154051406184e-05,10963.69918274821,354,0.0015766557413441694,-0.0038063836739465019,0.0018749999999999999,0.001576717053535715,-0.0038065315553019734,0.0024748345177774637,0
66436.23439815527,0.001203052861681734,-132.8724687854065,-0.003920879826938577,0.003936138866674358,4.400609412419769e-07,-7.304815198164551e-10,5.14620351979562e-10,-1.11115233499431e-05,10963.6472166572,355,0.0029132799384885754,-0.0029132799384885767,0.0018749999999999999,0.0029133931584888273,-0.0029133930981227016,0.0024748344993640058,0
66436.38704073397,-0.002075131264351742,-141.5925946473172,-0.005128726714971711,0.002136066982212435,4.400615598304694e-07,-8.717064559916355e-10,1.961645275418248e-10,-1.111154712241795e-05,10963.69920372442,356,0.0038063836739465019,-0.0015766557413441709,0.0018749999999999999,0.0038065315879667275,-0.0015767169746659713,0.0024748345177729564,0
65571.08773926419,120.2489076202074,0.001644089180514285,-0.005489522620138377,1.071694201511924e-05,9.58934029061075e-07,-1.918161153410754e-09,-1.482597592390174e-10,-1.097906616139656e-05,11232.69692876092,381,0.0041200000000000004,0,0.0025000000000000001,0.004120168818116221,4.9596706027887677e-11,0.0030998698205985981,0
65571.02106869033,-0.002075131264351742,139.7297940302684,-0.005075753866770492,-0.002090846185568478,9.589335510601536e-07,-1.715352714361501e-09,-8.711671601262327e-10,-1.097905552986296e-05,11232.65075482361,382,0.0038063836739465019,0.00157665574134417,0.0025000000000000001,0.0038065396150361187,0.0015767203942560655,0.0030998698054694133,0
65570.97650158285,-0.001185180150396823,131.1419529926792,-0.00388925058956479,-0.003874094558286062,9.589334059906577e-07,-1.251509039284767e-09,-1.461178714146185e-09,-1.097904891858953e-05,11232.5966348682,383,0.0029132799384885763,0.0029132799384885759,0.0025000000000000001,0.0029133992679250555,0.0029133993380684804,0.0030998697907158811,0
65571.04077035254,-0.001183837336545455,131.1420815302334,-0.002110649195981136,-0.005067553150395291,9.589338494299483e-07,-5.972196995306384e-10,-1.828825450892314e-09,-1.097905915000237e-05,11232.6507626674,384,0.0015766557413441702,0.0038063836739465019,0.0025000000000000001,0.0015767203026107483,0.0038065396529946699,0.0030998698054660037,0
65571.08773925158,-0.001185191256864486,131.1421754680165,-1.071694201511664e-05,-0.005489522620136864,9.589340290446163e-07,1.482597592416233e-10,-1.918161153377841e-09,-1.097906616139353e-05,11232.69692876001,385,2.522772406243548e-19,0.0041200000000000004,0.0025000000000000001,-4.9596705778602376e-11,0.004120168818116221,0.0030998698205985981,0
65571.02106868333,-0.001186533964342985,131.1420421268651,0.002090846185568287,-0.005075753866770037,9.589335510605896e-07,8.711671601314428e-10,-1.715352714360299e-09,-1.097905552986198e-05,11232.65075482407,404,-0.0015766557413441698,0.0038063836739465019,0.0025000000000000001,-0.0015767203942560653,0.0038065396150361187,0.0030998698054694133,0
65570.97650157069,-0.001185180150396851,131.1419529926549,0.003874094558285315,-0.003889250589564038,9.589334059943957e-07,1.461178714156084e-09,-1.251509039285459e-09,-1.097904891858741e-05,11232.5966348682,405,-0.0029132799384885759,0.0029132799384885763,0.0025000000000000001,-0.0029133993380684804,0.0029133992679250555,0.0030998697907158811,0
65571.04077035194,-0.002075131264351742,139.7298334336196,0.005067553150395239,-0.002110649195981115,9.589338494299953e-07,1.828825450892869e-09,-5.972196995295501e-10,-1.097905915000226e-05,11232.65076266786,406,-0.0038063836739465019,0.0015766557413441705,0.0025000000000000001,-0.0038065396529946699,0.0015767203026107485,0.0030998698054660037,0
65571.08773925039,120.2489076062193,0.001638430722413542,0.005489522620137394,-1.071694201512253e-05,9.589340290447055e-07,1.918161153378019e-09,1.482597592412211e-10,-1.097906616139459e-05,11232.69692876047,407,-0.0041200000000000004,5.0455448124870961e-19,0.0025000000000000001,-0.004120168818116221,-4.9596705525969397e-11,0.0030998698205985981,0
65571.02106868537,-0.002075131264351742,-139.7300279463645,0.005075753866770638,0.002090846185568547,9.589335510589485e-07,1.715352714357735e-09,8.711671601290481e-10,-1.097905552986328e-05,11232.65075482407,426,-0.0038063836739465019,-0.0015766557413441696,0.0025000000000000001,-0.0038065396150361187,-0.0015767203942560651,0.0030998698054694133,0
65570.97650156647,0.001185180150526269,-131.1419529926464,0.003889250589563878,0.003874094558285154,9.589334059940967e-07,1.251509039287692e-09,1.461178714152995e-09,-1.097904891858696e-05,11232.59663486775,427,-0.0029132799384885767,-0.0029132799384885754,0.0025000000000000001,-0.0029133992679250559,-0.00291339933806848,0.0030998697907158811,0
65571.04077035666,0.001183837336571045,-131.1420815302417,0.002110649195981204,0.005067553150395448,9.589338494301817e-07,5.972196995329424e-10,1.828825450891861e-09,-1.097905915000272e-05,11232.65076266786,428,-0.0015766557413441707,-0.0038063836739465019,0.0025000000000000001,-0.0015767203026107487,-0.0038065396529946699,0.0030998698054660037,0
65571.08773925944,0.001185191256853005,-131.1421754680322,1.071694201512065e-05,0.005489522620138135,9.589340290449435e-07,-1.482597592423035e-10,1.918161153378497e-09,-1.097906616139608e-05,11232.69692876001,429,-7.5683172187306446e-19,-0.0041200000000000004,0.0025000000000000001,4.9596705281266488e-11,-0.004120168818116221,0.0030998698205985981,0
65571.02106869005,0.001186533964283304,-131.1420421268786,-0.002090846185568567,0.005075753866770718,9.589335510504614e-07,-8.711671601226092e-10,1.71535271434203e-09,-1.097905552986345e-05,11232.65075482361,443,0.0015766557413441694,-0.0038063836739465019,0.0025000000000000001,0.0015767203942560648,-0.0038065396150361187,0.0030998698054694133,0
65570.9765015693,0.00118518015051206,-131.1419529926521,-0.003874094558285231,0.003889250589563961,9.589334059943309e-07,-1.46117871415528e-09,1.251509039286077e-09,-1.097904891858718e-05,11232.59663486775,444,0.0029132799384885754,-0.0029132799384885767,0.0025000000000000001,0.00291339933806848,-0.0029133992679250559,0.0030998697907158811,0
65571.04077035944,-0.002075131264351742,-139.7300673497444,-0.005067553150395972,0.002110649195981424,9.589338494315443e-07,-1.828825450896361e-09,5.972196995292261e-10,-1.097905915000385e-05,11232.6507626674,445,0.0038063836739465019,-0.0015766557413441709,0.0025000000000000001,0.0038065396529946699,-0.0015767203026107489,0.0030998698054660037,0
64833.5508377583,118.9243564494826,0.001645765752731343,-0.005432258142404265,1.065348410501446e-05,1.760787065108101e-07,-3.52452587048677e-10,-1.501652279862422e-10,-1.086453717684313e-05,11128.75718052556,470,0.0041200000000000004,0,0.0031250000000000002,0.0041201738068858216,5.5041297402089365e-11,0.0037249017508163649,0
64833.54709919457,-0.002075131264351742,138.1452687295226,-0.005022828533811709,-0.002068992460566515,1.760791281974698e-07,-2.681366664414509e-10,-2.736663182327411e-10,-1.086453612010387e-05,11128.71135587227,471,0.0038063836739465019,0.00157665574134417,0.0031250000000000002,0.0038065442284140249,0.0015767223069135124,0.0037249017387704832,0
64833.54986861283,-0.001192400916666422,129.6670997265999,-0.003848719495546426,-0.003833653194229798,1.760795629734244e-07,-1.430401028641688e-10,-3.554055477897286e-10,-1.086453654112095e-05,11128.65822538438,472,0.0029132799384885763,0.0029132799384885759,0.0031250000000000002,0.0029134027991918423,0.0029134028770338655,0.0037249017259346705,0
64833.55360791653,-0.001192211803590036,129.6671072052094,-0.002088677767996971,-0.005014675279976098,1.760791318323357e-07,3.802745305239576e-12,-3.830678772387536e-10,-1.086453735350809e-05,11128.71135923348,473,0.0015766557413441702,0.0038063836739465019,0.0031250000000000002,0.0015767222052088588,0.003806544270540572,0.0037249017387682611,0
