effective_creep_strain,effective_plastic_strain,id,vonmises_stress,x,y,z
3.30820454351495e-05,0.002466043861570289,641,50320877.23140579,0.0043751795783650372,0.00087821835354297761,-0.00078125000000000026
3.308204525156188e-05,0.002466043856181059,642,50320877.12362117,0.0037060592496129747,0.0024856767001764967,-0.00078125000000000026
3.308204525259375e-05,0.002466043856211568,643,50320877.12423138,0.0024727249956180931,0.0037147133019235414,-0.00078125000000000026
3.308204543618133e-05,0.002466043861600796,644,50320877.23201592,0.00086294077634826061,0.0043782184774126638,-0.00078125000000000026
3.308204543514951e-05,0.002466043861570288,645,50320877.23140576,-0.0008782183535429775,0.0043751795783650372,-0.00078125000000000026
3.308204525156186e-05,0.002466043856181058,646,50320877.12362116,-0.0024856767001764967,0.0037060592496129747,-0.00078125000000000026
3.30820452525937e-05,0.002466043856211566,647,50320877.12423134,-0.0037147133019235414,0.0024727249956180935,-0.00078125000000000026
3.308204543618133e-05,0.002466043861600796,648,50320877.23201591,-0.0043782184774126638,0.00086294077634826093,-0.00078125000000000026
3.308204543514946e-05,0.002466043861570288,649,50320877.23140575,-0.004375179578365038,-0.0008782183535429762,-0.00078125000000000026
3.308204525156185e-05,0.002466043856181058,650,50320877.12362117,-0.0037060592496129755,-0.0024856767001764958,-0.00078125000000000026
3.308204525259368e-05,0.002466043856211566,651,50320877.12423133,-0.0024727249956180927,-0.0037147133019235423,-0.00078125000000000026
3.308204543618132e-05,0.002466043861600796,652,50320877.23201592,-0.00086294077634826007,-0.0043782184774126638,-0.00078125000000000026
3.308204543514954e-05,0.00246604386157029,653,50320877.23140581,0.00087821835354297772,-0.0043751795783650363,-0.00078125000000000026
3.30820452515619e-05,0.002466043856181061,654,50320877.1236212,0.0024856767001764967,-0.0037060592496129747,-0.00078125000000000026
3.308204525259373e-05,0.002466043856211568,655,50320877.12423137,0.0037147133019235414,-0.0024727249956180927,-0.00078125000000000026
3.308204543618134e-05,0.002466043861600797,656,50320877.23201595,0.0043782184774126638,-0.00086294077634825996,-0.00078125000000000026
2.867432703758009e-06,0.001044880876458251,657,21897617.52916502,0.0041018435427266388,0.00082335232601593762,-0.00078125000000000026
2.867432694324956e-06,0.001044880875419133,658,21897617.50838266,0.0034745260005231669,0.0023303859280068948,-0.00078125000000000026
2.86743269437832e-06,0.001044880875425141,659,21897617.5085028,0.002318243371396671,0.0034826393974598437,-0.00078125000000000026
2.867432703811371e-06,0.001044880876464258,660,21897617.52928516,0.00080902920390352477,0.0041046925888542866,-0.00078125000000000026
2.867432703758011e-06,0.001044880876458251,661,21897617.52916502,-0.00082335232601593751,0.0041018435427266388,-0.00078125000000000026
2.867432694324957e-06,0.001044880875419133,662,21897617.50838266,-0.0023303859280068943,0.0034745260005231669,-0.00078125000000000026
2.867432694378316e-06,0.001044880875425139,663,21897617.50850279,-0.0034826393974598437,0.0023182433713966714,-0.00078125000000000026
2.867432703811369e-06,0.001044880876464258,664,21897617.52928516,-0.0041046925888542866,0.00080902920390352499,-0.00078125000000000026
2.86743270375801e-06,0.001044880876458251,665,21897617.52916503,-0.0041018435427266388,-0.00082335232601593643,-0.00078125000000000026
2.867432694324954e-06,0.001044880875419133,666,21897617.50838266,-0.0034745260005231674,-0.0023303859280068935,-0.00078125000000000026
2.867432694378322e-06,0.001044880875425141,667,21897617.50850281,-0.0023182433713966706,-0.0034826393974598446,-0.00078125000000000026
2.867432703811376e-06,0.001044880876464259,668,21897617.52928517,-0.00080902920390352445,-0.0041046925888542866,-0.00078125000000000026
2.867432703758016e-06,0.001044880876458252,669,21897617.52916505,0.00082335232601593784,-0.0041018435427266388,-0.00078125000000000026
2.86743269432496e-06,0.001044880875419134,670,21897617.50838269,0.0023303859280068943,-0.0034745260005231665,-0.00078125000000000026
2.867432694378323e-06,0.001044880875425142,671,21897617.50850283,0.0034826393974598446,-0.002318243371396671,-0.00078125000000000026
2.86743270381138e-06,0.001044880876464259,672,21897617.52928519,0.0041046925888542866,-0.00080902920390352401,-0.00078125000000000026
3.966692426149693e-05,0.002724656810299547,673,55493136.20599095,0.0043751795783650372,0.00087821835354297761,-0.00034375000000000009
3.966692406159793e-05,0.002724656805218658,674,55493136.10437316,0.0037060592496129747,0.0024856767001764967,-0.00034375000000000009
3.96669240627199e-05,0.00272465680524735,675,55493136.104947,0.0024727249956180931,0.0037147133019235414,-0.00034375000000000009
3.966692426261878e-05,0.002724656810328236,676,55493136.20656472,0.00086294077634826061,0.0043782184774126638,-0.00034375000000000009
3.966692426149691e-05,0.002724656810299546,677,55493136.20599093,-0.0008782183535429775,0.0043751795783650372,-0.00034375000000000009
3.966692406159791e-05,0.002724656805218657,678,55493136.10437314,-0.0024856767001764967,0.0037060592496129747,-0.00034375000000000009
3.966692406271984e-05,0.002724656805247348,679,55493136.10494695,-0.0037147133019235414,0.0024727249956180935,-0.00034375000000000009
3.96669242626188e-05,0.002724656810328237,680,55493136.20656473,-0.0043782184774126638,0.00086294077634826093,-0.00034375000000000009
3.966692426149682e-05,0.002724656810299545,681,55493136.2059909,-0.004375179578365038,-0.0008782183535429762,-0.00034375000000000009
3.966692406159789e-05,0.002724656805218657,682,55493136.10437315,-0.0037060592496129755,-0.0024856767001764958,-0.00034375000000000009
3.966692406271985e-05,0.002724656805247348,683,55493136.10494697,-0.0024727249956180927,-0.0037147133019235423,-0.00034375000000000009
3.96669242626188e-05,0.002724656810328237,684,55493136.20656474,-0.00086294077634826007,-0.0043782184774126638,-0.00034375000000000009
3.966692426149692e-05,0.002724656810299548,685,55493136.20599095,0.00087821835354297772,-0.0043751795783650363,-0.00034375000000000009
3.966692406159786e-05,0.002724656805218657,686,55493136.10437315,0.0024856767001764967,-0.0037060592496129747,-0.00034375000000000009
3.966692406271987e-05,0.00272465680524735,687,55493136.104947,0.0037147133019235414,-0.0024727249956180927,-0.00034375000000000009
3.96669242626188e-05,0.002724656810328237,688,55493136.20656474,0.0043782184774126638,-0.00086294077634825996,-0.00034375000000000009
1.265658634899638e-05,0.001898345754056026,689,38966915.0811205,0.0041018435427266388,0.00082335232601593762,-0.00034375000000000009
1.265658633057517e-05,0.001898345753323741,690,38966915.06647481,0.0034745260005231669,0.0023303859280068948,-0.00034375000000000009
1.265658633068089e-05,0.001898345753328034,691,38966915.06656067,0.002318243371396671,0.0034826393974598437,-0.00034375000000000009
1.265658634910208e-05,0.001898345754060318,692,38966915.08120635,0.00080902920390352477,0.0041046925888542866,-0.00034375000000000009
1.265658634899638e-05,0.001898345754056025,693,38966915.08112051,-0.00082335232601593751,0.0041018435427266388,-0.00034375000000000009
1.265658633057517e-05,0.00189834575332374,694,38966915.0664748,-0.0023303859280068943,0.0034745260005231669,-0.00034375000000000009
1.265658633068088e-05,0.001898345753328033,695,38966915.06656066,-0.0034826393974598437,0.0023182433713966714,-0.00034375000000000009
1.26565863491021e-05,0.001898345754060319,696,38966915.08120637,-0.0041046925888542866,0.00080902920390352499,-0.00034375000000000009
1.265658634899641e-05,0.001898345754056027,697,38966915.08112054,-0.0041018435427266388,-0.00082335232601593643,-0.00034375000000000009
1.265658633057519e-05,0.001898345753323742,698,38966915.06647484,-0.0034745260005231674,-0.0023303859280068935,-0.00034375000000000009
1.265658633068091e-05,0.001898345753328034,699,38966915.06656069,-0.0023182433713966706,-0.0034826393974598446,-0.00034375000000000009
1.26565863491021e-05,0.001898345754060318,700,38966915.08120637,-0.00080902920390352445,-0.0041046925888542866,-0.00034375000000000009
