element,integration_point,current_x,current_y,current_z,ivol,vonmises_stress,effective_plastic_strain,effective_creep_strain
1,1,0.028172976955486307,0.03524281524106275,0.035242815241062778,0.0077153545608739842,8975.309841094457,0,0
1,2,0.12498919695879003,0.035243418066022353,0.03524341806602236,0.012344539104783099,9429.595432018496,0,0
1,3,0.22180544684484688,0.035240606386510387,0.035240606386510311,0.007715432731999791,10683.17796695713,0,0
1,4,0.028175823447318969,0.5,0.035243444669850327,0.012345797826249864,5004.862546862692,0,0
1,5,0.12500182539610322,0.50000000000000011,0.035246210521597182,0.019753139441006012,5670.194959473811,0,0
1,6,0.22182785722764045,0.49999999999999994,0.035245561868872344,0.012345807916999966,6139.891561904726,0,0
1,7,0.028172976955486304,0.96475718475893701,0.035242815241062792,0.0077153545608739868,8975.309841094464,0,0
1,8,0.12498919695879004,0.96475658193397762,0.035243418066022353,0.012344539104783095,9429.595432018505,0,0
1,9,0.22180544684484688,0.96475939361348972,0.035240606386510394,0.0077154327319997901,10683.17796695714,0,0
1,10,0.028175823447318962,0.035243444669850341,0.5,0.012345797826249862,5004.862546862691,0,0
1,11,0.12500182539610322,0.035246210521597141,0.5,0.019753139441006023,5670.194959473811,0,0
1,12,0.22182785722764045,0.035245561868872385,0.49999999999999994,0.012345807916999968,6139.891561904724,0,0
1,13,0.028178669939151635,0.5,0.5,0.019755245373458848,11121.22025408384,0,0
1,14,0.12501445383341633,0.50000000000000011,0.50000000000000022,0.031608026137920874,11708.07591308424,0,0
1,15,0.22185026761043408,0.49999999999999978,0.5,0.01975507757629695,11606.16046015375,0,0
1,16,0.028175823447318976,0.96475655533014959,0.5,0.012345797826249862,5004.8625468627,0,0
1,17,0.12500182539610319,0.96475378947840285,0.5,0.019753139441006023,5670.194959473817,0,0
1,18,0.22182785722764048,0.96475443813112749,0.5,0.012345807916999964,6139.89156190473,0,0
1,19,0.028172976955486307,0.03524281524106275,0.96475718475893724,0.0077153545608739868,8975.309841094466,0,0
1,20,0.12498919695879006,0.035243418066022325,0.96475658193397762,0.012344539104783094,9429.595432018501,0,0
1,21,0.22180544684484688,0.035240606386510331,0.96475939361348961,0.0077154327319997936,10683.17796695713,0,0
1,22,0.02817582344731898,0.5,0.96475655533014948,0.012345797826249864,5004.862546862694,0,0
1,23,0.12500182539610322,0.49999999999999989,0.96475378947840307,0.019753139441006019,5670.194959473812,0,0
1,24,0.22182785722764048,0.49999999999999994,0.96475443813112749,0.012345807916999961,6139.891561904727,0,0
1,25,0.02817297695548631,0.96475718475893701,0.96475718475893724,0.0077153545608739903,8975.309841094455,0,0
1,26,0.12498919695879004,0.96475658193397762,0.96475658193397762,0.012344539104783099,9429.595432018497,0,0
1,27,0.22180544684484688,0.9647593936134895,0.96475939361348961,0.0077154327319997919,10683.17796695712,0,0
2,1,0.27815043039365805,0.035237652890023216,0.035237652890023244,0.007715253329225534,14785.6237660673,0,0
2,2,0.37496316079038566,0.035227853080971205,0.035227853080971185,0.012344913072429313,15991.86936061949,0,0
2,3,0.47177578705865153,0.035210824928461816,0.035210824928461788,0.0077161281555240347,18895.18703212663,0,0
2,4,0.27817977928969578,0.5,0.035243355606735555,0.012346046780825157,5812.777530907355,0,0
2,5,0.37500657188393,0.50000000000000011,0.035233960635519035,0.019754469796160707,4392.501983768213,0,0
2,6,0.47183326034970252,0.5,0.035217337320845088,0.012347424636284545,4922.678799644282,0,0
2,7,0.27815043039365811,0.96476234710997666,0.035237652890023285,0.007715253329225528,14785.62376606731,0,0
2,8,0.37496316079038561,0.96477214691902879,0.035227853080971205,0.01234491307242931,15991.8693606195,0,0
2,9,0.47177578705865159,0.96478917507153827,0.035210824928461844,0.007716128155524039,18895.18703212662,0,0
2,10,0.27817977928969578,0.035243355606735555,0.5,0.012346046780825135,5812.777530907358,0,0
2,11,0.37500657188392994,0.035233960635518993,0.5,0.019754469796160717,4392.501983768217,0,0
2,12,0.47183326034970252,0.035217337320845019,0.50000000000000011,0.012347424636284545,4922.678799644268,0,0
2,13,0.27820912818573362,0.49999999999999989,0.49999999999999989,0.01975630111735429,16077.30126752585,0,0
2,14,0.37504998297747422,0.50000000000000022,0.50000000000000044,0.031611325794611553,14081.37617779021,0,0
2,15,0.47189073364075335,0.5,0.5,0.019758470706730414,10627.46917864371,0,0
