normal_displacement,normal_x,normal_y,normal_z,id,x,y,z
0,1,0,0,0,0,0,0
-3.588225198492416e-06,1,0,0,1,1,0,0
-3.607333724291869e-06,1,0,0,2,1,0.3,0
0,1,0,0,3,0,0.3,0
0,1,0,0,4,0,0,0.41
-3.614543632981099e-06,1,0,0,5,1,0,0.41
-3.629937709028811e-06,1,0,0,6,1,0.3,0.41
0,1,0,0,7,0,0.3,0.41
-1.841136389259645e-06,1,0,0,8,0.5,0,0
-3.601962438946394e-06,1,0,0,9,1,0.15,0
-1.759324914958658e-06,1,0,0,10,0.5,0.3,0
0,1,0,0,11,0,0.15,0
0,1,0,0,12,0,0,0.205
-3.584831691599437e-06,1,0,0,13,1,0,0.205
-3.603693089886606e-06,1,0,0,14,1,0.3,0.205
0,1,0,0,15,0,0.3,0.205
-1.754696472069541e-06,1,0,0,16,0.5,0,0.41
-3.623820410868175e-06,1,0,0,17,1,0.15,0.41
-1.670078829674765e-06,1,0,0,18,0.5,0.3,0.41
0,1,0,0,19,0,0.15,0.41
-3.605119611846261e-06,1,0,0,20,1,0.64,0
0,1,0,0,21,0,0.64,0
-3.626387167781556e-06,1,0,0,22,1,0.64,0.41
0,1,0,0,23,0,0.64,0.41
-3.585022395020176e-06,1,0,0,24,1,0.47,0
-1.752238344205445e-06,1,0,0,25,0.5,0.64,0
0,1,0,0,26,0,0.47,0
-3.601569521190741e-06,1,0,0,27,1,0.64,0.205
0,1,0,0,28,0,0.64,0.205
-3.608445717638999e-06,1,0,0,29,1,0.47,0.41
-1.662981154151569e-06,1,0,0,30,0.5,0.64,0.41
0,1,0,0,31,0,0.47,0.41
-3.58855724019187e-06,1,0,0,32,1,1,0
0,1,0,0,33,0,1,0
-3.615033166166403e-06,1,0,0,34,1,1,0.41
0,1,0,0,35,0,1,0.41
-3.603229836105628e-06,1,0,0,36,1,0.8200000000000001,0
-1.834486250606865e-06,1,0,0,37,0.5,1,0
0,1,0,0,38,0,0.8200000000000001,0
-3.584818348517948e-06,1,0,0,39,1,1,0.205
0,1,0,0,40,0,1,0.205
-3.624180704310292e-06,1,0,0,41,1,0.8200000000000001,0.41
-1.748041748465246e-06,1,0,0,42,0.5,1,0.41
0,1,0,0,43,0,0.8200000000000001,0.41
0,1,0,0,44,0,0,1
-3.597848038622363e-06,1,0,0,45,1,0,1
-3.619146704836068e-06,1,0,0,46,1,0.3,1
0,1,0,0,47,0,0.3,1
0,1,0,0,48,0,0,0.705
-3.579940215789883e-06,1,0,0,49,1,0,0.705
-3.600309645641559e-06,1,0,0,50,1,0.3,0.705
0,1,0,0,51,0,0.3,0.705
-1.828560847758369e-06,1,0,0,52,0.5,0,1
-3.613094768064074e-06,1,0,0,53,1,0.15,1
-1.747057688849585e-06,1,0,0,54,0.5,0.3,1
0,1,0,0,55,0,0.15,1
-3.616919927304342e-06,1,0,0,56,1,0.64,1
0,1,0,0,57,0,0.64,1
-3.598084477220502e-06,1,0,0,58,1,0.64,0.705
0,1,0,0,59,0,0.64,0.705
-3.597002421730989e-06,1,0,0,60,1,0.47,1
-1.740077826302147e-06,1,0,0,61,0.5,0.64,1
0,1,0,0,62,0,0.47,1
-3.598189060537501e-06,1,0,0,63,1,1,1
0,1,0,0,64,0,1,1
-3.579950808492589e-06,1,0,0,65,1,1,0.705
0,1,0,0,66,0,1,0.705
-3.614464600645393e-06,1,0,0,67,1,0.8200000000000001,1
-1.821820660847143e-06,1,0,0,68,0.5,1,1
0,1,0,0,69,0,0.8200000000000001,1
-5.718920089203344e-06,1,0,0,70,1.000002,0,0
-1.2e-05,1,0,0,71,2.000002,0,0
-1.2e-05,1,0,0,72,2.000002,0.46,0
-5.693870915133376e-06,1,0,0,73,1.000002,0.46,0
-5.680245229462601e-06,1,0,0,74,1.000002,0,0.2
-1.2e-05,1,0,0,75,2.000002,0,0.2
-1.2e-05,1,0,0,76,2.000002,0.46,0.2
-5.663659973829032e-06,1,0,0,77,1.000002,0.46,0.2
-8.774999728208975e-06,1,0,0,78,1.500002,0,0
-1.2e-05,1,0,0,79,2.000002,0.23,0
-8.924260264068656e-06,1,0,0,80,1.500002,0.46,0
-5.727245182541244e-06,1,0,0,81,1.000002,0.23,0
-5.691997356451646e-06,1,0,0,82,1.000002,0,0.1
-1.2e-05,1,0,0,83,2.000002,0,0.1
-1.2e-05,1,0,0,84,2.000002,0.46,0.1
-5.674234910381723e-06,1,0,0,85,1.000002,0.46,0.1
-8.90249272665656e-06,1,0,0,86,1.500002,0,0.2
-1.2e-05,1,0,0,87,2.000002,0.23,0.2
-9.05616804912801e-06,1,0,0,88,1.500002,0.46,0.2
-5.68751567909124e-06,1,0,0,89,1.000002,0.23,0.2
-1.2e-05,1,0,0,90,2.000002,1,0
-5.713912742082247e-06,1,0,0,91,1.000002,1,0
-1.2e-05,1,0,0,92,2.000002,1,0.2
-5.674976267585485e-06,1,0,0,93,1.000002,1,0.2
-1.2e-05,1,0,0,94,2.000002,0.73,0
-8.785683791456732e-06,1,0,0,95,1.500002,1,0
-5.729874038563827e-06,1,0,0,96,1.000002,0.73,0
-1.2e-05,1,0,0,97,2.000002,1,0.1
-5.686589932443807e-06,1,0,0,98,1.000002,1,0.1
-1.2e-05,1,0,0,99,2.000002,0.73,0.2
-8.913262234030415e-06,1,0,0,100,1.500002,1,0.2
-5.689608058442132e-06,1,0,0,101,1.000002,0.73,0.2
-5.683129386766535e-06,1,0,0,102,1.000002,0,0.61
-1.2e-05,1,0,0,103,2.000002,0,0.61
-1.2e-05,1,0,0,104,2.000002,0.46,0.61
-5.667804209826786e-06,1,0,0,105,1.000002,0.46,0.61
-5.718863786283535e-06,1,0,0,106,1.000002,0,0.405
-1.2e-05,1,0,0,107,2.000002,0,0.405
-1.2e-05,1,0,0,108,2.000002,0.46,0.405
-5.70038643447819e-06,1,0,0,109,1.000002,0.46,0.405
-8.947027989635655e-06,1,0,0,110,1.500002,0,0.61
-1.2e-05,1,0,0,111,2.000002,0.23,0.61
-9.101514542995058e-06,1,0,0,112,1.500002,0.46,0.61
-5.692439237106877e-06,1,0,0,113,1.000002,0.23,0.61
-1.2e-05,1,0,0,114,2.000002,1,0.61
-5.678095351123764e-06,1,0,0,115,1.000002,1,0.61
-1.2e-05,1,0,0,116,2.000002,1,0.405
-5.713123640289478e-06,1,0,0,117,1.000002,1,0.405
-1.2e-05,1,0,0,118,2.000002,0.73,0.61
-8.95778258509449e-06,1,0,0,119,1.500002,1,0.61
-5.694446183738107e-06,1,0,0,120,1.000002,0.73,0.61
-5.710786846351434e-06,1,0,0,121,1.000002,0,1
-1.2e-05,1,0,0,122,2.000002,0,1
-1.2e-05,1,0,0,123,2.000002,0.46,1
-5.689434391285657e-06,1,0,0,124,1.000002,0.46,1
-5.694195063006842e-06,1,0,0,125,1.000002,0,0.8049999999999999
-1.2e-05,1,0,0,126,2.000002,0,0.8049999999999999
-1.2e-05,1,0,0,127,2.000002,0.46,0.8049999999999999
-5.678572496834051e-06,1,0,0,128,1.000002,0.46,0.8049999999999999
-8.805104001464975e-06,1,0,0,129,1.500002,0,1
-1.2e-05,1,0,0,130,2.000002,0.23,1
-8.954352614759304e-06,1,0,0,131,1.500002,0.46,1
-5.717502752793303e-06,1,0,0,132,1.000002,0.23,1
-1.2e-05,1,0,0,133,2.000002,1,1
-5.706005405505381e-06,1,0,0,134,1.000002,1,1
-1.2e-05,1,0,0,135,2.000002,1,0.8049999999999999
-5.688521821054707e-06,1,0,0,136,1.000002,1,0.8049999999999999
-1.2e-05,1,0,0,137,2.000002,0.73,1
-8.815929563040292e-06,1,0,0,138,1.500002,1,1
-5.720347311793693e-06,1,0,0,139,1.000002,0.73,1
