time,node,t1x,t1y,t1z,t2x,t2y,t2z,slip1,slip2
0.02500000037252903,57,-8.6456097914377995e-06,-3.4422006819122603e-07,0.9999999999625675,7.985772259716356e-05,-0.99999999681131302,-3.4351452896230052e-07,1.9576854853635195e-06,-7.545432164288221e-05
0.02500000037252903,60,4.293784813482266e-06,-8.1460943301048542e-08,0.99999999999077849,-1.0102572988969959e-05,-0.9999999999489656,-8.1412249030944792e-08,-1.5967880552506494e-07,-0.00013242785441500564
0.02500000037252903,61,1.0058199853745729e-05,8.5399437168711526e-07,0.99999999994905175,8.0338325141419067e-05,-0.99999999677251294,8.5316920598013648e-07,2.9123342256626346e-07,-7.565601230017184e-05
0.02500000037252903,64,-4.4606425965067824e-06,6.2420942666240873e-08,0.9999999999900494,-9.8026351149507437e-06,-0.99999999995195232,6.2370643677339569e-08,-2.764535410551384e-07,-0.00013241918465188755
0.02500000037252903,68,-1.3901729531109438e-06,-8.2526158603692251e-08,0.99999999999903033,3.294421668213966e-05,-0.99999999945733598,-8.2415849401077429e-08,4.879380192634966e-07,-0.00010313045701865317
0.02500000037252903,69,5.9927739650213181e-07,2.2999366893657648e-07,0.99999999999979394,6.2727206758191715e-05,-0.99999999803262241,2.2995216760412062e-07,8.193571843499822e-07,-8.553852963248835e-05
0.02500000037252903,72,2.2874344458003983e-08,9.6210339604864406e-09,0.99999999999999967,-7.4992810379207139e-06,-0.99999999997188049,9.6183318323268308e-09,-1.837767948188223e-08,-0.00013016209159700786
0.02500000037252903,76,2.1186921136679382e-06,4.126373784509265e-07,0.99999999999767042,3.3360265528937643e-05,-0.99999999944346141,4.1249066549918588e-07,3.90569789229564e-07,-0.00010319379491568532
0.02500000037252903,78,-4.5027100859344071e-06,3.850249048179553e-07,0.99999999998978861,-0.00010244593079916298,-0.99999999475234158,3.8455098846085016e-07,8.45358295759663e-07,-0.00017822306412108881
0.02500000037252903,80,4.8027994341685556e-06,-7.5157594826935206e-07,0.99999999998818401,-0.00010278138877775073,-0.99999999471771095,-7.5106876081022213e-07,-1.1617320728908969e-07,-0.00017813300258820363
