id,x,y,z,temperature,displacement_x,displacement_y,displacement_z
1,0,0,0,600,7.8554038066346793e-41,1.8777733353453639e-41,7.9382480665382251e-42
2,0,0,0.00025000000000000001,625.01068898379151,-4.0782273878234618e-36,-2.0977443871427622e-36,-3.4813033879330022e-36
3,0,0,0.00050000000000000001,650.01349811985733,-2.8721481460517285e-36,-2.6771199750418182e-36,-3.9069806653856624e-36
4,0,0,0.00075000000000000002,675.0096687706224,-1.4687775961669446e-36,-2.8174062008589901e-36,-2.7191721931048102e-36
5,0,0,0.001,700,-8.3701730896955076e-41,-1.9107454011507192e-41,4.5722623668743215e-42
6,0,0.001,0,600,1.2003368660462896e-37,-2.8524422950130071e-37,-3.8286591215495115e-37
7,0,0.001,0.00025000000000000001,625.0063680607642,-3.3157332150258638e-36,-2.6723103062313387e-36,-4.9223756370865246e-36
8,0,0.001,0.00050000000000000001,650.0078563576418,-3.4598780769928868e-37,-4.8891005767981092e-36,-3.9122062550446127e-36
9,0,0.001,0.00075000000000000002,675.00531262362608,-1.8292718660825827e-36,-6.1204318958769704e-36,-7.6624070263771505e-37
10,0,0.001,0.001,700,-2.422918186232127e-36,-3.7837829151128679e-36,1.5574405788002512e-36
11,0,0.002,0,600,4.6967420102688719e-37,1.5592468844095286e-37,-1.4147686222063238e-37
12,0,0.002,0.00025000000000000001,625.00373817301352,1.2595305941382962e-36,-7.7339679754963243e-37,-4.233950897844185e-36
13,0,0.002,0.00050000000000000001,650.00430139399396,4.8851019940958081e-36,-2.7648625635810923e-36,-3.1042104212621741e-36
14,0,0.002,0.00075000000000000002,675.00261903130047,1.1207361290844755e-36,-4.3951676385516564e-36,5.4652831567912913e-37
15,0,0.002,0.001,700,-1.4087982128460708e-36,-3.8869440467787896e-36,1.418512010258715e-36
16,0,0.0030000000000000005,0,600,6.3193865963857072e-37,5.171431118821905e-37,-1.8451833300155086e-38
17,0,0.0030000000000000005,0.00025000000000000001,625.00317014668099,1.3384295196360773e-36,2.3688368027131298e-37,-3.9905426658991825e-36
18,0,0.0030000000000000005,0.00050000000000000001,650.00354687944719,4.6683818497855237e-36,-1.4535197664262752e-36,-2.8899253484530782e-36
19,0,0.0030000000000000005,0.00075000000000000002,675.00207069928092,4.2344747566187511e-37,-2.7963390717113379e-36,9.6568423160743166e-37
20,0,0.0030000000000000005,0.001,700,-1.0209095919026872e-36,-3.9750948551870911e-36,1.5363509577393387e-36
21,0,0.0040000000000000001,0,600,4.5269913920344603e-37,4.2246464274475366e-37,-4.6147839254533846e-38
22,0,0.0040000000000000001,0.00025000000000000001,625.00373817301329,1.182083057872474e-36,1.0898963284492155e-36,-3.8616705224551123e-36
23,0,0.0040000000000000001,0.00050000000000000001,650.00430139399373,5.4478103937736089e-36,-1.4160847888861776e-38,-2.6405036885361496e-36
24,0,0.0040000000000000001,0.00075000000000000002,675.00261903130013,2.2976542621608117e-36,-9.3820319367197677e-37,9.8484565321217502e-37
25,0,0.0040000000000000001,0.001,700,4.6615570498835233e-37,-3.1120118373682064e-36,1.9632025726518532e-36
26,0,0.0050000000000000001,0,600,-2.2025735682061044e-36,4.5839408850623736e-37,-1.0904769353709673e-36
27,0,0.0050000000000000001,0.00025000000000000001,625.00636806076409,-1.738124058858161e-36,2.3199396953869716e-36,-3.6164473121644911e-36
28,0,0.0050000000000000001,0.00050000000000000001,650.00785635764146,3.7503659739625539e-36,2.4667870673528681e-36,-3.265550039040413e-36
29,0,0.0050000000000000001,0.00075000000000000002,675.00531262362585,3.7688951638719843e-36,2.1737547179840371e-36,-2.7257305658211158e-37
30,0,0.0050000000000000001,0.001,700,1.6999756518830139e-36,-1.3602079535340194e-36,2.6882905810923823e-36
31,0,0.006000000000000001,0,600,7.855394496938284e-41,-1.8777728986865281e-41,7.938210028357551e-42
32,0,0.006000000000000001,0.00025000000000000001,625.01068898379128,-4.078227387785546e-36,2.097744387153355e-36,-3.4813033879245115e-36
33,0,0.006000000000000001,0.00050000000000000001,650.01349811985665,-2.8721481459312176e-36,2.6771199750518164e-36,-3.9069806653991906e-36
34,0,0.006000000000000001,0.00075000000000000002,675.00966877062217,-1.4687775960282555e-36,2.8174062008655043e-36,-2.7191721931360886e-36
35,0,0.006000000000000001,0.001,700,-8.3701636572959413e-41,1.9107451108449316e-41,4.5722252179374564e-42
36,0.002,0,0,600,-3.6418686136341803e-07,-3.0105450490906264e-07,-2.101224946978171e-06
37,0.002,0,0.00025000000000000001,625.00347495592848,3.9956337348117262e-08,-5.5433829874212786e-07,-2.0673974412393785e-06
38,0.002,0,0.00050000000000000001,650.00428193268419,3.7093837201256037e-07,-8.3524990932684424e-07,-1.9883372512603006e-06
39,0.002,0,0.00075000000000000002,675.00278735381539,6.9389415538183294e-07,-1.10548093074055e-06,-1.8484823960161843e-06
40,0.002,0,0.001,700,1.0630398103759115e-06,-1.3454824817214908e-06,-1.6438647011360227e-06
41,0.002,0.001,0,600,-7.4028228449007996e-08,-2.0110059619884801e-07,-1.4316762039025513e-06
42,0.002,0.001,0.00025000000000000001,625.00001462901264,3.002391269929853e-07,-3.1144477682820182e-07,-1.3964432787736043e-06
43,0.002,0.001,0.00050000000000000001,650.00041099230486,6.4874117628946091e-07,-4.2569874840613093e-07,-1.304386144327959e-06
44,0.002,0.001,0.00075000000000000002,675.0001423857874,1.022048555353445e-06,-5.4899557430714843e-07,-1.1567632038120695e-06
45,0.002,0.001,0.001,700,1.3436785188330765e-06,-6.7746972953882684e-07,-9.3107253741724311e-07
46,0.002,0.002,0,600,1.0372166954300722e-07,-1.1146259886857584e-07,-1.1397361371600502e-06
47,0.002,0.002,0.00025000000000000001,624.99684844594299,3.7292118351786852e-07,-1.5583470493777736e-07,-1.1272520403382443e-06
48,0.002,0.002,0.00050000000000000001,649.99541833587477,6.41875878533626e-07,-2.0854620326111703e-07,-1.0465980786656418e-06
49,0.002,0.002,0.00075000000000000002,674.99654564588729,9.2702957861725293e-07,-2.5778361983735149e-07,-8.7932621208282034e-07
50,0.002,0.002,0.001,700,1.1097585506673185e-06,-2.9817601808591396e-07,-6.151023200807252e-07
