increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.01999999955296516,2.812416791915894,2.812405109405518,0,1.174073349829996e-05,0,2.608573913574219,12824.7347487551
2,0.03999999910593033,11.28364753723145,11.28335285186768,0,0.0002947185130324215,0,10.52428913116455,13149.97958947574
3,0.05999999865889549,25.49513816833496,25.49324226379395,0,0.001896475325338542,0,23.92196273803711,13475.74322511901
4,0.07999999821186066,45.55489349365234,45.54764175415039,0,0.007252789102494717,0,42.95765686035156,13802.03406701259
5,0.1000000014901161,71.58550262451172,71.56468200683594,0,0.02082002349197865,0,67.77186584472656,14128.86022788145
6,0.119999997317791,103.7168197631836,103.6670837402344,0,0.04974200949072838,0,98.49243927001953,14456.22952277373
7,0.1400000005960464,142.0816345214844,141.9770812988281,0,0.1045510545372963,0,135.2371520996094,14784.14947820676
8,0.1599999964237213,186.8132934570312,186.6134033203125,0,0.1999011635780334,0,178.1160736083984,15112.62734891912
9,0.1800000071525574,241.2603149414062,237.1366577148438,3.771668195724487,0.3519964516162872,0,230.1823272705078,15441.84331505414
10,0.2000000029802322,329.4273376464844,291.0716552734375,37.78610610961914,0.5695810317993164,0,313.7584533691406,15772.61683299592
