normal_force,id,x,y,z
-38.40736890095758,70,1.000002,0,0
-86.39669989046855,73,1.000002,0.46,0
-121.3010196688655,74,1.000002,0,0.2
-270.217041622509,77,1.000002,0.46,0.2
165.38957217914,81,1.000002,0.23,0
163.3365205821981,82,1.000002,0,0.1
348.0074489909023,85,1.000002,0.46,0.1
479.0328611497898,89,1.000002,0.23,0.2
-45.59294529343524,91,1.000002,1,0
-143.9799063090588,93,1.000002,1,0.2
194.8859408903106,96,1.000002,0.73,0
191.3569587633443,98,1.000002,1,0.1
564.4564967939353,101,1.000002,0.73,0.2
-158.0298606005135,102,1.000002,0,0.61
-351.6779054592974,105,1.000002,0.46,0.61
327.0408465094097,106,1.000002,0,0.405
698.5519449331781,109,1.000002,0.46,0.405
632.5181568592226,113,1.000002,0.23,0.61
-187.5487180023589,115,1.000002,1,0.61
383.0492529775337,117,1.000002,1,0.405
745.3271957372538,120,1.000002,0.73,0.61
-76.30958825286,121,1.000002,0,1
-171.2329214652159,124,1.000002,0.46,1
316.202251434091,125,1.000002,0,0.8049999999999999
674.0311290905779,128,1.000002,0.46,0.8049999999999999
313.9215321980097,132,1.000002,0.23,1
-90.55132591847679,134,1.000002,1,1
370.3058902019072,136,1.000002,1,0.8049999999999999
369.8669417589981,139,1.000002,0.73,1
