time,node,gap,pressure,nx,ny,nz,tx,ty,tz,slipx,slipy,slipz,heat_rate_w
0.10000000149011612,57,4.930380657631324e-32,8.217301096052203e-22,-1.7147731848325251e-22,-1.8550608602702926e-38,-8.2189505200126966e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.29999999999999993
0.10000000149011612,60,7.012000664531331e-58,0.0,-2.1435812778015724e-22,-2.6666825303914094e-38,-6.7852168258457433e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.29999999999998295
0.10000000149011612,61,2.465190328815662e-32,0.0,-1.8598960588581978e-22,-1.9779945607196128e-38,-9.956443037523714e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.3
0.10000000149011612,64,-1.4791141972893971e-31,1.1504221534473086e-20,1.781427797311113e-22,1.5605426459278786e-38,-2.401575237009839e-38,0.0,0.0,0.0,2.3842953618710692e-89,-3.8143193742287952e-73,-2.8169392047106873e-73,0.299999999999983
0.10000000149011612,68,1.5752505012674423e-57,0.0,3.4904463637927175e-22,4.1739452193717942e-38,9.0879742065262313e-39,0.0,0.0,0.0,0.0,-0,0.0,0.0
0.10000000149011612,69,-1.232595164407831e-32,9.4039548065783e-38,4.7475051003591311e-22,7.2502537003885036e-38,2.2471244311048589e-38,0.0,0.0,0.0,1.4723755752149142e-89,-5.5547026591987678e-74,1.1048556574588361e-73,0.0
0.10000000149011612,72,-1.232595164407831e-32,4.930380657631323e-21,7.0816675769941055e-22,6.6138387414946737e-38,-1.6787765503100297e-39,0.0,0.0,0.0,2.4096403332014317e-89,1.0548616203460899e-73,2.6647027951357681e-73,0.0
0.10000000149011612,76,-2.465190328815662e-32,5.341245712433933e-21,8.33872631356052e-22,9.6409235374954791e-38,3.6247166754238649e-38,0.0,0.0,0.0,7.0602662536905617e-89,5.4234920615488726e-74,-4.7015189133262593e-73,0.0
0.20000000298023224,57,4.930380657631324e-32,8.217301096052206e-22,-1.7147731848325251e-22,-1.8550608602702926e-38,-8.2189505200126966e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.13250601183952423
0.20000000298023224,60,7.01200066460145e-58,0.0,-2.1435812778015724e-22,-2.6666825303914094e-38,-6.7852168258457433e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.24333132938681387
