x_m,y_m,z_m,temperature_k,hfl_x_w_m2,hfl_y_w_m2,hfl_z_w_m2,e11,e22,e33,e12,e13,e23,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,ivol_m3
0.5265,0.52,0.527,434.1016561022425,-119.9649028041712,-124.225797516851,-255.1905676087103,0.06856071861712142,0.04502653282421651,0.05071405374740415,0.01618916451595798,0.002770550128853543,0.003801069361272086,23468768954.5662,19692711800.1651,20610448264.12364,1283859432.49637,225459318.9850011,303335897.335027,1.178569370666667
