stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,e11,e22,e33,e12_engineering,e13_engineering,e23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,pe11,pe22,pe33,pe12_engineering,pe13_engineering,pe23_engineering,peeq,ce11,ce22,ce33,ce12_engineering,ce13_engineering,ce23_engineering,ceeq,ivol_m3
1,0.1,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,600,200829703.4066374,0.001186154782772064,0.001186154782772064,-4.980826899200748e-10,-2.324385886293683e-09,6.641102532267664e-10,0.001500000000000001,-0.0005491702965909906,-0.0005491702965909908,-1.01643953670516e-20,-4.743384504624082e-20,1.355252715606881e-20,0.001004148517029629,-0.0003012445551058046,-0.0003012445551058048,-6.475074968960971e-21,-3.021701652181788e-20,8.633433291947964e-21,0.0004148517027256419,-0.000207425851362821,-0.000207425851362821,-3.086651752818885e-21,-1.440437484648813e-20,4.115535670425178e-21,0.0004148517027256419,8.099978024473002e-05,-4.049989012236502e-05,-4.049989012236502e-05,-6.026686452717476e-22,-2.812453677934822e-21,8.035581936956634e-22,8.099978024473003e-05,0.1250000000000001
1,0.1,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,600,200829703.4066373,0.00118604302406311,0.001186005771160126,-4.98082689920075e-10,-2.988496139520449e-09,2.490413449600374e-09,0.0015,-0.0005491702965909906,-0.0005491702965909909,-1.01643953670516e-20,-6.098637220230962e-20,5.082197683525802e-20,0.001004148517029629,-0.0003012445551058048,-0.000301244555105805,-6.475074968960973e-21,-3.885044981376584e-20,3.237537484480486e-20,0.0004148517027256417,-0.0002074258513628208,-0.0002074258513628209,-3.086651752818883e-21,-1.85199105169133e-20,1.543325876409442e-20,0.0004148517027256417,8.099978024473005e-05,-4.049989012236501e-05,-4.049989012236503e-05,-6.026686452717479e-22,-3.616011871630487e-21,3.013343226358739e-21,8.099978024473005e-05,0.125
1,0.1,1,3,0.211324865405185,0.7886751345948151,0.2113248654051851,600,200829703.4066374,0.001186057925224304,0.001186028122901917,-1.328220506453534e-09,1.9923307596803e-09,-6.641102532267668e-09,0.0015,-0.0005491702965909905,-0.0005491702965909906,-2.710505431213761e-20,4.065758146820642e-20,-1.355252715606881e-19,0.001004148517029629,-0.000301244555105805,-0.000301244555105805,-1.726686658389594e-20,2.590029987584391e-20,-8.63343329194797e-20,0.000414851702725641,-0.0002074258513628205,-0.0002074258513628206,-8.231071340850345e-21,1.234660701127552e-20,-4.115535670425172e-20,0.000414851702725641,8.099978024473003e-05,-4.049989012236501e-05,-4.049989012236502e-05,-1.607116387391328e-21,2.410674581086992e-21,-8.035581936956638e-21,8.099978024473003e-05,0.1250000000000001
1,0.1,1,4,0.7886751345948151,0.7886751345948151,0.211324865405185,600,200829703.4066374,0.001186154782772064,0.001186154782772064,-1.328220506453533e-09,4.648771772587365e-09,-6.143019842347591e-09,0.001500000000000001,-0.0005491702965909906,-0.0005491702965909906,-2.710505431213761e-20,9.486769009248164e-20,-1.253608761936365e-19,0.001004148517029629,-0.0003012445551058046,-0.0003012445551058046,-1.726686658389593e-20,6.043403304363575e-20,-7.985925795051865e-20,0.0004148517027256419,-0.000207425851362821,-0.000207425851362821,-8.231071340850357e-21,2.880874969297625e-20,-3.806870495143291e-20,0.0004148517027256419,8.099978024473002e-05,-4.049989012236502e-05,-4.049989012236502e-05,-1.607116387391327e-21,5.624907355869644e-21,-7.432913291684888e-21,8.099978024473003e-05,0.125
1,0.1,1,5,0.211324865405185,0.211324865405185,0.7886751345948151,600,200829703.4066373,0.001186057925224304,0.001186057925224304,-1.9923307596803e-09,-4.648771772587365e-09,1.328220506453533e-08,0.0015,-0.0005491702965909907,-0.0005491702965909907,-4.065758146820642e-20,-9.486769009248164e-20,2.710505431213761e-19,0.001004148517029629,-0.0003012445551058049,-0.0003012445551058049,-2.59002998758439e-20,-6.043403304363577e-20,1.726686658389593e-19,0.0004148517027256416,-0.0002074258513628208,-0.0002074258513628208,-1.234660701127553e-20,-2.880874969297623e-20,8.231071340850351e-20,0.0004148517027256416,8.099978024473003e-05,-4.049989012236502e-05,-4.049989012236502e-05,-2.410674581086991e-21,-5.624907355869645e-21,1.607116387391327e-20,8.099978024473003e-05,0.125
1,0.1,1,6,0.7886751345948151,0.211324865405185,0.788675134594815,600,200829703.4066373,0.001186035573482513,0.001186035573482513,-1.992330759680299e-09,-1.328220506453533e-09,1.394631531776209e-08,0.0015,-0.0005491702965909907,-0.0005491702965909908,-4.065758146820642e-20,-2.710505431213761e-20,2.846030702774449e-19,0.001004148517029628,-0.0003012445551058047,-0.0003012445551058048,-2.590029987584388e-20,-1.726686658389593e-20,1.813020991309072e-19,0.0004148517027256419,-0.000207425851362821,-0.000207425851362821,-1.234660701127554e-20,-8.231071340850357e-21,8.642624907892875e-20,0.0004148517027256419,8.099978024473002e-05,-4.049989012236502e-05,-4.049989012236502e-05,-2.41067458108699e-21,-1.607116387391327e-21,1.687472206760893e-20,8.099978024473003e-05,0.125
1,0.1,1,7,0.211324865405185,0.7886751345948151,0.7886751345948151,600,200829703.4066373,0.001185968518257141,0.001185998320579529,-7.969323038721202e-09,-5.312882025814135e-09,2.656441012907067e-09,0.0015,-0.0005491702965909908,-0.0005491702965909906,-1.626303258728257e-19,-1.084202172485504e-19,5.421010862427522e-20,0.001004148517029629,-0.0003012445551058052,-0.0003012445551058051,-1.036011995033756e-19,-6.906746633558376e-20,3.453373316779188e-20,0.000414851702725641,-0.0002074258513628206,-0.0002074258513628205,-4.938642804510206e-20,-3.292428536340138e-20,1.646214268170069e-20,0.000414851702725641,8.099978024473003e-05,-4.049989012236502e-05,-4.049989012236501e-05,-9.642698324347966e-21,-6.428465549565312e-21,3.214232774782656e-21,8.099978024473003e-05,0.125
1,0.1,1,8,0.7886751345948151,0.7886751345948151,0.7886751345948151,600,200829703.4066374,0.001186072826385498,0.001186072826385498,-5.312882025814134e-09,2.656441012907067e-09,5.976992279040899e-09,0.0015,-0.0005491702965909907,-0.0005491702965909906,-1.084202172485504e-19,5.421010862427522e-20,1.219727444046192e-19,0.001004148517029629,-0.0003012445551058049,-0.0003012445551058048,-6.906746633558372e-20,3.453373316779186e-20,7.770089962753169e-20,0.0004148517027256414,-0.0002074258513628208,-0.0002074258513628208,-3.292428536340141e-20,1.64621426817007e-20,3.703982103382658e-20,0.0004148517027256414,8.099978024473002e-05,-4.049989012236502e-05,-4.049989012236502e-05,-6.42846554956531e-21,3.214232774782655e-21,7.232023743260973e-21,8.099978024473003e-05,0.125
2,0.2,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,600,201657415.4336041,0.0008334964513778687,0.0008334964513778687,-8.165893982443697e-10,-2.358579641234892e-10,1.421334009536701e-09,0.002000000000000001,-0.0007983425845647291,-0.0007983425845647294,-2.032879073410321e-20,-2.202285662861181e-20,3.388131789017201e-20,0.00100828707716552,-0.0003024861231474888,-0.0003024861231474889,-1.06156621771768e-20,-3.066153533605357e-21,1.847734212397711e-20,0.0008287077163852939,-0.000414353858192647,-0.000414353858192647,-8.114244203543558e-21,-1.585650944732908e-20,1.286643073674405e-20,0.0008287077163852939,0.0001630052064491868,-8.150260322459344e-05,-8.150260322459344e-05,-1.598884353382846e-21,-3.100193647677374e-21,2.537545029450856e-21,0.0001630052064491869,0.1250000000000001
2,0.2,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,600,201657415.433604,0.0008334368467330933,0.0008334368467330933,-8.165893982443698e-10,-1.60725320211254e-10,2.004521083653882e-09,0.002,-0.0007983425845647293,-0.0007983425845647294,-2.032879073410321e-20,-2.541098841762901e-20,5.929230630780102e-20,0.00100828707716552,-0.000302486123147489,-0.000302486123147489,-1.061566217717681e-20,-2.089429162746299e-21,2.605877408750045e-20,0.0008287077163852937,-0.0004143538581926468,-0.0004143538581926469,-8.114244203543558e-21,-1.950946708998625e-20,2.77747306092638e-20,0.0008287077163852937,0.0001630052064491869,-8.150260322459344e-05,-8.150260322459345e-05,-1.598884353382846e-21,-3.812092164896457e-21,5.458801611036765e-21,0.0001630052064491869,0.125
2,0.2,1,3,0.211324865405185,0.7886751345948151,0.2113248654051851,600,201657415.433604,0.0008334815502166748,0.0008334815502166748,-1.845023583440778e-09,9.385205765013563e-10,-3.239251303408146e-09,0.002,-0.0007983425845647291,-0.000798342584564729,-4.743384504624082e-20,3.388131789017201e-20,-1.151964808265848e-19,0.00100828707716552,-0.0003024861231474889,-0.0003024861231474887,-2.398530658473011e-20,1.220076749451763e-20,-4.21102669443059e-20,0.0008287077163852936,-0.0004143538581926467,-0.0004143538581926468,-1.959054607743018e-20,1.812490755670576e-20,-6.10988380108034e-20,0.0008287077163852937,0.0001630052064491868,-8.150260322459341e-05,-8.150260322459344e-05,-3.857992384080528e-21,3.555642838948624e-21,-1.198737587147554e-20,0.0001630052064491869,0.1250000000000001
2,0.2,1,4,0.7886751345948151,0.7886751345948151,0.211324865405185,600,201657415.4336042,0.000833556056022644,0.0008336007595062256,-1.845023583440779e-09,4.628567743382914e-09,-2.75521005037465e-09,0.002000000000000001,-0.0007983425845647291,-0.000798342584564729,-4.743384504624082e-20,1.287490079826537e-19,-1.01643953670516e-19,0.001008287077165521,-0.0003024861231474889,-0.0003024861231474888,-2.398530658473012e-20,6.017138066397788e-20,-3.581773065487045e-20,0.0008287077163852934,-0.0004143538581926468,-0.0004143538581926467,-1.959054607743017e-20,5.730599971156611e-20,-5.50320322726125e-20,0.0008287077163852935,0.0001630052064491868,-8.150260322459345e-05,-8.150260322459342e-05,-3.857992384080528e-21,1.127162760710968e-20,-1.079419074303309e-20,0.0001630052064491868,0.125
2,0.2,1,5,0.211324865405185,0.211324865405185,0.7886751345948151,600,201657415.433604,0.0008334368467330933,0.0008334368467330933,-9.385205765013561e-10,3.020039596467204e-09,9.803984058925039e-09,0.002,-0.0007983425845647293,-0.0007983425845647291,-3.388131789017201e-20,2.710505431213761e-20,2.981555974335137e-19,0.00100828707716552,-0.000302486123147489,-0.000302486123147489,-1.220076749451763e-20,3.926051475407366e-20,1.274517927660255e-19,0.0008287077163852935,-0.0004143538581926468,-0.0004143538581926468,-1.812490755670576e-20,-1.021491500845545e-20,1.426720606751332e-19,0.0008287077163852935,0.0001630052064491869,-8.150260322459344e-05,-8.150260322459344e-05,-3.555642838948623e-21,-1.940545433480609e-21,2.803174399235503e-20,0.0001630052064491869,0.125
2,0.2,1,6,0.7886751345948151,0.211324865405185,0.788675134594815,600,201657415.4336039,0.0008333772420883179,0.0008334219455718994,-9.385205765013557e-10,5.471035611198466e-09,4.24180701903337e-09,0.002,-0.0007983425845647294,-0.0007983425845647293,-3.388131789017201e-20,1.01643953670516e-19,1.897353801849633e-19,0.00100828707716552,-0.0003024861231474891,-0.0003024861231474891,-1.220076749451763e-20,7.11234629455801e-20,5.514349124743382e-20,0.0008287077163852935,-0.0004143538581926467,-0.0004143538581926466,-1.812490755670576e-20,2.545310016032781e-20,1.125422836394719e-19,0.0008287077163852934,0.0001630052064491869,-8.150260322459344e-05,-8.150260322459341e-05,-3.555642838948623e-21,5.06739056460815e-21,2.20496052980576e-20,0.0001630052064491869,0.125
2,0.2,1,7,0.211324865405185,0.7886751345948151,0.7886751345948151,600,201657415.4336039,0.000833362340927124,0.0008334070444107056,-5.084274886848922e-09,-6.049901752919611e-09,1.694758295616307e-09,0.002,-0.0007983425845647294,-0.0007983425845647291,-1.626303258728257e-19,-1.626303258728257e-19,5.421010862427522e-20,0.001008287077165519,-0.000302486123147489,-0.0003024861231474889,-6.609557352903598e-20,-7.864872278795493e-20,2.2031857843012e-20,0.0008287077163852939,-0.0004143538581926471,-0.0004143538581926468,-8.068938408823361e-20,-7.01724304483102e-20,2.689646136274454e-20,0.0008287077163852939,0.0001630052064491868,-8.150260322459344e-05,-8.150260322459341e-05,-1.584536825555607e-20,-1.380917263656053e-20,5.281789418518691e-21,0.0001630052064491869,0.125
2,0.2,1,8,0.7886751345948151,0.7886751345948151,0.7886751345948151,600,201657415.4336041,0.0008334368467330933,0.0008334815502166748,-4.719709172076117e-09,5.685336038146807e-09,2.15046543908232e-09,0.002,-0.0007983425845647293,-0.0007983425845647291,-1.355252715606881e-19,1.355252715606881e-19,8.809142651444724e-20,0.00100828707716552,-0.0003024861231474891,-0.0003024861231474891,-6.135621923698951e-20,7.390936849590847e-20,2.795605070807016e-20,0.0008287077163852928,-0.0004143538581926466,-0.0004143538581926465,-6.198267658689959e-20,5.146572294697615e-20,5.027984573941199e-20,0.0008287077163852929,0.0001630052064491868,-8.150260322459347e-05,-8.150260322459344e-05,-1.218637573679896e-20,1.015018011780342e-20,9.855530066965081e-21,0.0001630052064491868,0.125
3,0.3,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,600,202483124.546461,0.0008329153060913086,0.0008329153060913086,-3.552160775929306e-10,-1.815881106170352e-09,1.907229933336537e-09,0.002500000000000001,-0.001047516875451874,-0.001047516875451874,-1.694065894508601e-20,-5.590417451878382e-20,5.421010862427522e-20,0.001012415622729806,-0.0003037246868167762,-0.0003037246868167763,-4.617809008708097e-21,-2.360645438021456e-20,2.479398913337497e-20,0.001241562272814037,-0.0006207811364070184,-0.0006207811364070184,-1.028705603386387e-20,-2.696402455947894e-20,2.453271507380503e-20,0.001241562272814037,0.0002460221044561579,-0.000123011052228079,-0.000123011052228079,-2.03579390251404e-21,-5.333695579090325e-21,4.883404417095218e-21,0.0002460221044561579,0.1250000000000001
3,0.3,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,600,202483124.5464609,0.0008327960968017578,0.0008327960968017578,-3.552160775929307e-10,3.968655498824123e-10,1.280727305333303e-09,0.0025,-0.001047516875451874,-0.001047516875451874,-1.694065894508601e-20,-1.524659305057741e-20,5.929230630780102e-20,0.001012415622729806,-0.0003037246868167764,-0.0003037246868167765,-4.617809008708098e-21,5.159252148471358e-21,1.664945496933294e-20,0.001241562272814036,-0.0006207811364070183,-0.0006207811364070184,-1.028705603386387e-20,-1.708189070415815e-20,3.560877759075054e-20,0.001241562272814036,0.0002460221044561579,-0.000123011052228079,-0.000123011052228079,-2.035793902514041e-21,-3.323954494890612e-21,7.034073747717549e-21,0.0002460221044561579,0.125
