field	relative_l2_percent	relative_absolute_peak_percent	maximum_pointwise_relative_percent	maximum_absolute_difference	zero_reference_count	maximum_zero_reference_absolute_difference
temperature	9.915056483713247e-07	4.851922497550731e-06	5.216316800154102e-06	3.881537998040585e-05	0	0.0
free_node_displacement_vector	4.671945279108236e-05	9.540466691113416e-05	0.00021800773092831753	7.633666852585045e-10	0	0.0
vonmises_stress	5.4728862597724174e-05	0.00021353449680107554	0.00045103425579726716	400.85351717472076	0	0.0
peeq	5.521252802350828e-05	0.00021456073854048032	0.000458906564506197	2.003172054187291e-08	0	0.0
ceeq	0.000323542716123023	0.0004143888466993177	0.001863485137160237	5.810854522732278e-08	0	0.0
