step,id,x,y,z,normal_x,normal_y,normal_z,tangential_x,tangential_y,tangential_z,gap,pressure
1,12,1,0.1000000014901161,0.1000000014901161,160.0000000000002,0,0,-2.811127713994924,-62.46950475544251,-49.97560380435402,-0.009999999999999997,1000.000000000001
1,15,1,0.8999999761581421,0.1000000014901161,160.0000000000001,0,0,0.3123475237772134,-62.46950475544249,-49.97560380435399,-0.009999999999999997,1000.000000000001
1,16,1,0.1000000014901161,0.8999999761581421,160.0000000000007,0,0,-0.3123475237772144,-62.46950475544269,-49.97560380435415,-0.01000000000000006,1000.000000000004
1,19,1,0.8999999761581421,0.8999999761581421,160.0000000000005,0,0,2.811127713994933,-62.46950475544263,-49.97560380435411,-0.01000000000000003,1000.000000000003
2,12,1,0.1000000014901161,0.1000000014901161,160.0000000000004,0,0,-2.578935036011777,-74.80880257133379,-28.348598869137,-0.01000000000000001,1000.000000000002
2,15,1,0.8999999761581421,0.1000000014901161,160.0000000000002,0,0,1.161505092554926,-74.8088025713337,-28.34859886913697,-0.01000000000000001,1000.000000000001
2,16,1,0.1000000014901161,0.8999999761581421,160.0000000000007,0,0,-1.161505092554923,-74.80880257133394,-28.34859886913706,-0.01000000000000007,1000.000000000004
2,19,1,0.8999999761581421,0.8999999761581421,160.0000000000003,0,0,2.578935036011785,-74.80880257133373,-28.34859886913698,-0.009999999999999997,1000.000000000002
3,12,1,0.1000000014901161,0.1000000014901161,160.0000000000007,0,0,2.728764160962615,39.69111506854691,69.45945136995699,-0.01000000000000001,999.9999999999997
3,15,1,0.8999999761581421,0.1000000014901161,160.0000000000006,0,0,0.744208407535254,39.6911150685469,69.45945136995698,-0.01000000000000001,1000.000000000001
3,16,1,0.1000000014901161,0.8999999761581421,160.0000000000014,0,0,-0.7442084075352591,39.69111506854711,69.45945136995734,-0.01000000000000007,1000.000000000005
3,19,1,0.8999999761581421,0.8999999761581421,160.0000000000009,0,0,-2.728764160962615,39.69111506854698,69.45945136995709,-0.01000000000000001,1000.000000000002
4,12,1,0.1000000014901161,0.1000000014901161,160.0000000000004,0,0,0.5547001962252279,66.56402354702767,-44.37601569801845,-0.01000000000000001,1000.000000000002
4,15,1,0.8999999761581421,0.1000000014901161,160.0000000000004,0,0,-2.773500981126166,66.56402354702767,-44.37601569801845,-0.009999999999999997,1000.000000000003
4,16,1,0.1000000014901161,0.8999999761581421,160.0000000000007,0,0,2.773500981126169,66.5640235470278,-44.37601569801854,-0.01000000000000006,1000.000000000004
4,19,1,0.8999999761581421,0.8999999761581421,160.0000000000006,0,0,-0.5547001962252394,66.56402354702774,-44.37601569801851,-0.01000000000000003,1000.000000000004
