id,x,y,z,displacement_x,displacement_y,displacement_z
1,0,-0.10000000000000001,-0.10000000000000001,0,0,0
2,0.25,-0.10000000000000001,-0.10000000000000001,-5.523211066635344e-05,-8.488150447890664e-06,-8.48815044789061e-06
3,0.5,-0.10000000000000001,-0.10000000000000001,-0.0001343827721163475,-5.410105935122848e-05,-5.410105935122839e-05
4,0.75,-0.10000000000000001,-0.10000000000000001,-0.0001973581486350399,-0.0001809494133799815,-0.0001809494133799813
5,1,-0.10000000000000001,-0.10000000000000001,-9.095910948200737e-05,-0.0003735314505964737,-0.0003735314505964736
6,0,1.1000000000000001,-0.10000000000000001,0,0,0
7,0.25,1.1000000000000001,-0.10000000000000001,-5.523211066635351e-05,8.488150447890624e-06,-8.488150447890654e-06
8,0.5,1.1000000000000001,-0.10000000000000001,-0.0001343827721163476,5.410105935122841e-05,-5.41010593512285e-05
9,0.75,1.1000000000000001,-0.10000000000000001,-0.0001973581486350399,0.0001809494133799813,-0.0001809494133799813
10,1,1.1000000000000001,-0.10000000000000001,-9.095910948200742e-05,0.0003735314505964736,-0.0003735314505964736
11,0,-0.10000000000000001,1.1000000000000001,0,0,0
12,0.25,-0.10000000000000001,1.1000000000000001,-5.523211066635348e-05,-8.488150447890674e-06,8.488150447890629e-06
13,0.5,-0.10000000000000001,1.1000000000000001,-0.0001343827721163475,-5.410105935122848e-05,5.410105935122844e-05
14,0.75,-0.10000000000000001,1.1000000000000001,-0.0001973581486350399,-0.0001809494133799813,0.0001809494133799813
15,1,-0.10000000000000001,1.1000000000000001,-9.095910948200753e-05,-0.0003735314505964736,0.0003735314505964736
16,0,1.1000000000000001,1.1000000000000001,0,0,0
17,0.25,1.1000000000000001,1.1000000000000001,-5.523211066635349e-05,8.488150447890649e-06,8.488150447890646e-06
18,0.5,1.1000000000000001,1.1000000000000001,-0.0001343827721163474,5.410105935122841e-05,5.410105935122844e-05
19,0.75,1.1000000000000001,1.1000000000000001,-0.0001973581486350398,0.0001809494133799813,0.0001809494133799814
20,1,1.1000000000000001,1.1000000000000001,-9.095910948200737e-05,0.0003735314505964735,0.0003735314505964736
21,1,0,0,0,-0.002101340647519309,-0.002101340647519278
22,1.25,0,0,-0.002085436518638339,-0.002065083519082139,-0.002065083519082111
23,1.5,0,0,-0.003999208789720758,-0.001898947373790678,-0.001898947373790657
24,1.75,0,0,-0.005463838985633258,-0.001437395553424921,-0.001437395553424908
25,2,0,0,-0.005928208533391573,0,0
26,1,1,0,0,0.002101340647519287,-0.002101340647519291
27,1.25,1,0,-0.002085436518638346,0.002065083519082115,-0.002065083519082117
28,1.5,1,0,-0.003999208789720768,0.001898947373790661,-0.00189894737379066
29,1.75,1,0,-0.005463838985633272,0.001437395553424912,-0.001437395553424908
30,2,1,0,-0.005928208533391583,0,0
31,1,0,1,0,-0.002101340647519303,0.002101340647519301
32,1.25,0,1,-0.002085436518638336,-0.002065083519082134,0.002065083519082132
33,1.5,0,1,-0.003999208789720746,-0.001898947373790671,0.001898947373790672
34,1.75,0,1,-0.00546383898563324,-0.001437395553424917,0.001437395553424918
35,2,0,1,-0.005928208533391555,0,0
36,1,1,1,0,0.002101340647519276,0.002101340647519308
37,1.25,1,1,-0.002085436518638341,0.002065083519082115,0.002065083519082143
38,1.5,1,1,-0.00399920878972076,0.001898947373790653,0.001898947373790674
39,1.75,1,1,-0.005463838985633259,0.001437395553424909,0.001437395553424918
40,2,1,1,-0.005928208533391569,0,0
41,0.125,-0.10000000000000001,-0.10000000000000001,-2.764095762742788e-05,-5.706532923026021e-07,-5.706532923025765e-07
42,0.25,0.5,-0.10000000000000001,-1.31373196226045e-05,-2.884633743764316e-20,3.528665036787527e-06
43,0.125,1.1000000000000001,-0.10000000000000001,-2.76409576274279e-05,5.706532923025823e-07,-5.70653292302594e-07
44,0,0.5,-0.10000000000000001,0,0,0
45,0,-0.10000000000000001,0.5,0,0,0
46,0.25,-0.10000000000000001,0.5,-1.313731962260452e-05,3.52866503678753e-06,0
47,0.25,1.1000000000000001,0.5,-1.313731962260447e-05,-3.528665036787545e-06,0
48,0,1.1000000000000001,0.5,0,0,0
49,0.125,-0.10000000000000001,1.1000000000000001,-2.764095762742789e-05,-5.706532923026041e-07,5.706532923025831e-07
50,0.25,0.5,1.1000000000000001,-1.313731962260451e-05,-1.191208196174311e-20,-3.528665036787534e-06
51,0.125,1.1000000000000001,1.1000000000000001,-2.764095762742789e-05,5.706532923025956e-07,5.706532923025898e-07
52,0,0.5,1.1000000000000001,0,0,0
53,0.375,-0.10000000000000001,-0.10000000000000001,-9.472066767338011e-05,-2.351814550210835e-05,-2.351814550210829e-05
54,0.5,0.5,-0.10000000000000001,-3.177391801247454e-05,-5.563859945016174e-20,-3.983514478071024e-05
55,0.375,1.1000000000000001,-0.10000000000000001,-9.472066767338019e-05,2.35181455021083e-05,-2.351814550210838e-05
56,0.5,-0.10000000000000001,0.5,-3.177391801247455e-05,-3.983514478071023e-05,-1.223923091489545e-20
57,0.5,1.1000000000000001,0.5,-3.177391801247454e-05,3.98351447807102e-05,-1.034227565110184e-20
58,0.375,-0.10000000000000001,1.1000000000000001,-9.472066767338014e-05,-2.35181455021084e-05,2.351814550210834e-05
59,0.5,0.5,1.1000000000000001,-3.177391801247456e-05,-2.555579994102121e-20,3.983514478071023e-05
60,0.375,1.1000000000000001,1.1000000000000001,-9.472066767338013e-05,2.351814550210835e-05,2.351814550210835e-05
61,0.625,-0.10000000000000001,-0.10000000000000001,-0.0001703295635083317,-0.000104677536384217,-0.0001046775363842168
62,0.75,0.5,-0.10000000000000001,-3.242871170972691e-05,-7.213551649842227e-20,-0.000171398623760781
63,0.625,1.1000000000000001,-0.10000000000000001,-0.0001703295635083317,0.0001046775363842169,-0.0001046775363842169
64,0.75,-0.10000000000000001,0.5,-3.242871170972693e-05,-0.000171398623760781,1.337589044647435e-20
65,0.75,1.1000000000000001,0.5,-3.242871170972689e-05,0.000171398623760781,-3.268802636147827e-20
66,0.625,-0.10000000000000001,1.1000000000000001,-0.0001703295635083316,-0.0001046775363842169,0.0001046775363842168
67,0.75,0.5,1.1000000000000001,-3.242871170972693e-05,-1.058490229351686e-19,0.000171398623760781
68,0.625,1.1000000000000001,1.1000000000000001,-0.0001703295635083316,0.0001046775363842169,0.0001046775363842169
69,0.875,-0.10000000000000001,-0.10000000000000001,-0.0001692104129899725,-0.0002811064612124973,-0.0002811064612124972
70,1,0.5,-0.10000000000000001,9.506732177435247e-05,-8.922607469340382e-20,-0.0003689669089785786
71,0.875,1.1000000000000001,-0.10000000000000001,-0.0001692104129899726,0.0002811064612124972,-0.0002811064612124972
72,1,-0.10000000000000001,0.5,9.506732177435238e-05,-0.0003689669089785785,1.033242318317596e-19
73,1,1.1000000000000001,0.5,9.506732177435241e-05,0.0003689669089785786,-2.334895069270942e-20
74,0.875,-0.10000000000000001,1.1000000000000001,-0.0001692104129899727,-0.0002811064612124972,0.0002811064612124971
75,1,0.5,1.1000000000000001,9.506732177435238e-05,-1.249425358106979e-19,0.0003689669089785786
76,0.875,1.1000000000000001,1.1000000000000001,-0.0001692104129899725,0.0002811064612124972,0.0002811064612124973
77,1.125,0,0,-0.001041846529894429,-0.002082148135127193,-0.002082148135127164
78,1.25,0.5,0,-0.002311105072994418,-1.250699406338747e-17,-0.002328357099172867
79,1.125,1,0,-0.001041846529894435,0.002082148135127169,-0.002082148135127172
80,1,0.5,0,0,-1.577682855989507e-17,-0.002302759816523872
81,1,0,0.5,0,-0.002302759816523889,1.268340942795538e-17
82,1.25,0,0.5,-0.002311105072994412,-0.002328357099172886,1.175871845015289e-17
83,1.25,1,0.5,-0.002311105072994422,0.002328357099172868,9.334646483388377e-18
84,1,1,0.5,0,0.002302759816523868,1.432572367886503e-17
85,1.125,0,1,-0.001041846529894428,-0.002082148135127187,0.002082148135127186
86,1.25,0.5,1,-0.002311105072994413,-1.479269569852283e-17,0.002328357099172888
87,1.125,1,1,-0.001041846529894428,0.002082148135127164,0.002082148135127194
88,1,0.5,1,0,-1.401776233333616e-17,0.002302759816523887
89,1.375,0,0,-0.003050298687976335,-0.001999249068909565,-0.00199924906890954
90,1.5,0.5,0,-0.004566309242409132,-8.937755816064901e-18,-0.002313016163792106
91,1.375,1,0,-0.003050298687976342,0.001999249068909544,-0.001999249068909546
92,1.5,0,0.5,-0.004566309242409122,-0.002313016163792118,1.119389416638178e-17
93,1.5,1,0.5,-0.004566309242409137,0.002313016163792103,1.135711358577071e-17
94,1.375,0,1,-0.003050298687976327,-0.001999249068909561,0.001999249068909558
95,1.5,0.5,1,-0.004566309242409122,-8.472039900539195e-18,0.002313016163792116
96,1.375,1,1,-0.00305029868797634,0.001999249068909542,0.001999249068909565
97,1.625,0,0,-0.004803352017812772,-0.001750878484430657,-0.001750878484430637
98,1.75,0.5,0,-0.006499667325851906,-4.629755927230552e-18,-0.001792025038932322
99,1.625,1,0,-0.004803352017812785,0.001750878484430643,-0.001750878484430638
100,1.75,0,0.5,-0.00649966732585189,-0.001792025038932329,5.089616005913822e-18
101,1.75,1,0.5,-0.006499667325851905,0.001792025038932322,4.63180427061098e-18
102,1.625,0,1,-0.004803352017812756,-0.001750878484430648,0.001750878484430651
103,1.75,0.5,1,-0.006499667325851887,-4.446413245405534e-18,0.00179202503893233
104,1.625,1,1,-0.004803352017812771,0.001750878484430635,0.001750878484430651
105,1.875,0,0,-0.005944947516528907,-0.0009184958771989911,-0.0009184958771989863
106,2,0.5,0,-0.007248897670875773,0,0
107,1.875,1,0,-0.00594494751652892,0.0009184958771989865,-0.0009184958771989868
108,2,0,0.5,-0.007248897670875756,0,0
109,2,1,0.5,-0.007248897670875774,0,0
110,1.875,0,1,-0.005944947516528891,-0.0009184958771989915,0.0009184958771989913
111,2,0.5,1,-0.007248897670875755,0,0
112,1.875,1,1,-0.005944947516528905,0.0009184958771989882,0.0009184958771989922
