time,node,shear1,shear2
0.02500000037252903,57,3524.4166127324393,18671.339525687574
0.02500000037252903,60,-1415.7856190977031,-32724.033013621687
0.02500000037252903,61,-392.2347616486273,18245.11163257618
0.02500000037252903,64,104.74399256322323,-32594.817538946358
0.02500000037252903,68,1396.5191306253987,-9595.090432855344
0.02500000037252903,69,1566.090925541906,18458.225579131875
0.02500000037252903,72,-655.5208132672401,-32659.42527628402
0.02500000037252903,76,-511.98777433346015,-9688.192240493923
0.02500000037252903,78,4380.623164592316,-38820.56877622642
0.02500000037252903,80,-2451.9668988079975,-38602.82537690641
0.02500000037252903,83,1140.2151389392757,-33203.557206035766
0.02500000037252903,85,964.3281328921594,-38711.697076566415
0.02500000037252903,88,-805.369063331629,-33085.48217061755
0.05000000074505806,57,9188.97260023277,44494.91929228372
0.05000000074505806,60,-3605.741585168183,-65249.077277470635
0.05000000074505806,61,-1064.2007277698694,43701.49209848892
0.05000000074505806,64,149.34617276130746,-65000.49886918817
0.05000000074505806,68,3751.9890864339313,-16687.36137337137
0.05000000074505806,69,4062.38593623145,44098.20569538632
0.05000000074505806,72,-1728.1977062034377,-65124.78807332941
0.05000000074505806,76,-1428.7667328435177,-16823.3190522902
0.05000000074505806,78,12519.739299217279,-79760.26803622239
0.05000000074505806,80,-6882.51596892917,-79189.98191292785
0.05000000074505806,83,3496.62527812291,-66194.3902760686
0.05000000074505806,85,2818.6116651440543,-79475.12497457513
0.05000000074505806,88,-2395.2454427446946,-65921.42472411743
0.07500000298023224,57,15905.777158187528,70995.72534187001
0.07500000298023224,60,-6013.500107449921,-96898.74724229766
0.07500000298023224,61,-1998.7397400501682,69908.23871282989
0.07500000298023224,64,-26.693875351624,-96532.71899746906
0.07500000298023224,68,6611.200949230813,-23284.722160930156
0.07500000298023224,69,6953.5187090686795,70451.98202734995
0.07500000298023224,72,-3020.096991400773,-96715.73311988337
0.07500000298023224,76,-2640.6342399579235,-23423.98315672147
0.07500000298023224,78,22202.696695266583,-120779.8453360764
0.07500000298023224,80,-11985.833260945963,-119839.19007617622
0.07500000298023224,83,6429.53587004632,-98506.0850784707
0.07500000298023224,85,5108.43171716031,-120309.51770612631
0.07500000298023224,88,-4378.346135891767,-98074.21152242075
0.10000000149011612,57,23284.75937945524,97607.43273760595
0.10000000149011612,60,-8520.467664422486,-128123.15477014516
0.10000000149011612,61,-3116.0329247515056,96264.71061056154
0.10000000149011612,64,-384.646364006298,-127632.1626460624
0.10000000149011612,68,9793.75497062044,-29721.531758806326
0.10000000149011612,69,10084.363227351867,96936.07167408374
0.10000000149011612,72,-4452.5570142143915,-127877.65870810377
0.10000000149011612,76,-4057.5587176603826,-29839.323672211278
0.10000000149011612,78,32738.196549947595,-161620.79984302542
0.10000000149011612,80,-17429.72324901866,-160301.29071563017
0.10000000149011612,83,9697.255329658492,-130408.30656404857
0.10000000149011612,85,7654.236650464467,-160961.04527932778
0.10000000149011612,88,-6599.965733230999,-129811.12902638543
0.125,57,31109.131909011663,124214.24429554559
0.125,60,-11083.77535253245,-159106.3946945412
0.125,61,-4358.39200421265,122639.54111057811
0.125,64,-877.6354646243562,-158482.42205939878
0.125,68,13195.08505873562,-36090.492412945765
0.125,69,13375.369952399506,123426.89270306185
0.125,72,-5980.705408578403,-158794.40837697
0.125,76,-5616.71045613297,-36170.249000134776
0.125,78,43805.59798517554,-202273.91075218425
0.125,80,-23072.01275472565,-200568.49508119238
0.125,83,13178.504535825532,-162045.73550991475
0.125,85,10366.792615224946,-201421.20291668831
0.125,88,-8976.127387960536,-161276.65004457114
0.15000000596046448,57,39249.25753600465,150788.6055987999
0.15000000596046448,60,-13684.264848971503,-189938.27399910078
0.15000000596046448,61,-5689.932490715082,148997.1759990189
0.15000000596046448,64,-1470.0475388227524,-189174.42521713028
0.15000000596046448,68,16751.276856733955,-42426.65966048218
0.15000000596046448,69,16779.662522644783,149892.89079890942
0.15000000596046448,72,-7577.156193897128,-189556.34960811553
0.15000000596046448,76,-7277.566593607884,-42456.699460531614
0.15000000596046448,78,55231.47088989144,-242767.46640752224
0.15000000596046448,80,-28840.75342928523,-240670.24958739177
0.15000000596046448,83,16804.822507242585,-193501.04474297975
0.15000000596046448,85,13195.358730303105,-241718.857997457
0.15000000596046448,88,-11457.823905215024,-192554.2625507851
0.17499999701976776,57,47623.05909552653,177325.38759807782
0.17499999701976776,60,-16312.051913953666,-220668.34688623378
0.17499999701976776,61,-7088.044251842119,175327.90591834672
0.17499999701976776,64,-2136.46044504172,-219758.97618607472
0.17499999701976776,68,20421.40297970614,-48746.20087110161
0.17499999701976776,69,20267.507421842205,176326.64675821227
0.17499999701976776,72,-9224.256179497694,-220213.66153615425
0.17499999701976776,76,-9013.6228525015,-48717.94685074437
0.17499999701976776,78,66912.97494372464,-283130.7746404785
0.17499999701976776,80,-34695.89555823154,-280636.9439684749
0.17499999701976776,83,20534.562125965775,-224824.8395363325
0.17499999701976776,85,16108.539692746548,-281883.8593044767
0.17499999701976776,88,-14014.80749757705,-223695.54836039446
0.20000000298023224,57,56176.091304723916,203825.67442059508
0.20000000298023224,60,-18961.477512239722,-251326.4222658831
0.20000000298023224,61,-8537.96672479322,201629.97477657432
0.20000000298023224,64,-2858.7383865159422,-250266.95550981205
0.20000000298023224,68,24178.155628597517,-55057.678074606854
0.20000000298023224,69,23819.062289965346,202727.8245985847
0.20000000298023224,72,-10910.107949377832,-250796.68888784756
0.20000000298023224,76,-10807.015424467554,-54964.62888326224
0.20000000298023224,78,78785.05601587426,-323387.92650895944
0.20000000298023224,80,-40613.58785476327,-320493.58929543034
0.20000000298023224,83,24340.940519461852,-256049.87023545842
0.20000000298023224,85,19085.734080555496,-321940.75790219486
0.20000000298023224,88,-16627.50025182663,-254734.13388597782
0.22499999403953552,57,64870.82704482251,230292.0992883693
0.22499999403953552,60,-21629.039278509204,-281931.60753135075
