step,input_local_node,input_label,side,output_local_node,output_label,closure_delta_m,copen_m,cnormf_x_n,coord_y_m,coord_z_m
BASE,0,0,secondary,1,532,0,-9.999999999998958e-05,-833.3333333333336,4.22259435010291e-32,1.877530874670448e-32
BASE,0,0,secondary,2,535,0,-9.999999999995238e-05,-833.3333333333338,1,9.326075367100446e-33
BASE,0,0,secondary,3,536,0,-0.0001000000000000041,-833.3333333333336,4.771060471603007e-33,1
BASE,0,0,secondary,4,539,0,-0.0001000000000000907,-833.3333333333336,1,1
BASE,0,0,secondary,5,543,0,-9.999999999995605e-05,3333.333333333335,0.5,2.92317044922316e-34
BASE,0,0,secondary,6,547,0,-9.999999999997511e-05,3333.333333333335,0.5,1
BASE,0,0,secondary,7,548,0,-9.999999999998496e-05,3333.333333333335,2.989247466241277e-34,0.5
BASE,0,0,secondary,8,551,0,-9.999999999996955e-05,3333.333333333335,1,0.5
BASE,0,0,primary,1,2,0,,-4.435905054023168,0,0
BASE,0,0,primary,2,3,0,,-18.94137295402149,0.125,0
BASE,0,0,primary,3,6,0,,-18.94137295402147,0,0.125
BASE,0,0,primary,4,7,0,,2.643730610075982,0.125,0.125
BASE,0,0,primary,5,10,0,,38.79856169706871,0.0625,0
BASE,0,0,primary,6,14,0,,94.64044589166991,0.0625,0.125
BASE,0,0,primary,7,18,0,,38.79856169706868,0,0.0625
BASE,0,0,primary,8,19,0,,94.64044589166987,0.125,0.0625
BASE,0,0,primary,9,22,0,,2.84418288324912,0,0.25
BASE,0,0,primary,10,23,0,,-21.83214981139116,0.125,0.25
BASE,0,0,primary,11,26,0,,65.04585049101507,0.0625,0.25
BASE,0,0,primary,12,30,0,,65.32036006198682,0,0.1875
BASE,0,0,primary,13,31,0,,82.5809101827662,0.125,0.1875
BASE,0,0,primary,14,34,0,,17.86022525149015,0,0.375
BASE,0,0,primary,15,35,0,,-35.70560145725434,0.125,0.375
BASE,0,0,primary,16,38,0,,157.835645969845,0.0625,0.375
BASE,0,0,primary,17,42,0,,-10.81156960574604,0,0.3125
BASE,0,0,primary,18,43,0,,28.22969799742493,0.125,0.3125
BASE,0,0,primary,19,46,0,,-52.55174324486223,0,0.5
BASE,0,0,primary,20,47,0,,193.9184535607309,0.125,0.5
BASE,0,0,primary,21,50,0,,168.4630838374308,0.0625,0.5
BASE,0,0,primary,22,54,0,,26.03745973552196,0,0.4375
BASE,0,0,primary,23,55,0,,15.82283811902394,0.125,0.4375
BASE,0,0,primary,24,58,0,,17.8602252514902,0,0.625
BASE,0,0,primary,25,59,0,,-35.7056014572544,0.125,0.625
BASE,0,0,primary,26,62,0,,157.8356459698451,0.0625,0.625
BASE,0,0,primary,27,66,0,,26.03745973552192,0,0.5625
BASE,0,0,primary,28,67,0,,15.82283811902392,0.125,0.5625
BASE,0,0,primary,29,70,0,,2.844182883249203,0,0.75
BASE,0,0,primary,30,71,0,,-21.83214981139138,0.125,0.75
BASE,0,0,primary,31,74,0,,65.04585049101527,0.0625,0.75
BASE,0,0,primary,32,78,0,,-10.81156960574609,0,0.6875
BASE,0,0,primary,33,79,0,,28.22969799742506,0.125,0.6875
BASE,0,0,primary,34,82,0,,-18.94137295402141,0,0.875
BASE,0,0,primary,35,83,0,,2.643730610076316,0.125,0.875
BASE,0,0,primary,36,86,0,,94.64044589166978,0.0625,0.875
BASE,0,0,primary,37,90,0,,65.32036006198672,0,0.8125
BASE,0,0,primary,38,91,0,,82.5809101827661,0.125,0.8125
BASE,0,0,primary,39,94,0,,-4.435905054023069,0,1
BASE,0,0,primary,40,95,0,,-18.94137295402122,0.125,1
BASE,0,0,primary,41,98,0,,38.79856169706861,0.0625,1
BASE,0,0,primary,42,102,0,,38.79856169706856,0,0.9375
BASE,0,0,primary,43,103,0,,94.64044589166947,0.125,0.9375
BASE,0,0,primary,44,105,0,,2.844182883249126,0.25,0
