stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,le11,le22,le33,le12_engineering,le13_engineering,le23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,pe11,pe22,pe33,pe12_engineering,pe13_engineering,pe23_engineering,peeq,ce11,ce22,ce33,ce12_engineering,ce13_engineering,ce23_engineering,ceeq,ivol_m3
1,0.1,1,1,0.50075,0.4997257700032767,0.4997257700032767,600,200827482.6731523,0.0001259297132492065,0.0001259297132492065,-4.952389247529489e-24,1.329298240742505e-09,-2.658596481485019e-09,0.001498876123735949,-0.00054861045264517,-0.00054861045264517,0,0,0,0.001004137413365384,-0.0003012412240092877,-0.0003012412240092876,-6.438106021788334e-35,1.728087712965256e-20,-3.456175425930524e-20,0.0004137413365131998,-0.0002068706682565999,-0.0002068706682565999,-3.060848224955106e-35,8.215792332241171e-21,-1.643158466448241e-20,0.0004137413365131998,8.099709323907854e-05,-4.049854661953927e-05,-4.049854661953927e-05,-5.992145023668605e-36,1.608384850243781e-21,-3.216769700487575e-21,8.099709323907854e-05,1.000401735892704
2,0.2,1,1,0.501,0.4996014850354566,0.4996014850354566,600,201653474.5740527,1.299381256103516e-05,1.30385160446167e-05,-6.048051725243122e-25,1.822159976894083e-10,-1.697193108722617e-09,0.001998002662673058,-0.0007973477263144528,-0.0007973477263144528,0,0,0,0.001008267372870224,-0.0003024802118610334,-0.0003024802118610335,-7.862467242816065e-36,2.368807969962308e-21,-2.206351041339401e-20,0.0008267372870198695,-0.0004133686435099347,-0.0004133686435099346,-3.435718052927958e-35,9.326942678688646e-21,-2.685938238942926e-20,0.0008267372870198695,0.0001629977118025619,-8.149885590128097e-05,-8.149885590128095e-05,-6.736360562638282e-36,1.829027893979276e-21,-5.287215821451945e-21,0.0001629977118025619,1.000403388549332
3,0.3,1,1,0.50125,0.499477291919802,0.499477291919802,600,202476975.9404042,1.291930675506592e-05,1.291930675506592e-05,-3.656460257892024e-25,-5.50966364531861e-10,1.581191896231975e-09,0.002496880198586924,-0.001045962989012517,-0.001045962989012517,0,0,0,0.001012384879701983,-0.0003037154639105613,-0.0003037154639105611,-4.753398335259631e-36,-7.162562738914193e-21,2.055549465101567e-20,0.001238487970195635,-0.0006192439850978173,-0.0006192439850978171,-3.6588340429986e-35,5.948853534677894e-21,-1.72129990342595e-20,0.001238487970195635,0.0002460070473625119,-0.0001230035236812559,-0.0001230035236812559,-7.18616271308781e-36,1.148076532887622e-21,-3.342495616756162e-21,0.0002460070473625119,1.000405036225592
4,0.4,1,1,0.5014999999999999,0.4993531905363422,0.4993531905363422,600,203297977.0884183,1.275539398193359e-05,1.275539398193359e-05,-2.131753844538118e-25,3.156937659152534e-10,1.680403310828584e-09,0.002995508979798371,-0.001294456374583166,-0.001294456374583166,0,0,0,0.001016489885442054,-0.0003049469656325829,-0.0003049469656325831,-2.771279997899554e-36,4.104018956898294e-21,2.184524304077159e-20,0.001648988544202783,-0.0008244942721013917,-0.0008244942721013915,-3.788031234173471e-35,7.886383103827143e-21,-7.033755735266723e-21,0.001648988544202783,0.0003300302384953721,-0.0001650151192476861,-0.000165015119247686,-7.45060650502837e-36,1.544506898199371e-21,-1.258960149436053e-21,0.0003300302384953721,1.000406678902084
5,0.5,1,1,0.50175,0.4992291807653655,0.4992291807653655,600,204116468.4400827,1.27255916595459e-05,1.27255916595459e-05,-1.158143187187815e-25,2.025196814094353e-10,-2.595541867954393e-10,0.003493889254255838,-0.001542828016579,-0.001542828016579,0,0,0,0.001020582342200375,-0.0003061747026600794,-0.0003061747026600796,-1.505586143344159e-36,2.632755858322658e-21,-3.374204428340709e-21,0.002058234220034972,-0.001029117110017486,-0.001029117110017486,-3.857840114516143e-35,9.104515641409109e-21,-8.594944247912792e-21,0.002058234220034972,0.0004150723700464023,-0.0002075361850232012,-0.0002075361850232011,-7.59565769190544e-36,1.797637459193041e-21,-1.583378479815297e-21,0.0004150723700464023,1.000408316559619
6,0.6000000000000001,1,1,0.502,0.4991052624874189,0.4991052624874189,600,204932440.5242866,1.251697540283203e-05,1.251697540283203e-05,-5.351884030723637e-26,1.301256361647575e-10,5.030700875088542e-10,0.003992021269537457,-0.001791078048260404,-0.001791078048260404,0,0,0,0.001024662202621396,-0.0003073986607863863,-0.0003073986607863861,-6.957449239940729e-37,1.691633270141847e-21,6.539911137615102e-21,0.002466220262137038,-0.001233110131068519,-0.001233110131068519,-3.889817592112219e-35,9.881690447980318e-21,-5.590360297549414e-21,0.002466220262137038,0.0005011384725046362,-0.0002505692362523181,-0.000250569236252318,-7.663119019006915e-36,1.961585240802644e-21,-9.495508400656819e-22,0.0005011384725046362,1.000409949179223
7,0.7000000000000001,1,1,0.50225,0.498981435583308,0.498981435583308,600,205745883.9780405,1.245737075805664e-05,1.24126672744751e-05,-1.364633531699114e-26,8.374261008805668e-11,-3.471525296268182e-10,0.004489905272852001,-0.002039206602594525,-0.002039206602594525,0,0,0,0.001028729419890165,-0.0003086188259670171,-0.0003086188259670174,-1.774023591208848e-37,1.088653931144737e-21,-4.512982885148636e-21,0.002872941989014032,-0.001436470994507016,-0.001436470994507016,-3.898193396307931e-35,1.037832160768563e-20,-7.649130178281727e-21,0.002872941989014032,0.0005882335213884959,-0.0002941167606942479,-0.0002941167606942479,-7.681017977994756e-36,2.067933420094438e-21,-1.390414092638436e-21,0.0005882335213884959,1.000411576742138
8,0.8,1,1,0.5024999999999999,0.4988576999340975,0.4988576999340975,600,206556789.5476715,1.23828649520874e-05,1.23828649520874e-05,-6.728567981080873e-10,5.397737851553013e-11,4.481965193532922e-10,0.004987541511038968,-0.002287213812254819,-0.002287213812254819,0,0,0,0.001032783947738321,-0.0003098351843214641,-0.0003098351843214641,-8.747138375405135e-21,7.017059207018916e-22,5.826554751592799e-21,0.003278394773829576,-0.001639197386914788,-0.001639197386914788,-4.020679329315602e-21,1.06961801271382e-20,-5.009819304293286e-21,0.003278394773829576,0.000676362436642189,-0.0003381812183210944,-0.0003381812183210944,-8.731954124121916e-22,2.137022911084722e-21,-8.167354472995062e-22,0.000676362436642189,1.000413199229823
9,0.9,1,1,0.50275,0.4987340554211109,0.4987340554211109,600,207365148.0899991,1.223385334014893e-05,1.223385334014893e-05,-4.343735328062742e-10,3.484596523857357e-11,9.623444730726861e-10,0.005484930230569745,-0.002535099809619918,-0.002535099809619918,0,0,0,0.001036825740449959,-0.000311047722134956,-0.0003110477221349558,-5.646855926481566e-21,4.529975481014564e-22,1.251047814994492e-20,0.003682574044993417,-0.001841287022496708,-0.001841287022496709,-6.560615951061444e-21,1.089993688611413e-20,6.17351288032256e-22,0.003682574044993417,0.0007655300820430102,-0.0003827650410215051,-0.0003827650410215051,-1.433541239589918e-21,2.181974524709218e-21,4.246977180916404e-22,0.0007655300820430102,1.00041481662396
10,1,1,1,0.503,0.4986105019259307,0.4986105019259307,600,208170950.5734881,1.199543476104736e-05,1.199543476104736e-05,-2.808492698142324e-10,2.253006491901101e-11,1.970298783983721e-09,0.005982071677547469,-0.002782864726773286,-0.002782864726773286,0,0,0,0.001040854752867405,-0.0003122564258601903,-0.0003122564258601904,-3.651040507585021e-21,2.928908439471432e-22,2.561388419178838e-20,0.004085475286738063,-0.002042737643369031,-0.002042737643369031,-8.191312057883884e-21,1.103075328159271e-20,1.20575040733482e-20,0.004085475286738063,0.0008557412646196702,-0.000427870632309835,-0.000427870632309835,-1.798660551664023e-21,2.211264833384955e-21,2.986193203069842e-21,0.0008557412646196702,1.000416428906454
