increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.01999999955296516,4.438349060364999e-05,4.438349060364999e-05,0,0,0,-1.827582410494216e-13,254.0194731367714
2,0.03999999910593033,0.0001783784537110478,0.0001783784537110478,0,0,0,-3.532558089363452e-13,258.0087240940893
3,0.05999999865889549,0.01276102755218744,0.01276102755218744,0,0,0,0.02368693426251411,261.966818756
4,0.07999999821186066,0.1007897853851318,0.1007897853851318,0,0,0,0.114779070019722,265.8945933237324
5,0.1000000014901161,0.2731485962867737,0.2731485962867737,0,0,0,0.2933177947998047,269.7937249037918
6,0.119999997317791,0.1036303117871284,0.1036303117871284,0,0,0,0.1139693185687065,19.39715537433437
7,0.1400000005960464,0.01524676289409399,0.01524676289409399,0,0,0,0.02045670337975025,19.24840019755822
8,0.1599999964237213,0.001160758663900197,0.001160758663900197,0,0,0,-0.004840962588787079,19.10208151348793
9,0.1800000071525574,0.001170555362477899,0.001170555362477899,0,0,0,-0.004840962588787079,18.95822859992081
10,0.2000000029802322,0.001180191407911479,0.001180191407911479,0,0,0,-0.004840962588787079,18.81647924894401
11,0.2199999988079071,0.001189671223983169,0.001189671223983169,0,0,0,-0.004840962588787079,18.67678100898911
12,0.239999994635582,0.001198998652398586,0.001198998652398586,0,0,0,-0.004840962588787079,18.53908261578168
13,0.2599999904632568,0.01560842897742987,0.01560842897742987,0,0,0,0.02072820253670216,18.40362834933884
14,0.2800000011920929,0.1047975495457649,0.1047975495457649,0,0,0,0.1148740202188492,18.27026500999618
15,0.300000011920929,0.2754634916782379,0.2754634916782379,0,0,0,0.2950360178947449,18.13873833055595
