increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.01999999955296516,2.651613712310791,2.651613712310791,0,0,0,2.315302848815918,25356.2926124094
2,0.03999999910593033,10.588942527771,10.588942527771,0,0,0,9.24223518371582,25713.14200024373
3,0.05999999865889549,23.81155586242676,23.81155586242676,0,0,0,20.77511215209961,26070.59424079254
4,0.07999999821186066,42.33543395996094,42.33543395996094,0,0,0,36.92107391357422,26428.67593585045
5,0.1000000014901161,66.18309783935547,66.18309783935547,0,0,0,57.69440460205078,26787.40216484034
6,0.119999997317791,95.37996673583984,95.37996673583984,0,0,0,83.11384582519531,27146.7807376281
7,0.1400000005960464,129.9529571533203,129.9529571533203,0,0,0,113.2012481689453,27506.81466430819
8,0.1599999964237213,169.9299468994141,169.9299468994141,0,0,0,147.9808044433594,27867.503733248
9,0.1800000071525574,215.3395843505859,215.3395843505859,0,0,0,187.4786682128906,28228.84561110901
10,0.2000000029802322,266.2111511230469,266.2111511230469,0,0,0,231.7226257324219,28590.83665610984
