id,x,y,z,gap,constraint_pressure,recovered_pressure,normal_force_x,normal_force_y,normal_force_z,tangential_force_x,tangential_force_y,tangential_force_z,slip_x,slip_y,slip_z,elastic_slip_x,elastic_slip_y,elastic_slip_z,projected,sliding,primary_face
339,-0.0015766557413441707,-0.0038063836739465019,0.0018749999999999999,-9.2431733407766243e-06,92431.733407766238,92786.059450798552,0.011527505334291418,0.027829868274746587,8.3440633656539919e-06,6.3696869882011334e-09,1.5390710448630149e-08,-6.1426048345553192e-05,-5.1159844639075353e-08,-1.2415117530432386e-07,0.00053066269652540462,-4.8342022512067018e-10,-1.172426757205303e-09,5.0117738727218416e-06,1,1,155
340,-7.5683172187306446e-19,-0.0041200000000000004,0.0018749999999999999,-9.2431804442787489e-06,92431.804442787485,92786.13165044738,-7.1125290986712164e-12,0.030122840565257863,8.3441123375216855e-06,-5.648425357839564e-12,1.665640614518974e-08,-6.1426067934975995e-05,2.519290274392735e-10,-1.342791605327058e-07,0.00053066269494343298,2.2149990303815878e-12,-1.2681818315501422e-09,5.0117738727208023e-06,1,1,156
354,0.0015766557413441694,-0.0038063836739465019,0.0018749999999999999,-9.2431733810673897e-06,92431.73381067389,92786.059823825795,-0.011527505346354831,0.02782986830343516,8.3440633743042786e-06,-6.3801239427264442e-09,1.5386387337031674e-08,-6.1426048409015272e-05,5.162534886062989e-08,-1.2395835713785295e-07,0.00053066269652585392,4.8751300914856456e-10,-1.1707314705118272e-09,5.0117738727216934e-06,1,1,157
355,0.0029132799384885754,-0.0029132799384885767,0.0018749999999999999,-9.2431661585264785e-06,92431.661585264781,92785.98649334925,-0.021300051397730699,0.021300051408023962,8.3440288739564976e-06,-1.1782338249270076e-08,1.1774350129663358e-08,-6.1426029040484838e-05,9.5126620071244259e-08,-9.4770338633630966e-08,0.00053066269773203154,8.9829463189005399e-10,-8.9516215377535034e-10,5.0117738727249443e-06,1,1,158
356,0.0038063836739465019,-0.0015766557413441709,0.0018749999999999999,-9.2431733407793128e-06,92431.73340779313,92786.059450815781,-0.027829868274746442,0.011527505334291659,8.3440633656460332e-06,-1.539071044880612e-08,6.3696869876655613e-09,-6.1426048345553111e-05,1.2415117530491374e-07,-5.1159844637824014e-08,0.00053066269652540723,1.1724267571933477e-09,-4.8342022515114786e-10,5.0117738727218424e-06,1,1,159
381,0.0041200000000000004,0,0.0025000000000000001,-9.3835936708356102e-06,93835.936708356108,94156.521451108783,-0.030876330568151575,-7.9244967792629906e-12,4.4236551417568463e-06,-8.9076426757782389e-09,-6.2674242008626855e-12,-6.2962581511751971e-05,6.8894356126476964e-08,2.315009459946966e-10,0.00052925217577124925,6.5239777548042345e-10,2.1061459526262394e-12,5.0117739907092409e-06,1,1,175
382,0.0038063836739465019,0.00157665574134417,0.0025000000000000001,-9.3835856162508181e-06,93835.856162508178,94156.439487856376,-0.02852600112173637,-0.011815852481214462,4.4236228654037007e-06,-8.227254344022059e-09,-3.4155064020426692e-09,-6.2962558981368013e-05,6.355787970351096e-08,2.6585601789572862e-08,0.00052925217676884264,6.018543598287054e-10,2.5177618637582392e-10,5.0117739907099787e-06,1,1,161
383,0.0029132799384885763,0.0029132799384885759,0.0025000000000000001,-9.3835773556042313e-06,93835.773556042317,94156.355354075407,-0.021832847288246953,-0.021832847276772128,4.423593088291723e-06,-6.29480320852096e-09,-6.3036667366395733e-09,-6.2962536790896412e-05,4.8550927266777337e-08,4.8878319066050605e-08,0.00052925217777541876,4.598157416730151e-10,4.6279427905069511e-10,5.0117739907110587e-06,1,1,162
384,0.0015766557413441702,0.0038063836739465019,0.0025000000000000001,-9.3835855716573845e-06,93835.855716573846,94156.439075309638,-0.011815852467652179,-0.028526001089489508,4.4236228602912436e-06,-3.4039256815139825e-09,-8.2320512280006414e-09,-6.2962558910032633e-05,2.6157843719593215e-08,6.3735062902887141e-08,0.00052925217676850881,2.4788453627646336e-10,6.0346633412939985e-10,5.011773990710132e-06,1,1,163
385,2.522772406243548e-19,0.0041200000000000004,0.0025000000000000001,-9.3835936708385969e-06,93835.936708385969,94156.521451126056,7.9247324848152889e-12,-0.030876330568149694,4.4236551417583887e-06,6.2674244700097439e-12,-8.9076426759049861e-09,-6.2962581511748136e-05,-2.315009458932793e-10,6.889435612583707e-08,0.00052925217577125445,-2.1061459504995048e-12,6.5239777547435743e-10,5.0117739907092409e-06,1,1,164
404,-0.0015766557413441698,0.0038063836739465019,0.0025000000000000001,-9.3835856162511416e-06,93835.856162511423,94156.439487858166,0.011815852481213989,-0.028526001121736019,4.423622865420466e-06,3.4155064019522972e-09,-8.2272543443119776e-09,-6.2962558981366956e-05,-2.6585601788640675e-08,6.3557879703616614e-08,0.00052925217676884199,-2.517761863702177e-10,6.0185435982837225e-10,5.011773990709977e-06,1,1,165
405,-0.0029132799384885759,0.0029132799384885763,0.0025000000000000001,-9.3835773556044126e-06,93835.773556044122,94156.355354075757,0.021832847276773336,-0.021832847288247383,4.4235930883019476e-06,6.3036667368648742e-09,-6.2948032080842731e-09,-6.2962536790898797e-05,-4.887831906301922e-08,4.8550927270267225e-08,0.00052925217777541854,-4.627942788824304e-10,4.5981574184562246e-10,5.0117739907110612e-06,1,1,166
406,-0.0038063836739465019,0.0015766557413441705,0.0025000000000000001,-9.3835855716574421e-06,93835.855716574428,94156.43907531412,0.028526001089491659,-0.011815852467653373,4.423622860282642e-06,8.2320512277313279e-09,-3.4039256818675662e-09,-6.296255891003762e-05,-6.3735062903863995e-08,2.6157843719051607e-08,0.0005292521767685035,-6.0346633415557039e-10,2.4788453623050299e-10,5.0117739907101328e-06,1,1,167
407,-0.0041200000000000004,5.0455448124870961e-19,0.0025000000000000001,-9.3835936708386053e-06,93835.936708386056,94156.521451121982,0.030876330568150021,7.9244960203214698e-12,4.4236551417534251e-06,8.9076426759636696e-09,6.267424058805104e-12,-6.29625815117488e-05,-6.8894356126611642e-08,-2.3150094620149468e-10,0.00052925217577125109,-6.5239777548169638e-10,-2.1061459480706731e-12,5.0117739907092409e-06,1,1,168
426,-0.0038063836739465019,-0.0015766557413441696,0.0025000000000000001,-9.3835856162512246e-06,93835.856162512253,94156.439487861615,0.028526001121735076,0.011815852481213604,4.4236228654081815e-06,8.2272543443446595e-09,3.4155064014304302e-09,-6.2962558981364896e-05,-6.3557879702099552e-08,-2.6585601793055944e-08,0.00052925217676883906,-6.0185435978159891e-10,-2.5177618649027635e-10,5.011773990709977e-06,1,1,169
427,-0.0029132799384885767,-0.0029132799384885754,0.0025000000000000001,-9.3835773556022798e-06,93835.773556022803,94156.355354061074,0.021832847288245964,0.021832847276770866,4.4235930882869983e-06,6.2948032082818394e-09,6.3036667366977903e-09,-6.2962536790893173e-05,-4.8550927271050486e-08,-4.8878319062731004e-08,0.00052925217777541735,-4.5981574179419307e-10,-4.6279427893854959e-10,5.0117739907110595e-06,1,1,170
428,-0.0015766557413441707,-0.0038063836739465019,0.0025000000000000001,-9.3835855716575895e-06,93835.855716575898,94156.439075312301,0.011815852467650878,0.02852600108948735,4.4236228602940812e-06,3.4039256816766223e-09,8.2320512279184693e-09,-6.2962558910027564e-05,-2.615784372290429e-08,-6.3735062902834083e-08,0.00052925217676850491,-2.4788453632408524e-10,-6.034663341221646e-10,5.0117739907101328e-06,1,1,171
429,-7.5683172187306446e-19,-0.0041200000000000004,0.0025000000000000001,-9.3835936708364911e-06,93835.936708364912,94156.521451110413,-7.9245309316314239e-12,0.030876330568150229,4.4236551417740504e-06,-6.2674242572690879e-12,8.9076426758118555e-09,-6.296258151174922e-05,2.3150094565516147e-10,-6.8894356126241925e-08,0.00052925217577125402,2.1061459532497341e-12,-6.5239777547819183e-10,5.0117739907092409e-06,1,1,172
443,0.0015766557413441694,-0.0038063836739465019,0.0025000000000000001,-9.3835856162509197e-06,93835.856162509197,94156.439487854819,-0.0118158524812138,0.028526001121735357,4.423622865421413e-06,-3.41550640243804e-09,8.2272543438745595e-09,-6.2962558981365574e-05,2.6585601786262283e-08,-6.3557879705070136e-08,0.00052925217676884188,2.5177618635076836e-10,-6.0185435984086392e-10,5.0117739907099778e-06,1,1,173
444,0.0029132799384885754,-0.0029132799384885767,0.0025000000000000001,-9.383577355604377e-06,93835.773556043772,94156.355354073123,-0.021832847276770928,0.021832847288245555,4.4235930882993463e-06,-6.3036667369610389e-09,6.2948032081708781e-09,-6.2962536790892672e-05,4.8878319064341637e-08,-4.8550927268871593e-08,0.00052925217777541724,4.6279427898830269e-10,-4.5981574173905901e-10,5.0117739907110595e-06,1,1,174
445,0.0038063836739465019,-0.0015766557413441709,0.0025000000000000001,-9.3835855716553804e-06,93835.855716553808,94156.439075301649,-0.028526001089490508,0.01181585246765237,4.4236228602980512e-06,-8.2320512282033784e-09,3.4039256812328553e-09,-6.2962558910034666e-05,6.3735062902415423e-08,-2.6157843720321667e-08,0.00052925217676851109,6.0346633407495234e-10,-2.4788453640401828e-10,5.011773990710132e-06,1,1,175
470,0.0041200000000000004,0,0.0031250000000000002,-9.3388563861414711e-06,93388.563861414717,93684.356076473661,-0.030877180185368495,-8.3919876256444148e-12,2.1587205683306167e-06,-4.3694960837641348e-09,-6.4419559710547312e-12,-6.2964313475641023e-05,3.2849541339717303e-08,2.1812051092000751e-10,0.00052787850991463316,3.1187948529263313e-10,2.0515253669085322e-12,5.0117740234675286e-06,1,1,207
471,0.0038063836739465019,0.00157665574134417,0.0031250000000000002,-9.3388477389961798e-06,93388.477389961801,93684.267676660151,-0.02852678509900608,-0.011816176826269486,2.1587017414341574e-06,-4.0345020360702209e-09,-1.6790602095268149e-09,-6.2964288500172918e-05,3.0261800084779103e-08,1.2780025971574397e-08,0.00052787851053822537,2.8727474508023008e-10,1.2142340819790039e-10,5.0117740234677895e-06,1,1,193
472,0.0029132799384885763,0.0029132799384885759,0.0031250000000000002,-9.3388386489623191e-06,93388.386489623197,93684.175073005448,-0.021833446512070687,-0.021833446499927852,2.1586817295995167e-06,-3.0857779956497292e-09,-3.0948883554831972e-09,-6.2964264277750131e-05,2.3073143885746429e-08,2.3381612919163374e-08,0.00052787851133248142,2.1907428351150023e-10,2.2197557630129454e-10,5.0117740234681605e-06,1,1,194
473,0.0015766557413441702,0.0038063836739465019,0.0031250000000000002,-9.3388476917759429e-06,93388.476917759428,93684.267240594461,-0.011816176811912295,-0.028526785064852397,2.1587017386970022e-06,-1.6671569943457568e-09,-4.0394325075956864e-09,-6.2964288424624857e-05,1.2376991706423467e-08,3.0428742348274568e-08,0.00052787851053797438,1.1763268342985605e-10,2.8884491473536929e-10,5.0117740234679471e-06,1,1,195
474,2.522772406243548e-19,0.0041200000000000004,0.0031250000000000002,-9.3388563861401463e-06,93388.563861401461,93684.356076462354,8.3921022258140465e-12,-0.030877180185368006,2.1587205682942675e-06,6.4419559969674079e-12,-4.3694960837878558e-09,-6.2964313475640006e-05,-2.1812051062094592e-10,3.2849541339676261e-08,0.00052787850991463999,-2.0515253599066393e-12,3.1187948529223939e-10,5.0117740234675295e-06,1,1,196
493,-0.0015766557413441698,0.0038063836739465019,0.0031250000000000002,-9.338847738994894e-06,93388.477389948937,93684.267676648058,0.011816176826269103,-0.028526785099005272,2.1587017414245711e-06,1.6790602090403254e-09,-4.0345020363845793e-09,-6.2964288500171089e-05,-1.278002597287921e-08,3.0261800083869092e-08,0.00052787851053822743,-1.2142340827795459e-10,2.8727474504356086e-10,5.0117740234677895e-06,1,1,197
494,-0.0029132799384885759,0.0029132799384885763,0.0031250000000000002,-9.3388386489646399e-06,93388.386489646393,93684.175073017526,0.021833446499926953,-0.021833446512069362,2.1586817295977459e-06,3.0948883554541921e-09,-3.0857779952817716e-09,-6.2964264277746919e-05,-2.3381612918740261e-08,2.3073143888438522e-08,0.00052787851133247481,-2.2197557628742913e-10,2.1907428354691315e-10,5.0117740234681597e-06,1,1,198
495,-0.0038063836739465019,0.0015766557413441705,0.0031250000000000002,-9.3388476917776488e-06,93388.476917776483,93684.267240606394,0.02852678506485128,-0.011816176811912117,2.1587017387084837e-06,4.0394325076738269e-09,-1.6671569943736382e-09,-6.2964288424622634e-05,-3.0428742350359308e-08,1.2376991701746075e-08,0.00052787851053797774,-2.8884491477968725e-10,1.1763268332623385e-10,5.0117740234679479e-06,1,1,199
496,-0.0041200000000000004,5.0455448124870961e-19,0.0031250000000000002,-9.3388563861412644e-06,93388.563861412651,93684.356076470125,0.030877180185365231,8.3918746517780418e-12,2.1587205682966447e-06,4.3694960839274839e-09,6.4419555877749075e-12,-6.2964313475634355e-05,-3.2849541340398119e-08,-2.1812051034468519e-10,0.00052787850991463381,-3.1187948529909651e-10,-2.051525357742505e-12,5.0117740234675286e-06,1,1,200
515,-0.0038063836739465019,-0.0015766557413441696,0.0031250000000000002,-9.338847738995531e-06,93388.477389955311,93684.267676648393,0.028526785099002441,0.011816176826267899,2.1587017414368636e-06,4.0345020360614652e-09,1.6790602091253292e-09,-6.2964288500164827e-05,-3.0261800084284674e-08,-1.278002597111962e-08,0.00052787851053821974,-2.8727474503907878e-10,-1.2142340828160669e-10,5.0117740234677878e-06,1,1,201
516,-0.0029132799384885767,-0.0029132799384885754,0.0031250000000000002,-9.3388386489615279e-06,93388.386489615281,93684.175072986371,0.021833446512068221,0.021833446499925559,2.1586817295930174e-06,3.0857779950177359e-09,3.0948883556886511e-09,-6.296426427774326e-05,-2.3073143888431481e-08,-2.3381612918180974e-08,0.00052787851133247914,-2.1907428351832817e-10,-2.2197557631063367e-10,5.0117740234681605e-06,1,1,202
517,-0.0015766557413441707,-0.0038063836739465019,0.0031250000000000002,-9.3388476917781757e-06,93388.476917781751,93684.267240607252,0.011816176811910509,0.028526785064849059,2.1587017387056593e-06,1.6671569940396485e-09,4.0394325079316591e-09,-6.2964288424617186e-05,-1.2376991702913139e-08,-3.0428742349772718e-08,0.00052787851053797763,-1.1763268336187189e-10,-2.8884491476394611e-10,5.0117740234679471e-06,1,1,203
518,-7.5683172187306446e-19,-0.0041200000000000004,0.0031250000000000002,-9.338856386141776e-06,93388.563861417759,93684.356076475655,-8.391879530687818e-12,0.030877180185365838,2.1587205682844178e-06,-6.441956263258538e-12,4.3694960837740982e-09,-6.2964313475635588e-05,2.1812051053320865e-10,-3.2849541339650698e-08,0.00052787850991463435,2.0515253546463603e-12,-3.1187948529200007e-10,5.0117740234675295e-06,1,1,204
532,0.0015766557413441694,-0.0038063836739465019,0.0031250000000000002,-9.3388477389948245e-06,93388.477389948239,93684.267676640127,-0.011816176826268971,0.028526785099004782,2.1587017414011104e-06,-1.6790602091540907e-09,4.034502036059638e-09,-6.2964288500170059e-05,1.2780025976310824e-08,-3.0261800082528054e-08,0.00052787851053822559,1.2142340841992515e-10,-2.8727474498551914e-10,5.0117740234677895e-06,1,1,205
533,0.0029132799384885754,-0.0029132799384885767,0.0031250000000000002,-9.3388386489655835e-06,93388.386489655837,93684.175073022139,-0.021833446499925604,0.021833446512067978,2.1586817295979022e-06,-3.0948883559686497e-09,3.0857779949389399e-09,-6.2964264277742962e-05,2.3381612922596924e-08,-2.307314388368542e-08,0.0005278785113324773,2.2197557633697058e-10,-2.1907428348885875e-10,5.0117740234681605e-06,1,1,206
534,0.0038063836739465019,-0.0015766557413441709,0.0031250000000000002,-9.3388476917783756e-06,93388.476917783759,93684.267240611691,-0.028526785064851307,0.011816176811911633,2.1587017387285558e-06,-4.0394325081774459e-09,1.667156993755831e-09,-6.2964288424622296e-05,3.0428742348244286e-08,-1.2376991705710352e-08,0.00052787851053797861,2.8884491471579861e-10,-1.1763268346963277e-10,5.0117740234679471e-06,1,1,207
559,0.0041200000000000004,0,0.0037500000000000003,-9.2585399061686706e-06,92585.399061686709,92869.109586168517,-0.030669995133224218,-8.6442620639629042e-12,9.2466059611735717e-07,-1.8985578006374906e-09,-6.4349642733313517e-12,-6.2541821809965426e-05,1.3702848524713247e-08,2.117438681949819e-10,0.00052651582677296842,1.3043402857288826e-10,2.0318724461462779e-12,5.0117740314742617e-06,1,1,223
560,0.0038063836739465019,0.00157665574134417,0.0037500000000000003,-9.2585308754416987e-06,92585.308754416983,92869.016949651515,-0.028335370441653011,-0.011736890024665004,9.2465020310868344e-07,-1.7516651830414677e-09,-7.3349825928904892e-10,-6.2541795244991599e-05,1.2575098630954846e-08,5.4473814337959933e-09,0.00052651582715412641,1.1964873951645952e-10,5.1974235040894599e-11,5.0117740314742626e-06,1,1,209
561,0.0029132799384885763,0.0029132799384885759,0.0037500000000000003,-9.2585212615932241e-06,92585.212615932236,92868.919057403429,-0.021686943536313934,-0.021686943523827124,9.2463929256491393e-07,-1.3385961031619166e-09,-1.347696578978505e-09,-6.2541769659736046e-05,9.5391868837537082e-09,9.8386380024309532e-09,0.00052651582770800248,9.0789612923616507e-11,9.3663112787981405e-11,5.0117740314744235e-06,1,1,210
562,0.0015766557413441702,0.0038063836739465019,0.0037500000000000003,-9.258530826792707e-06,92585.308267927074,92869.016501104008,-0.011736890009909092,-0.028335370406513335,9.2465020185277011e-07,-7.216079628316674e-10,-1.7565903072913059e-09,-6.2541795167274849e-05,5.0561296566394064e-09,1.2737160429491621e-08,0.00052651582715395283,4.8219823588221999e-11,1.2120386771774839e-10,5.0117740314744235e-06,1,1,211
563,2.522772406243548e-19,0.0041200000000000004,0.0037500000000000003,-9.2585399061680269e-06,92585.399061680262,92869.109586163206,8.6441910487206064e-12,-0.030669995133223448,9.2466059613238788e-07,6.4349638609680822e-12,-1.8985578006924435e-09,-6.2541821809963854e-05,-2.1174386865864998e-10,1.3702848523937183e-08,0.00052651582677296137,-2.0318724579190904e-12,1.3043402856550283e-10,5.01177403147426e-06,1,1,212
582,-0.0015766557413441698,0.0038063836739465019,0.0037500000000000003,-9.2585308754401148e-06,92585.308754401151,92869.016949645113,0.011736890024665048,-0.028335370441652685,9.2465020310170368e-07,7.3349825876863041e-10,-1.7516651832931707e-09,-6.2541795244991017e-05,-5.4473814343656874e-09,1.2575098630750669e-08,0.00052651582715413237,-5.1974235000118724e-11,1.196487395336505e-10,5.0117740314742626e-06,1,1,213
583,-0.0029132799384885759,0.0029132799384885763,0.0037500000000000003,-9.2585212615953332e-06,92585.212615953336,92868.919057415973,0.021686943523825945,-0.021686943536312751,9.2463929256609957e-07,1.3476965790208929e-09,-1.3385961028314199e-09,-6.2541769659732658e-05,-9.8386379992686946e-09,9.5391868857652724e-09,0.00052651582770799966,-9.3663112671240203e-11,9.0789613029405489e-11,5.0117740314744235e-06,1,1,214
584,-0.0038063836739465019,0.0015766557413441705,0.0037500000000000003,-9.2585308267925884e-06,92585.308267925881,92869.016501092468,0.028335370406512163,-0.011736890009909037,9.2465020183994074e-07,1.7565903075747093e-09,-7.2160796230603289e-10,-6.2541795167272586e-05,-1.2737160429171467e-08,5.0561296588955407e-09,0.00052651582715395272,-1.2120386771324643e-10,4.8219823613209303e-11,5.0117740314744244e-06,1,1,215
585,-0.0041200000000000004,5.0455448124870961e-19,0.0037500000000000003,-9.2585399061679947e-06,92585.399061679942,92869.109586160062,0.03066999513321951,8.6441716415017189e-12,9.2466059613451329e-07,1.898557800806771e-09,6.4349638937640939e-12,-6.2541821809955844e-05,-1.3702848523580985e-08,-2.1174386794559888e-10,0.00052651582677297189,-1.3043402856210969e-10,-2.031872439562789e-12,5.0117740314742617e-06,1,1,216
604,-0.0038063836739465019,-0.0015766557413441696,0.0037500000000000003,-9.2585308754389442e-06,92585.308754389436,92869.016949630095,0.02833537044164957,0.011736890024663599,9.2465020310177493e-07,1.7516651829201236e-09,7.3349825905691805e-10,-6.2541795244984023e-05,-1.2575098629837892e-08,-5.4473814366879077e-09,0.00052651582715412327,-1.1964873951211429e-10,-5.1974235053246415e-11,5.0117740314742634e-06,1,1,217
605,-0.0029132799384885767,-0.0029132799384885754,0.0037500000000000003,-9.2585212615932427e-06,92585.212615932425,92868.919057402891,0.021686943536310174,0.021686943523823429,9.2463929257194071e-07,1.3385961027691713e-09,1.3476965790392745e-09,-6.2541769659725285e-05,-9.5391868823658414e-09,-9.8386380031056083e-09,0.0005265158277079951,-9.0789612806046406e-11,-9.3663112898765213e-11,5.0117740314744235e-06,1,1,218
606,-0.0015766557413441707,-0.0038063836739465019,0.0037500000000000003,-9.2585308267934761e-06,92585.308267934757,92869.016501101258,0.011736890009907705,0.028335370406511629,9.2465020186080337e-07,7.216079621585317e-10,1.7565903078021509e-09,-6.2541795167270553e-05,-5.0561296620791149e-09,-1.2737160426912645e-08,0.0005265158271539511,-4.8219823565535317e-11,-1.2120386772404507e-10,5.0117740314744244e-06,1,1,219
607,-7.5683172187306446e-19,-0.0041200000000000004,0.0037500000000000003,-9.258539906168862e-06,92585.399061688615,92869.109586166625,-8.6439852671482686e-12,0.030669995133222629,9.2466059612678931e-07,-6.4349640096763767e-12,1.8985578008138972e-09,-6.25418218099622e-05,2.1174386791886366e-10,-1.3702848523532375e-08,0.00052651582677297535,2.0318724330422866e-12,-1.3043402856164613e-10,5.0117740314742609e-06,1,1,220
621,0.0015766557413441694,-0.0038063836739465019,0.0037500000000000003,-9.2585308754421036e-06,92585.308754421043,92869.01694965444,-0.011736890024664395,0.028335370441651027,9.2465020308202011e-07,-7.3349825905923498e-10,1.7516651829185972e-09,-6.2541795244987398e-05,5.4473814335398005e-09,-1.2575098631724354e-08,0.00052651582715412641,5.1974235013625634e-11,-1.1964873953406932e-10,5.0117740314742634e-06,1,1,221
622,0.0029132799384885754,-0.0029132799384885767,0.0037500000000000003,-9.2585212615942642e-06,92585.212615942641,92868.919057402716,-0.021686943523826684,0.021686943536313397,9.2463929257356892e-07,-1.3476965793135516e-09,1.3385961024069588e-09,-6.254176965973465e-05,9.8386379980141462e-09,-9.5391868874946341e-09,0.00052651582770800269,9.3663112800566751e-11,-9.0789612904597531e-11,5.0117740314744244e-06,1,1,222
623,0.0038063836739465019,-0.0015766557413441709,0.0037500000000000003,-9.258530826793903e-06,92585.308267939035,92869.016501108184,-0.028335370406513204,0.011736890009908886,9.246502018584428e-07,-1.7565903081496809e-09,7.2160796150461885e-10,-6.2541795167274429e-05,1.273716042913708e-08,-5.0561296574337893e-09,0.00052651582715394893,1.212038676406222e-10,-4.8219823773837845e-11,5.0117740314744235e-06,1,1,223
648,0.0041200000000000004,0,0.0043750000000000004,-9.2020558334752479e-06,92020.558334752481,92298.491908873635,-0.030491708474578633,-8.7669221925448793e-12,3.0529131214123443e-07,-6.6629621005303017e-10,-6.3813119095364945e-12,-6.2178259955535993e-05,4.082732674951866e-09,2.1021311386729807e-10,0.00052514932524476432,3.8963648281466543e-11,2.0368530922951829e-12,5.0117740330201053e-06,1,1,239
649,0.0038063836739465019,0.00157665574134417,0.0043750000000000004,-9.2020465830355358e-06,92020.465830355359,92298.396891896569,-0.0281706547155611,-0.01166866239909161,3.0528666448993458e-07,-6.1323198377225533e-10,-2.618988437276185e-10,-6.2178232549878863e-05,3.6879677500190079e-09,1.7647490438496653e-09,0.00052514932542870854,3.5139964094073221e-11,1.6977687900534587e-11,5.0117740330200308e-06,1,1,225
650,0.0029132799384885763,0.0029132799384885759,0.0043750000000000004,-9.202036701712415e-06,92020.367017124154,92298.29628019598,-0.021560875276303921,-0.02156087526365677,3.0528196350956519e-07,-4.6731196493115084e-10,-4.7633656774748426e-10,-6.2178206201088051e-05,2.7380708219078058e-09,3.0353571417398609e-09,0.00052514932571750606,2.6109145730143565e-11,2.8989689844267382e-11,5.0117740330201282e-06,1,1,226
651,0.0015766557413441702,0.0038063836739465019,0.0043750000000000004,-9.202046533680227e-06,92020.46533680227,92298.396437254487,-0.011668662384158706,-0.028170654679969587,3.0528666406619205e-07,-2.501076822364497e-10,-6.1811604775178773e-10,-6.2178232471172737e-05,1.3763257329357601e-09,3.8488579583831774e-09,0.00052514932542865411,1.3214073185205205e-11,3.6698904401612738e-11,5.0117740330201951e-06,1,1,227
652,2.522772406243548e-19,0.0041200000000000004,0.0043750000000000004,-9.202055833472307e-06,92020.558334723071,92298.491908849639,8.7670115308038921e-12,-0.030491708474579802,3.0529131215775904e-07,6.3813116814025849e-12,-6.6629621000147759e-10,-6.2178259955538351e-05,-2.1021311436099702e-10,4.0827326761047465e-09,0.00052514932524475651,-2.036853088392628e-12,3.8963648292469654e-11,5.0117740330201062e-06,1,1,228
671,-0.0015766557413441698,0.0038063836739465019,0.0043750000000000004,-9.2020465830350174e-06,92020.465830350178,92298.396891895507,0.011668662399092393,-0.028170654715561891,3.0528666447653933e-07,2.6189884214950942e-10,-6.1323198470370268e-10,-6.2178232549880963e-05,-1.7647490460197006e-09,3.6879677512760288e-09,0.00052514932542873348,-1.6977688066850019e-11,3.5139964045755779e-11,5.0117740330200317e-06,1,1,229
672,-0.0029132799384885759,0.0029132799384885763,0.0043750000000000004,-9.2020367017138804e-06,92020.367017138808,92298.296280211405,0.02156087526365847,-0.021560875276305409,3.0528196350656135e-07,4.7633656673472175e-10,-4.6731196574357134e-10,-6.2178206201092632e-05,-3.0353571365989806e-09,2.738070827011602e-09,0.00052514932571750726,-2.898968979505831e-11,2.61091457789986e-11,5.0117740330201282e-06,1,1,230
673,-0.0038063836739465019,0.0015766557413441705,0.0043750000000000004,-9.2020465336800864e-06,92020.465336800858,92298.396437262374,0.028170654679970375,-0.011668662384159726,3.0528666406031279e-07,6.1811604745935757e-10,-2.5010768253250711e-10,-6.2178232471175041e-05,-3.8488579595327351e-09,1.3763257327084848e-09,0.00052514932542864327,-3.6698904390945003e-11,1.3214073235278421e-11,5.0117740330201951e-06,1,1,231
674,-0.0041200000000000004,5.0455448124870961e-19,0.0043750000000000004,-9.2020558334688901e-06,92020.558334688903,92298.491908819764,0.03049170847457907,8.7666357463309086e-12,3.0529131215507092e-07,6.6629620993581734e-10,6.3813116873583015e-12,-6.2178259955536887e-05,-4.0827326753558329e-09,-2.1021311385485381e-10,0.00052514932524475185,-3.8963648285322743e-11,-2.0368530959305726e-12,5.0117740330201062e-06,1,1,232
693,-0.0038063836739465019,-0.0015766557413441696,0.0043750000000000004,-9.2020465830361237e-06,92020.465830361238,92298.396891898024,0.02817065471555669,0.011668662399090415,3.0528666447547196e-07,6.1323198409291965e-10,2.6189884319164382e-10,-6.2178232549869633e-05,-3.6879677520075811e-09,-1.7647490445876696e-09,0.00052514932542871711,-3.5139964074583793e-11,-1.6977688000444628e-11,5.0117740330200308e-06,1,1,233
694,-0.0029132799384885767,-0.0029132799384885754,0.0043750000000000004,-9.2020367017127708e-06,92020.367017127704,92298.29628019176,0.02156087527630313,0.021560875263656125,3.0528196352897109e-07,4.6731196510051597e-10,4.7633656752883354e-10,-6.217820620108595e-05,-2.7380708213595286e-09,-3.0353571414869765e-09,0.00052514932571751235,-2.6109145727439215e-11,-2.8989689839325181e-11,5.0117740330201282e-06,1,1,234
695,-0.0015766557413441707,-0.0038063836739465019,0.0043750000000000004,-9.2020465336817856e-06,92020.465336817855,92298.396437268355,0.011668662384158529,0.028170654679970122,3.0528666405820273e-07,2.501076820183289e-10,6.1811604773157351e-10,-6.2178232471173632e-05,-1.3763257302936356e-09,-3.8488579603961371e-09,0.00052514932542863742,-1.3214073260787197e-11,-3.6698904379073242e-11,5.0117740330201934e-06,1,1,235
696,-7.5683172187306446e-19,-0.0041200000000000004,0.0043750000000000004,-9.2020558334726594e-06,92020.558334726593,92298.49190885789,-8.7665535638062342e-12,0.030491708474580645,3.0529131212989541e-07,-6.3813117887395405e-12,6.6629621006192185e-10,-6.2178259955540085e-05,2.1021311342355008e-10,-4.0827326765022035e-09,0.00052514932524475142,2.036853070824101e-12,-3.8963648296263182e-11,5.0117740330201053e-06,1,1,236
