id,x,y,z,gap,constraint_pressure,recovered_pressure,normal_force_x,normal_force_y,normal_force_z,tangential_force_x,tangential_force_y,tangential_force_z,slip_x,slip_y,slip_z,elastic_slip_x,elastic_slip_y,elastic_slip_z,projected,sliding,primary_face
71,-0.0029132799384885767,-0.0029132799384885754,0,-4.4767502899042302e-06,44767.502899042302,46147.175172777905,0.0073406860263400056,0.0073406860245837664,1.3936562534241021e-05,1.8107700562917718e-08,1.8109456417992432e-08,-2.1169360376160591e-05,-5.5311363941891431e-07,-5.5335950847579486e-07,0.00037589661575960088,-7.3744706187146626e-09,-7.3779404073826076e-09,5.0117631770421219e-06,1,1,90
72,-0.0015766557413441707,-0.0038063836739465019,0,-4.4767510470711237e-06,44767.51047071124,46147.183996156135,0.0039727511092213013,0.009591071238607262,1.3936597075728799e-05,9.7992432048685588e-09,2.3660449016572559e-08,-2.1169365906820959e-05,-2.9924925272425321e-07,-7.2290858721815039e-07,0.00037589661078378154,-3.9897311158027405e-09,-9.6384566780269165e-09,5.0117631769443599e-06,1,1,91
73,-7.5683172187306446e-19,-0.0041200000000000004,0,-4.4767519392050196e-06,44767.519392050199,46147.193114008827,-1.2439731861789427e-12,0.010381303092222965,1.3936627700478001e-05,-1.2415815837111034e-12,2.5609420609525289e-08,-2.1169371323089566e-05,1.738557160734285e-10,-7.8240232766205672e-07,0.00037589660487507317,2.4535132313956365e-12,-1.0431632327578722e-08,5.0117631768288788e-06,1,1,92
87,0.0015766557413441694,-0.0038063836739465019,0,-4.4767510565769942e-06,44767.510565769939,46147.184070608819,-0.003972751112124139,0.0095910712456211359,1.3936597083147539e-05,-9.801537348337484e-09,2.3659498765011233e-08,-2.116936592230005e-05,2.9957049620987653e-07,-7.2277552381370329e-07,0.00037589661078598773,3.9942646161456962e-09,-9.6365788406884836e-09,5.0117631769443522e-06,1,1,93
88,0.0029132799384885754,-0.0029132799384885767,0,-4.4767502899040413e-06,44767.50289904041,46147.175172777665,-0.0073406860245833266,0.0073406860263393863,1.3936562534235649e-05,-1.8109456417912335e-08,1.8107700562908248e-08,-2.116936037615906e-05,5.5335950847387273e-07,-5.5311363942070694e-07,0.00037589661575960083,7.377940407464932e-09,-7.3744706186306194e-09,5.0117631770421235e-06,1,1,94
89,0.0038063836739465019,-0.0015766557413441709,0,-4.4767510470711449e-06,44767.510470711451,46147.183996156207,-0.0095910712386074182,0.0039727511092213343,1.3936597075722699e-05,-2.36604490166702e-08,9.7992432045884953e-09,-2.1169365906821281e-05,7.2290858722068302e-07,-2.9924925272052484e-07,0.00037589661078378224,9.6384566780136998e-09,-3.989731115866411e-09,5.0117631769443599e-06,1,1,95
114,0.0041200000000000004,0,0.00062500000000000001,-7.0936970782577091e-06,70936.970782577089,70984.794692948199,-0.022543522779387655,-3.6875786712381453e-12,2.3638773858958854e-05,-4.5055165863007444e-08,-2.4043201569979743e-12,-4.5970373356869037e-05,4.4767569246329344e-07,2.5549489462104065e-10,0.00049392343186549612,4.5425026318688023e-09,2.4904677468556663e-12,5.0117719745854923e-06,1,1,111
115,0.0038063836739465019,0.00157665574134417,0.00062500000000000001,-7.0936921833337501e-06,70936.921833337503,70984.745572846499,-0.020827496143268641,-0.0086270294450624292,2.3638720440906408e-05,-4.1624591436993617e-08,-1.7244342529324046e-08,-4.5970364874118084e-05,4.1349770869931965e-07,1.7155520680710231e-07,0.00049392343570597982,4.1957189348732006e-09,1.7407091174447761e-09,5.0117719746065165e-06,1,1,97
116,0.0029132799384885763,0.0029132799384885759,0.00062500000000000001,-7.0936885396143627e-06,70936.885396143625,70984.708404098725,-0.015940671097753704,-0.01594067109248665,2.3638656505219101e-05,-3.1857195377666664e-08,-3.1860595601437349e-08,-4.5970353867504711e-05,3.1637113697642042e-07,3.1673246126479747e-07,0.00049392343870763983,3.2102457581304981e-09,3.2137678076138835e-09,5.0117719746209101e-06,1,1,98
117,0.0015766557413441702,0.0038063836739465019,0.00062500000000000001,-7.0936921608687889e-06,70936.921608687888,70984.745370026256,-0.0086270294394358432,-0.020827496129780416,2.3638720428226318e-05,-1.7239899917641361e-08,-4.1626431601288155e-08,-4.5970364844315982e-05,1.7108311377028936e-07,4.1369325603986492e-07,0.00049392343570453707,1.7361073341326938e-09,4.1976250559659469e-09,5.0117719746066003e-06,1,1,99
118,2.522772406243548e-19,0.0041200000000000004,0.00062500000000000001,-7.0936970782578565e-06,70936.970782578559,70984.794692947471,3.6883416243069234e-12,-0.022543522779386971,2.3638773858960873e-05,2.4043201322204512e-12,-4.5055165863117737e-08,-4.5970373356867655e-05,-2.5549489453656188e-10,4.4767569246367794e-07,0.00049392343186549568,-2.4904677339224534e-12,4.5425026318727091e-09,5.0117719745854931e-06,1,1,100
