contact_pressure,id,x,y,z
50281.53732065565,25,0.0041200000000000004,0,0
50281.55512045215,26,0.0038063836739465019,0.00157665574134417,0
50281.57450451564,27,0.0029132799384885763,0.0029132799384885759,0
50281.55513956055,28,0.0015766557413441702,0.0038063836739465019,0
50281.53732065467,29,2.522772406243548e-19,0.0041200000000000004,0
50281.55512045248,48,-0.0015766557413441698,0.0038063836739465019,0
50281.5745045163,49,-0.0029132799384885759,0.0029132799384885763,0
50281.55513956031,50,-0.0038063836739465019,0.0015766557413441705,0
50281.53732065429,51,-0.0041200000000000004,5.0455448124870961e-19,0
50281.55512045231,70,-0.0038063836739465019,-0.0015766557413441696,0
50281.57450451561,71,-0.0029132799384885767,-0.0029132799384885754,0
50281.55513956205,72,-0.0015766557413441707,-0.0038063836739465019,0
50281.53732065482,73,-7.5683172187306446e-19,-0.0041200000000000004,0
50281.55512045146,87,0.0015766557413441694,-0.0038063836739465019,0
50281.57450451673,88,0.0029132799384885754,-0.0029132799384885767,0
50281.55513956217,89,0.0038063836739465019,-0.0015766557413441709,0
61597.92932754193,114,0.0041200000000000004,0,0.00062500000000000001
61597.96985394042,115,0.0038063836739465019,0.00157665574134417,0.00062500000000000001
61598.0138372462,116,0.0029132799384885763,0.0029132799384885759,0.00062500000000000001
61597.9698913688,117,0.0015766557413441702,0.0038063836739465019,0.00062500000000000001
61597.92932754182,118,2.522772406243548e-19,0.0041200000000000004,0.00062500000000000001
61597.96985394056,137,-0.0015766557413441698,0.0038063836739465019,0.00062500000000000001
61598.01383724607,138,-0.0029132799384885759,0.0029132799384885763,0.00062500000000000001
61597.96989136819,139,-0.0038063836739465019,0.0015766557413441705,0.00062500000000000001
61597.92932754087,140,-0.0041200000000000004,5.0455448124870961e-19,0.00062500000000000001
61597.96985393976,159,-0.0038063836739465019,-0.0015766557413441696,0.00062500000000000001
61598.01383724494,160,-0.0029132799384885767,-0.0029132799384885754,0.00062500000000000001
61597.96989136998,161,-0.0015766557413441707,-0.0038063836739465019,0.00062500000000000001
61597.92932754168,162,-7.5683172187306446e-19,-0.0041200000000000004,0.00062500000000000001
