step,input_local_node,input_label,side,output_local_node,output_label,closure_delta_m,copen_m,cpress_pa,cnormf_x_n,cnormf_y_n,cnormf_z_n
S06_PLUS,6,72,secondary,13,88,1e-06,-0.0001003133680555556,10027.98482509779,2675.696179601543,1.617171369037515e-13,-2.149654659460674e-13
S06_PLUS,6,72,primary,1,2,1e-06,,10061.07531349428,428.6350961495698,-1.09633694096267e-13,3.343952243544464e-14
S06_PLUS,6,72,primary,2,3,1e-06,,4298.743737748326,861.3293347096426,-2.692892776960007e-14,7.313044988888376e-14
S06_PLUS,6,72,primary,3,7,1e-06,,4298.743737745324,861.3293347102765,-3.231358561046255e-14,7.631076310257518e-14
S06_PLUS,6,72,primary,4,6,1e-06,,10061.07531349428,428.635096149573,5.258080934336452e-14,7.433241647948415e-14
S06_PLUS,6,72,primary,5,10,1e-06,,7563.852793765996,-1691.235466584178,-9.671218712707883e-14,-1.509667213859309e-13
S06_PLUS,6,72,primary,6,15,1e-06,,4298.743737746825,-3330.943100871401,1.665643432339716e-13,-4.112310009087226e-13
S06_PLUS,6,72,primary,7,18,1e-06,,7563.852793764443,-1691.235466583468,1.785839119207453e-13,-7.297332776943292e-14
S06_PLUS,6,72,primary,8,14,1e-06,,10061.07531349428,-1680.63105564636,3.209319492703252e-14,-5.856455167766663e-14
S06_PLUS,6,72,primary,9,21,1e-06,,10061.07531349428,849.2900714154442,-5.427368068910062e-15,1.285633899370609e-14
S06_PLUS,6,72,primary,10,23,1e-06,,10061.07531349428,849.2900714155403,-3.986449330132041e-14,8.005703763440094e-14
S06_PLUS,6,72,primary,11,25,1e-06,,7579.116516042976,-1700.922984469905,9.118047200863824e-14,-3.060973250170198e-13
S06_PLUS,6,72,primary,12,28,1e-06,,10061.07531349428,-3341.765167023614,3.967901428420182e-15,-4.651473819543335e-13
S06_PLUS,6,72,primary,13,30,1e-06,,7579.116516044503,-1700.922984468885,6.680562329068142e-14,-2.716435735246e-13
S06_PLUS,6,72,primary,14,33,1e-06,,9336.631502964517,828.9041145672151,1.517106758142563e-14,4.650872771543995e-14
S06_PLUS,6,72,primary,15,35,1e-06,,9336.631502963945,828.9041145671782,6.277093087387672e-15,6.250744960420206e-14
S06_PLUS,6,72,primary,16,37,1e-06,,9739.479581425747,-1673.222912441956,-1.287198912119656e-13,-2.979422718271359e-13
S06_PLUS,6,72,primary,17,40,1e-06,,9336.631502964232,-3357.549104163837,-2.622952227931803e-13,6.099685880245513e-14
S06_PLUS,6,72,primary,18,42,1e-06,,9739.479581430121,-1673.222912442301,-1.888172807914681e-13,-1.486461168557389e-13
S06_PLUS,6,72,primary,19,45,1e-06,,10061.07531349428,414.8732334661578,2.203100198056182e-14,-4.48989917032123e-14
S06_PLUS,6,72,primary,20,47,1e-06,,10061.07531349428,414.8732334661577,1.362283701734806e-13,2.878610972623039e-14
S06_PLUS,6,72,primary,21,49,1e-06,,9723.762806075771,-1661.016164354163,-1.356997062107133e-13,6.608790622067466e-14
S06_PLUS,6,72,primary,22,52,1e-06,,10061.07531349428,-1669.04688385791,7.118759158894321e-15,4.394585134498556e-14
S06_PLUS,6,72,primary,23,54,1e-06,,9723.762806075783,-1661.016164354165,6.735427471242979e-15,1.739245055372941e-13
S06_MINUS,6,72,secondary,1,57,-1e-06,-9.995818750386991e-05,9989.334698376097,-995.6601014481221,2.092480380165359e-13,-1.545768085081321e-13
S06_MINUS,6,72,secondary,2,60,-1e-06,-9.964257124065298e-05,9954.695651393624,-1661.358392789562,1.994581544121732e-14,1.039106184043111e-13
S06_MINUS,6,72,secondary,3,64,-1e-06,-9.964257124076394e-05,9954.695651399172,-1661.358392789362,1.42944478443908e-13,-3.705312961704288e-14
S06_MINUS,6,72,secondary,4,61,-1e-06,-9.995818750386991e-05,9989.334698366847,-995.6601014484097,-8.586209554879264e-14,-2.198770790813083e-13
S06_MINUS,6,72,secondary,5,68,-1e-06,-9.96866319442224e-05,9972.015174883705,3986.455730590935,-6.862710487371063e-14,6.368726406374529e-13
S06_MINUS,6,72,secondary,6,72,-1e-06,-9.938924686505724e-05,9954.6956513964,6639.068602904045,1.158908590892848e-13,5.619233816933803e-13
S06_MINUS,6,72,secondary,7,76,-1e-06,-9.968663194400039e-05,9972.015174880004,3986.455730588846,-2.022727697553598e-13,5.097437693212321e-13
S06_MINUS,6,72,secondary,8,69,-1e-06,-9.979718574811147e-05,9989.334698371473,3988.597651302871,-1.388365404669394e-13,3.551946107565337e-13
S06_MINUS,6,72,secondary,9,78,-1e-06,-9.995818750386993e-05,9989.334698380724,-663.7734009667221,-4.826454622085054e-14,4.969065858693777e-14
S06_MINUS,6,72,secondary,10,80,-1e-06,-9.995818750386994e-05,9989.334698378876,-663.7734009667432,-2.023267190600579e-13,-4.277801138054996e-14
S06_MINUS,6,72,secondary,11,83,-1e-06,-9.968663194444443e-05,9972.015174888331,2657.63715373105,2.615417098235082e-13,-7.164137004064484e-14
S06_MINUS,6,72,secondary,12,85,-1e-06,-9.979718574811149e-05,9989.3346983798,2659.065100872059,7.519594784339881e-14,-9.352432599037679e-14
S06_MINUS,6,72,secondary,13,88,-1e-06,-9.968663194444444e-05,9972.015174892031,2657.637153731167,1.601762064084181e-13,-2.139391116546717e-13
S06_MINUS,6,72,primary,1,2,-1e-06,,9995.818750386996,426.166004410805,-1.094250110937132e-13,3.314166036902119e-14
S06_MINUS,6,72,primary,2,3,-1e-06,,4270.102534323858,855.7101988662344,-2.670763156217147e-14,7.25797797330523e-14
S06_MINUS,6,72,primary,3,7,-1e-06,,4270.102534320858,855.7101988668683,-3.205511806353442e-14,7.574382881865602e-14
S06_MINUS,6,72,primary,4,6,-1e-06,,9995.818750386996,426.1660044108082,5.265409952448634e-14,7.40002175167923e-14
S06_MINUS,6,72,primary,5,10,-1e-06,,7537.081322830383,-1683.68721177011,-9.700279554317165e-14,-1.499922423858857e-13
S06_MINUS,6,72,primary,6,15,-1e-06,,4270.102534322358,-3309.722614163471,1.654096647241898e-13,-4.084554904959592e-13
S06_MINUS,6,72,primary,7,18,-1e-06,,7537.081322828832,-1683.6872117694,1.781093273036134e-13,-7.209927801151725e-14
S06_MINUS,6,72,primary,8,14,-1e-06,,9995.818750386996,-1673.663709387141,3.178995586441089e-14,-5.797917964864296e-14
S06_MINUS,6,72,primary,9,21,-1e-06,,9995.818750386996,841.5083805302584,-5.296665347256418e-15,1.271417893513865e-14
S06_MINUS,6,72,primary,10,23,-1e-06,,9995.818750386996,841.5083805303541,-3.949214747344206e-14,7.94374814475099e-14
S06_MINUS,6,72,primary,11,25,-1e-06,,7521.817600531242,-1687.656017130187,9.051305089333991e-14,-3.040348314588578e-13
S06_MINUS,6,72,primary,12,28,-1e-06,,9995.818750386996,-3310.958639014029,3.643535657055454e-15,-4.617095245765205e-13
S06_MINUS,6,72,primary,13,30,-1e-06,,7521.817600532768,-1687.656017129167,6.630033383405333e-14,-2.698177220417214e-13
S06_MINUS,6,72,primary,14,33,-1e-06,,9269.435155083258,822.5100328654099,1.504767344025475e-14,4.615453281462173e-14
S06_MINUS,6,72,primary,15,35,-1e-06,,9269.43515508269,822.5100328653731,6.126989545631992e-15,6.199111081980966e-14
S06_MINUS,6,72,primary,16,37,-1e-06,,9663.120414853487,-1657.693754490686,-1.280144045798549e-13,-2.956478359998485e-13
S06_MINUS,6,72,primary,17,40,-1e-06,,9269.435155082974,-3331.160411790919,-2.607551016194202e-13,6.084638549994787e-14
S06_MINUS,6,72,primary,18,42,-1e-06,,9663.120414857864,-1657.69375449103,-1.876799315639932e-13,-1.474069453073189e-13
S06_MINUS,6,72,primary,19,45,-1e-06,,9995.818750386996,412.0562311899712,2.177301286857148e-14,-4.469649402847688e-14
S06_MINUS,6,72,primary,20,47,-1e-06,,9995.818750386996,412.0562311899711,1.358719752744481e-13,2.892321956130146e-14
S06_MINUS,6,72,primary,21,49,-1e-06,,9678.83719022994,-1652.214853589274,-1.347311412626993e-13,6.552551294131022e-14
S06_MINUS,6,72,primary,22,52,-1e-06,,9995.818750386996,-1661.225980723415,7.661678908020746e-15,4.370414276163724e-14
S06_MINUS,6,72,primary,23,54,-1e-06,,9678.837190229957,-1652.214853589276,7.505371130620658e-15,1.731316496088289e-13
S07_PLUS,7,76,secondary,1,57,1e-06,-0.0001000418124961301,10010.80092959601,-1003.894648461518,2.098272544120738e-13,-1.55728323365498e-13
S07_PLUS,7,76,secondary,2,60,1e-06,-0.000100025087497345,10006.09602684899,-1671.006565215408,2.02905268948304e-14,1.037321275334755e-13
S07_PLUS,7,76,secondary,3,64,1e-06,-0.0001002144572551863,10026.04568585893,-1669.851630991133,1.43899791134555e-13,-3.750172298138554e-14
S07_PLUS,7,76,secondary,4,61,1e-06,-0.000100357428759014,10047.54408496672,-1002.703114275931,-8.596664755778974e-14,-2.21178006240496e-13
S07_PLUS,7,76,secondary,5,68,1e-06,-0.0001002028142516665,10009.20636347483,4010.360573348671,-6.977029166974451e-14,6.405635245508773e-13
S07_PLUS,7,76,secondary,6,72,1e-06,-0.0001001880208333333,10016.07085635396,6680.210936062576,1.155807665965548e-13,5.659275215942507e-13
S07_PLUS,7,76,secondary,7,76,1e-06,-0.0001006107531344987,10039.63719359341,4015.317835657444,-2.037274227318071e-13,5.139595713292733e-13
S07_PLUS,7,76,secondary,8,69,1e-06,-0.0001003133680555555,10029.17250728136,4012.875327773042,-1.402484077991816e-13,3.57841739500534e-13
S07_PLUS,7,76,secondary,9,78,1e-06,-0.0001,9999.796558040907,-667.1119167526307,-4.844206641209114e-14,4.974146608160182e-14
S07_PLUS,7,76,secondary,10,80,1e-06,-0.0001,9996.640395410221,-667.1485167144521,-2.02600837599898e-13,-4.276355974306262e-14
S07_PLUS,7,76,secondary,11,83,1e-06,-9.999999999999999e-05,10002.18840719262,2667.708442003077,2.623396513577155e-13,-7.179251938960602e-14
S07_PLUS,7,76,secondary,12,85,1e-06,-0.0001,9998.218476725564,2667.335608290993,7.570584412303871e-14,-9.375211877149388e-14
S07_PLUS,7,76,secondary,13,88,1e-06,-9.999999999999999e-05,10008.500732454,2667.907669253988,1.609981983607129e-13,-2.143471440621544e-13
S07_PLUS,7,76,primary,1,2,1e-06,,10061.07531344987,429.1836176351988,-1.09719499323297e-13,3.34387621331366e-14
S07_PLUS,7,76,primary,2,3,1e-06,,4300.041610646464,861.7058144562646,-2.700943045727447e-14,7.324030646732111e-14
S07_PLUS,7,76,primary,3,7,1e-06,,4300.649817084415,860.5675346752078,-3.231237240063141e-14,7.616357736508724e-14
S07_PLUS,7,76,primary,4,6,1e-06,,10061.07531344987,428.7482308548905,5.270895703102537e-14,7.444689134751739e-14
S07_PLUS,7,76,primary,5,10,1e-06,,7564.519661924245,-1691.926049797512,-9.665576809492432e-14,-1.509010859063596e-13
S07_PLUS,7,76,primary,6,15,1e-06,,4300.345713865439,-3331.513385084025,1.666646599036752e-13,-4.114220097688222e-13
S07_PLUS,7,76,primary,7,18,1e-06,,7579.373544878746,-1693.980791072778,1.791043369830737e-13,-7.301030219228803e-14
S07_PLUS,7,76,primary,8,14,1e-06,,10061.07531344987,-1682.431095241395,3.237339460246395e-14,-5.851028080088623e-14
S07_PLUS,7,76,primary,9,21,1e-06,,10061.07531344987,847.8301093684073,-5.427946248055475e-15,1.313358151702105e-14
S07_PLUS,7,76,primary,10,23,1e-06,,10061.07531344987,846.9688483425559,-3.984436278126323e-14,7.990931492943745e-14
S07_PLUS,7,76,primary,11,25,1e-06,,7563.574667725942,-1698.701027873065,9.111887232996538e-14,-3.058343464389176e-13
S07_PLUS,7,76,primary,12,28,1e-06,,10061.07531344987,-3334.360891219601,4.048593795015559e-15,-4.646387456408915e-13
S07_PLUS,7,76,primary,13,30,1e-06,,7574.325861942205,-1700.83030643107,6.687646868234114e-14,-2.719654872313776e-13
S07_PLUS,7,76,primary,14,33,1e-06,,9306.598026697257,826.5348309592481,1.512264405134011e-14,4.641527342649722e-14
S07_PLUS,7,76,primary,15,35,1e-06,,9305.851704295317,826.5155080057748,6.198380028373414e-15,6.232904249188709e-14
S07_PLUS,7,76,primary,16,37,1e-06,,9707.861282548112,-1667.422946596314,-1.283650335650785e-13,-2.970135425557497e-13
S07_PLUS,7,76,primary,17,40,1e-06,,9306.224865496286,-3346.852490135439,-2.61520341068672e-13,6.073365123885778e-14
S07_PLUS,7,76,primary,18,42,1e-06,,9715.802865320027,-1668.24935501286,-1.885089219517133e-13,-1.48420372365953e-13
S07_PLUS,7,76,primary,19,45,1e-06,,10061.07531344987,413.5518879760642,2.189842697691942e-14,-4.479444882537542e-14
S07_PLUS,7,76,primary,20,47,1e-06,,10061.07531344987,413.5524343861313,1.36046801264491e-13,2.885807390502001e-14
S07_PLUS,7,76,primary,21,49,1e-06,,9702.668548094869,-1656.812121050484,-1.352073402523796e-13,6.579922477157581e-14
S07_PLUS,7,76,primary,22,52,1e-06,,10061.07531344987,-1665.264010446153,7.395489847106316e-15,4.382024264845091e-14
S07_PLUS,7,76,primary,23,54,1e-06,,9702.687737699227,-1656.814346677771,7.127631538529891e-15,1.735201234484947e-13
S07_MINUS,7,76,secondary,1,57,-1e-06,-9.995818750386991e-05,9989.199070401213,-996.1053515342041,2.091563153905142e-13,-1.545988664763053e-13
S07_MINUS,7,76,secondary,2,60,-1e-06,-9.997491250198889e-05,9993.903973104756,-1662.326768115929,1.989268676467731e-14,1.048646271532418e-13
S07_MINUS,7,76,secondary,3,64,-1e-06,-9.978554274436954e-05,9973.954314105906,-1663.481702339805,1.428337223488968e-13,-3.696003907153302e-14
S07_MINUS,7,76,secondary,4,61,-1e-06,-9.964257124098602e-05,9952.455915011999,-997.2968857203675,-8.553199975604205e-14,-2.19748198819032e-13
S07_MINUS,7,76,secondary,5,68,-1e-06,-9.979718574788942e-05,9990.793636498343,3989.639426638762,-6.864078530454479e-14,6.374823673360257e-13
S07_MINUS,7,76,secondary,6,72,-1e-06,-9.981197916666665e-05,9983.929143605332,6653.122397257014,1.165294568592892e-13,5.622206794912173e-13
S07_MINUS,7,76,secondary,7,76,-1e-06,-9.938924686461318e-05,9960.362806372359,3984.682164325809,-2.01766807041647e-13,5.092348094162244e-13
S07_MINUS,7,76,secondary,8,69,-1e-06,-9.968663194444443e-05,9970.827492706605,3987.124672216287,-1.385024757828073e-13,3.551752221349263e-13
S07_MINUS,7,76,secondary,9,78,-1e-06,-0.0001,10000,-666.2214165804661,-4.845914315473356e-14,4.979248761534203e-14
S07_MINUS,7,76,secondary,10,80,-1e-06,-0.0001,10000,-666.1848166186871,-2.025899172039736e-13,-4.269710263600531e-14
S07_MINUS,7,76,secondary,11,83,-1e-06,-9.999999999999999e-05,9997.811592789803,2665.6248913294,2.623889968219117e-13,-7.191878728008015e-14
S07_MINUS,7,76,secondary,12,85,-1e-06,-0.0001,10000,2665.997725042185,7.573610651371316e-14,-9.381915309661549e-14
S07_MINUS,7,76,secondary,13,88,-1e-06,-9.999999999999999e-05,9991.499267535826,2665.425664078723,1.608951449514567e-13,-2.145574335385847e-13
S07_MINUS,7,76,primary,1,2,-1e-06,,10000,425.617482925176,-1.093392058666832e-13,3.314242067132921e-14
S07_MINUS,7,76,primary,2,3,-1e-06,,4268.804661425719,855.3337191196121,-2.662712887449706e-14,7.246992315461492e-14
S07_MINUS,7,76,primary,3,7,-1e-06,,4268.196454981764,856.471998901937,-3.205633127336556e-14,7.589101455614397e-14
S07_MINUS,7,76,primary,4,6,-1e-06,,10000,426.0528697054907,5.25259518368255e-14,7.388574264875907e-14
S07_MINUS,7,76,primary,5,10,-1e-06,,7536.414454672132,-1682.996628556777,-9.705921457532617e-14,-1.50057877865457e-13
S07_MINUS,7,76,primary,6,15,-1e-06,,4268.500558203742,-3309.152329950847,1.653093480544862e-13,-4.082644816358596e-13
S07_MINUS,7,76,primary,7,18,-1e-06,,7521.560571714528,-1680.94188728009,1.775889022412849e-13,-7.206230358866207e-14
S07_MINUS,7,76,primary,8,14,-1e-06,,10000,-1671.863669792106,3.150975618897947e-14,-5.803345052542333e-14
S07_MINUS,7,76,primary,9,21,-1e-06,,10000,842.9683425772951,-5.296087168111003e-15,1.243693641182364e-14
S07_MINUS,7,76,primary,10,23,-1e-06,,10000,843.8296036033388,-3.951227799349922e-14,7.958520415247338e-14
S07_MINUS,7,76,primary,11,25,-1e-06,,7537.359448848274,-1689.877973727027,9.057465057201276e-14,-3.042978100369599e-13
S07_MINUS,7,76,primary,12,28,-1e-06,,10000,-3318.362914818043,3.562843290460033e-15,-4.622181608899624e-13
S07_MINUS,7,76,primary,13,30,-1e-06,,7526.608254635064,-1687.748695166982,6.622948844239359e-14,-2.694958083349438e-13
S07_MINUS,7,76,primary,14,33,-1e-06,,9299.468631350515,824.8793164733769,1.509609697034029e-14,4.624798710356443e-14
S07_MINUS,7,76,primary,15,35,-1e-06,,9300.214953751321,824.8986394267765,6.205702604646236e-15,6.216951793212462e-14
S07_MINUS,7,76,primary,16,37,-1e-06,,9694.73871373112,-1663.493720336328,-1.28369262226742e-13,-2.965765652712346e-13
S07_MINUS,7,76,primary,17,40,-1e-06,,9299.841792550918,-3341.857025819317,-2.615299833439285e-13,6.110959306354524e-14
S07_MINUS,7,76,primary,18,42,-1e-06,,9686.79713096796,-1662.66731192047,-1.87988290403748e-13,-1.476326897971048e-13
S07_MINUS,7,76,primary,19,45,-1e-06,,10000,413.3775766800647,2.190558787221389e-14,-4.480103690631378e-14
S07_MINUS,7,76,primary,20,47,-1e-06,,10000,413.3770302699976,1.360535441834377e-13,2.885125538251184e-14
S07_MINUS,7,76,primary,21,49,-1e-06,,9699.931448210844,-1656.418896892954,-1.35223507221033e-13,6.581419439040913e-14
S07_MINUS,7,76,primary,22,52,-1e-06,,10000,-1665.008854135172,7.384948219808733e-15,4.382975145817192e-14
S07_MINUS,7,76,primary,23,54,-1e-06,,9699.91225860652,-1656.416671265671,7.113167063333709e-15,1.735360316976283e-13
S08_PLUS,8,69,secondary,1,57,1e-06,-0.000100357428759014,10045.7817473221,-1002.905299776706,2.102514921038602e-13,-1.555217137396521e-13
S08_PLUS,8,69,secondary,2,60,1e-06,-0.000100025087497345,10006.16809858356,-1671.006565215408,2.022443811483476e-14,1.039488472430421e-13
S08_PLUS,8,69,secondary,3,64,1e-06,-0.000100025087497456,10006.16809858911,-1671.006565215208,1.436504525710979e-13,-3.759536332478584e-14
S08_PLUS,8,69,secondary,4,61,1e-06,-0.000100357428759014,10045.78174731286,-1002.905299776993,-8.602956042611462e-14,-2.210898295813775e-13
S08_PLUS,8,69,secondary,5,68,1e-06,-0.0001003133680553335,10026.55262886872,4012.875327772093,-6.949842686592492e-14,6.406052678601641e-13
S08_PLUS,8,69,secondary,6,72,1e-06,-0.0001001216885511331,10006.16809858633,6678.069015351588,1.15516210403867e-13,5.653879706039305e-13
S08_PLUS,8,69,secondary,7,76,1e-06,-0.0001003133680551115,10026.55262886502,4012.875327770005,-2.036200808949142e-13,5.129304490555527e-13
S08_PLUS,8,69,secondary,8,69,1e-06,-0.0001006107531349427,10045.78174731748,4016.140508901093,-1.399275638813231e-13,3.574763640547264e-13
S08_PLUS,8,69,secondary,9,78,1e-06,-0.0001,9999.283901892864,-666.9463312133679,-4.844157543619808e-14,4.975171555491143e-14
S08_PLUS,8,69,secondary,10,80,1e-06,-0.0001,9999.283901891016,-666.9463312133892,-2.025871875618314e-13,-4.274376875465285e-14
S08_PLUS,8,69,secondary,11,83,1e-06,-9.999999999999999e-05,10002.14829432233,2667.335608290643,2.623446231439822e-13,-7.181220893777849e-14
S08_PLUS,8,69,secondary,12,85,1e-06,-0.0001,9999.28390189194,2667.08499601361,7.570571410784347e-14,-9.376728945551279e-14
S08_PLUS,8,69,secondary,13,88,1e-06,-9.999999999999999e-05,10002.14829432602,2667.33560829076,1.609315404607476e-13,-2.144187716378087e-13
S08_PLUS,8,69,primary,1,2,1e-06,,10061.07531349427,429.4315027233756,-1.099316742218434e-13,3.338066563538316e-14
S08_PLUS,8,69,primary,2,3,1e-06,,4301.559734622282,861.6969248224159,-2.692197322194311e-14,7.303391616432447e-14
S08_PLUS,8,69,primary,3,7,1e-06,,4301.559734619281,861.6969248230498,-3.230816040388751e-14,7.62241229478366e-14
S08_PLUS,8,69,primary,4,6,1e-06,,10061.07531349427,429.4315027233788,5.279470854992905e-14,7.440248028998438e-14
S08_PLUS,8,69,primary,5,10,1e-06,,7581.280574953345,-1694.904690337454,-9.717611220702647e-14,-1.509293287815366e-13
S08_PLUS,8,69,primary,6,15,1e-06,,4301.559734620781,-3332.677810460279,1.665615149498002e-13,-4.110407454434994e-13
S08_PLUS,8,69,primary,7,18,1e-06,,7581.280574951794,-1694.904690336744,1.790154024388283e-13,-7.271041809811242e-14
S08_PLUS,8,69,primary,8,14,1e-06,,10061.07531349427,-1685.257701365392,3.211127953882488e-14,-5.841238820439102e-14
S08_PLUS,8,69,primary,9,21,1e-06,,10061.07531349427,847.0789356338973,-5.445714261773556e-15,1.297034533306287e-14
S08_PLUS,8,69,primary,10,23,1e-06,,10061.07531349427,847.0789356339933,-3.978044556687419e-14,7.995707359663229e-14
S08_PLUS,8,69,primary,11,25,1e-06,,7564.877936414968,-1698.871560143322,9.114877697269917e-14,-3.058508715847956e-13
S08_PLUS,8,69,primary,12,28,1e-06,,10061.07531349427,-3332.268154383811,4.115464674034813e-15,-4.64288574237097e-13
S08_PLUS,8,69,primary,13,30,1e-06,,7564.877936416496,-1698.871560142302,6.681116613101844e-14,-2.714780149094302e-13
S08_PLUS,8,69,primary,14,33,1e-06,,9305.135192156056,826.2047633827276,1.509313507188772e-14,4.637639535843704e-14
S08_PLUS,8,69,primary,15,35,1e-06,,9305.135192155487,826.2047633826908,6.185307406302376e-15,6.22957651920472e-14
S08_PLUS,8,69,primary,16,37,1e-06,,9706.754976907641,-1666.766937090616,-1.283364791376074e-13,-2.969592385116062e-13
S08_PLUS,8,69,primary,17,40,1e-06,,9305.135192155773,-3345.87191455689,-2.614762734736627e-13,6.082272843706243e-14
S08_PLUS,8,69,primary,18,42,1e-06,,9706.754976912016,-1666.76693709096,-1.882365824695522e-13,-1.481537923568167e-13
S08_PLUS,8,69,primary,19,45,1e-06,,10061.07531349427,413.5211187094318,2.189967731636163e-14,-4.479560542838e-14
S08_PLUS,8,69,primary,20,47,1e-06,,10061.07531349427,413.5211187094318,1.360478551489729e-13,2.885677485432833e-14
S08_PLUS,8,69,primary,21,49,1e-06,,9702.20249336338,-1656.742797557711,-1.352101873713093e-13,6.580181383442386e-14
S08_PLUS,8,69,primary,22,52,1e-06,,10061.07531349427,-1665.218939499921,7.393653680616398e-15,4.382193424478054e-14
S08_PLUS,8,69,primary,23,54,1e-06,,9702.202493363395,-1656.742797557712,7.125584616277454e-15,1.735232927266027e-13
S08_MINUS,8,69,secondary,1,57,-1e-06,-9.964257124098602e-05,9954.218252675115,-997.0947002190169,2.087320776987278e-13,-1.548054761021512e-13
S08_MINUS,8,69,secondary,2,60,-1e-06,-9.99749125019889e-05,9993.83190137018,-1662.326768115929,1.9958775544673e-14,1.046479074436753e-13
S08_MINUS,8,69,secondary,3,64,-1e-06,-9.997491250209988e-05,9993.83190137573,-1662.326768115729,1.43083060912354e-13,-3.686639872813274e-14
S08_MINUS,8,69,secondary,4,61,-1e-06,-9.964257124098602e-05,9954.218252665865,-997.0947002193046,-8.546908688771717e-14,-2.198363754781505e-13
S08_MINUS,8,69,secondary,5,68,-1e-06,-9.96866319442224e-05,9973.447371104447,3987.124672215339,-6.891265010836433e-14,6.374406240267387e-13
S08_MINUS,8,69,secondary,6,72,-1e-06,-9.987831144886688e-05,9993.831901372956,6655.264317968,1.16594013051977e-13,5.627602304815375e-13
S08_MINUS,8,69,secondary,7,76,-1e-06,-9.968663194400038e-05,9973.447371100747,3987.12467221325,-2.018741488785399e-13,5.102639316899449e-13
S08_MINUS,8,69,secondary,8,69,-1e-06,-9.938924686505723e-05,9954.218252670489,3983.859491088236,-1.388233197006657e-13,3.555405975807339e-13
S08_MINUS,8,69,secondary,9,78,-1e-06,-0.0001,10000,-666.3870021197288,-4.845963413062661e-14,4.97822381420324e-14
S08_MINUS,8,69,secondary,10,80,-1e-06,-0.0001,10000,-666.3870021197502,-2.026035672420402e-13,-4.271689362441512e-14
S08_MINUS,8,69,secondary,11,83,-1e-06,-9.999999999999999e-05,9997.851705660096,2665.997725041835,2.623840250356451e-13,-7.18990977319076e-14
S08_MINUS,8,69,secondary,12,85,-1e-06,-0.0001,10000,2666.248337319567,7.573623652890839e-14,-9.380398241259655e-14
S08_MINUS,8,69,secondary,13,88,-1e-06,-9.999999999999999e-05,9997.851705663796,2665.997725041952,1.60961802851422e-13,-2.144858059629303e-13
S08_MINUS,8,69,primary,1,2,-1e-06,,10000,425.3695978369992,-1.091270309681369e-13,3.320051716908264e-14
S08_MINUS,8,69,primary,2,3,-1e-06,,4267.2865374499,855.3426087534609,-2.671458610982842e-14,7.267631345761153e-14
S08_MINUS,8,69,primary,3,7,-1e-06,,4267.286537446899,855.342608754095,-3.206054327010945e-14,7.583046897339459e-14
S08_MINUS,8,69,primary,4,6,-1e-06,,10000,425.3695978370024,5.244020031792182e-14,7.393015370629207e-14
S08_MINUS,8,69,primary,5,10,-1e-06,,7519.653541643031,-1680.017988016835,-9.653887046322403e-14,-1.500296349902799e-13
S08_MINUS,8,69,primary,6,15,-1e-06,,4267.286537448399,-3307.987904574593,1.654124930083612e-13,-4.086457459611824e-13
S08_MINUS,8,69,primary,7,18,-1e-06,,7519.65354164148,-1680.017988016125,1.776778367855303e-13,-7.236218768283769e-14
S08_MINUS,8,69,primary,8,14,-1e-06,,10000,-1669.03706366811,3.177187125261855e-14,-5.813134312191853e-14
S08_MINUS,8,69,primary,9,21,-1e-06,,10000,843.7195163118051,-5.278319154392939e-15,1.26001725957818e-14
S08_MINUS,8,69,primary,10,23,-1e-06,,10000,843.7195163119013,-3.957619520788826e-14,7.953744548527857e-14
S08_MINUS,8,69,primary,11,25,-1e-06,,7536.056180159248,-1689.70744145677,9.054474592927895e-14,-3.042812848910819e-13
S08_MINUS,8,69,primary,12,28,-1e-06,,10000,-3320.455651653832,3.495972411440786e-15,-4.625683322937569e-13
S08_MINUS,8,69,primary,13,30,-1e-06,,7536.056180160774,-1689.70744145575,6.629479099371632e-14,-2.699832806568912e-13
S08_MINUS,8,69,primary,14,33,-1e-06,,9300.931465891719,825.2093840498974,1.512560594979266e-14,4.628686517162463e-14
S08_MINUS,8,69,primary,15,35,-1e-06,,9300.93146589115,825.2093840498605,6.218775226717284e-15,6.220279523196453e-14
S08_MINUS,8,69,primary,16,37,-1e-06,,9695.845019371594,-1664.149729842026,-1.283978166542131e-13,-2.966308693153782e-13
S08_MINUS,8,69,primary,17,40,-1e-06,,9300.931465891434,-3342.837601397866,-2.615740509389379e-13,6.102051586534057e-14
S08_MINUS,8,69,primary,18,42,-1e-06,,9695.845019375967,-1664.14972984237,-1.882606298859091e-13,-1.478992698062411e-13
S08_MINUS,8,69,primary,19,45,-1e-06,,10000,413.4083459466972,2.190433753277167e-14,-4.479988030330918e-14
S08_MINUS,8,69,primary,20,47,-1e-06,,10000,413.4083459466972,1.360524902989558e-13,2.885255443320353e-14
S08_MINUS,8,69,primary,21,49,-1e-06,,9700.397502942335,-1656.488220385728,-1.352206601021033e-13,6.581160532756106e-14
S08_MINUS,8,69,primary,22,52,-1e-06,,10000,-1665.053925081404,7.386784386298664e-15,4.382805986184226e-14
S08_MINUS,8,69,primary,23,54,-1e-06,,9700.397502942351,-1656.48822038573,7.115213985586158e-15,1.735328624195203e-13
S09_PLUS,9,78,secondary,1,57,1e-06,-9.999999999999999e-05,10000.60914626949,-999.8059488911061,2.094878403367541e-13,-1.551469142457219e-13
