increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,1000,6.266976561164483e-05,6.266976561164483e-05,0,0,0,-8.241063224564766e-33,0.07409365697451649
2,2000,0.0002428456791676581,0.0002428456791676581,0,0,0,-3.195217871082397e-32,0.07454330528157441
3,3000,0.001697824918664992,0.001697824918664992,0,0,0,-1.735650205281495e-31,0.06535548313612177
4,4000,0.007295912131667137,0.007295912131667137,0,0,0.000216561064007692,-6.581687850197534e-31,0.05646291185999341
5,5000,0.01722443848848343,0.01722443848848343,0,0,0.001380284782499075,-1.476474507175191e-30,0.05275166719252394
6,6000,0.03145167604088783,0.03145167604088783,0,0,0.00337601569481194,-2.630447531264431e-30,0.05003050704298312
7,7000,0.05021684989333153,0.05021684989333153,0,0,0.005727304145693779,-4.140056873200601e-30,0.04778638859407935
8,8000,0.07366903871297836,0.07366903871297836,0,0,0.00837820116430521,-6.022703799036887e-30,0.04596266215230393
9,9000,0.1019461452960968,0.1019461452960968,0,0,0.01128964591771364,-8.295789762905575e-30,0.0444482383699889
10,10000,0.1350722014904022,0.1350722014904022,0,0,0.01460424065589905,-1.097512619826025e-29,0.04319546774184635
