increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.01999999955296516,2.761691093444824,2.761691093444824,0,0,0,2.433830261230469,25354.7996978204
2,0.03999999910593033,11.03725910186768,11.03725910186768,0,0,0,9.725038528442383,25710.09746530167
3,0.05999999865889549,24.83050537109375,24.83050537109375,0,0,0,21.87353515625,26065.94166494631
4,0.07999999821186066,44.15720748901367,44.15720748901367,0,0,0,38.88857650756836,26422.36012743004
5,0.1000000014901161,69.03831481933594,69.03831481933594,0,0,0,60.78497695922852,26779.36855435706
6,0.119999997317791,99.49737548828125,99.49737548828125,0,0,0,87.58126831054688,27136.97500984814
7,0.1400000005960464,135.5594787597656,135.5594787597656,0,0,0,119.2987289428711,27495.18252542276
8,0.1599999964237213,177.2508392333984,177.2508392333984,0,0,0,155.9608612060547,27853.99075876486
9,0.1800000071525574,224.5986022949219,224.5986022949219,0,0,0,197.5930480957031,28213.39714416457
10,0.2000000029802322,277.6307983398438,277.6307983398438,0,0,0,244.2223205566406,28573.39773844449
