contact_pressure,contact_opening,shear_1,shear_2,normal_force_x,normal_force_y,normal_force_z,shear_force_x,shear_force_y,shear_force_z,heat_flow,id,x,y,z,current_x,current_y,current_z,generated,slip_1,slip_2,tangent_1_x,tangent_1_y,tangent_1_z,tangent_2_x,tangent_2_y,tangent_2_z
46149.07499688619,-4.476896758923286e-06,-7.164261709479416e-06,-92.2981499937721,-0.007341451116084316,-0.007341451114915376,-1.33086167570148e-05,-4.680510508772727e-08,-2.595006715305604e-08,2.117102106714657e-05,114196.2523339389,71,-0.0029132799384885767,-0.0029132799384885754,0,-0.0029132799384885767,-0.0029132799384885754,0.00059679555732711611,0,-4.840724361276708e-12,-0.0003758790357931854,0.7071067811865482,-0.707106781186547,-4.113218298589592e-16,0.001439762271416534,0.00143976227141587,-0.9999979270824534
46149.08400319336,-4.476897532327984e-06,-7.70430463504289e-06,-92.29816800638636,-0.003973165172305323,-0.00959207090612468,-1.330864184920432e-05,-3.33117227219444e-08,-4.188612689963117e-08,2.117102664957323e-05,114196.7068899662,72,-0.0015766557413441707,-0.0038063836739465019,0,-0.0015766557413441707,-0.0038063836739465019,0.00059679555155740707,0,-5.821946665196369e-12,-0.0003758790304232967,0.9238795322459102,-0.3826834330057651,-5.365287830032284e-09,0.0007791923741089523,0.001881150717242186,-0.999997927063463
46149.09325747559,-4.476898434265431e-06,-7.168034176564642e-06,-92.29818651495087,8.184545706099722e-13,-0.01038238519900251,-1.330866214491054e-05,-1.474674531826713e-08,-5.144551885089345e-08,2.117103222444873e-05,114197.1022809471,73,-7.5683172187306446e-19,-0.0041200000000000004,0,-7.5683172187306446e-19,-0.0041200000000000004,0.00059679554544883769,0,-4.847816658906508e-12,-0.0003758790243826652,1,1.6443879317198e-15,2.618035318139096e-16,1.284578897427973e-15,0.002036151991890491,-0.9999979270403843
46149.0840280725,-4.476897535458935e-06,-6.631841062614266e-06,-92.29816805614476,0.003973165174707968,-0.009592070911906265,-1.330864185572667e-05,6.0633023110188e-09,-5.317280887412139e-08,2.117102666213653e-05,114196.7068900153,87,0.0015766557413441694,-0.0038063836739465019,0,0.0015766557413441694,-0.0038063836739465019,0.00059679555155740826,0,-3.874333220457916e-12,-0.0003758790304264941,0.9238795322459096,0.382683433005767,5.365287804726988e-09,-0.000779192374105569,0.001881150717238835,-0.999997927063463
46149.07499680672,-4.476896758913006e-06,-7.169616949941567e-06,-92.29814999361315,0.007341451114917978,-0.007341451116085015,-1.330861675702104e-05,2.595006710685306e-08,-4.680510513071564e-08,2.117102106715133e-05,114196.2523339503,88,0.0029132799384885754,-0.0029132799384885767,0,0.0029132799384885754,-0.0029132799384885767,0.00059679555732711611,0,-4.855071871646039e-12,-0.0003758790357927945,0.7071067811865471,0.707106781186548,-4.301521438442284e-16,-0.001439762271415807,0.001439762271416474,-0.9999979270824534
46149.08400342218,-4.476897532358558e-06,-8.374339422265701e-06,-102.3941208214178,0.00959207090612239,-0.003973165172303167,-1.330864184919403e-05,4.188612684684056e-08,-3.331172281959842e-08,2.117102664956721e-05,114196.7068899285,89,0.0038063836739465019,-0.0015766557413441709,0,0.0038063836739465019,-0.0015766557413441709,0.00059679555155740707,0,-5.836051804854473e-12,-0.0003758790304679763,0.382683433005765,0.9238795322459105,-5.365287869701748e-09,-0.001881150717242195,0.0007791923741088982,-0.999997927063463
70987.60460458393,-7.093970494338842e-06,7.032638334665565e-06,124.3723841488866,0.02254382404085186,2.758978212991786e-12,-2.431724159340998e-05,-2.332255501307463e-07,-2.284245764057062e-09,4.597086528281872e-05,111428.5200965014,114,0.0041200000000000004,0,0.00062500000000000001,0.0041209471646126853,1.8495233191314594e-17,0.0012223091958544663,0,-4.039767420841187e-12,0.0004938992186450438,2.157620272573609e-14,-0.9999999999999999,-2.057027931015206e-17,0.0008976909595493507,4.453675888773631e-15,0.9999995970753892
70987.55462847924,-7.093965513908143e-06,5.737569154167688e-06,141.9751092569583,0.02082777449977208,0.008627144694770245,-2.431719600002245e-05,-2.145981154766721e-07,-9.136151907403675e-08,4.597085682033241e-05,111428.1321609496,115,0.0038063836739465019,0.00157665574134417,0.00062500000000000001,0.0038072587332196204,0.0015770182071468805,0.0012223091997891102,0,-8.070304323093289e-12,0.0004938992227371443,0.3826834368351767,-0.9238795306597162,-3.538165211625232e-09,0.0008293552054816717,0.0003435264651401549,0.9999995970796742
70987.51667320753,-7.093961792973133e-06,8.698786462263923e-06,141.9750333464148,0.01594088406342302,0.01594088405950439,-2.43171282261205e-05,-1.632998509068809e-07,-1.66530256904942e-07,4.59708456250095e-05,111427.6857254704,116,0.0029132799384885763,0.0029132799384885759,0.00062500000000000001,0.0029139496784228234,0.0029139496784228486,0.0012223092028328863,0,-4.037511644319449e-12,0.0004938992257917552,0.7071067811865616,-0.7071067811865337,1.06625702243874e-16,0.0006347578127458314,0.0006347578127523048,0.9999995970824379
70987.55448484984,-7.093965498566052e-06,1.165505539126157e-05,141.9751089696992,0.008627144690242521,0.02082777448887039,-2.431719599007363e-05,-8.714078986142974e-08,-2.163464075588282e-07,4.597085679615536e-05,111428.1321604635,117,0.0015766557413441702,0.0038063836739465019,0.00062500000000000001,0.0015770182071468473,0.0038072587332196356,0.0012223091997891093,0,-2.003886824373753e-14,0.0004938992227281456,0.9238795306597315,-0.3826834368351397,3.538165393989427e-09,0.0003435264651317744,0.000829355205485462,0.9999995970796743
70987.60460454909,-7.093970494331785e-06,8.697929609854441e-06,141.9752092090979,-2.758843121401094e-12,0.02254382404084053,-2.431724159338681e-05,2.284245809846888e-09,-2.332255500615548e-07,4.597086528279563e-05,111428.5200965151,118,2.522772406243548e-19,0.0041200000000000004,0.00062500000000000001,-1.8240682411703963e-17,0.0041209471646126853,0.0012223091958544663,0,-4.041871728810325e-12,0.0004938992186283505,1,2.092780978501577e-14,1.726875362643482e-16,-4.638286977874475e-15,0.0008976909595492884,0.9999995970753895
70987.55462844018,-7.09396551390112e-06,5.742082623219953e-06,141.9751092568802,-0.008627144694768323,0.02082777449976506,-2.431719600000725e-05,9.136151891563958e-08,-2.145981155179669e-07,4.597085682031769e-05,111428.1321609583,137,-0.0015766557413441698,0.0038063836739465019,0.00062500000000000001,-0.0015770182071468803,0.0038072587332196204,0.0012223091997891102,0,-8.057300955196854e-12,0.000493899222728785,0.9238795306597156,0.3826834368351778,-3.538165590815799e-09,-0.0003435264651398176,0.0008293552054817966,0.9999995970796743
70987.51667321259,-7.093961792972853e-06,8.699964524970431e-06,141.9750333464249,-0.0159408840595042,0.01594088406342112,-2.431712822611738e-05,1.665302570545974e-07,-1.632998507542905e-07,4.597084562500649e-05,111427.6857254681,138,-0.0029132799384885759,0.0029132799384885763,0.00062500000000000001,-0.0029139496784228486,0.0029139496784228234,0.0012223092028328863,0,-4.036425843793619e-12,0.0004938992257923118,0.7071067811865333,0.7071067811865619,2.84130077424458e-16,-0.0006347578127525059,0.0006347578127457811,0.9999995970824379
70987.55448484076,-7.093965498566739e-06,1.166185368032127e-05,141.9751089696811,-0.02082777448887973,0.008627144690245277,-2.431719599008982e-05,2.163464074155125e-07,-8.714079023473094e-08,4.597085679617509e-05,111428.1321604567,139,-0.0038063836739465019,0.0015766557413441705,0.00062500000000000001,-0.0038072587332196356,0.0015770182071468475,0.0012223091997891095,0,-4.129007983974467e-15,0.0004938992227372273,0.3826834368351401,0.9238795306597312,3.538165448974935e-09,-0.0008293552054855308,0.0003435264651317558,0.9999995970796743
70987.60460458147,-7.093970494338608e-06,7.242904165939538e-06,124.3723841624332,-0.02254382404085088,-2.758932947551085e-12,-2.431724159340893e-05,2.332255501307567e-07,2.28424576425088e-09,4.597086528281671e-05,111428.520096501,140,-0.0041200000000000004,5.0455448124870961e-19,0.00062500000000000001,-0.0041209471646126853,-1.7983311793414843e-17,0.0012223091958544663,0,-4.039767435616637e-12,0.0004938992186450436,-2.152085977832251e-14,0.9999999999999999,1.912903624934522e-16,-0.0008976909595492803,-4.657386374771621e-15,0.9999995970753893
70987.55462847912,-7.093965513908055e-06,-6.751557705723946e-06,-160.0003085215899,-0.02082777449977178,-0.008627144694770375,-2.431719600001852e-05,2.1459811547652e-07,9.136151907420503e-08,4.597085682033196e-05,111428.1321609496,159,-0.0038063836739465019,-0.0015766557413441696,0.00062500000000000001,-0.0038072587332196204,-0.0015770182071468801,0.0012223091997891102,0,8.070303978259876e-12,-0.0004938992227371443,0.3826834368351762,-0.9238795306597163,3.538165558468146e-09,0.0008293552054818522,0.0003435264651398881,-0.9999995970796742
70987.51667320766,-7.093961792973013e-06,-8.698786078791112e-06,-141.9750333464151,-0.01594088406342369,-0.01594088405950502,-2.431712822612141e-05,1.632998509070192e-07,1.665302569049349e-07,4.597084562501136e-05,111427.6857254713,160,-0.0029132799384885767,-0.0029132799384885754,0.00062500000000000001,-0.0029139496784228239,-0.0029139496784228482,0.0012223092028328863,0,4.037510008943807e-12,-0.0004938992257917553,0.7071067811865608,-0.7071067811865341,-4.764295034771254e-16,0.0006347578127453984,0.0006347578127524819,-0.9999995970824379
