stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,le11,le22,le33,le12_engineering,le13_engineering,le23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,pe11,pe22,pe33,pe12_engineering,pe13_engineering,pe23_engineering,peeq,ce11,ce22,ce33,ce12_engineering,ce13_engineering,ce23_engineering,ceeq,ivol_m3
11,0.011,1,1,0.5066000000000001,0.5,0.4938743869242765,600,262603519.4264592,130770433.8257284,0.0003487914800643921,4.956483918410774e-27,-1.024320958466284e-09,-1.799532508587059e-10,0.0131136391453832,0,-0.01232689104949086,0,0,0,0.001116861946393181,0.0002599468899884297,-0.0005900609298765377,6.443429093934007e-38,-1.33161724600617e-20,-2.339392261163182e-21,0.01199582567994736,-0.0002599167682350161,-0.01173590891171234,-4.845986125762539e-35,1.318699686095367e-20,1.658125303098421e-19,0.0137109698077032,9.499658635075853e-07,-3.012175341426132e-08,-9.198441100933244e-07,-3.130838721358641e-39,1.048458431966661e-24,1.238462482893168e-23,1.081398975148177e-06,1.000787057663354
12,0.012,1,1,0.5072,0.5,0.4932947629579553,600,265720217.6485045,132328745.4753436,0.0003479123115539551,4.819734501038734e-27,-4.352349419929745e-10,-7.646230612737602e-11,0.01429730470082439,0,-0.01350120658193966,0,0,0,0.001130107970028986,0.0002630634009034389,-0.0005970734446840329,6.265654851350354e-38,-5.658054245908668e-21,-9.940099796558882e-22,0.01316613939734329,-0.0002630329977628022,-0.01290310639958049,-4.83760823540941e-35,5.529570092034285e-21,1.644672695018013e-19,0.01506053612908136,1.055642073830357e-06,-3.040314063727457e-08,-1.025238933193082e-06,-3.12326319155892e-39,3.570131983210078e-25,1.226315136247875e-23,1.203261217983222e-06,1.0007964150891
13,0.013,1,1,0.5078,0.5,0.4927165000321336,600,268833220.6911701,133881890.9173075,0.0003471076488494873,5.117888254508204e-27,-1.862972729099226e-10,-3.272880400343351e-11,0.01547957084838637,0,-0.01467414042929691,0,0,0,0.001143343267079369,0.0002661596235492619,-0.000604072667410981,6.653254730860668e-38,-2.421864547828994e-21,-4.254744520446359e-22,0.0143350606769381,-0.0002661289305705825,-0.01406893174636752,-4.828843432786814e-35,2.293683334342158e-21,1.638987871949185e-19,0.01640850627758877,1.165075280851335e-06,-3.069297868008469e-08,-1.134382302171251e-06,-3.115041777796026e-39,5.407281077522442e-26,1.220993063404917e-23,1.329456795816182e-06,1.00080575486527
14,0.014,1,1,0.5084,0.5,0.4921395951249695,600,271942537.1987927,135431687.4031762,0.0003464818000793457,5.642906979617184e-27,-8.032123055028643e-11,1.785334027216243e-09,0.01666044089310717,0,-0.01584569224480799,0,0,0,0.00115656515488868,0.0002692446312171723,-0.0006110613369012214,7.335779073502338e-38,-1.044175997153723e-21,2.320934235381116e-20,0.01550259542260056,-0.0002692136389605982,-0.01523338178363996,-4.819323067843575e-35,9.16128433814127e-22,1.952665351418667e-19,0.01775488185348596,1.278349307611386e-06,-3.099225657482464e-08,-1.247357051036562e-06,-3.105777682161335e-39,-7.957733646498913e-26,1.524046020854478e-23,1.460081930168586e-06,1.000815080646138
15,0.015,1,1,0.509,0.5,0.4915640442524517,600,275048175.6556588,136978959.1019706,0.0003453195095062256,6.274755999285083e-27,-3.487728075685056e-11,7.752320984798156e-10,0.01783991812833102,0,-0.01701586365650934,0,0,0,0.001169772439624821,0.0002723225320258464,-0.0006180407021347177,8.157182799070611e-38,-4.534046498390572e-22,1.00780172802376e-20,0.0166687480371746,-0.0002722912304691131,-0.01639645680670549,-4.808876341716841e-35,3.254164534781686e-22,2.08396540640448e-19,0.01909966557868152,1.395548483764241e-06,-3.130155673401925e-08,-1.364246927030223e-06,-3.095247047573292e-39,-1.389443151723888e-25,1.656003520077533e-23,1.595233661363096e-06,1.000824394097992
16,0.016,1,1,0.5096000000000001,0.5,0.4909898430108121,600,278150144.4873158,138524083.6434754,0.0003443062305450439,6.957362953593553e-27,-1.525077380502661e-11,3.389854118139511e-10,0.01901800583576195,0,-0.01818465717399452,0,0,0,0.00118296459697085,0.0002753952014858868,-0.0006250113421944657,9.044571839671619e-38,-1.982600594653458e-22,4.406810353581364e-21,0.0178335222417389,-0.0002753635802128899,-0.01755815866152602,-4.797450334976637e-35,7.029841131479675e-23,2.140671574687833e-19,0.02044286067159612,1.516757749555655e-06,-3.162127299768507e-08,-1.485136476557971e-06,-3.083314726066111e-39,-1.654925255118617e-25,1.715013352168043e-23,1.735009843209181e-06,1.00083369599324
17,0.017,1,1,0.5102,0.5,0.490416986818646,600,281248452.0814965,140067236.452514,0.00034293532371521,7.659503928210431e-27,-6.714721863825208e-12,1.986905792920209e-09,0.02019470728551925,0,-0.01935207569975745,0,0,0,0.001196141405728197,0.000278463504139811,-0.0006319735327993015,9.957355106673562e-38,-8.729138422972772e-23,2.582977530796272e-20,0.01899692144201336,-0.0002784315524281228,-0.01871848988958524,-4.785039627200455e-35,-4.065831322757161e-23,2.478364782289007e-19,0.02178447056781836,1.642062700892656e-06,-3.195171168892909e-08,-1.610110989203728e-06,-3.069888361045433e-39,-1.774432187614484e-25,2.076517374317165e-23,1.879509136933732e-06,1.000842986699493
18,0.018,1,1,0.5108,0.5,0.4898454710257191,600,284343106.7925965,141608500.7518477,0.0003419220447540283,8.364746551031946e-27,-2.97647488270337e-12,8.807476030817742e-10,0.02137002573619255,0,-0.02051812230923298,0,0,0,0.001209302782834698,0.0002815278435698312,-0.000638927411314957,1.087417051634152e-37,-3.869417347514381e-23,1.144971884006307e-20,0.02015894889337755,-0.0002814955504310776,-0.01987745334294647,-4.771665118841414e-35,-8.925010930684547e-23,2.622149324785763e-19,0.02312449879439538,1.771549607284304e-06,-3.229313875429406e-08,-1.739256468530011e-06,-3.054915768601981e-39,-1.828578940713409e-25,2.236739196727523e-23,2.028831004789127e-06,1.000852266399749
19,0.019,1,1,0.5114,0.5,0.4892752909621672,600,287434116.9427363,143147917.4311632,0.0003402531147003174,9.065376951371913e-27,-1.328210344942611e-12,2.255542094824985e-09,0.02254396443489444,0,-0.02168280015111048,0,0,0,0.001222448708566427,0.0002845884117412015,-0.0006458730515591482,1.178499003678349e-37,-1.726673448425394e-23,2.932204723272482e-20,0.0213196077757177,-0.0002845557659393096,-0.0210350520097784,-4.757359631581009e-35,-1.106750792568722e-22,2.996607168108158e-19,0.02446294891288444,1.905305417218653e-06,-3.264580189253838e-08,-1.872659615326115e-06,-3.038339469891178e-39,-1.853269349343264e-25,2.665280588883671e-23,2.183075703536681e-06,1.000861535192209
20,0.02,1,1,0.512,0.5,0.4887064419608582,600,290521490.8221123,144685507.8091725,0.0003390610218048096,9.757112353537279e-27,-5.965893990412542e-13,-4.611212535173952e-09,0.02371652661731606,0,-0.0228461124018629,0,0,0,0.001235579192396294,0.0002876453028121855,-0.000652810497945232,1.268424605959846e-37,-7.755662187536301e-24,-5.994576295726135e-20,0.02247890122762241,-0.0002876122928711814,-0.02219128893475123,-4.742163017989615e-35,-1.201850185876641e-22,2.227809769331403e-19,0.02579982449339711,2.043417757694509e-06,-3.300994100468012e-08,-2.01040781668983e-06,-3.020144266938839e-39,-1.86459900859909e-25,1.759654153164506e-23,2.342344277896576e-06,1.000870793135838
21,0.021,1,1,0.5125999999999999,0.5,0.4881389193675862,600,293605236.6891888,146221284.092836,0.0003374218940734863,1.049445349098761e-26,1.888433569735161e-09,-1.976830949471112e-10,0.02488771550777888,0,-0.02400806224488104,0,0,0,0.001248694257306185,0.0002906985654298903,-0.0006597397811713509,1.36427895382839e-37,2.45496364065571e-20,-2.569880234312453e-21,0.02363683236212712,-0.0002906651796367351,-0.02334616718249039,-4.726632851338055e-35,3.20528144006496e-20,2.208539691619234e-19,0.02713512910270892,2.185974931027414e-06,-3.33857931558436e-08,-2.152589137871571e-06,-3.00062577172287e-39,3.696105924863871e-24,1.732031017121885e-23,2.506738554006366e-06,1.000880040271299
22,0.022,1,1,0.5132,0.5,0.4875727185457133,600,296685362.7708659,147755254.2151291,0.0003357529640197754,1.113255630679052e-26,8.591397977692828e-10,-8.993560426861399e-11,0.0260575343192896,0,-0.02516865286085141,0,0,0,0.001261793932531132,0.000293748226918843,-0.0006666609254773136,1.447232319882768e-37,1.116881737100067e-20,-1.169162855491981e-21,0.0247934042740277,-0.0002937144533239019,-0.02449968982070381,-4.709731601392679e-35,4.543193190128555e-20,2.194534299014624e-19,0.02846886629879572,2.333065910387392e-06,-3.377359494176534e-08,-2.299292315445627e-06,-2.978981235991009e-39,5.397640845340072e-24,1.714219181183833e-23,2.676361132907541e-06,1.00088927663064
23,0.023,1,1,0.5138,0.5,0.4870078348782603,600,299761877.2626315,149287424.087216,0.0003342926502227783,1.17652448491882e-26,2.306014626375033e-09,1.869681937125419e-09,0.02722598625359153,0,-0.02632788742330419,0,0,0,0.001274878250181832,0.0002967943045416314,-0.0006735739520230996,1.529481830394466e-37,2.997819014287541e-20,2.430586518263044e-20,0.02594862004331583,-0.0002967601309580117,-0.02565185991235783,-4.692818851515268e-35,8.360473119243377e-20,2.495490028084321e-19,0.02980103962832564,2.484780334753754e-06,-3.417358362037315e-08,-2.450606751133381e-06,-2.956259603360311e-39,1.031105537188472e-23,2.104512350814272e-23,2.85131538406912e-06,1.000898502241801
24,0.024,1,1,0.5144,0.5,0.4864442637688192,600,302834788.3287156,150817798.6536383,0.0003323853015899658,1.241288075925361e-26,2.986732135766471e-09,-1.061441600953329e-09,0.02839307450121783,0,-0.02748576909655526,0,0,0,0.001287947243662622,0.0002998368107746197,-0.0006804788804718688,1.613674498702969e-37,3.882751776496411e-20,-1.379874081239328e-20,0.02710248273681888,-0.0002998022247769683,-0.02680268051204192,-4.674887803403592e-35,1.318622426176211e-19,2.320185839408581e-19,0.03113165262551908,2.641208503611059e-06,-3.458599765219075e-08,-2.606622505958869e-06,-2.93142893104333e-39,1.674160923365875e-23,1.872388480321791e-23,3.031705438952327e-06,1.000907717130722
25,0.025,1,1,0.515,0.5,0.4858820006419166,600,305904104.1022441,152346382.3898173,0.0003305673599243164,1.303949646357868e-26,1.384102484420104e-09,-4.918900959859046e-10,0.02955880224154443,0,-0.02864230103476287,0,0,0,0.001301000946925999,0.0003028757557952248,-0.0006873757297364394,1.695134540265228e-37,1.799333229746134e-20,-6.394571247816759e-21,0.0282549954090031,-0.0003028407447182693,-0.02795215466428484,-4.655823582409677e-35,1.526935138563388e-19,2.246154500512355e-19,0.03246070881164597,2.802441371540401e-06,-3.501107695606339e-08,-2.767430294584338e-06,-2.904521796376381e-39,1.965583801872464e-23,1.768820984927002e-23,3.217636184618105e-06,1.000916921322348
26,0.026,1,1,0.515,0.5066666666666667,0.4855400802161648,600,65225206.77979907,41046019.01082088,0.1008726209402084,156963200.9290092,5.474406745189176e-10,-7.604395041086004e-11,0.02951523476691763,4.356747462682699e-05,-0.02934625958503568,0.01333100851720826,-8.926507343839037e-19,-5.778082965403878e-21,0.0002645570052314555,0.000107392284733097,-0.0001594068381815675,0.002040521612077125,7.116728768745942e-21,-9.88571355341182e-22,0.02929016668569982,-0.0001061256156464061,-0.02918404107005342,0.01128668822165586,1.908352705135027e-19,2.203175102504652e-19,0.03890123066909591,2.836821070659027e-06,-2.838378798673395e-08,-2.808437282672294e-06,4.001349412476232e-07,2.095935819304977e-23,1.763973878349965e-23,3.432028032642349e-06,1.0002125652453
27,0.027,1,1,0.515,0.5133333333333333,0.4854592783056743,600,13000375.17881712,10055645.90185551,-8.733943104743958e-06,168787155.0641332,6.154940872143242e-10,8.29618147152104e-10,0.0293845474066159,0.0001742548349284558,-0.0295126899950413,0.02665971690500695,-8.808166317550615e-19,-9.046654250582123e-19,4.991840704131548e-05,3.077766674106497e-05,-3.458403162105266e-05,0.00219423301583373,8.001423133786217e-21,1.078503591297734e-20,0.02941730284974544,5.798156773961705e-05,-0.02947528441748507,0.02445896754590714,2.392464656206347e-19,2.86879116628432e-19,0.04629312162900505,2.840936291558955e-06,-2.263025836414921e-08,-2.818306033194806e-06,8.706696710735845e-07,2.270807108983925e-23,2.012381863052713e-23,3.682501488658627e-06,1.000046113309689
28,0.028,1,1,0.515,0.52,0.4854419313873634,600,2485997.6266454,2703202.259738198,-5.657784640789032e-08,177473115.5730447,5.900127022904315e-10,6.042314373868874e-10,0.02916678533577075,0.0003920169057736273,-0.02954842363743401,0.03998382662110923,-8.926223387764296e-19,-1.733250604292538e-20,8.375184743619796e-06,9.787014858722967e-06,-7.783799829575683e-06,0.002307150502449582,7.670165129775606e-21,7.855008686029547e-21,0.0292851070647261,0.0002527087751228083,-0.02953781583984892,0.03766858939860426,2.830299258597287e-19,3.33844235718717e-19,0.05370173029756729,2.836253074285442e-06,-1.549522489901538e-08,-2.820757849386427e-06,1.410784091938994e-06,2.450717831682085e-23,2.211675588500951e-23,3.97298819125227e-06,1.000010378657969
29,0.029,1,1,0.515,0.5266666666666666,0.4854380690529027,600,224014.2841052798,987006.5699969325,-7.566995918750763e-10,186034051.2614923,3.215370008664198e-11,1.145031769710099e-09,0.02886202379428707,0.0006967784472573461,-0.02955637999549835,0.05330104229501047,-8.92449731854127e-19,-2.310545050082252e-20,-3.604384344690016e-07,4.599011423826752e-06,-1.816531281153328e-06,0.002418442666399403,4.179981011263455e-22,1.488541300623129e-20,0.02903389227010211,0.0005178465676776335,-0.02955173883777976,0.05087414608687855,2.844021717466765e-19,4.171348891481835e-19,0.06111083758323745,2.826722804514752e-06,-5.336272980131614e-09,-2.821386531534621e-06,2.027040217107744e-06,2.449560880620761e-23,2.607950917963794e-23,4.307540671091262e-06,1.00000242224898
30,0.03,1,1,0.515,0.5333333333333333,0.4854371772614823,600,-313089.8961998243,605567.2746960819,-0.3062499155057594,194589457.4805998,7.329842561231082e-10,7.855623312765867e-10,0.02847036800898245,0.001088434232561823,-0.02955821708306212,0.06660907330772672,-8.922205914746047e-19,-2.887433576692991e-20,-2.473799933668375e-06,3.497471677155024e-06,-4.387175989939641e-07,0.002529662947247801,9.528795329600419e-21,1.021231030659565e-20,0.02868988692508246,0.0008650666478217572,-0.02955495357290423,0.06407184534693251,3.345861782689402e-19,4.736787571220625e-19,0.06851989884126035,2.812784967487276e-06,8.767685441077171e-09,-2.821552652928353e-06,2.726666689588643e-06,2.719606673179643e-23,2.910744834088115e-23,4.690403810594859e-06,1.000000585158654
31,0.031,1,1,0.515,0.54,0.4854369641459083,600,-471775.0294387895,544743.1583322585,-0.01763305970598594,203144557.0164051,1.029337480038129e-09,8.937309779343954e-10,0.02799195308481203,0.001566849156733018,-0.02955865610098476,0.07990563536417318,-8.919391448758214e-19,-3.463820323126959e-20,-3.175989858242748e-06,3.431378362269067e-06,-1.094522815055008e-07,0.002640879241213271,1.338138724049569e-20,1.161850271314713e-20,0.0282583604620243,0.001297361348950661,-0.02955572181097497,0.07725938142743916,4.023755047781492e-19,5.362910181477381e-19,0.07592889859910895,2.794098444654819e-06,2.749937699347531e-08,-2.821597821648294e-06,3.517237765197687e-06,3.12960021061278e-23,3.28621836523464e-23,5.12601751922803e-06,1.000000146140571
32,0.032,1,1,0.515,0.5466666666666666,0.4854369115299779,599.9999999999999,-544691.7563643167,563465.465378514,-0.001079374024811841,211699570.0460061,4.616855570893745e-10,7.183629063534461e-10,0.02742694386539424,0.002131858376150039,-0.02955876448979048,0.09318845205575492,-8.499977960242613e-19,-9.323922709664105e-19,-3.568656978270293e-06,3.634364963058109e-06,-2.81605689181656e-08,0.002752094410598079,6.001912242161865e-21,9.33871778259479e-21,0.02774048751739821,0.001815423961475267,-0.02955591147887349,0.09043451497476857,4.296560970387089e-19,5.845168979647504e-19,0.08333783363672229,2.770106831459184e-06,5.150361091453571e-08,-2.82161044237372e-06,4.406652382321235e-06,3.313272750051053e-23,3.611638866850164e-23,5.61901678552946e-06,1.000000037751754
33,0.033,1,1,0.515,0.5533333333333333,0.4854368981319163,600,-598456.8072889862,603430.5122687747,-7.021633768999891e-05,220254496.7637357,2.275740545469087e-10,1.071521805685543e-09,0.02677553476313685,0.002783267478407216,-0.02955879208979673,0.1064552564107723,-8.436904386970851e-19,-9.377594549121048e-19,-3.897429804742765e-06,3.914837772382679e-06,-7.460557820764711e-09,0.00286330845792856,2.958462709109811e-21,1.392978347391206e-20,0.0271366012174315,0.002419358557839823,-0.02955595977527134,0.1035950112353395,4.427287852285638e-19,6.523083007667641e-19,0.09074669947339219,2.740161731901266e-06,8.145232976837243e-08,-2.821614061669638e-06,5.403131113124028e-06,3.409613851595106e-23,4.12250337060545e-23,6.174231647814042e-06,1.000000010151748
34,0.034,1,1,0.515,0.5600000000000001,0.4854368946185316,600,-648871.0719073028,650225.9905665875,-4.841478414618905e-06,228809330.2966802,5.309704184614102e-10,7.881464828388595e-10,0.02603794955930094,0.003520852682243433,-0.02955879932736938,0.1197037924302929,-8.907885477940055e-19,-5.188988165569989e-20,-4.219694345379137e-06,4.224436560701155e-06,-2.032378013133256e-09,0.002974521293856843,6.902615439998335e-21,1.024590427690517e-20,0.02644686091410314,0.003109111525856472,-0.02955597243995962,0.1167386376624562,4.722671557090118e-19,7.024331723116952e-19,0.09815549111290618,2.703549966191732e-06,1.180651595117606e-07,-2.821615125703492e-06,6.515214522979848e-06,3.662657908464423e-23,4.536909477551872e-23,6.796687166690629e-06,1.000000002914175
35,0.035,1,1,0.515,0.5666666666666667,0.4854368936710783,600,-699823.6498887097,700202.6916776709,-3.542512985177382e-07,237364064.0199834,5.128540853272326e-10,1.149596459516606e-09,0.02521444117441948,0.004344361067124332,-0.02955880127912291,0.1329318166071462,-8.309491669275281e-19,-9.483170330225452e-19,-4.549422286959515e-06,4.550748933221943e-06,-5.685626852122459e-10,0.003085732832259778,6.667103109254013e-21,1.494475397371586e-20,0.02567139699127611,0.003884578863932222,-0.02955597585520834,0.129863164195429,5.0085355651167e-19,7.714524487220958e-19,0.1055642033037379,2.659498653834707e-06,1.621167922094472e-07,-2.821615446044153e-06,7.751761640204279e-06,3.930100624848675e-23,5.172313478659414e-23,7.491603397188254e-06,1.000000000962421
36,0.036,1,1,0.515,0.5733333333333334,0.4854368934086717,600,-752304.5398642491,752413.3028605939,-2.658975972735789e-08,245918691.268762,1.01106069441833e-09,4.0443822575816e-10,0.02430529140954077,0.005253510832003497,-0.02955880181968061,0.1461370994257811,-8.245176303114687e-19,-9.535058714167289e-19,-4.890142653612094e-06,4.89052332409938e-06,-1.631444946498143e-10,0.003196942986493906,1.314378902743828e-20,5.257696934856076e-21,0.02481034381725159,0.004745632983833853,-0.02955597680108545,0.1429663636371026,5.525780039890645e-19,8.000324394956862e-19,0.112972830589881,2.607174940198104e-06,2.144406045102432e-07,-2.821615544708346e-06,9.121948392159276e-06,4.483511970288893e-23,5.444326828239042e-23,8.264395359170008e-06,1.000000000421864
37,0.037,1,1,0.515,0.58,0.4854368933341204,600,-806573.6431907117,806605.6183497827,-1.595299892187541e-09,254473205.1951771,5.72547725478165e-10,7.279445776026839e-10,0.02331081065881597,0.00624799158272818,-0.02955880197325631,0.1593174268407524,-7.469106753750266e-19,-1.848206370294592e-18,-5.242776643478235e-06,5.242888556534988e-06,-4.796273861554753e-11,0.003308151667537304,7.443120431216143e-21,9.46327950883489e-21,0.02386384755944469,0.005692129510367124,-0.02955597706981182,0.1560460120290192,5.804153622655352e-19,8.433864966112243e-19,0.1203813673200491,2.545684372380949e-06,2.75931203386755e-07,-2.821615575767702e-06,1.063526598694485e-05,4.812927405805431e-23,5.920668791592798e-23,9.12067300568355e-06,1.000000000268288
38,0.038,1,1,0.515,0.5866666666666667,0.4854368933124176,600,-862701.1287273965,862710.7500097561,-2.086970596337778e-09,263027598.7364083,7.655996116014857e-10,1.051696377906171e-09,0.02223133759402408,0.007327464647519953,-0.0295588020179641,0.1724706017316741,-5.212315396511917e-37,4.7360580287801e-37,-5.607571768651619e-06,5.607605443139887e-06,-1.443192355000445e-11,0.003419358783573309,9.952794950819315e-21,1.367205291278021e-20,0.02283206809630802,0.006723909051732381,-0.02955597714804041,0.1690998890246017,6.187114850396255e-19,9.035442762819605e-19,0.1277898076493638,2.474068926681418e-06,3.475466590709056e-07,-2.821615585752322e-06,1.23015192372749e-05,5.301833893222542e-23,6.645272252434784e-23,1.006624118911803e-05,1.00000000022358
