time,node,pressure,gap,shear,slip,normal_r,normal_z,tangential_r,tangential_z,heat
1.0,13,1.0000000000012891e-06,-1.000000000001e-06,3.7510654004818776e-24,8.656304770343576e-22,-1.3409364643085822e-11,5.8037773563608613e-27,-8.0382824985405278e-44,-1.8572087540355153e-28,104532.10000000002
1.0,14,1.0000000000011445e-06,-1.0000000000009999e-06,1.7889696525392287e-23,1.1902419059222178e-21,-2.6818729286171622e-11,1.5960387729992353e-26,-3.0394755697605745e-43,-5.1073240735975623e-28,122032.10000000002
1.0,21,1.0000000000011445e-06,-1.000000000001e-06,-8.800576516524079e-24,-8.656304770343258e-22,-2.6818729286171667e-11,-1.1607554712721741e-26,-1.6076564997080488e-43,3.7144175080708975e-28,139532.1
1.0,28,1.000000000001217e-06,-1.000000000001e-06,1.1541739693802504e-24,1.2548671783709899e-51,-2.6818729286171641e-11,0.0,0.0,-5.3846309034933556e-58,157032.1
1.0,35,1.0000000000002771e-06,-1.0000000000001327e-06,-8.943538265831692e-39,-6.640064383877553e-37,-1.3409364643074163e-11,0.0,0.0,1.4246247132304522e-43,174532.1
1.0,71,1.000000000001289e-06,-1.0000000000018675e-06,6.347956831587342e-24,-8.656304770343818e-22,-5.3637458572390264e-11,-2.3215109425463784e-26,-3.2153129994191189e-43,7.4288350161487769e-28,0.0
1.0,84,1.000000000001e-06,-1.000000000001e-06,1.0387565724423054e-23,1.6230571444394923e-21,-5.3637458572343741e-11,4.3528330172706816e-26,-1.1303834763573209e-42,-1.3929065655267099e-27,0.0
1.0,97,1.0000000000012891e-06,-1.0000000000018675e-06,-4.616695877520998e-24,2.386116611795679e-51,-5.3637458572390264e-11,0.0,0.0,-2.0477636946253178e-57,0.0
1.0,110,1.0000000000007108e-06,-1.000000000001e-06,-3.631486758728959e-39,-1.6897328873824105e-38,-5.3637458572343754e-11,0.0,0.0,1.4501276439248063e-44,0.0
2.0,13,1000000.0000012881,-1.000000000001e-06,160000.0000002053,1.0000000000000003e-05,-13.409364643085764,-5.8037773563608366e-15,9.2860437701772943e-16,-2.145498342893712,104502.10000000003
2.0,14,1000000.0000011391,-1.000000000001e-06,160000.0000001815,1.0000000000000003e-05,-26.818729286171482,1.4509443390902072e-14,-2.3215109425443205e-15,-4.2909966857874169,122002.10000000003
2.0,21,1000000.0000011474,-1.000000000001e-06,160000.00000018283,9.999999999999999e-06,-26.818729286171767,0.0,0.0,-4.2909966857874622,139502.10000000003
2.0,28,1000000.0000012164,-1.000000000001e-06,160000.0000001939,1e-05,-26.818729286171653,-2.3215109425443429e-14,3.7144175080709312e-15,-4.2909966857874435,157002.10000000003
2.0,35,1000000.0000002772,-1.000000000001e-06,160000.00000004357,1e-05,-13.409364643074174,1.1607554712711628e-14,-1.8572087540338516e-15,-2.1454983428918575,174502.10000000003
2.0,71,1000000.0000012873,-1.000000000001e-06,160000.00000020518,9.999999999999999e-06,-53.637458572390493,0.0,0.0,-8.5819933715824366,0.0
2.0,84,1000000.0000009969,-1.0000000000009999e-06,160000.00000015873,1e-05,-53.637458572343284,3.6273608477255378e-15,-5.8037773563608329e-16,-8.5819933715748835,0.0
2.0,97,1000000.0000012906,-1.0000000000018675e-06,160000.00000020576,1e-05,-53.637458572390251,7.2547216954574322e-15,-1.1607554712731836e-15,-8.5819933715823993,0.0
2.0,110,1000000.0000007108,-1.0000000000001325e-06,160000.00000011298,9.999999999999999e-06,-53.637458572343768,0.0,0.0,-8.5819933715749599,0.0
3.0,13,899950.0000009064,-8.999049158083863e-07,143977.5669080631,9.998997646251453e-06,-12.067016275964562,0.12079094161731201,-0.019324613454719898,-1.9305290774503527,104502.07297718481
3.0,14,874950.0000012335,-8.748815430951511e-07,139970.1299208293,9.998434032936856e-06,-23.59245180330916,0.29514183025334878,-0.047215297922373452,-3.7742011684900425,122002.06716823601
3.0,21,849950.0000009679,-8.49854269186909e-07,135961.38149465516,9.997745127902802e-06,-23.071322414363465,0.34630084371169934,-0.055395641168116086,-3.690579220199615,139502.06173534013
3.0,28,824950.000001005,-8.248235640937307e-07,131951.5302200191,9.996930914976165e-06,-22.568190092072797,0.39516933440723018,-0.063207688572578802,-3.6098021956240043,157002.05667862325
3.0,35,799950.0000009161,-7.997898979203276e-07,127940.7295785628,9.995991392091762e-06,-11.040300300320611,0.22091658566090155,-0.035332484618186624,-1.7657399482897984,174502.0519981831
