node,temperature_k,reaction_heat_flux_w,u1_m,u2_m,u3_m,rf1_n,rf2_n,rf3_n
1,300,0,-1.039495242008157e-59,-4.259448124605454e-60,-1.046182518627608e-61,0,0,0
2,300,0,-1.318908428147539e-32,-3.494030221824215e-33,-2.636517534449783e-35,13189.08560038382,3494.030571227237,26.36517798101536
3,300,0,-2.070167308551451e-32,-1.147221932361272e-32,-4.732044005083555e-35,20701.67515568182,11472.22047083465,47.32044478287955
4,300,0,-1.999266754426693e-59,-1.277463672183349e-59,-4.433974586198121e-62,0,0,0
5,300,0,-1.049287147657985e-59,-4.28362979885051e-60,3.373998558204482e-62,0,0,0
6,300,0,-1.37779846716173e-32,-3.650012614182781e-33,-2.754236431838773e-35,13777.98604941577,3650.012979184041,27.54236707262415
7,300,0,-2.17265861611897e-32,-1.205817482090998e-32,-4.968099250252558e-35,21726.58833384831,12058.17602672746,49.68099747062484
8,300,0,-2.019784794021393e-59,-1.291768683881166e-59,-1.315633303732809e-61,0,0,0
9,300,0,-9.453052985710731e-33,-1.557924967148738e-32,-3.645018750159694e-35,9453.053931016031,15579.25122941236,36.45019114661569
10,300,0,-1.260009197513257e-59,-1.575460568918753e-59,-9.614261753311658e-62,0,0,0
11,300,0,-1.005062925717335e-32,-1.660424517952106e-32,-3.882372502072615e-35,10050.63026223627,16604.24683994558,38.82372890309865
12,300,0,-1.274500192572132e-59,-1.596155384862761e-59,-7.225391191746463e-62,0,0,0
13,300,0,-2.098167456718911e-33,-7.743146049335073e-33,-1.549451813121008e-35,2098.167666535657,7743.146823649678,15.49451968066189
14,300,0,-3.31734689258936e-60,-7.14271801204824e-60,-1.008076704115435e-61,0,0,0
15,300,0,-2.259353038509248e-33,-8.337928306733873e-33,-1.668469257035207e-35,2259.353264444552,8337.929140526703,16.68469423882134
16,300,0,-3.342465065996895e-60,-7.242577949801128e-60,3.601283568535707e-62,0,0,0
17,300,0,-0.016,3.497471130322417e-33,2.639120417784594e-35,-216745.939143131,580599.8363152693,133912.119056791
18,300,0,-0.016,0,0,-227985.3506602405,742666.5403172694,-129824.7524096616
19,300,0,-0.01255736835487436,-0.00725,1.286297636549481e-31,-514518.6829290356,192159.912775662,-262533.220331446
20,300,0,-0.01255736835487436,-0.00725,-1.367993483126187e-31,38872.68000593957,-798159.0942795739,266571.0444681091
21,300,0,-0.018,3.653288049796545e-33,2.756715220189244e-35,-300955.6425547613,587699.284109153,137638.6149696792
22,300,0,-0.018,0,0,-255987.3226568903,756288.2001069973,-141779.939978584
23,300,0,-0.01428941916244324,-0.00825,1.435795124819353e-31,-563289.5265766415,164534.6750255125,-281196.1787745011
24,300,0,-0.01428941916244324,-0.008249999999999999,-1.353128924294158e-31,-106621.864489073,-883017.2680136511,277061.3192332856
25,300,0,-0.005750000000000001,-0.009959292143521044,1.314993006119815e-31,-434605.3277911395,94761.84798705371,-268270.4020007342
26,300,0,-0.005750000000000002,-0.009959292143521044,-1.355623590698662e-31,499425.750196348,-555617.5890221361,264092.825573638
27,300,0,-0.006750000000000002,-0.01169134295108992,1.41230245384735e-31,-463074.8971007243,46374.2467090506,-276499.6246638659
28,300,0,-0.006750000000000003,-0.01169134295108992,-1.370919642401735e-31,415839.4069597607,-701876.4781123099,280601.978396763
29,300,0,-6.123233995736765e-19,-0.009999999999999998,0,244430.9523529686,-13713.00569707818,-135561.9411657778
30,300,0,-6.123233995736744e-19,-0.009999999999999998,1.547874226143617e-35,763571.2815336589,-82799.57425857541,131433.8920210696
31,300,0,-7.347880794884118e-19,-0.012,0,257458.3339298638,-41805.24104755741,-137083.3786249827
32,300,0,-7.347880794884097e-19,-0.012,1.666691527305957e-35,770929.6086595355,-167035.3069965933,141179.2821089418
