id,x,y,z,pressure,normal_x,normal_y,normal_z,shear_x,shear_y,shear_z
21,1,0,0,166718.3330751383,-15031.54827739317,5.492870594043628,5.492870594042745,0,0,0
26,1,1,0,166718.3330751504,-15031.54827739287,-5.492870594042632,5.492870594045272,0,0,0
31,1,0,1,166718.3330751565,-15031.54827739272,5.49287059404482,-5.492870594044511,0,0,0
36,1,1,1,166718.3330751472,-15031.54827739293,-5.492870594043872,-5.492870594043325,0,0,0
80,1,0.5,0,166718.3330751444,58781.54827739357,-4.410424216004838e-12,22.90699126542924,0,0,0
81,1,0,0.5,166718.3330751474,58781.54827739326,22.90699126542852,-4.362732397567015e-12,0,0,0
84,1,1,0.5,166718.3330751488,58781.5482773933,-22.90699126543611,1.27897692436818e-13,0,0,0
88,1,0.5,1,166718.3330751518,58781.54827739316,-1.083477005365808e-12,-22.90699126543586,0,0,0
