step,id,x,y,z,normal_x,normal_y,normal_z,tangential_x,tangential_y,tangential_z,slip_1,slip_2,gap,pressure
1,50,0.9873046875,-8.189401397993646e-50,0,4463.195800781257,0,0,0,0,0,0,0,-0.01269531250000004,126953.1250000002
1,53,0.9873046875,0.375,1.215432671457254e-63,4463.195800781252,0,0,0,0,0,0,0,-0.0126953125,126953.125
1,54,0.9873046875,2.683687791412165e-50,0.375,4463.195800781254,0,0,0,0,0,0,0,-0.01269531250000001,126953.1250000001
1,57,0.9873046875,0.375,0.375,4463.19580078125,0,0,0,0,0,0,0,-0.01269531249999999,126953.125
1,58,0.9931640625,0.375,-9.723461371658034e-63,1602.172851562505,0,0,0,0,0,0,0,-0.006835937500000024,68359.37500000022
1,61,0.9931640625,0.625,0,1602.172851562502,0,0,0,0,0,0,0,-0.006835937499999998,68359.3750000001
1,62,0.9931640625,0.375,0.375,1602.172851562506,0,0,0,0,0,0,0,-0.006835937500000036,68359.37500000028
1,65,0.9931640625,0.625,0.375,1602.172851562505,0,0,0,0,0,0,0,-0.006835937500000023,68359.3750000002
1,66,0.9892578125,0.625,1.944692274331607e-62,3776.55029296875,0,0,0,0,0,0,0,-0.01074218749999999,107421.875
1,69,0.9892578125,1,0,3776.550292968752,0,0,0,0,0,0,0,-0.01074218750000001,107421.875
1,70,0.9892578125,0.625,0.375,3776.550292968754,0,0,0,0,0,0,0,-0.01074218750000002,107421.8750000001
1,73,0.9892578125,1,0.375,3776.550292968752,0,0,0,0,0,0,0,-0.0107421875,107421.8750000001
1,74,0.9951171875,-5.249616280762565e-50,0.375,2861.022949218753,0,0,0,0,0,0,0,-0.004882812499999999,48828.12500000006
1,77,0.9951171875,0.375,0.375,2861.022949218758,0,0,0,0,0,0,0,-0.004882812500000024,48828.12500000014
1,78,0.9951171875,1.720312686803106e-50,1,2861.022949218751,0,0,0,0,0,0,0,-0.004882812499999999,48828.12500000001
1,81,0.9951171875,0.375,1,2861.022949218753,0,0,0,0,0,0,0,-0.004882812499999999,48828.12500000004
1,82,0.9912109375,0.375,0.375,3433.227539062504,0,0,0,0,0,0,0,-0.008789062500000014,87890.6250000001
1,85,0.9912109375,0.625,0.375,3433.2275390625,0,0,0,0,0,0,0,-0.008789062500000002,87890.625
1,86,0.9912109375,0.375,1,3433.227539062502,0,0,0,0,0,0,0,-0.008789062500000014,87890.62500000006
1,89,0.9912109375,0.625,1,3433.227539062496,0,0,0,0,0,0,0,-0.008789062499999976,87890.62499999991
1,90,0.9970703125,0.625,0.375,1716.613769531261,0,0,0,0,0,0,0,-0.002929687500000025,29296.8750000002
1,93,0.9970703125,1,0.375,1716.613769531255,0,0,0,0,0,0,0,-0.002929687500000001,29296.87500000009
1,94,0.9970703125,0.625,1,1716.613769531263,0,0,0,0,0,0,0,-0.002929687500000025,29296.87500000021
1,97,0.9970703125,1,1,1716.613769531258,0,0,0,0,0,0,0,-0.002929687500000013,29296.87500000014
2,50,0.9951171875,-3.14977008343604e-50,-1.944692274331607e-62,1716.61376953125,0,0,0,0,0,0,0,-0.0048828125,48828.125
2,53,0.9951171875,0.375,1.215432671457254e-63,1716.61376953125,0,0,0,0,0,0,0,-0.004882812500000012,48828.12500000001
2,54,0.9951171875,1.032187715300296e-50,0.375,1716.613769531246,0,0,0,0,0,0,0,-0.004882812499999988,48828.1249999999
2,57,0.9951171875,0.375,0.375,1716.613769531245,0,0,0,0,0,0,0,-0.004882812499999976,48828.12499999986
2,58,1.0009765625,0.375,4.861730685829017e-63,0,0,0,0,0,0,0,0,0.0009765625000000124,0
2,61,1.0009765625,0.625,0,0,0,0,0,0,0,0,0,0.0009765625,0
2,62,1.0009765625,0.375,0.375,0,0,0,0,0,0,0,0,0.0009765624999999877,0
2,65,1.0009765625,0.625,0.375,0,0,0,0,0,0,0,0,0.0009765625,0
2,66,0.9970703125,0.625,-9.723461371658034e-63,1029.968261718751,0,0,0,0,0,0,0,-0.0029296875,29296.87500000004
2,69,0.9970703125,1,-4.861730685829017e-63,1029.96826171875,0,0,0,0,0,0,0,-0.0029296875,29296.87500000001
