increment,time_s,node,x_m,y_m,z_m,opening_m,pressure_pa,slip1_m,slip2_m,normal_force1_n,normal_force2_n,normal_force3_n,shear_force1_n,shear_force2_n,shear_force3_n,contact_heat_flux_w,state
1,0.01999999955296516,13,0.9998720557833889,0.0008624931824620448,0.0003816512376673728,-1.298147485230562e-05,14937.5328521129,0.0004296439454755121,-0.0008951124801115896,1867.873050271748,0.09060507095404093,0.04275717676929337,-0.000791214199594547,-24.03104624353995,-11.73085615537103,2.396479512653869,1
1,0.01999999955296516,15,0.9998478856477733,0.500957479836952,0.0003821881490745214,-1.985339399796687e-05,18664.60367186968,0.0004307511268030652,-0.0009393160575928001,4667.707887337909,0.1420582098848857,0.1073073885000708,0.0009911958474141836,-62.04620691481803,-29.32548421407228,2.653680756310608,1
1,0.01999999955296516,17,0.9998413504136472,1.001054350248757,0.0003803088054478037,-1.548613154405786e-05,16815.86935519492,0.000430236148374648,-0.0009824207165667069,2101.017503317104,0.02722275537021789,0.04821458761687784,0.002422848125563841,-28.81454720352323,-13.19707944813793,2.488912199675307,1
1,0.01999999955296516,19,0.9998492573195999,0.0008648277015277936,1.000558999667778,-1.397757853601294e-05,15413.69279396509,0.0004839254467674557,-0.0008938421103850951,1927.411688632585,0.09382688772004698,0.04411923893294946,-9.851755229648359e-05,-24.78075221275097,-12.83625801851936,2.433900002094417,1
1,0.01999999955296516,21,0.9998248274227299,0.5009574195694562,1.000557130732747,-2.067436234125367e-05,19096.62681668872,0.0004833300823973235,-0.0009392658738399763,4775.741823008701,0.1455209877305025,0.1097900019271091,0.003479484044318494,-63.47998840779047,-31.78537794966714,2.68435713728029,1
1,0.01999999955296516,23,0.9998184564473688,1.001051891598429,1.000560221372059,-1.647661837213461e-05,17289.90686136807,0.0004831507179709655,-0.0009835921008600915,2160.238519193267,0.02775353673696151,0.04957324993583739,0.003524442447961836,-29.642067853093,-14.37532766568773,2.526056197369101,1
2,0.03999999910593033,13,0.99979032605327,0.001649170653248887,0.0007142162496120976,-2.287957807153222e-05,27792.42018053868,0.000785973785606183,-0.001683165646953102,3476.577067030023,0.5257980213370903,0.2932009668328155,0.0008778862601416886,-84.25991924593644,-40.15548459816994,8.110904049844864,1
2,0.03999999910593033,15,0.9997150584883493,0.5018394293777262,0.0007129370267364517,-3.900788679228648e-05,36961.4160079986,0.0007890859839794501,-0.001771253720184349,9246.357478249442,1.062638977312657,0.7840101463380331,0.02207678002463569,-231.9147288503509,-106.8094400533946,9.859160974130495,1
2,0.03999999910593033,17,0.9996744590852678,1.002036818277455,0.0007089566716370481,-3.238078530378299e-05,34915.02769143528,0.0007879351732393051,-0.001855190225017646,4358.265039168427,0.3524529847250447,0.3693128938031108,0.02701848488159497,-112.9159486715174,-50.32294317011426,9.126514969796025,1
2,0.03999999910593033,19,0.9997063814392034,0.001657615513381741,1.00106702683296,-2.656667487910789e-05,29553.96738597997,0.0008958832097993718,-0.001678321247816034,3696.908623979157,0.5618465967142973,0.311767382700871,0.005578643502548558,-89.47489784106821,-45.52221243746948,8.514696392349501,1
2,0.03999999910593033,21,0.9996300070358844,0.5018390033536368,1.00106316695953,-4.203897344967376e-05,38556.68574213797,0.000894352495857685,-0.001770890154789744,9645.374364854264,1.110975840001559,0.8178273532797179,0.04172047386380573,-241.8898365859693,-118.6098034490952,10.18735870206444,1
2,0.03999999910593033,23,0.999589842718248,1.002027496027778,1.001071442521072,-3.60317794645242e-05,36662.88034254315,0.0008926705675481713,-0.001859317119035661,4576.382670451483,0.3687658694414772,0.3877929810580906,0.03748399546081783,-118.677253742929,-56.22918773500233,9.523629664569532,1
3,0.05999999865889549,13,0.9997460640177996,0.002372353853771458,0.001008443996198935,-3.021304929671617e-05,38907.01463097669,0.001085007374104941,-0.002381398605622721,4868.655176266249,1.457665781857881,0.856246082909206,0.01907670899415085,-167.2731102260138,-78.06937697800625,17.33958080899307,1
3,0.05999999865889549,15,0.9995971861270263,0.5026578447517083,0.001003311450394172,-5.761522674163288e-05,54971.88712236525,0.001090695057286552,-0.002512904164614945,13756.16958701665,3.368637027628431,2.434704367326512,0.1103957097768612,-489.7987741286543,-220.4657157048214,23.03402177650973,1
3,0.05999999865889549,17,0.9994993348044171,1.002958564108045,0.0009968871252082491,-5.053239097512222e-05,54133.86846402194,0.001088694051878812,-0.002635554686474981,6749.823134052684,1.31747685770561,1.195167467370576,0.1125764908914835,-248.5184061255417,-108.0856794154091,21.49341730225511,1
3,0.05999999865889549,19,0.9995711121359538,0.002389667901643041,1.001535189090831,-3.793365904728561e-05,42593.90633819787,0.001251690881724218,-0.002370990917769177,5329.95078362424,1.604951870828975,0.93728556709369,0.03387785145864144,-182.7154296257071,-91.58711608568666,18.97372582450012,1
3,0.05999999865889549,21,0.9994196457893088,0.5026565628708308,1.001529162138588,-6.394853073698212e-05,58305.63241023689,0.001248739399806322,-0.002511803975110538,14590.21587653473,3.584065881227721,2.582239210852444,0.1771779990218141,-519.3459345274568,-250.1303720717345,24.34651193790001,1
3,0.05999999865889549,23,0.9993223757005726,1.00293860965036,1.001544232906646,-5.815294596803572e-05,57782.68014540873,0.001244327972891231,-0.002643790700681846,7204.579016786337,1.403454309051752,1.275682831119045,0.1533209522170338,-265.5969684979287,-123.3032953940274,23.08001029950354,1
4,0.07999999821186066,13,0.9997301246655667,0.00304630284087812,0.001274587897019489,-3.557260952403962e-05,48676.6125693468,0.001342074297775829,-0.003009868241921114,6093.347461082266,2.941865848501308,1.763359870858726,0.0694193181111839,-265.0445820081393,-121.5233941436715,29.84500159794172,1
4,0.07999999821186066,15,0.9994901993286672,0.5034268353998849,0.001264114912460951,-7.582425834832411e-05,72774.84164841889,0.00135084590902036,-0.003184374537118791,18216.80162727541,7.47277178996551,5.309436022942065,0.3243637646551346,-819.0919793115844,-361.4569495137297,43.12762954487227,1
4,0.07999999821186066,17,0.9993170091487881,1.003832945369284,0.001254973276593375,-6.971017024336997e-05,74250.28436223564,0.001347931216539983,-0.003344082847332012,9247.324733554513,3.196759402053419,2.698353266669897,0.3023964355892429,-423.5297066655928,-180.2757408275312,36.04643509787098,1
4,0.07999999821186066,19,0.9994423930424016,0.00307415809697092,1.001974152342156,-4.831477958518086e-05,54758.90330878841,0.00156643500167278,-0.002992164801627182,6854.5900759118,3.330586698578446,1.983358502648839,0.1043795660305058,-297.0825221159131,-147.136144315881,34.17041636039541,1
4,0.07999999821186066,21,0.9991978083236616,0.5034241029302224,1.001965896141282,-8.625607579561332e-05,78267.17245355272,0.001561741948219972,-0.003182048820031939,19591.2055434052,8.067011970080879,5.709748990234961,0.4844528451475458,-878.0821503533683,-416.6663853096156,45.76685528179163,1
4,0.07999999821186066,23,0.9990252093741242,1.003799665990808,1.001989130949437,-8.22569392073149e-05,80257.96292084568,0.001553807741083621,-0.003357282210221571,9995.040711402475,3.451324274031833,2.916526195852189,0.4048354343281836,-453.955586418329,-207.1203893730751,31.65569115171427,1
5,0.1000000014901161,13,0.9996727195144487,0.003791117621880597,0.001583045535835762,-4.393336890199597e-05,60485.69769843066,0.001663076628821938,-0.00373919180120915,7574.35479277489,4.664088155016318,2.800506053350561,0.1208736969031401,-344.2305788218674,-157.4952205485607,20.55992597057049,1
5,0.1000000014901161,15,0.9993667220629486,0.5042675240464521,0.001569641102461926,-9.468994382050587e-05,90926.83164863795,0.001674395157186387,-0.003957837349755137,22767.23644647378,11.96031288828912,8.479946663390916,0.5344535445619625,-1041.547224946975,-458.4129987317847,-9.311476573504237,1
5,0.1000000014901161,17,0.9991436915818295,1.004776587959616,0.001558146548276923,-8.751567098052414e-05,93128.36234284483,0.001670728073396213,-0.004157334958987244,11579.91372508646,5.15468216125954,4.318734471537454,0.4853393708343911,-532.7916291355101,-226.1922860301734,-18.87566633467918,1
5,0.1000000014901161,19,0.9993051087940635,0.003826651088660158,1.002458525243266,-6.013790971760974e-05,68212.23975046468,0.001944400280516366,-0.003716660816987894,8541.695412383717,5.294437087062223,3.157660068136427,0.1767278397962682,-382.6533104327484,-189.3113841136113,11.4824392825077,1
5,0.1000000014901161,21,0.9989929928585521,0.5042644128638291,1.002448306364351,-0.0001078886609983037,97883.12369286199,0.001938552208211856,-0.003955191986442304,24508.3539847134,12.92558104201364,9.127994244404661,0.7825990881377966,-1107.130958880829,-524.3532739912822,-27.18842219006244,1
5,0.1000000014901161,23,0.9987706509731328,1.004734572441901,1.0024776976439,-0.0001034240286709048,100741.4606681248,0.001928239650163135,-0.004174623875880236,12525.69994187931,5.569979780034573,4.671452409537462,0.6457030703460712,-569.8349865588002,-259.4284242896901,-29.89435729337865,1
6,0.119999997317791,13,0.9996121851774998,0.004541442947755036,0.001894479182285721,-5.256983674484757e-05,72482.38942290311,0.00198890768719377,-0.004476558008628942,9079.947566924082,6.764411817512809,4.064885176940428,0.1771569927843866,-412.7206148398842,-188.6521345795173,20.97705355759023,1
6,0.119999997317791,15,0.9992420527093737,0.5051139256809681,0.001878337644896711,-0.0001136215364188571,109118.7604919548,0.002002667808768925,-0.004739337491592572,27330.13310231618,17.40958598172045,12.33150824738096,0.7799350713551225,-1250.518503017107,-549.7524514304487,-3.278666648398456,1
6,0.119999997317791,17,0.9989708482771562,1.005725693760561,0.001864440959435008,-0.0001052635866993824,111943.1278750348,0.00199816884552912,-0.004978597344647291,13894.14370351587,7.521681498382017,6.279738886733606,0.7049611705229484,-639.3939361066394,-271.0982397802822,-5.967934318079443,1
6,0.119999997317791,19,0.9991671576933472,0.004584121126510651,1.002946776871285,-7.20954940530111e-05,81781.89462711726,0.00232739581692767,-0.004449070246485067,10244.5892832274,7.685102094146971,4.585485880425234,0.2581775785342076,-458.9782311208568,-226.9706706412009,13.90824827545869,1
6,0.119999997317791,21,0.9987892249439588,0.5051100815979243,1.002934408791527,-0.0001294406108188133,117465.5137534608,0.002320256962927401,-0.004736100111636897,29419.70183810936,18.82042380521483,13.27363198663484,1.138317072147969,-1329.16961607992,-629.0491526982038,-12.39735284931155,1
6,0.119999997317791,23,0.9985186040574549,1.005675128911275,1.002969794912195,-0.0001243787195992549,121084.9017508851,0.002307565007984939,-0.00499973270561034,15027.48942739435,8.129434005319156,6.79196370536304,0.9365306157962261,-683.7600898878354,-310.9971725392982,-17.27825023111961,1
7,0.1400000005960464,13,0.9995532428382576,0.005289058521380375,0.002204223518073251,-6.115516503952467e-05,84444.13019214735,0.002312558124778689,-0.005210374442990964,10582.26513423303,9.272000615334258,5.575713590593538,0.2453160938557063,-481.0897648877303,-219.6767430339517,39.29222245724544,1
7,0.1400000005960464,15,0.9991180101488373,0.5059578882153959,0.002185322415298582,-0.0001325489427008809,127314.7849827221,0.002328814741049669,-0.005517421549791896,31896.48994302868,23.9515698374486,16.94689664567889,1.075565330351788,-1459.748424516099,-640.9268003128306,21.03923812867617,1
7,0.1400000005960464,17,0.9987974114735755,1.006672672248813,0.0021689830651518,-0.0001231231235463311,130843.2981238172,0.002323450512115774,-0.005796396268597871,16207.78235585271,10.37355516400952,8.629283325822499,0.9678699098245468,-746.0240085478654,-315.8602831434864,15.4561589422694,1
7,0.1400000005960464,19,0.9990295573924639,0.005338895939252701,1.003433927299379,-8.402816562536797e-05,95325.51440303146,0.002708504920111293,-0.005177789054810199,11945.45188246896,10.54283281376007,6.292825321043487,0.3563972769942251,-535.225634565661,-264.5550549720814,34.69499271445221,1
7,0.1400000005960464,21,0.9985846892762913,0.5059532710024862,1.003419374217138,-0.0001509810211130497,137051.5188147206,0.00270003212699938,-0.005513573500357857,34334.51614989985,25.90040761353435,18.24122108787804,1.564773501856473,-1551.436322048207,-733.6620901545522,12.72672341014979,1
7,0.1400000005960464,23,0.9982644757333341,1.006613504714029,1.003460800364397,-0.0001454560262512283,141516.5194192373,0.002684858598396957,-0.005821503197199594,17528.00064759731,11.21410954891223,9.332178276114783,1.283964804318612,-797.67399433217,-362.4336170755482,5.055454751002287,1
8,0.1599999964237213,13,0.9994958808198885,0.006033915909798823,0.002512260720629443,-6.968842635221382e-05,96370.16029297204,0.002634032868002488,-0.005940613311254157,12081.21357807857,12.19423448325734,7.337729495818266,0.3258361798407491,-549.3341837050447,-250.5657666254429,62.05117546586942,1
8,0.1599999964237213,15,0.9989945906232677,0.5067993832325841,0.002490573076304457,-0.000151471720701087,145515.6102082208,0.002652838574189828,-0.006292070077316114,36466.44128968388,31.61808703287278,22.34520138397934,1.423012979978779,-1669.246477587668,-731.9299737790703,52.83343838550547,1
8,0.1599999964237213,17,0.9986233686172172,1.007617523805235,0.0024717456457116,-0.0001411034676175739,149835.6920136327,0.002646574704036029,-0.006610723095603843,18520.78667693482,13.72753963904939,11.37689572538699,1.275132678394968,-852.6819680554629,-360.472001276516,43.4956674493132,1
8,0.1599999964237213,19,0.9988923092690694,0.006090929457409367,1.003919995654114,-9.593523769695267e-05,108842.4323861748,0.003087741239494018,-0.005902792008358363,13644.20280606104,13.87718744143117,8.285447009069046,0.4719717654802076,-611.390687446915,-302.0649646325875,61.18615508233135,1
8,0.1599999964237213,21,0.9983793947898885,0.5067939510608115,1.003903223018485,-0.0001725094720169066,156641.9317816925,0.003077890906473656,-0.006287592555949392,39252.94869921685,34.20097498804494,24.051240819194,2.063805342832306,-1773.937576275132,-838.1952546738896,45.90771398768345,1
8,0.1599999964237213,23,0.9980082618446632,1.00754969635857,1.003950739968817,-0.000166666250796661,162043.5034475859,0.003060135952238034,-0.006639924079746781,20027.15798753747,14.84294596516493,12.30222256236266,1.689203537129669,-911.5739075087395,-413.7343007217771,34.73655785610791,1
9,0.1800000071525574,13,0.9994400868647112,0.006775958184556769,0.002818563702986611,-7.816865372065178e-05,108259.7209233762,0.002953328467904462,-0.00666723922265967,13576.69968267127,15.53831093572187,9.35556155831862,0.4191940662263569,-617.4496750540704,-281.3167669642156,88.975464995011,1
9,0.1800000071525574,15,0.9988717895181529,0.5076383796180058,0.002794056907170509,-0.0001703894796569835,163721.869917623,0.002974733114085111,-0.007063260968358917,41040.11416657224,40.44107169305358,28.54542643836395,1.823937003694669,-1879.020932685843,-822.7576675846193,91.35313206398988,1
9,0.1800000071525574,17,0.9984487069326884,1.008560253871224,0.002772690248454707,-0.0001592129072711794,168926.4033072443,0.002967533807635089,-0.007421572694639173,20833.11126379695,17.60098510267636,14.5320192650098,1.627825487768265,-959.3674958620866,-404.9276345213375,77.41633065075396,1
9,0.1800000071525574,19,0.9987554120914004,0.006840167558872601,1.004405001918984,-0.0001078160562016997,122332.0182668304,0.00346511611860879,-0.006624046238312438,15340.76690347711,17.69755603961424,10.56901925182106,0.6054789772370672,-687.4683832274585,-339.5017733254409,93.02410841906871,1
