contact_pressure,id,x,y,z
58319.88666932069,25,0.0041200000000000004,0,0
59057.30409625373,26,0.0038063836739465019,0.00157665574134417,0
59806.02788581973,27,0.0029132799384885763,0.0029132799384885759,0
59143.22708353949,28,0.0015766557413441702,0.0038063836739465019,0
58319.88666933108,29,2.522772406243548e-19,0.0041200000000000004,0
59057.30409624817,48,-0.0015766557413441698,0.0038063836739465019,0
59806.02788582523,49,-0.0029132799384885759,0.0029132799384885763,0
59143.22708354343,50,-0.0038063836739465019,0.0015766557413441705,0
58319.88666932966,51,-0.0041200000000000004,5.0455448124870961e-19,0
59057.30409624516,70,-0.0038063836739465019,-0.0015766557413441696,0
59806.02788582169,71,-0.0029132799384885767,-0.0029132799384885754,0
59143.22708354577,72,-0.0015766557413441707,-0.0038063836739465019,0
58319.88666932983,73,-7.5683172187306446e-19,-0.0041200000000000004,0
59057.30409625287,87,0.0015766557413441694,-0.0038063836739465019,0
59806.0278858183,88,0.0029132799384885754,-0.0029132799384885767,0
59143.2270835484,89,0.0038063836739465019,-0.0015766557413441709,0
82037.32718928062,114,0.0041200000000000004,0,0.00062500000000000001
83148.08665774894,115,0.0038063836739465019,0.00157665574134417,0.00062500000000000001
84229.21250775966,116,0.0029132799384885763,0.0029132799384885759,0.00062500000000000001
83558.2923441115,117,0.0015766557413441702,0.0038063836739465019,0.00062500000000000001
82037.32718926614,118,2.522772406243548e-19,0.0041200000000000004,0.00062500000000000001
83148.08665775546,137,-0.0015766557413441698,0.0038063836739465019,0.00062500000000000001
84229.21250776555,138,-0.0029132799384885759,0.0029132799384885763,0.00062500000000000001
83558.29234410284,139,-0.0038063836739465019,0.0015766557413441705,0.00062500000000000001
82037.32718926453,140,-0.0041200000000000004,5.0455448124870961e-19,0.00062500000000000001
83148.08665775003,159,-0.0038063836739465019,-0.0015766557413441696,0.00062500000000000001
84229.21250776818,160,-0.0029132799384885767,-0.0029132799384885754,0.00062500000000000001
83558.29234410147,161,-0.0015766557413441707,-0.0038063836739465019,0.00062500000000000001
82037.32718927444,162,-7.5683172187306446e-19,-0.0041200000000000004,0.00062500000000000001
83148.08665775863,176,0.0015766557413441694,-0.0038063836739465019,0.00062500000000000001
84229.21250776185,177,0.0029132799384885754,-0.0029132799384885767,0.00062500000000000001
83558.2923441039,178,0.0038063836739465019,-0.0015766557413441709,0.00062500000000000001
90021.70817545221,203,0.0041200000000000004,0,0.00125
90990.66462562156,204,0.0038063836739465019,0.00157665574134417,0.00125
91948.01425352176,205,0.0029132799384885763,0.0029132799384885759,0.00125
91179.69351481377,206,0.0015766557413441702,0.0038063836739465019,0.00125
90021.70817545005,207,2.522772406243548e-19,0.0041200000000000004,0.00125
90990.66462561401,226,-0.0015766557413441698,0.0038063836739465019,0.00125
91948.01425352202,227,-0.0029132799384885759,0.0029132799384885763,0.00125
91179.69351481121,228,-0.0038063836739465019,0.0015766557413441705,0.00125
90021.70817545771,229,-0.0041200000000000004,5.0455448124870961e-19,0.00125
90990.66462561319,248,-0.0038063836739465019,-0.0015766557413441696,0.00125
91948.01425351814,249,-0.0029132799384885767,-0.0029132799384885754,0.00125
91179.69351482164,250,-0.0015766557413441707,-0.0038063836739465019,0.00125
90021.70817546372,251,-7.5683172187306446e-19,-0.0041200000000000004,0.00125
90990.66462561942,265,0.0015766557413441694,-0.0038063836739465019,0.00125
91948.01425351446,266,0.0029132799384885754,-0.0029132799384885767,0.00125
91179.69351481316,267,0.0038063836739465019,-0.0015766557413441709,0.00125
92174.57808474058,292,0.0041200000000000004,0,0.0018749999999999999
92954.88094140132,293,0.0038063836739465019,0.00157665574134417,0.0018749999999999999
93708.36732369283,294,0.0029132799384885763,0.0029132799384885759,0.0018749999999999999
92975.66998815107,295,0.0015766557413441702,0.0038063836739465019,0.0018749999999999999
92174.57808473968,296,2.522772406243548e-19,0.0041200000000000004,0.0018749999999999999
92954.88094140012,315,-0.0015766557413441698,0.0038063836739465019,0.0018749999999999999
93708.36732368892,316,-0.0029132799384885759,0.0029132799384885763,0.0018749999999999999
92975.66998816168,317,-0.0038063836739465019,0.0015766557413441705,0.0018749999999999999
92174.57808473699,318,-0.0041200000000000004,5.0455448124870961e-19,0.0018749999999999999
92954.88094138923,337,-0.0038063836739465019,-0.0015766557413441696,0.0018749999999999999
