stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,e11,e22,e33,e12_engineering,e13_engineering,e23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,pe11,pe22,pe33,pe12_engineering,pe13_engineering,pe23_engineering,peeq,ce11,ce22,ce33,ce12_engineering,ce13_engineering,ce23_engineering,ceeq,ivol_m3
1,0.1,1,1,0.5,0.5,0.5,600,200829703.4066373,0.001185968518257141,0.001185998320579529,-1.328220506453534e-09,1.328220506453534e-09,7.969323038721202e-09,0.0015,-0.0005491702965909908,-0.0005491702965909906,-2.710505431213761e-20,2.710505431213761e-20,1.626303258728257e-19,0.001004148517029629,-0.0003012445551058052,-0.0003012445551058051,-1.726686658389594e-20,1.726686658389594e-20,1.036011995033756e-19,0.000414851702725641,-0.0002074258513628206,-0.0002074258513628205,-8.231071340850345e-21,8.231071340850345e-21,4.938642804510206e-20,0.000414851702725641,8.099978024473003e-05,-4.049989012236502e-05,-4.049989012236501e-05,-1.607116387391328e-21,1.607116387391328e-21,9.642698324347966e-21,8.099978024473003e-05,1
2,0.2,1,1,0.5,0.5,0.5,600,201657415.4336041,0.000833556056022644,0.000833556056022644,-1.512475438229903e-09,1.822828573864048e-10,3.088986015583677e-09,0.002,-0.000798342584564729,-0.0007983425845647289,-4.065758146820642e-20,1.355252715606881e-20,1.219727444046192e-19,0.00100828707716552,-0.0003024861231474888,-0.0003024861231474888,-1.966218069698874e-20,2.369677146023262e-21,4.015681820258779e-20,0.0008287077163852935,-0.0004143538581926468,-0.0004143538581926467,-1.754310761207754e-20,9.353353750666986e-21,6.840475329611776e-20,0.0008287077163852935,0.0001630052064491868,-8.150260322459344e-05,-8.150260322459342e-05,-3.452293159140134e-21,1.829496259378557e-21,1.341117290591371e-20,0.0001630052064491869,1
3,0.3,1,1,0.5,0.5,0.5,600,202483124.5464607,0.0008328109979629517,0.0008327662944793701,3.657996894657559e-10,1.448613555997636e-09,-1.356760845278649e-09,0.0025,-0.001047516875451874,-0.001047516875451874,-1.355252715606881e-20,4.065758146820642e-20,5.421010862427522e-20,0.001012415622729805,-0.0003037246868167764,-0.0003037246868167763,4.755395963054825e-21,1.883197622796927e-20,-1.763789098862243e-20,0.001241562272814037,-0.0006207811364070185,-0.0006207811364070185,-1.530555716620631e-20,1.821433969860902e-20,6.010561876506434e-20,0.001241562272814037,0.0002460221044561579,-0.0001230110522280789,-0.0001230110522280789,-3.002365952917318e-21,3.611265541628129e-21,1.174238084783331e-20,0.000246022104456158,1
4,0.4,1,1,0.5,0.5,0.5,600,203306819.288894,0.0008322298526763916,0.0008322298526763916,-1.767079945084955e-09,-4.071949983256043e-10,3.801195588491053e-09,0.003,-0.001296693180709442,-0.001296693180709442,-5.421010862427522e-20,1.355252715606881e-20,1.490777987167569e-19,0.001016534096441973,-0.0003049602289304283,-0.0003049602289304283,-2.297203928610442e-20,-5.293534978232857e-21,4.941554265038369e-20,0.001653409644030903,-0.0008267048220154517,-0.0008267048220154517,-2.604450678917183e-20,1.573972241493431e-20,8.320635512132561e-20,0.001653409644030903,0.0003300562595271237,-0.0001650281297635619,-0.0001650281297635619,-5.19356254899897e-21,3.106339719367358e-21,1.645590094504756e-20,0.0003300562595271238,1
5,0.5,1,1,0.5,0.5,0.5,600,204128488.2866895,0.0008313804864883423,0.00083141028881073,-4.642913416505314e-10,1.07509809798789e-09,4.316832433848126e-10,0.003500000000000001,-0.001545871511711648,-0.001545871511711648,-4.065758146820642e-20,4.065758146820642e-20,1.084202172485504e-19,0.001020642441430954,-0.0003061927324271247,-0.0003061927324271243,-6.035787441456908e-21,1.397627527384257e-20,5.611882164002565e-21,0.002064244142929037,-0.001032122071464518,-0.001032122071464518,-2.884784260415057e-20,2.223103666600532e-20,8.581280712321908e-20,0.002064244142929037,0.0004151134156400104,-0.0002075567078200052,-0.0002075567078200052,-5.773951422598934e-21,4.450269528358533e-21,1.69955279613288e-20,0.0004151134156400105,1
6,0.6000000000000001,1,1,0.5,0.5,0.5,600,204948120.24876,0.0008305013179779053,0.0008305460214614868,-2.979320880259136e-10,2.091660164475799e-11,2.770077288329909e-10,0.004,-0.001795051879749579,-0.001795051879749579,-4.065758146820642e-20,2.710505431213761e-20,1.084202172485504e-19,0.001024740601241309,-0.0003074221803702332,-0.0003074221803702332,-3.873117144336879e-21,2.71915821381855e-22,3.601100474828882e-21,0.002474060123964723,-0.001237030061982361,-0.001237030061982361,-3.063508511394251e-20,2.23565117025064e-20,8.747452806033471e-20,0.002474060123964722,0.0005011992747939694,-0.0002505996373969848,-0.0002505996373969847,-6.149379209927022e-21,4.476626788249356e-21,1.734458871338684e-20,0.0005011992747939695,1
7,0.7000000000000001,1,1,0.5,0.5,0.5,600,205765703.9685068,0.0008295774459838867,0.0008295327425003052,-8.613659978640706e-10,6.833552272101357e-10,2.857662474621896e-09,0.0045,-0.002044234296029834,-0.002044234296029834,-5.421010862427522e-20,4.065758146820642e-20,1.626303258728257e-19,0.001028828519840045,-0.0003086485559498566,-0.0003086485559498568,-1.119775797223292e-20,8.883617953731768e-21,3.714961217008466e-20,0.002882851983838613,-0.001441425991919306,-0.001441425991919306,-3.576887662792041e-20,2.642934865588408e-20,1.045063628418396e-19,0.002882851983838612,0.000588319496321342,-0.000294159748160671,-0.000294159748160671,-7.243474024121892e-21,5.344614858590568e-21,2.097435086090139e-20,0.0005883194963213421,1
8,0.8,1,1,0.5,0.5,0.5,600,206581228.3251682,0.0008288174867630005,0.0008288472890853882,7.874177810387257e-10,1.110598509006458e-09,-2.18621312130429e-09,0.005,-0.002293418771673174,-0.002293418771673174,-2.710505431213761e-20,5.421010862427522e-20,8.131516293641283e-20,0.001032906141623355,-0.0003098718424848514,-0.0003098718424848515,1.023643115350344e-20,1.443778061708395e-20,-2.842077057695576e-20,0.003290614162169676,-0.001645307081084838,-0.001645307081084838,-3.110612204575395e-20,3.300584262327446e-20,9.156053472565603e-20,0.003290614162169676,0.0006764796962069701,-0.0003382398481034851,-0.0003382398481034851,-6.235363419887099e-21,6.766485383916814e-21,1.817539878771255e-20,0.0006764796962069702,1
9,0.9,1,1,0.5,0.5,0.5,600,207394682.2851512,0.0008277744054794312,0.0008277744054794312,-1.643767537558656e-10,7.156715328626358e-10,-6.521921208170331e-11,0.005500000000000001,-0.002542605317713194,-0.002542605317713194,-4.065758146820642e-20,5.421010862427522e-20,1.084202172485504e-19,0.001036973411423273,-0.0003110920234248297,-0.0003110920234248297,-2.136897798826253e-21,9.303729927214266e-21,-8.478497570621446e-22,0.003697341142161721,-0.00184867057108086,-0.00184867057108086,-3.20732123283924e-20,3.721640749438977e-20,9.11768255648143e-20,0.00369734114216172,0.0007656854464150076,-0.0003828427232075038,-0.0003828427232075038,-6.447471340987768e-21,7.689971202671192e-21,1.809124144079828e-20,0.0007656854464150077,1
10,1,1,1,0.5,0.5,0.5,600,208206054.9033514,0.0008268356323242188,0.0008268058300018311,-1.060708543700345e-10,1.134533770335972e-09,-1.387519992005341e-09,0.006,-0.002791793945094995,-0.002791793945094996,-4.065758146820642e-20,6.776263578034403e-20,8.131516293641283e-20,0.001041030274514277,-0.0003123090823521334,-0.0003123090823521334,-1.378921106810449e-21,1.474893901436764e-20,-1.803775989606943e-20,0.004103027451262337,-0.002051513725631168,-0.002051513725631168,-3.269324463387949e-20,4.384827251944518e-20,8.306614120517605e-20,0.004103027451262336,0.000855942274223387,-0.0004279711371116935,-0.0004279711371116935,-6.585415727516478e-21,9.165424246531209e-21,1.62867816273062e-20,0.0008559422742233871,1
