increment,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,hfl1_w_m2,hfl2_w_m2,hfl3_w_m2,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,le11,le22,le33,le12_engineering,le13_engineering,le23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,pe11,pe22,pe33,pe12_engineering,pe13_engineering,pe23_engineering,peeq,ce11,ce22,ce33,ce12_engineering,ce13_engineering,ce23_engineering,ceeq,ivol_m3
1,0.01999999955296516,1,1,0.2145931460302993,0.01319610647921036,0.2113165706772037,300,0.001018779033841177,-0.02665737694616865,1.685081685853795e-06,-16067.97211077553,-1574.607900198083,-2502.714423908852,-581.2757922874391,-1562.610410366714,260.3742889649869,-0.0001169453074825226,6.410204151344408e-05,5.250849854619809e-05,-1.451338030684833e-05,-3.903573683932084e-05,6.506132231536188e-06,-0.0001169449022587225,6.410137233841489e-05,5.250777501305952e-05,-1.452220687731452e-05,-3.903921675232842e-05,6.505017652641924e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781249738462995
1,0.01999999955296516,1,2,0.7918616879465505,0.01316414801815066,0.2112939090589237,299.9998221861387,0.001014786194576539,-0.09878373370500348,6.407116129730772e-06,-19971.43704363098,133.2914479158353,-307.1488391663879,18.40451370603673,-1539.170309375095,-100.1563564445689,-0.0001657057280225812,8.543619428721124e-05,7.993476631250555e-05,4.736849147397303e-07,-3.844875616293418e-05,-2.501191676895678e-06,-0.0001657056850449833,8.543588169526725e-05,7.993404844246798e-05,4.598061007558176e-07,-3.845360489588779e-05,-2.502239638506813e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812497384629947
1,0.01999999955296516,1,3,0.2236041798941463,0.0492814241775409,0.2113164357759383,300,-0.003490189077415273,-0.02553142138988385,-2.294669108060532e-06,-15999.41760449857,-1668.601077577798,-2477.275752805406,-415.2579786467728,-1588.693638046804,267.1637738605254,-0.0001160888483743599,6.292779788621226e-05,5.282628306542983e-05,-1.036620758553235e-05,-3.968733882722226e-05,6.675683330888326e-06,-0.0001160885422178165,6.292724089764234e-05,5.282554641292611e-05,-1.037452849985854e-05,-3.969086272386932e-05,6.674641616948793e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812497384629948
1,0.01999999955296516,1,4,0.8008732623992767,0.04925199525123228,0.2112934056005474,300.0003423240668,-0.003493867494327589,-0.0976579019727235,-8.441630245243254e-06,-19931.87589394441,10.30540857603773,-223.7182026640512,184.416533554085,-1566.701165535258,-92.25076350090363,-0.0001652115170724533,8.389978413932229e-05,8.097696551032853e-05,4.620533979313783e-06,-3.913649415781514e-05,-2.303744865356387e-06,-0.0001652115713773621,8.389958112389831e-05,8.097623534621571e-05,4.607341044295992e-06,-3.914142861816671e-05,-2.304732232268668e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812497384629947
1,0.01999999955296516,1,5,0.2145932695355997,0.01319636127366633,0.7886829412352356,300,0.001023379900695343,-0.02672220836885231,1.685109723426059e-06,-16033.10412434372,-1597.554375152569,-2514.635935385711,-547.35210693331,1487.281517889964,-246.4832535374578,-0.0001165096784985318,6.381537437794127e-05,5.23595366970355e-05,-1.366602642885646e-05,3.715402710316963e-05,-6.159018101706616e-06,-0.0001165093429948808,6.381473262210593e-05,5.235885546552685e-05,-1.367468013821719e-05,3.715724992195093e-05,-6.15797328421082e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812497384629948
1,0.01999999955296516,1,6,0.7918621488746066,0.01316509892400582,0.7887042693735008,299.9998211985398,0.001019464259698899,-0.09902250762073628,6.407505318412055e-06,-19948.48004701012,134.1655075419694,-330.9798954138532,29.1126063191382,1510.624545523377,88.92542434520365,-0.0001654189058451876,8.544710993300874e-05,7.96370284890723e-05,7.409953267214116e-07,3.773606832012663e-05,2.220628491958674e-06,-0.0001654189138955241,8.544680015676679e-05,7.963635883150929e-05,7.273299478731361e-07,3.774043656232569e-05,2.221653518224338e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812497384629947
1,0.01999999955296516,1,7,0.223604295740091,0.04928168486756442,0.7886830359962294,300,-0.003496462198251393,-0.0255935385371231,-2.294639558364509e-06,-15966.2983292758,-1690.952034362592,-2488.044071245007,-379.8553450251151,1504.699500366352,-250.5567278965234,-0.0001156750611336906,6.264857160556742e-05,5.269172210498436e-05,-9.48190329952776e-06,3.758915449673107e-05,-6.26071181823921e-06,-0.0001156748272714845,6.264804019581208e-05,5.269103216842437e-05,-9.490052703210793e-06,3.75924091841527e-05,-6.259742251948143e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812497384629946
1,0.01999999955296516,1,8,0.8008736947422281,0.04925296815964511,0.7887046230263441,300.0003435114781,-0.003500059809106003,-0.09789396552568358,-8.441227312449301e-06,-19910.66756424773,11.77500930335373,-246.3961131542455,196.6034338327152,1526.589150312189,85.96862896921381,-0.0001649465361229392,8.3918140384662e-05,8.069362831515162e-05,4.924792134536603e-06,3.813485076736419e-05,2.146831375062234e-06,-0.0001649466441627735,8.391793889170301e-05,8.06929503638225e-05,4.911810527973414e-06,3.813929652303795e-05,2.147783528571104e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812497384629946
1,0.01999999955296516,2,1,0.2300739449740766,0.075697706407681,0.2113163337888328,300,-0.006955720667252974,-0.02736609800883194,-5.46368306264533e-06,-16232.05237571686,-2070.960241950816,-2732.54266348388,-413.1352309954015,-1608.150709457073,246.9330616516319,-0.0001152906462396625,6.160583564928506e-05,5.334177238115377e-05,-1.031383975155255e-05,-4.017342651308345e-05,6.170193556632314e-06,-0.0001152925368825462,6.160310568842222e-05,5.333883860610479e-05,-1.032149518770178e-05,-4.017696522460254e-05,6.169210990263271e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781249732001445
1,0.01999999955296516,2,2,0.8073433637753799,0.0756701190324916,0.2112930249794877,300.0003423240668,-0.006959514315554294,-0.1066863591175192,-2.025365312390941e-05,-20165.76558378455,-455.0970180877484,-414.6866784661543,6.394602025193573,-1586.535339614167,-138.5604252388942,-0.0001644291282791354,8.179043709214763e-05,8.229565297771478e-05,1.714396923563647e-07,-3.963196443757952e-05,-3.460753783859493e-06,-0.0001644312429006742,8.178792883810648e-05,8.229272147454851e-05,1.597585195037412e-07,-3.96369525419296e-05,-3.461702278071708e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781249732001445
1,0.01999999955296516,2,3,0.2387386380216343,0.1117830139091734,0.2113161900561441,300,-0.01191440069835015,-0.02617543504151776,-1.014506436192164e-05,-16180.5636153603,-2155.205242072232,-2699.78642371716,-245.9855232849677,-1635.223567887638,253.746044368658,-0.0001146473837670795,6.055337883077619e-05,5.375096672716955e-05,-6.138343235097874e-06,-4.084974216462478e-05,6.340328517957944e-06,-0.0001146493564510978,6.055074522856365e-05,5.374801863451501e-05,-6.145538323402778e-06,-4.085333547105949e-05,6.339422008476974e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812497320014448
1,0.01999999955296516,2,4,0.8160084350122895,0.1117579282104553,0.2112924885617907,300.0009143028279,-0.01191785965276051,-0.1054958692912428,-3.772138874391218e-05,-20144.96236094204,-570.0311062310357,-320.5457865891512,173.5384989411797,-1613.188443095718,-130.9946335066533,-0.0001641693000157885,8.035462035722694e-05,8.347164144896129e-05,4.346626102948855e-06,-4.029776124292924e-05,-3.271800795600556e-06,-0.0001641714958472527,8.035220671676378e-05,8.346869654246971e-05,4.335573468569708e-06,-4.030285531085351e-05,-3.27268508729558e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812497320014449
1,0.01999999955296516,2,5,0.2300740588205447,0.0756979707113017,0.7886831070521918,300,-0.006970653130351501,-0.02743742193572984,-5.463647551051665e-06,-16198.22545882384,-2095.483337771147,-2741.84648455563,-365.8132187231517,1518.020381381839,-234.0649829653212,-0.0001148680117975873,6.129947131777291e-05,5.322550227067703e-05,-9.131721770783043e-06,3.792194763252561e-05,-5.848632224220441e-06,-0.0001148699823123599,6.129677134979498e-05,5.322261837454576e-05,-9.139233581100075e-06,3.792520919485629e-05,-5.847723491083608e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812497320014452
1,0.01999999955296516,2,6,0.8073437886561832,0.07567110542703263,0.7887048882108061,300.0003435114781,-0.006974355937634204,-0.1069623091679523,-2.025317027696629e-05,-20139.97322736727,-463.5505229844712,-432.0255091714207,60.37001505559389,1539.530192996153,117.1051327100885,-0.000164106855425141,8.168481316884335e-05,8.207900404712159e-05,1.51984505101789e-06,3.845812270978838e-05,2.924782217660491e-06,-0.0001641090535387974,8.168233043691712e-05,8.207613051386112e-05,1.508244641221709e-06,3.846260699864305e-05,2.925677403043518e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812497320014451
