increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.03999999910593033,11.36924457550049,11.36886215209961,0,0.0003825023595709354,0,10.94404792785645,13148.46457684861
2,0.07999999821186066,46.48446273803711,46.47459411621094,0,0.009869463741779327,0,44.80960083007812,13799.06512265329
3,0.119999997317791,107.0949249267578,107.0295867919922,0,0.06533748656511307,0,103.3397064208984,14451.8649429246
4,0.1599999964237213,195.0765991210938,194.4182891845703,0.4027713239192963,0.2555351555347443,0,187.9999542236328,15106.94384089596
5,0.2000000029802322,357.5873107910156,301.763916015625,55.13974380493164,0.683676540851593,0.8884505033493042,341.970947265625,15766.13671729532
6,0.239999994635582,661.695068359375,431.4005126953125,228.7659301757812,1.528615474700928,0.8884505033493042,631.9620971679688,16430.28278285845
7,0.2800000011920929,1382.692749023438,574.9674682617188,804.65771484375,3.067584991455078,0.8884505033493042,1335.46923828125,17103.42045686525
8,0.3199999928474426,2328.4111328125,740.1137084960938,1582.63427734375,5.663105487823486,0.8884505033493042,2263.3154296875,17783.87398239965
9,0.3600000143051147,3413.416259765625,929.6179809570312,2473.983154296875,9.814999580383301,0.8884505033493042,3329.92236328125,18470.8371893715
10,0.4000000059604645,4630.77783203125,1142.563842773438,3472.0595703125,16.15434837341309,0.8884505033493042,4527.67529296875,19164.34234853338
