effective_creep_strain,effective_plastic_strain,id,vonmises_stress,x,y,z
3.304238572243342e-05,0.002465126778857435,641,50302535.5771487,0.0043751795783650372,0.00087821835354297761,-0.00078125000000000026
3.304238540486881e-05,0.002465126769819559,642,50302535.39639118,0.0037060592496129747,0.0024856767001764967,-0.00078125000000000026
3.30423854165319e-05,0.002465126770110503,643,50302535.40221006,0.0024727249956180931,0.0037147133019235414,-0.00078125000000000026
3.304238573409628e-05,0.002465126779148368,644,50302535.58296736,0.00086294077634826061,0.0043782184774126638,-0.00078125000000000026
3.304238572243323e-05,0.002465126778857418,645,50302535.57714836,-0.0008782183535429775,0.0043751795783650372,-0.00078125000000000026
3.304238540486881e-05,0.002465126769819546,646,50302535.39639094,-0.0024856767001764967,0.0037060592496129747,-0.00078125000000000026
3.304238541653177e-05,0.002465126770110495,647,50302535.40220989,-0.0037147133019235414,0.0024727249956180935,-0.00078125000000000026
3.304238573409633e-05,0.002465126779148369,648,50302535.58296738,-0.0043782184774126638,0.00086294077634826093,-0.00078125000000000026
3.304238572243338e-05,0.002465126778857424,649,50302535.57714847,-0.004375179578365038,-0.0008782183535429762,-0.00078125000000000026
3.304238540486886e-05,0.002465126769819551,650,50302535.396391,-0.0037060592496129755,-0.0024856767001764958,-0.00078125000000000026
3.304238541653178e-05,0.002465126770110496,651,50302535.40220992,-0.0024727249956180927,-0.0037147133019235423,-0.00078125000000000026
3.304238573409623e-05,0.002465126779148366,652,50302535.58296731,-0.00086294077634826007,-0.0043782184774126638,-0.00078125000000000026
3.30423857224333e-05,0.002465126778857424,653,50302535.57714848,0.00087821835354297772,-0.0043751795783650363,-0.00078125000000000026
3.304238540486879e-05,0.002465126769819557,654,50302535.39639114,0.0024856767001764967,-0.0037060592496129747,-0.00078125000000000026
3.304238541653182e-05,0.002465126770110508,655,50302535.40221016,0.0037147133019235414,-0.0024727249956180927,-0.00078125000000000026
3.304238573409649e-05,0.002465126779148383,656,50302535.58296766,0.0043782184774126638,-0.00086294077634825996,-0.00078125000000000026
2.863419876448915e-06,0.001044950430547943,657,21899008.61095887,0.0041018435427266388,0.00082335232601593762,-0.00078125000000000026
2.863419860298599e-06,0.001044950428885214,658,21899008.57770427,0.0034745260005231669,0.0023303859280068948,-0.00078125000000000026
2.863419860909917e-06,0.001044950428938048,659,21899008.57876095,0.002318243371396671,0.0034826393974598437,-0.00078125000000000026
2.863419877060199e-06,0.001044950430600774,660,21899008.61201548,0.00080902920390352477,0.0041046925888542866,-0.00078125000000000026
2.863419876448915e-06,0.001044950430547944,661,21899008.61095889,-0.00082335232601593751,0.0041018435427266388,-0.00078125000000000026
2.863419860298595e-06,0.001044950428885209,662,21899008.57770418,-0.0023303859280068943,0.0034745260005231669,-0.00078125000000000026
2.863419860909899e-06,0.001044950428938045,663,21899008.57876091,-0.0034826393974598437,0.0023182433713966714,-0.00078125000000000026
2.863419877060169e-06,0.001044950430600768,664,21899008.61201536,-0.0041046925888542866,0.00080902920390352499,-0.00078125000000000026
2.863419876448901e-06,0.00104495043054794,665,21899008.61095881,-0.0041018435427266388,-0.00082335232601593643,-0.00078125000000000026
2.863419860298598e-06,0.001044950428885212,666,21899008.57770423,-0.0034745260005231674,-0.0023303859280068935,-0.00078125000000000026
2.863419860909912e-06,0.001044950428938047,667,21899008.57876093,-0.0023182433713966706,-0.0034826393974598446,-0.00078125000000000026
2.863419877060201e-06,0.001044950430600774,668,21899008.61201548,-0.00080902920390352445,-0.0041046925888542866,-0.00078125000000000026
2.863419876448926e-06,0.001044950430547946,669,21899008.61095893,0.00082335232601593784,-0.0041018435427266388,-0.00078125000000000026
2.863419860298599e-06,0.001044950428885213,670,21899008.57770426,0.0023303859280068943,-0.0034745260005231665,-0.00078125000000000026
2.863419860909919e-06,0.001044950428938051,671,21899008.57876102,0.0034826393974598446,-0.002318243371396671,-0.00078125000000000026
2.863419877060211e-06,0.001044950430600774,672,21899008.61201548,0.0041046925888542866,-0.00080902920390352401,-0.00078125000000000026
