increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.01999999955296516,2.83921217918396,2.839200258255005,0,1.193939988297643e-05,0,2.739720821380615,12824.73495271552
2,0.03999999910593033,11.59380435943604,11.59349632263184,0,0.0003078659356106073,0,11.22006797790527,13149.98099386167
3,0.05999999865889549,26.67562294006348,26.67358589172363,0,0.002037040190771222,0,25.87296485900879,13475.74738199384
4,0.07999999821186066,48.40134048461914,48.39335632324219,0,0.007981502451002598,0.08305864781141281,46.96579742431641,13802.04202723815
5,0.1000000014901161,75.73790740966797,75.71492767333984,0,0.02298466302454472,2.506211042404175,74.34674072265625,14128.84707256323
6,0.119999997317791,109.2296447753906,109.174934387207,0,0.05471006408333778,5.435814380645752,107.819465637207,14456.1673533411
7,0.1400000005960464,148.9124603271484,148.7981414794922,0,0.1143240928649902,8.860251426696777,147.3943939208984,14784.00646939892
8,0.1599999964237213,195.223876953125,194.5509643554688,0.4562409222126007,0.2166737467050552,12.69737529754639,193.4174346923828,15112.39114461209
9,0.1800000071525574,259.2655334472656,245.5748748779297,13.31614589691162,0.3745311200618744,14.97318553924561,255.0945129394531,15441.77956034489
10,0.2000000029802322,356.7313842773438,301.0853576660156,55.04632949829102,0.5996870398521423,15.00342845916748,347.2874755859375,15772.61450740732
11,0.2199999988079071,480.8892211914062,362.6205139160156,117.3517608642578,0.9169657230377197,15.00922966003418,465.6391296386719,16104.51082093785
12,0.239999994635582,656.6312866210938,429.5717468261719,225.7034759521484,1.356064319610596,15.00922966003418,634.8478393554688,16437.80428854602
13,0.2599999904632568,955.9447021484375,499.0451049804688,454.9472045898438,1.952398896217346,15.00922966003418,927.3917236328125,16773.56898624693
14,0.2800000011920929,1365.732299804688,570.96435546875,792.0296630859375,2.738307952880859,15.00922966003418,1330.139892578125,17111.81871483595
15,0.300000011920929,1814.57470703125,649.5673217773438,1161.247192382812,3.760070323944092,15.28856372833252,1772.2666015625,17451.71565118842
16,0.3199999928474426,2300.085205078125,734.6014404296875,1560.411010742188,5.072658061981201,15.80379867553711,2251.20703125,17793.25547299025
17,0.3400000035762787,2820.40234375,825.7451171875,1987.919189453125,6.737907886505127,16.76774978637695,2765.06640625,18136.42900869729
18,0.3600000143051147,3374.35009765625,922.6156005859375,2442.909423828125,8.82509708404541,18.76064109802246,3312.781494140625,18481.22211031721
19,0.3799999952316284,3961.337158203125,1025.3662109375,2924.5595703125,11.41152763366699,21.04385757446289,3893.326416015625,18827.63639630732
20,0.4000000059604645,4580.73779296875,1133.899047851562,3432.256103515625,14.58291435241699,23.56315994262695,4505.9912109375,19175.67246392958
