increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.01999999955296516,2.818771839141846,2.818759918212891,0,1.178671300294809e-05,0,2.808921575546265,12824.73479614977
2,0.03999999910593033,11.36575889587402,11.3654613494873,0,0.0002980909775942564,0,11.39709186553955,13149.9799618713
3,0.05999999865889549,25.83586502075195,25.83392906188965,0,0.001935496693477035,0,26.0562629699707,13475.74444512738
4,0.07999999821186066,46.44891357421875,46.44144439697266,0,0.007470933720469475,0,47.01547241210938,13802.03686435447
5,0.1000000014901161,73.41782379150391,73.39618682861328,0,0.02164018154144287,0,74.45846557617188,14128.86550806929
6,0.119999997317791,106.9377670288086,106.885627746582,0,0.05214069411158562,0,108.5361328125,14456.23834338597
7,0.1400000005960464,147.1842346191406,147.0737915039062,0,0.1104491204023361,0,149.3756103515625,14784.16303219783
8,0.1599999964237213,194.6215209960938,194.0254058837891,0.3838478028774261,0.2122633308172226,0,197.3615875244141,15112.66592108914
9,0.1800000071525574,259.4646606445312,245.4799652099609,13.61470985412598,0.369991272687912,0.8446362614631653,261.8850402832031,15442.19793301179
10,0.2000000029802322,357.1573486328125,301.0651245117188,55.49698638916016,0.5952528119087219,0.8446362614631653,357.1012573242188,15773.1599029528
