contact_pressure,id,x,y,z
53234.91879428022,25,0.0041200000000000004,0,0
53234.91775141603,26,0.0038063836739465019,0.00157665574134417,0
53234.91652468351,27,0.0029132799384885763,0.0029132799384885759,0
53234.91767461642,28,0.0015766557413441702,0.0038063836739465019,0
53234.91879428551,29,2.522772406243548e-19,0.0041200000000000004,0
53234.91775141605,48,-0.0015766557413441698,0.0038063836739465019,0
53234.91652468262,49,-0.0029132799384885759,0.0029132799384885763,0
53234.91767462478,50,-0.0038063836739465019,0.0015766557413441705,0
53234.91879427542,51,-0.0041200000000000004,5.0455448124870961e-19,0
53234.91775140833,70,-0.0038063836739465019,-0.0015766557413441696,0
53234.91652467247,71,-0.0029132799384885767,-0.0029132799384885754,0
53234.91767462689,72,-0.0015766557413441707,-0.0038063836739465019,0
53234.91879428212,73,-7.5683172187306446e-19,-0.0041200000000000004,0
53234.91775141935,87,0.0015766557413441694,-0.0038063836739465019,0
53234.91652468056,88,0.0029132799384885754,-0.0029132799384885767,0
53234.91767463011,89,0.0038063836739465019,-0.0015766557413441709,0
76700.29771068455,114,0.0041200000000000004,0,0.00062500000000000001
76700.37207538058,115,0.0038063836739465019,0.00157665574134417,0.00062500000000000001
76700.45663469065,116,0.0029132799384885763,0.0029132799384885759,0.00062500000000000001
76700.3670910996,117,0.0015766557413441702,0.0038063836739465019,0.00062500000000000001
76700.2977106741,118,2.522772406243548e-19,0.0041200000000000004,0.00062500000000000001
76700.37207538013,137,-0.0015766557413441698,0.0038063836739465019,0.00062500000000000001
76700.45663468656,138,-0.0029132799384885759,0.0029132799384885763,0.00062500000000000001
76700.36709108933,139,-0.0038063836739465019,0.0015766557413441705,0.00062500000000000001
76700.29771068005,140,-0.0041200000000000004,5.0455448124870961e-19,0.00062500000000000001
76700.3720753728,159,-0.0038063836739465019,-0.0015766557413441696,0.00062500000000000001
76700.45663469036,160,-0.0029132799384885767,-0.0029132799384885754,0.00062500000000000001
76700.36709110811,161,-0.0015766557413441707,-0.0038063836739465019,0.00062500000000000001
76700.29771067237,162,-7.5683172187306446e-19,-0.0041200000000000004,0.00062500000000000001
76700.37207538064,176,0.0015766557413441694,-0.0038063836739465019,0.00062500000000000001
76700.45663468802,177,0.0029132799384885754,-0.0029132799384885767,0.00062500000000000001
76700.36709110424,178,0.0038063836739465019,-0.0015766557413441709,0.00062500000000000001
87847.90591812592,203,0.0041200000000000004,0,0.00125
87848.0343441939,204,0.0038063836739465019,0.00157665574134417,0.00125
87848.17669318698,205,0.0029132799384885763,0.0029132799384885759,0.00125
87848.02580782444,206,0.0015766557413441702,0.0038063836739465019,0.00125
87847.90591811987,207,2.522772406243548e-19,0.0041200000000000004,0.00125
87848.03434419312,226,-0.0015766557413441698,0.0038063836739465019,0.00125
87848.1766931881,227,-0.0029132799384885759,0.0029132799384885763,0.00125
87848.02580782128,228,-0.0038063836739465019,0.0015766557413441705,0.00125
87847.90591812362,229,-0.0041200000000000004,5.0455448124870961e-19,0.00125
87848.03434418072,248,-0.0038063836739465019,-0.0015766557413441696,0.00125
87848.17669318458,249,-0.0029132799384885767,-0.0029132799384885754,0.00125
87848.0258078347,250,-0.0015766557413441707,-0.0038063836739465019,0.00125
87847.90591812906,251,-7.5683172187306446e-19,-0.0041200000000000004,0.00125
87848.03434419012,265,0.0015766557413441694,-0.0038063836739465019,0.00125
87848.17669318974,266,0.0029132799384885754,-0.0029132799384885767,0.00125
87848.02580783053,267,0.0038063836739465019,-0.0015766557413441709,0.00125
92353.55659550417,292,0.0041200000000000004,0,0.0018749999999999999
92353.70686201972,293,0.0038063836739465019,0.00157665574134417,0.0018749999999999999
92353.87279253824,294,0.0029132799384885763,0.0029132799384885759,0.0018749999999999999
92353.69650692251,295,0.0015766557413441702,0.0038063836739465019,0.0018749999999999999
92353.55659549375,296,2.522772406243548e-19,0.0041200000000000004,0.0018749999999999999
92353.70686201268,315,-0.0015766557413441698,0.0038063836739465019,0.0018749999999999999
92353.87279253468,316,-0.0029132799384885759,0.0029132799384885763,0.0018749999999999999
92353.69650692234,317,-0.0038063836739465019,0.0015766557413441705,0.0018749999999999999
92353.55659549769,318,-0.0041200000000000004,5.0455448124870961e-19,0.0018749999999999999
92353.70686201123,337,-0.0038063836739465019,-0.0015766557413441696,0.0018749999999999999
92353.87279253874,338,-0.0029132799384885767,-0.0029132799384885754,0.0018749999999999999
92353.69650692648,339,-0.0015766557413441707,-0.0038063836739465019,0.0018749999999999999
92353.55659549771,340,-7.5683172187306446e-19,-0.0041200000000000004,0.0018749999999999999
92353.70686201558,354,0.0015766557413441694,-0.0038063836739465019,0.0018749999999999999
92353.87279253834,355,0.0029132799384885754,-0.0029132799384885767,0.0018749999999999999
92353.69650692234,356,0.0038063836739465019,-0.0015766557413441709,0.0018749999999999999
92756.28354663905,381,0.0041200000000000004,0,0.0025000000000000001
92756.41845791118,382,0.0038063836739465019,0.00157665574134417,0.0025000000000000001
92756.56519359771,383,0.0029132799384885763,0.0029132799384885759,0.0025000000000000001
92756.40938982031,384,0.0015766557413441702,0.0038063836739465019,0.0025000000000000001
92756.28354664423,385,2.522772406243548e-19,0.0041200000000000004,0.0025000000000000001
92756.41845791512,404,-0.0015766557413441698,0.0038063836739465019,0.0025000000000000001
92756.56519359053,405,-0.0029132799384885759,0.0029132799384885763,0.0025000000000000001
92756.40938982044,406,-0.0038063836739465019,0.0015766557413441705,0.0025000000000000001
92756.28354664288,407,-0.0041200000000000004,5.0455448124870961e-19,0.0025000000000000001
92756.41845790998,426,-0.0038063836739465019,-0.0015766557413441696,0.0025000000000000001
92756.56519359544,427,-0.0029132799384885767,-0.0029132799384885754,0.0025000000000000001
92756.40938982285,428,-0.0015766557413441707,-0.0038063836739465019,0.0025000000000000001
92756.28354665411,429,-7.5683172187306446e-19,-0.0041200000000000004,0.0025000000000000001
92756.4184579151,443,0.0015766557413441694,-0.0038063836739465019,0.0025000000000000001
92756.56519359595,444,0.0029132799384885754,-0.0029132799384885767,0.0025000000000000001
92756.40938982049,445,0.0038063836739465019,-0.0015766557413441709,0.0025000000000000001
91865.45336713876,470,0.0041200000000000004,0,0.0031250000000000002
91865.55568134504,471,0.0038063836739465019,0.00157665574134417,0.0031250000000000002
91865.66618890993,472,0.0029132799384885763,0.0029132799384885759,0.0031250000000000002
91865.5491734786,473,0.0015766557413441702,0.0038063836739465019,0.0031250000000000002
91865.45336715164,474,2.522772406243548e-19,0.0041200000000000004,0.0031250000000000002
91865.55568133818,493,-0.0015766557413441698,0.0038063836739465019,0.0031250000000000002
91865.66618890989,494,-0.0029132799384885759,0.0029132799384885763,0.0031250000000000002
91865.54917347996,495,-0.0038063836739465019,0.0015766557413441705,0.0031250000000000002
91865.45336714451,496,-0.0041200000000000004,5.0455448124870961e-19,0.0031250000000000002
91865.5556813326,515,-0.0038063836739465019,-0.0015766557413441696,0.0031250000000000002
91865.66618890844,516,-0.0029132799384885767,-0.0029132799384885754,0.0031250000000000002
91865.54917348429,517,-0.0015766557413441707,-0.0038063836739465019,0.0031250000000000002
91865.45336714624,518,-7.5683172187306446e-19,-0.0041200000000000004,0.0031250000000000002
91865.5556813408,532,0.0015766557413441694,-0.0038063836739465019,0.0031250000000000002
91865.66618891009,533,0.0029132799384885754,-0.0029132799384885767,0.0031250000000000002
91865.54917348284,534,0.0038063836739465019,-0.0015766557413441709,0.0031250000000000002
90872.44656902087,559,0.0041200000000000004,0,0.0037500000000000003
90872.51374893662,560,0.0038063836739465019,0.00157665574134417,0.0037500000000000003
90872.58829157864,561,0.0029132799384885763,0.0029132799384885759,0.0037500000000000003
90872.50992362449,562,0.0015766557413441702,0.0038063836739465019,0.0037500000000000003
90872.44656902194,563,2.522772406243548e-19,0.0041200000000000004,0.0037500000000000003
90872.51374893302,582,-0.0015766557413441698,0.0038063836739465019,0.0037500000000000003
90872.58829157939,583,-0.0029132799384885759,0.0029132799384885763,0.0037500000000000003
90872.50992363418,584,-0.0038063836739465019,0.0015766557413441705,0.0037500000000000003
90872.44656902635,585,-0.0041200000000000004,5.0455448124870961e-19,0.0037500000000000003
