case,node,temperature_k,ux_m,uy_m,uz_m,rfl_w,rf_x_n,rf_y_n,rf_z_n
D02_PLUS,5,470,0.012,-0.02,0.056,54.86338750841952,-6796813797.548141,-6889388347.125655,6058360823.791841
D02_PLUS,6,430,0.04,0.016,0.04,8.634843246030819,5787008632.780753,-5305354571.579506,6172151409.836935
D02_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5731558320112,5195640669.291385,7292444769.125144,6178725570.701908
D02_PLUS,8,455,-0.032,0.028,0.04399999999999999,91.0619090491877,-6859169389.017122,5052585574.69539,6135085638.896688
D02_MINUS,1,360,4.98666817294229e-27,6.754497000225294e-27,5.673083497379197e-27,-148.5827245507401,-5303216141.211469,-7243920543.800146,-6099994764.117958
D02_MINUS,2,410,0.048,-0.008,0.012,-85.11847824280007,6589997488.238166,-5532237312.443838,-6049635812.079029
D02_MINUS,3,444.999,0.068,0.036,-0.016,14.34739057146227,6363183041.9821,7496710645.812166,-6226982126.602429
D02_MINUS,4,385,-0.016,0.04399999999999999,0.008,-87.78210434357926,-4976630360.280336,5129159784.187579,-6167712245.820164
D02_MINUS,5,470,0.012,-0.02,0.056,54.86434117929421,-6796814152.282644,-6889388755.266206,6058361198.885015
D02_MINUS,6,430,0.04,0.016,0.04,8.63579994740746,5787008989.459175,-5305354937.694789,6172151795.669704
D02_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5731347851971,5195640934.482961,7292445199.984985,6178725945.267941
D02_MINUS,8,455,-0.032,0.028,0.04399999999999999,91.06264065375839,-6859169800.387953,5052585919.220249,6135086008.796917
D03_PLUS,1,360,4.986667934210635e-27,6.754496627162178e-27,5.673083175079502e-27,-148.5832184945532,-5303215876.885065,-7243920128.140851,-6099994404.789389
D03_PLUS,2,410,0.048,-0.008,0.012,-85.11895169048391,6589997101.296911,-5532236950.023622,-6049635457.877511
D03_PLUS,3,445,0.068,0.036,-0.016,14.34920120964,6363182724.570257,7496710209.196821,-6226981752.403165
D03_PLUS,4,385.001,-0.016,0.04399999999999999,0.008,-87.78045665342398,-4976630060.251052,5129159443.819107,-6167711872.389173
D03_PLUS,5,470,0.012,-0.02,0.056,54.86338968642172,-6796813807.971047,-6889388359.117764,6058360834.812927
D03_PLUS,6,430,0.04,0.016,0.04,8.634971715893927,5787008643.26079,-5305354582.336812,6172151421.173592
D03_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5728905949763,5195640677.083334,7292444781.784798,6178725581.707522
D03_PLUS,8,455,-0.032,0.028,0.04399999999999999,91.06217363152915,-6859169401.104131,5052585584.818321,6135085649.765195
D03_MINUS,1,360,4.986668165998261e-27,6.754496989373938e-27,5.673083488004423e-27,-148.5829460232866,-5303216133.20985,-7243920531.217413,-6099994753.24046
D03_MINUS,2,410,0.048,-0.008,0.012,-85.11828972510429,6589997476.524772,-5532237301.472744,-6049635801.356727
D03_MINUS,3,445,0.068,0.036,-0.016,14.34875536024615,6363183032.373482,7496710632.595055,-6226982115.27476
D03_MINUS,4,384.999,-0.016,0.04399999999999999,0.008,-87.7833061843408,-4976630351.19793,5129159773.884028,-6167712234.515759
D03_MINUS,5,470,0.012,-0.02,0.056,54.86433900129205,-6796814141.859724,-6889388743.274097,6058361187.863914
D03_MINUS,6,430,0.04,0.016,0.04,8.635671477544495,5787008978.979149,-5305354926.93748,6172151784.333056
D03_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5734000222321,5195640926.691028,7292445187.325333,6178725934.262337
D03_MINUS,8,455,-0.032,0.028,0.04399999999999999,91.06237607141698,-6859169788.300926,5052585909.097319,6135085997.928397
D04_PLUS,1,360,4.986667925156016e-27,6.754496613012636e-27,5.673083162855313e-27,-148.5830729650767,-5303215869.398863,-7243920116.368629,-6099994394.612556
D04_PLUS,2,410,0.048,-0.008,0.012,-85.11894328688695,6589997090.338036,-5532236939.759228,-6049635447.845886
D04_PLUS,3,445,0.068,0.036,-0.016,14.34850144950571,6363182715.580582,7496710196.831086,-6226981741.805167
D04_PLUS,4,385,-0.016,0.04399999999999999,0.008,-87.78235607631751,-4976630051.753679,5129159434.179257,-6167711861.812934
D04_PLUS,5,470.001,0.012,-0.02,0.056,54.86537402770247,-6796813798.219522,-6889388347.898124,6058360824.501749
D04_PLUS,6,430,0.04,0.016,0.04,8.635312737791329,5787008633.455827,-5305354572.272432,6172151410.567186
D04_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5728181355134,5195640669.793312,7292444769.940614,6178725571.410837
D04_PLUS,8,455,-0.032,0.028,0.04399999999999999,91.06236597776825,-6859169389.795691,5052585575.347455,6135085639.596769
D04_MINUS,1,360,4.98666817505288e-27,6.754497003523482e-27,5.673083500228612e-27,-148.5830915527631,-5303216140.696049,-7243920542.98963,-6099994763.41729
D04_MINUS,2,410,0.048,-0.008,0.012,-85.11829812870117,6589997487.483642,-5532237311.737132,-6049635811.388349
D04_MINUS,3,445,0.068,0.036,-0.016,14.34945512038044,6363183041.363153,7496710644.960783,-6226982125.872753
D04_MINUS,4,385,-0.016,0.04399999999999999,0.008,-87.78140676144723,-4976630359.695295,5129159783.523871,-6167712245.091992
D04_MINUS,5,469.999,0.012,-0.02,0.056,54.86235466001126,-6796814151.611245,-6889388754.493736,6058361198.175088
D04_MINUS,6,430,0.04,0.016,0.04,8.635330455647074,5787008988.784109,-5305354937.001858,6172151794.939458
D04_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5734724816949,5195640933.981048,7292445199.169517,6178725944.559018
D04_MINUS,8,455,-0.032,0.028,0.04399999999999999,91.06218372517773,-6859169799.609361,5052585918.568185,6135086008.096818
D05_PLUS,1,360,4.98666791495485e-27,6.754496597071403e-27,5.673083149083243e-27,-148.5833333353024,-5303215859.151257,-7243920100.254065,-6099994380.681863
D05_PLUS,2,410,0.048,-0.008,0.012,-85.11853725368015,6589997075.336803,-5532236925.708631,-6049635434.113922
D05_PLUS,3,445,0.068,0.036,-0.016,14.34849993425533,6363182703.274916,7496710179.904079,-6226981727.297922
D05_PLUS,4,385,-0.016,0.04399999999999999,0.008,-87.78223129970722,-4976630040.12192,5129159420.983578,-6167711847.335465
D05_PLUS,5,470,0.012,-0.02,0.056,54.86385548492891,-6796813784.870986,-6889388332.539937,6058360810.387114
D05_PLUS,6,430.001,0.04,0.016,0.04,8.63673204946287,5787008620.034146,-5305354558.495648,6172151396.04847
D05_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5730562675759,5195640659.814248,7292444753.72751,6178725557.316041
D05_PLUS,8,455,-0.032,0.028,0.04399999999999999,91.06195815246687,-6859169374.315952,5052585562.383112,6135085625.677547
D05_MINUS,1,360,4.98666818525404e-27,6.754497019464722e-27,5.673083514000706e-27,-148.5828311825385,-5303216150.943653,-7243920559.104255,-6099994777.348042
D05_MINUS,2,410,0.048,-0.008,0.012,-85.11870416190837,6589997502.48487,-5532237325.7877,-6049635825.120289
D05_MINUS,3,445,0.068,0.036,-0.016,14.34945663563193,6363183053.668812,7496710661.887846,-6226982140.379989
D05_MINUS,4,385,-0.016,0.04399999999999999,0.008,-87.7815315380567,-4976630371.327059,5129159796.719521,-6167712259.569436
D05_MINUS,5,470,0.012,-0.02,0.056,54.8638732027847,-6796814164.959773,-6889388769.85191,6058361212.289697
D05_MINUS,6,429.999,0.04,0.016,0.04,8.633911143975624,5787009002.205789,-5305354950.778645,6172151809.458241
D05_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5732343496323,5195640943.96011,7292445215.382612,6178725958.653795
D05_MINUS,8,455,-0.032,0.028,0.04399999999999999,91.06259155047915,-6859169815.089096,5052585931.532532,6135086022.016023
D06_PLUS,1,360,4.986667923893929e-27,6.754496611040398e-27,5.67308316115145e-27,-148.5834513658864,-5303215864.140315,-7243920108.099473,-6099994387.464051
D06_PLUS,2,410,0.048,-0.008,0.012,-85.11905017227268,6589997082.640169,-5532236932.549172,-6049635440.799339
D06_PLUS,3,445,0.068,0.036,-0.016,14.34898880835065,6363182709.265942,7496710188.145025,-6226981734.360788
D06_PLUS,4,385,-0.016,0.04399999999999999,0.008,-87.78213613250983,-4976630045.784857,5129159427.407901,-6167711854.383831
D06_PLUS,5,470,0.012,-0.02,0.056,54.86353717076603,-6796813791.369733,-6889388340.017086,6058360817.258834
D06_PLUS,6,430,0.04,0.016,0.04,8.635232555691021,5787008626.568507,-5305354565.202893,6172151403.11694
D06_PLUS,7,515.001,0.09200000000000001,0.064,0.07199999999999999,152.574530957484,5195640664.672567,7292444761.620877,6178725564.178103
D06_PLUS,8,455,-0.032,0.028,0.04399999999999999,91.06234817837728,-6859169381.852281,5052585568.694818,6135085632.454132
D06_MINUS,1,360,4.986668176314959e-27,6.754497005495728e-27,5.673083501932499e-27,-148.5827131519546,-5303216145.954595,-7243920551.258842,-6099994770.565836
D06_MINUS,2,410,0.048,-0.008,0.012,-85.11819124331596,6589997495.181502,-5532237318.947156,-6049635818.43489
D06_MINUS,3,445,0.068,0.036,-0.016,14.34896776153645,6363183047.677787,7496710653.646897,-6226982133.317137
D06_MINUS,4,385,-0.016,0.04399999999999999,0.008,-87.78162670525414,-4976630365.664124,5129159790.295195,-6167712252.521049
D06_MINUS,5,470,0.012,-0.02,0.056,54.86419151694774,-6796814158.461022,-6889388762.374758,6058361205.417992
D06_MINUS,6,430,0.04,0.016,0.04,8.635410637747526,5787008995.671428,-5305354944.071396,6172151802.389747
D06_MINUS,7,514.999,0.09200000000000001,0.064,0.07199999999999999,152.5717596597241,5195640939.101791,7292445207.489239,6178725951.791715
D06_MINUS,8,455,-0.032,0.028,0.04399999999999999,91.06220152456883,-6859169807.552767,5052585925.220822,6135086015.239458
D07_PLUS,1,360,4.986667931985244e-27,6.754496623684598e-27,5.67308317207513e-27,-148.5835780246492,-5303215873.384084,-7243920122.635508,-6099994400.030128
D07_PLUS,2,410,0.048,-0.008,0.012,-85.11905486619129,6589997096.171906,-5532236945.223382,-6049635453.186151
D07_PLUS,3,445,0.068,0.036,-0.016,14.3486124826581,6363182720.366162,7496710203.413917,-6226981747.44694
D07_PLUS,4,385,-0.016,0.04399999999999999,0.008,-87.78198263882589,-4976630056.277189,5129159439.310939,-6167711867.44308
D07_PLUS,5,470,0.012,-0.02,0.056,54.86395547015221,-6796813803.410665,-6889388353.870806,6058360829.990829
D07_PLUS,6,430,0.04,0.016,0.04,8.635004897713154,5787008638.675425,-5305354577.630127,6172151416.213435
D07_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5732186355082,5195640673.674098,7292444776.245768,6178725576.892171
D07_PLUS,8,455.001,-0.032,0.028,0.04399999999999999,91.06382404363468,-6859169395.815647,5052585580.389199,6135085645.009865
D07_MINUS,1,360,4.986668168223645e-27,6.754496992851527e-27,5.67308349100882e-27,-148.5825864931918,-5303216136.710826,-7243920536.722804,-6099994757.999743
D07_MINUS,2,410,0.048,-0.008,0.012,-85.11818654939754,6589997481.649765,-5532237306.272944,-6049635806.048095
D07_MINUS,3,445,0.068,0.036,-0.016,14.34934408722886,6363183036.577565,7496710638.378005,-6226982120.230999
D07_MINUS,4,385,-0.016,0.04399999999999999,0.008,-87.78178019893804,-4976630355.171787,5129159778.392156,-6167712239.46178
D07_MINUS,5,470,0.012,-0.02,0.056,54.86377321756179,-6796814146.420088,-6889388748.521036,6058361192.686012
D07_MINUS,6,430,0.04,0.016,0.04,8.635638295725407,5787008983.564511,-5305354931.644158,6172151789.293228
D07_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5730719816998,5195640930.100258,7292445192.864344,6178725939.077628
D07_MINUS,8,454.999,-0.032,0.028,0.04399999999999999,91.06072565931152,-6859169793.589396,5052585913.526439,6135086002.683746
D08_PLUS,1,360,9.999999999999998e-08,6.754495891031713e-27,5.673082539115706e-27,-148.5830849911069,-5303213773.979985,-7243919389.492939,-6099993756.450546
D08_PLUS,2,410,0.048,-0.008,0.012,-85.11861418138022,6589997176.948847,-5532237060.620706,-6049635498.086774
D08_PLUS,3,445,0.068,0.036,-0.016,14.34898115017773,6363181584.994665,7496709361.397404,-6226981845.44264
D08_PLUS,4,385,-0.016,0.04399999999999999,0.008,-87.78188361747389,-4976629237.136406,5129159448.715084,-6167711183.760539
D08_PLUS,5,470,0.012,-0.02,0.056,54.86385959027552,-6796812665.266943,-6889387521.004205,6058360830.20085
D08_PLUS,6,430,0.04,0.016,0.04,8.635323574023554,5787007696.553963,-5305354800.067749,6172150662.215696
D08_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5731460882522,5195638614.788666,7292444048.521885,6178724937.590711
D08_PLUS,8,455,-0.032,0.028,0.04399999999999999,91.06227238723197,-6859169396.902809,5052585912.551225,6135085853.733243
D08_MINUS,1,360,-9.999999999999998e-08,6.754497725504413e-27,5.673084123968244e-27,-148.5830795267343,-5303218236.114887,-7243921269.865312,-6099995401.579294
D08_MINUS,2,410,0.048,-0.008,0.012,-85.11862723420826,6589997400.872718,-5532237190.875737,-6049635761.147539
D08_MINUS,3,445,0.068,0.036,-0.016,14.34897541970959,6363184171.948996,7496711480.394455,-6226982022.235295
D08_MINUS,4,385,-0.016,0.04399999999999999,0.008,-87.78187922029016,-4976631174.312504,5129159768.988111,-6167712923.144311
D08_MINUS,5,470,0.012,-0.02,0.056,54.86386909743798,-6796815284.563739,-6889389581.387583,6058361192.476052
D08_MINUS,6,430,0.04,0.016,0.04,8.635319619414924,5787009925.685897,-5305354709.206585,6172152543.290936
D08_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5731445289561,5195642988.985653,7292445920.588188,6178726578.379084
D08_MINUS,8,455,-0.032,0.028,0.04399999999999999,91.0622773157142,-6859169792.502131,5052585581.364462,6135085793.960368
D09_PLUS,1,360,4.986668205345004e-27,6.754497089613336e-27,5.673083518602091e-27,-148.5830891078722,-5303216156.531395,-7243920972.56883,-6099995103.083182
D09_PLUS,2,410,0.0480001,-0.008,0.012,-85.11862339097189,6590000385.740651,-5532238342.059457,-6049636813.483661
D09_PLUS,3,445,0.068,0.036,-0.016,14.34898126655823,6363184364.202111,7496711047.994146,-6226983076.639388
D09_PLUS,4,385,-0.016,0.04399999999999999,0.008,-87.78188221463461,-4976631673.765676,5129160655.479582,-6167712372.710981
D09_PLUS,5,470,0.012,-0.02,0.056,54.8638634420083,-6796815692.368905,-6889388865.261726,6058362143.275126
D09_PLUS,6,430,0.04,0.016,0.04,8.635324906409735,5787010515.900172,-5305355918.097197,6172152056.289205
D09_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5731494039776,5195640909.860352,7292445468.370128,6178726128.836396
D09_PLUS,8,455,-0.032,0.028,0.04399999999999999,91.06227569452487,-6859172653.037313,5052586926.143352,6135087037.516483
D09_MINUS,1,360,4.98666789486389e-27,6.75449652692278e-27,5.673083144481851e-27,-148.5830754099688,-5303215853.563424,-7243919686.789511,-6099994054.946743
D09_MINUS,2,410,0.04799989999999999,-0.008,0.012,-85.11861802461652,6589994192.08095,-5532235909.436895,-6049634445.750567
D09_MINUS,3,445,0.068,0.036,-0.016,14.34897530332902,6363181392.741535,7496709793.79781,-6226980791.038516
D09_MINUS,4,385,-0.016,0.04399999999999999,0.008,-87.7818806231295,-4976628737.683228,5129158562.223534,-6167711734.193907
D09_MINUS,5,470,0.012,-0.02,0.056,54.86386524570528,-6796812257.461768,-6889388237.130114,6058359879.401695
D09_MINUS,6,430,0.04,0.016,0.04,8.635318287028865,5787007106.339677,-5305353591.177095,6172151149.21753
D09_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5731412132305,5195640693.913911,7292444500.739987,6178725387.13343
D09_MINUS,8,455,-0.032,0.028,0.04399999999999999,91.06227400842118,-6859166536.367661,5052584567.772285,6135084610.177078
D10_PLUS,1,360,4.986669318411863e-27,6.75449784029874e-27,5.673083406504549e-27,-148.5830828353833,-5303217308.250652,-7243921391.498936,-6099994801.138288
D10_PLUS,2,410,0.048,-0.008,0.012,-85.11862325382607,6589998736.543018,-5532237276.289053,-6049636696.875396
D10_PLUS,3,445,0.06800010000000001,0.036,-0.016,14.3489744949422,6363185599.034448,7496711602.258453,-6226982942.552678
D10_PLUS,4,385,-0.016,0.04399999999999999,0.008,-87.78188380998286,-4976630200.230623,5129159846.551571,-6167712431.46157
D10_PLUS,5,470,0.012,-0.02,0.056,54.86386641479631,-6796816711.341795,-6889389746.099927,6058362052.678618
D10_PLUS,6,430,0.04,0.016,0.04,8.635323033754847,5787008955.073005,-5305354772.486491,6172151738.422372
D10_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5731491660779,5195642065.069711,7292446092.29564,6178726161.597055
D10_PLUS,8,455,-0.032,0.028,0.04399999999999999,91.06227678962088,-6859171135.897113,5052585645.268743,6135086919.329885
D10_MINUS,1,360,4.986666781797005e-27,6.754495776237304e-27,5.673083256579317e-27,-148.5830816824582,-5303214701.844172,-7243919267.859337,-6099994356.891582
D10_MINUS,2,410,0.048,-0.008,0.012,-85.11861816176312,6589995841.278584,-5532236975.207392,-6049634562.358932
D10_MINUS,3,445,0.0679999,0.036,-0.016,14.34898207494499,6363180157.909245,7496709239.533436,-6226980925.125275
D10_MINUS,4,385,-0.016,0.04399999999999999,0.008,-87.78187902778164,-4976630211.218247,5129159371.151634,-6167711675.443366
D10_MINUS,5,470,0.012,-0.02,0.056,54.86386227291781,-6796811238.48892,-6889387356.291951,6058359969.998308
D10_MINUS,6,430,0.04,0.016,0.04,8.635320159683607,5787008667.166809,-5305354736.787838,6172151467.084296
D10_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5731414511311,5195639538.704561,7292443876.814513,6178725354.372817
D10_MINUS,8,455,-0.032,0.028,0.04399999999999999,91.06227291332544,-6859168053.507862,5052585848.646935,6135084728.363732
D11_PLUS,1,360,4.986667103527282e-27,6.754496665550466e-27,5.673082481727755e-27,-148.5830797252708,-5303215010.3608,-7243919862.912886,-6099993662.750874
D11_PLUS,2,410,0.048,-0.008,0.012,-85.11861744217919,6589995822.427194,-5532236092.627571,-6049635637.485655
D11_PLUS,3,445,0.068,0.036,-0.016,14.34897988353407,6363182859.106621,7496709961.964562,-6226981597.50277
D11_PLUS,4,385,-0.0159999,0.04399999999999999,0.008,-87.78188483917306,-4976627923.474216,5129158719.792456,-6167711079.754623
D11_PLUS,5,470,0.012,-0.02,0.056,54.86386372306089,-6796813784.730716,-6889388396.152589,6058360932.77727
D11_PLUS,6,430,0.04,0.016,0.04,8.635323466104536,5787006358.278195,-5305353777.127202,6172150556.828636
D11_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5731451588342,5195639813.273005,7292444686.177511,6178724870.372734
D11_PLUS,8,455,-0.032,0.028,0.04399999999999999,91.06226977508931,-6859168134.519285,5052584760.885715,6135085617.515283
D11_MINUS,1,360,4.986668996681558e-27,6.75449695098553e-27,5.673084181356035e-27,-148.5830847925701,-5303216999.734018,-7243920796.445446,-6099995495.278977
D11_MINUS,2,410,0.048,-0.008,0.012,-85.11862397340917,6589998755.394491,-5532238158.868754,-6049635621.748731
D11_MINUS,3,445,0.068,0.036,-0.016,14.34897668635379,6363182897.837069,7496710879.827387,-6226982270.175248
D11_MINUS,4,385,-0.0160001,0.04399999999999999,0.008,-87.78187799859174,-4976632487.97473,5129160497.91065,-6167713027.150218
D11_MINUS,5,470,0.012,-0.02,0.056,54.86386496465295,-6796814165.100001,-6889388706.239326,6058361089.899704
D11_MINUS,6,430,0.04,0.016,0.04,8.635319727334005,5787011263.961697,-5305355732.147095,6172152648.678003
D11_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5731454583743,5195641790.501259,7292445282.932661,6178726645.59705
D11_MINUS,8,455,-0.032,0.028,0.04399999999999999,91.06227992785603,-6859171054.88577,5052586733.029922,6135086030.178415
D12_PLUS,1,360,4.986666747161213e-27,6.754495761438236e-27,5.673083205299266e-27,-148.5830773465942,-5303214683.12637,-7243919230.359151,-6099994158.188825
D12_PLUS,2,410,0.048,-0.008,0.012,-85.11861975645627,6589995610.191911,-5532237064.022506,-6049634493.896096
D12_PLUS,3,445,0.068,0.036,-0.016,14.34897765575676,6363180139.767024,7496709258.671308,-6226980890.3027
D12_PLUS,4,385,-0.016,0.04399999999999999,0.008,-87.78187919678658,-4976630040.704101,5129159485.673218,-6167711820.780184
D12_PLUS,5,470,0.0120001,-0.02,0.056,54.86386301625316,-6796811142.043714,-6889387384.087256,6058359937.072903
D12_PLUS,6,430,0.04,0.016,0.04,8.635319401446173,5787008456.936043,-5305354484.945983,6172151264.65464
D12_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5731424901378,5195639502.732138,7292443878.943419,6178725464.173316
D12_PLUS,8,455,-0.032,0.028,0.04399999999999999,91.06227373624317,-6859167843.752931,5052585540.126951,6135084697.266946
D12_MINUS,1,360,4.986669353047628e-27,6.75449785509776e-27,5.673083457784525e-27,-148.5830871712469,-5303217326.968429,-7243921428.999118,-6099994999.841158
D12_MINUS,2,410,0.048,-0.008,0.012,-85.11862165913251,6589998967.629739,-5532237187.473884,-6049636765.338164
D12_MINUS,3,445,0.068,0.036,-0.016,14.34897891413089,6363185617.176686,7496711583.120558,-6226982977.375174
D12_MINUS,4,385,-0.016,0.04399999999999999,0.008,-87.78188364097723,-4976630370.744769,5129159732.029934,-6167712286.124777
D12_MINUS,5,470,0.0119999,-0.02,0.056,54.86386567146052,-6796816807.787024,-6889389718.304625,6058362085.603957
D12_MINUS,6,430,0.04,0.016,0.04,8.635323791991906,5787009165.303775,-5305355024.328407,6172151940.852162
D12_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,152.5731481270704,5195642101.04211,7292446090.166739,6178726051.796578
D12_MINUS,8,455,-0.032,0.028,0.04399999999999999,91.0622759667029,-6859171345.652086,5052585953.7888,6135086950.426575
D13_PLUS,1,360,4.98666913780275e-27,6.754497014890142e-27,5.673084252049901e-27,-148.5830843239667,-5303217148.690232,-7243920722.473718,-6099995569.916019
