id,x,y,z,cnormf_x,cnormf_y,cnormf_z,cshearf_x,cshearf_y,cshearf_z,cslip1,cslip2,copen,cpress
8,0.009999999776482582,5.015442372184476e-35,0,24.92738506800187,-6.909730436533214e-16,0,-6.90972392238077e-19,-0.0249273615676949,-8.557085827294873e-06,2.617409850725015e-09,-1.906152098598298e-06,-9.9709115207176e-08,997095.4027200749
11,0.009999999776482582,0.009999999776482582,0,24.92759760041632,-6.909789349318845e-16,0,-6.909782835139043e-19,-0.02492757410001065,8.557303620729046e-06,-2.617398318363424e-09,-1.906151946637497e-06,-9.971081546649284e-08,997103.9040166528
12,0.009999999776482582,0,0.009999999776482582,24.92738506800188,-6.315151285540788e-16,0,-6.31514533192819e-19,-0.0249273615676949,8.557085827319521e-06,-2.617409850727683e-09,-1.906152098598296e-06,-9.970911520718003e-08,997095.402720075
15,0.009999999776482582,0.009999999776482582,0.009999999776482582,24.92759760041633,-6.315205128908102e-16,0,-6.3151991752705e-19,-0.02492757410001067,-8.557303620724931e-06,2.617398318363889e-09,-1.906151946637496e-06,-9.971081546649633e-08,997103.9040166533
