stage,time_s,node,temperature_k,ux_m,uy_m,uz_m,reaction_heat_flux_w,rfx_n,rfy_n,rfz_n
1,0.001,1,600,-4.281990024767298e-36,-2.617110215745855e-36,-4.7373921743807e-36,1.617223304742888e-14,-56743510.93558004,-18829105.40949594,-4.848688840866089e-07
1,0.001,2,600,0.0012,-2.617110215745855e-36,-4.737392174364279e-36,1.517362619415385e-14,56743510.93558004,-18829105.40949594,-4.848688840866089e-07
1,0.001,3,600,0.0012,2.617110217459162e-36,-4.737392176066638e-36,1.517362619415385e-14,56743510.93558004,18829105.40949594,-4.848688840866089e-07
1,0.001,4,600,-4.281990024767298e-36,2.617110217461898e-36,-4.737392176061164e-36,1.617223304742888e-14,-56743510.93558004,18829105.40949594,-4.848688840866089e-07
1,0.001,5,600,-4.281990024772772e-36,-2.617110217461898e-36,-0.0005943439335502206,-1.517362619415385e-14,-56743510.93558004,-18829105.40949594,0
1,0.001,6,600,0.0012,-2.617110217459162e-36,-0.0005943439335502206,-1.617223304742888e-14,56743510.93558004,-18829105.40949594,0
1,0.001,7,600,0.0012,2.617110215743118e-36,-0.0005943439335502206,-1.617223304742888e-14,56743510.93558004,18829105.40949594,0
1,0.001,8,600,-4.281990024767298e-36,2.617110215743118e-36,-0.0005943439335502206,-1.517362619415385e-14,-56743510.93558004,18829105.40949594,0
2,0.002,1,600,-2.359522806316903e-34,-1.927316190731277e-34,-2.428877371400466e-34,2.134681201931457e-14,-58299006.86457177,-24929294.0504892,-0.0001127612753871221
2,0.002,2,600,0.0024,-1.927316190732153e-34,-2.428877371409935e-34,1.137208224128259e-14,58299006.86457177,-24929294.0504892,-0.0001127612753871221
2,0.002,3,600,0.0024,1.927316190733521e-34,-2.428877371410318e-34,1.137208224128259e-14,58299006.86457177,24929294.0504892,-0.0001127612753871221
2,0.002,4,600,-2.359522806316903e-34,1.927316190732673e-34,-2.428877371401506e-34,2.134681201931457e-14,-58299006.86457177,24929294.0504892,-0.0001127612753871221
2,0.002,5,600,-2.35952280632484e-34,-1.927316190733549e-34,-0.001729126411862116,-1.137208224128259e-14,-58299006.86457177,-24929294.0504892,0
2,0.002,6,600,0.0024,-1.927316190733521e-34,-0.001729126411862116,-2.134681201931457e-14,58299006.86457177,-24929294.0504892,0
2,0.002,7,600,0.0024,1.927316190732125e-34,-0.001729126411862116,-2.134681201931457e-14,58299006.86457177,24929294.0504892,0
2,0.002,8,600,-2.359522806325661e-34,1.927316190733001e-34,-0.001729126411862116,-1.137208224128259e-14,-58299006.86457177,24929294.0504892,0
