step,time,id,x,y,z,cnormf_x,cnormf_y,cnormf_z,cshearf_x,cshearf_y,cshearf_z,cslip1,cslip2,ctandir1_x,ctandir1_y,ctandir1_z,ctandir2_x,ctandir2_y,ctandir2_z,copen,cpress
1,1,89,1,0,0,-180.5927779709078,-48.76013177301706,-5.556499265547707e-14,-0.4026260422054736,1.985586116154845,6.954138141961973,-3.874405669077249e-07,-1.137495391660368e-06,0.04965299949387467,-0.9987665290953945,-2.13752611747898e-15,-9.992007221630941e-16,2.16263313242632e-15,-1,-7.473790827103104e-08,8733.09930616565
1,1,92,0.9238795325112867,0.3826834323650898,0,-333.280633949769,-145.0078100634434,4.647566270916686e-14,-0.4974773002788821,3.187738906986865,13.88420841804065,-2.563011570951381e-08,-1.137731262197725e-06,0.3826834323650908,-0.9238795325112864,-3.761430299152708e-16,7.216449660052669e-16,9.146281735520986e-16,-1,-7.482694524496427e-08,8723.270069520011
1,1,93,1,0,0.5,-341.0399878900465,-96.1327789606855,-1.976572995607868e-14,-0.7471141075513074,3.065180242781233,5.604450469436469,-4.747630521415166e-07,-1.72295035989212e-07,0.04965299949387608,-0.9987665290953943,1.851533030523474e-15,8.881784196993138e-16,-1.920711102338505e-15,-1,-9.450575003071181e-08,10592.28617799396
1,1,96,0.9238795325112867,0.3826834323650898,0.5,-627.2655016913659,-273.8355927432226,-9.383199179848886e-14,-0.9742691245820406,6.411544076830416,10.94364491464418,-2.26731339572601e-08,-1.665662080122224e-07,0.3826834323650883,-0.9238795325112874,-8.653924094021523e-17,1.387778780784675e-16,-7.806466071472688e-17,-1,-9.586623597372202e-08,10693.63502060908
1,1,100,0.9807852804032304,0.1950903220161282,0,652.0749714315466,146.0228816586311,1.677652253122439e-13,1.403529879489934,-8.877452918311667,-35.64532169289015,-1.840280473522651e-07,-1.012627009500943e-06,0.195090322016128,-0.9807852804032305,-2.127383312527481e-16,6.661338147750961e-16,1.90805455651286e-16,-1,-9.207038079526072e-08,8737.275262206082
1,1,101,1,0,0.25,692.4065365450007,121.5325866700196,8.997547910684242e-14,1.56947382993069,-12.29929643907997,-32.0205009136597,-3.643550699906939e-07,-7.543273781480476e-07,0.09801714032955952,-0.995184726672197,-2.947252485965876e-16,2.95761209699659e-29,2.854075091270947e-16,-1,-1.174270304829637e-07,9693.848907491374
1,1,104,0.9238795325112867,0.3826834323650898,0.25,1282.792551025447,541.2812228753365,1.092735987747427e-13,1.759927434790259,-7.897224428174869,-64.08753181233492,-4.941342325051141e-08,-7.547387491191303e-07,0.3826834323650893,-0.9238795325112871,-8.56981614309865e-17,0,8.361164973096914e-17,-1,-1.181352383820616e-07,9737.157501909984
1,1,108,0.9807852804032304,0.1950903220161282,0.5,1383.978430327114,308.3660371612262,1.610725467293466e-13,3.072235092439792,-19.57562652505288,-19.72881283675546,-1.981405719944244e-07,-1.761772512844419e-07,0.1950903220161281,-0.9807852804032304,-2.911208986271526e-16,-1.11022302462521e-16,2.67933954667649e-16,-1,-1.108153978399826e-07,10662.2722278112
1,1,110,0.7071067811865476,0.7071067811865475,0,-254.5774512150643,-254.5774514602834,1.741910487073732e-14,0.130078813328304,0.130078887216577,13.80282687992415,-5.61263546026583e-15,-1.139072832724803e-06,0.7071067811865478,-0.7071067811865474,-1.197643223414965e-18,-2.498001805409882e-16,2.148909849954042e-16,-1,-7.564431641114367e-08,8794.277383546463
1,1,112,0.7071067811865476,0.7071067811865475,0.5,-478.942842111128,-478.9428425878259,3.25776909941719e-14,0.2548285657492839,0.2548286996140796,10.69235429580683,-5.44167566102019e-15,-1.604103839654414e-07,0.7071067811865468,-0.7071067811865482,-2.056723978915722e-16,3.191891195801334e-16,-3.911895277318728e-16,-1,-9.69369287956925e-08,10769.25037061834
1,1,115,0.8314696123025452,0.5555702330196022,0,551.9464590674283,369.2140912347213,1.462358358339789e-14,0.2627357990910619,-0.5858816042557081,-35.59507467754796,-4.736558044011385e-09,-1.016781858267868e-06,0.5555702330196022,-0.8314696123025455,3.374726388184086e-17,2.220446049250716e-16,-1.718731903488897e-16,-1,-9.089489853625745e-08,8749.683163443977
