increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w,allae_j
1,0.01999999955296516,0.1510323584079742,0.140797421336174,0,0,0,0.04918354377150536,25906.25891298589,0.01023493614047766
2,0.03999999910593033,0.6096522808074951,0.5684773325920105,0,0,0,0.1971303522586823,26817.70225072231,0.04117489978671074
3,0.05999999865889549,1.38424277305603,1.291068196296692,0,0,0,0.4446317851543427,27734.32204620989,0.09317460656166077
4,0.07999999821186066,2.483309745788574,2.316718578338623,0,0,0,0.7924767732620239,28656.11017089053,0.1665913462638855
5,0.1000000014901161,3.915470838546753,3.653685808181763,0,0,0,1.241450667381287,29583.05831729311,0.2617851495742798
6,0.119999997317791,4.113096237182617,3.698623895645142,0,0,0,1.467097759246826,2037.881494029693,0.4144724607467651
7,0.1400000005960464,4.542012691497803,3.681091070175171,0,0,0,2.136220693588257,2022.323187092273,0.8609215617179871
8,0.1599999964237213,5.191444873809814,3.602153062820435,0,0,0,3.246047258377075,2006.991835307743,1.58929181098938
9,0.1800000071525574,6.039789199829102,3.465051889419556,0,0,0,4.789846897125244,1991.881768125293,2.574737310409546
10,0.2000000029802322,6.701035022735596,3.29101824760437,0,0,0.6409992575645447,6.685214996337891,1976.982371495782,3.410016775131226
11,0.2199999988079071,5.674437046051025,3.697887182235718,0,0,0.6409992575645447,4.339643478393555,1962.341356580588,1.976549744606018
12,0.239999994635582,4.948060035705566,4.020589351654053,0,0,0.6409992575645447,2.750514030456543,1947.901147787279,0.9274706244468689
13,0.2599999904632568,4.603589534759521,4.2398362159729,0,0,0.6409992575645447,1.949197292327881,1933.656492604673,0.3637532591819763
14,0.2800000011920929,4.686188220977783,4.343126773834229,0,0,0.6409992575645447,1.953177332878113,1919.602343741162,0.3430614471435547
15,0.300000011920929,5.207437038421631,4.324948787689209,0,0,0.6409992575645447,2.768130302429199,1905.733826419728,0.8824883699417114
16,0.3199999928474426,5.289275646209717,4.401431083679199,0,0,0.6409992575645447,2.766603231430054,1892.059264912224,0.8878443837165833
17,0.3400000035762787,5.371028900146484,4.477939128875732,0,0,0.6409992575645447,2.76507306098938,1878.568217173018,0.8930899500846863
18,0.3600000143051147,5.452691078186035,4.554463863372803,0,0,0.6409992575645447,2.763540029525757,1865.256131189847,0.8982274532318115
19,0.3799999952316284,5.534257411956787,4.630998134613037,0,0,0.6409992575645447,2.762004375457764,1852.118321217053,0.9032593369483948
20,0.4000000059604645,5.615723609924316,4.707535743713379,0,0,0.6409992575645447,2.760465860366821,1839.150365954981,0.9081879258155823
