stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,le11,le22,le33,le12_engineering,le13_engineering,le23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,pe11,pe22,pe33,pe12_engineering,pe13_engineering,pe23_engineering,peeq,ivol_m3
2,0.2,1,3,0.2117475151359954,0.7880467912579583,0.2111565013155048,600,201976242.3216636,0.0007429271936416626,0.0007428824901580811,-4.287804674791151e-09,1.345004643240919e-09,-1.248661445701494e-08,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606089,-0.000302964363479895,-0.0003029643634798952,-5.574146077228497e-20,1.748506036213195e-20,-1.623259879411942e-19,0.0009881211604600706,-0.0004940605802300354,-0.0004940605802300354,-6.293122125247939e-20,1.974035461247524e-20,-1.832634545385604e-19,0.0009881211604602924,0.1250505042911787
2,0.2,1,4,0.7902524848640047,0.7880467912579583,0.2111565013155048,600,201976242.3216635,0.0007428526878356934,0.0007428824901580811,-4.287804674791144e-09,-2.568546117785227e-09,-1.009946757552679e-08,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606089,-0.0003029643634798952,-0.0003029643634798952,-5.574146077228487e-20,-3.339109953120794e-20,-1.312930784818482e-19,0.0009881211604600706,-0.0004940605802300354,-0.0004940605802300354,-6.293122125247927e-20,-3.769801945174013e-20,-1.482277941120709e-19,0.0009881211604602926,0.1250505042911786
2,0.2,1,5,0.2117475151359954,0.2111565013155048,0.7880467912579583,600,201976242.3216634,0.0007428377866744995,0.0007427781820297241,-1.224814301341057e-09,1.716076490014016e-09,2.04437707286421e-08,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606089,-0.0003029643634798951,-0.0003029643634798953,-1.592258591743374e-20,2.230899437018221e-20,2.657690194723473e-19,0.000988121160460071,-0.0004940605802300357,-0.0004940605802300357,-1.797634585457169e-20,2.518649926247176e-20,3.000489892935253e-19,0.0009881211604602933,0.1250505042911786
2,0.2,1,6,0.7902524848640047,0.2111565013155048,0.7880467912579583,600,201976242.3216633,0.000742793083190918,0.000742793083190918,-1.22481430134103e-09,3.701172266754982e-10,1.750574379757975e-08,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606088,-0.0003029643634798952,-0.0003029643634798951,-1.592258591743338e-20,4.811523946781477e-21,2.275746693685368e-19,0.0009881211604600719,-0.0004940605802300357,-0.0004940605802300359,-1.79763458545713e-20,5.432133888515891e-21,2.56928176460923e-19,0.0009881211604602937,0.1250505042911786
2,0.2,1,7,0.2117475151359954,0.7880467912579583,0.7880467912579583,600,201976242.3216635,0.000742793083190918,0.000742793083190918,-7.348885808046158e-09,-3.919914895010006e-09,4.896711551770563e-09,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606089,-0.0003029643634798953,-0.0003029643634798953,-9.553551550460008e-20,-5.095889363513008e-20,6.365725017301732e-20,0.0009881211604600708,-0.0004940605802300356,-0.0004940605802300354,-1.078580751274274e-19,-5.7531779140751e-20,7.186802138767074e-20,0.0009881211604602926,0.1250505042911786
2,0.2,1,8,0.7902524848640047,0.7880467912579584,0.7880467912579584,600,201976242.3216634,0.0007428377866744995,0.0007428377866744995,-7.348885808046133e-09,1.953593313521178e-09,5.876053862124675e-09,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606089,-0.0003029643634798951,-0.0003029643634798951,-9.553551550459972e-20,2.539671307577531e-20,7.638870020762077e-20,0.000988121160460071,-0.0004940605802300357,-0.0004940605802300357,-1.078580751274271e-19,2.867248449384039e-20,8.624162566520489e-20,0.0009881211604602933,0.1250505042911786
3,0.3,1,1,0.2121701648668058,0.2109469142173845,0.2109469142173846,600,205924792.716733,0.007400274276733398,0.007400184869766235,-3.248207590729823e-09,1.404162410279308e-09,4.350280763627999e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491987,-0.0003088871890491991,-4.222669867948771e-20,1.8254111333631e-20,5.6553649927164e-20,0.002962396354666211,-0.001481198177333105,-0.001481198177333106,-1.165190623256368e-19,4.538875031176138e-20,1.772274435150229e-19,0.002962396354666432,0.1250514918937285
3,0.3,1,2,0.7918298351331943,0.2109469142173845,0.2109469142173846,600,205924792.7167327,0.007400006055831909,0.007399976253509521,-3.248207590729807e-09,3.253822941059582e-09,1.592792735507729e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491991,-0.0003088871890491993,-4.22266986794875e-20,4.229969823377457e-20,2.070630556160047e-20,0.002962396354666211,-0.001481198177333106,-0.001481198177333106,-1.165190623256362e-19,7.869385992155038e-20,7.500841747813546e-20,0.002962396354666433,0.1250514918937284
3,0.3,1,3,0.2121701648668058,0.7872646015591627,0.2109469142173846,600,205924792.7167329,0.007400274276733398,0.007400244474411011,-1.238281981084399e-08,-4.780414361923838e-09,-1.167534344965902e-08,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491985,-0.0003088871890491989,-1.60976657540972e-19,-6.214538670500989e-20,-1.517794648455672e-19,0.002962396354666211,-0.001481198177333106,-0.001481198177333105,-4.197698570324989e-19,-1.180757077550709e-19,-5.190706293798386e-19,0.002962396354666433,0.1250514918937285
3,0.3,1,4,0.7918298351331943,0.7872646015591627,0.2109469142173846,600,205924792.716733,0.007400155067443848,0.007400274276733398,-1.238281981084398e-08,-5.998652500146786e-09,-1.196729527424649e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491991,-0.0003088871890491987,-1.609766575409718e-19,-7.79824825019082e-20,-1.555748385652043e-20,0.00296239635466621,-0.001481198177333106,-0.001481198177333106,-4.197698570324982e-19,-2.105531459157257e-19,-1.826482258009858e-19,0.002962396354666432,0.1250514918937284
3,0.3,1,5,0.2121701648668058,0.2109469142173845,0.7872646015591626,600,205924792.716733,0.007400184869766235,0.007400184869766235,2.686181544929592e-10,5.407493994407556e-09,2.258975973088506e-08,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491989,-0.0003088871890491989,3.49203600840847e-21,7.029742192729822e-20,2.936668765015058e-19,0.002962396354666211,-0.001481198177333106,-0.001481198177333106,-1.021015410108126e-20,1.809784149331742e-19,9.497774900678071e-19,0.002962396354666434,0.1250514918937284
3,0.3,1,6,0.7918298351331943,0.2109469142173845,0.7872646015591626,600,205924792.716733,0.007400184869766235,0.007400274276733398,2.686181544930204e-10,7.257154525187833e-09,3.339949525359459e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491991,-0.0003088871890491987,3.492036008409266e-21,9.434300882744181e-20,4.341934382967298e-20,0.002962396354666212,-0.001481198177333106,-0.001481198177333106,-1.021015410107913e-20,2.142835245429631e-19,3.529920754853396e-19,0.002962396354666434,0.1250514918937284
3,0.3,1,7,0.2121701648668058,0.7872646015591627,0.7872646015591627,600,205924792.7167331,0.007400184869766235,0.007400214672088623,2.911483189453951e-09,-2.201660741140826e-08,9.312704059195665e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561465,-0.0003088871890491991,-0.0003088871890491989,3.784928146290135e-20,-2.862158963483074e-19,1.210651527695437e-19,0.00296239635466621,-0.001481198177333106,-0.001481198177333105,-2.379636266024684e-20,-6.92060814166317e-19,3.397207705367957e-19,0.002962396354666432,0.1250514918937284
3,0.3,1,8,0.7918298351331943,0.7872646015591627,0.7872646015591626,600,205924792.716733,0.007400184869766235,0.007400184869766235,2.911483189454008e-09,-1.500279594212727e-08,1.18010512480551e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491989,-0.0003088871890491989,3.784928146290211e-20,-1.950363472476545e-19,1.534136662247162e-20,0.002962396354666211,-0.001481198177333106,-0.001481198177333106,-2.379636266024467e-20,-4.044461333619541e-19,1.201839049382164e-19,0.002962396354666434,0.1250514918937284
4,0.4,1,1,0.2117475151359954,0.2110731415521558,0.2110731415521558,600,-192878796.4667914,0.08869801461696625,0.08869799971580505,9.273823676749096e-10,9.649974693338458e-11,2.26527658577126e-09,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000513,0.0002893181950106303,0.0002893181950106301,1.205597077977382e-20,1.254496710134e-21,2.944859561502639e-20,0.002962396354666211,-0.001481198177333105,-0.001481198177333106,-1.162781745833749e-19,4.519302902117353e-20,1.772274435150229e-19,0.002962396354666432,0.1249517896149524
4,0.4,1,2,0.7902524848640047,0.2110731415521558,0.2110731415521558,600,-192878796.4667917,0.08869785815477371,0.08869782090187073,9.273823676744476e-10,9.050535894574621e-10,2.903960211517446e-11,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000521,0.0002893181950106301,0.0002893181950106299,1.205597077976783e-20,1.1765696662947e-20,3.775148274972667e-22,0.002962396354666211,-0.001481198177333106,-0.001481198177333106,-1.162781745833743e-19,7.855836056652804e-20,7.500841747813546e-20,0.002962396354666433,0.1249517896149523
4,0.4,1,3,0.2117475151359954,0.7877356883858331,0.2110731415521558,600,-192878796.4667914,0.08869807422161102,0.08869801461696625,4.319540022772979e-09,-2.692619382719359e-09,-2.078204714469511e-10,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000513,0.0002893181950106305,0.0002893181950106301,5.615402029604875e-20,-3.500405197535167e-20,-2.701666128810364e-21,0.002962396354666211,-0.001481198177333106,-0.001481198177333105,-4.188063060634512e-19,-1.179552638839401e-19,-5.190706293798386e-19,0.002962396354666433,0.1249517896149524
4,0.4,1,4,0.7902524848640047,0.7877356883858331,0.2110731415521558,600,-192878796.4667913,0.08869801461696625,0.08869804441928864,4.319540022772514e-09,-2.05685645330356e-08,-1.978606094120926e-09,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000508,0.00028931819501063,0.0002893181950106303,5.615402029604268e-20,-2.673913389294628e-19,-2.572187922357204e-20,0.00296239635466621,-0.001481198177333106,-0.001481198177333106,-4.188063060634506e-19,-2.094691510755471e-19,-1.826482258009858e-19,0.002962396354666432,0.1249517896149523
4,0.4,1,5,0.2117475151359954,0.2110731415521558,0.787735688385833,600,-192878796.4667916,0.08869802206754684,0.08869804441928864,1.312515644096417e-09,1.229113234658827e-09,4.867224219102775e-09,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000521,0.0002893181950106305,0.0002893181950106306,1.706270337325342e-20,1.597847205056475e-20,6.327391484833606e-20,0.002962396354666211,-0.001481198177333106,-0.001481198177333106,-1.014993216551592e-20,1.806170833197813e-19,9.497774900678071e-19,0.002962396354666434,0.1249517896149523
4,0.4,1,6,0.7902524848640047,0.2110731415521558,0.787735688385833,600,-192878796.4667914,0.08869803324341774,0.08869810402393341,1.312515644094693e-09,2.037667077182905e-09,-1.125507971963772e-08,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000517,0.0002893181950106303,0.0002893181950106307,1.706270337323102e-20,2.648967200337777e-20,-1.463160363552903e-19,0.002962396354666212,-0.001481198177333106,-0.001481198177333106,-1.014993216551369e-20,2.139824148651357e-19,3.529920754853396e-19,0.002962396354666434,0.1249517896149523
4,0.4,1,7,0.2117475151359954,0.7877356883858331,0.7877356883858331,600,-192878796.4667913,0.08869811519980431,0.0886981189250946,7.087073147860468e-09,-1.366542749459767e-08,5.142695703482187e-09,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000508,0.0002893181950106304,0.0002893181950106304,9.213195092218609e-20,-1.776505574297697e-19,6.685504414526843e-20,0.00296239635466621,-0.001481198177333106,-0.001481198177333105,-2.355547491798506e-20,-6.915790386817933e-19,3.397207705367957e-19,0.002962396354666432,0.1249517896149523
4,0.4,1,8,0.7902524848640047,0.7877356883858331,0.787735688385833,600,-192878796.4667916,0.08869802579283714,0.08869798481464386,7.087073147858742e-09,-2.330932303740996e-08,-1.445742620912004e-08,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000521,0.0002893181950106306,0.0002893181950106304,9.213195092216365e-20,-3.030211994863295e-19,-1.879465407185605e-19,0.002962396354666211,-0.001481198177333106,-0.001481198177333106,-2.355547491798279e-20,-4.030008069083826e-19,1.201839049382164e-19,0.002962396354666434,0.1249517896149523
5,0.5,1,1,0.2113248654051851,0.2112805441857417,0.2112805441857417,600,-209752064.0234441,0.00681757926940918,0.006817609071731567,1.639786235862151e-09,-2.483579581702877e-09,-2.627613667960306e-09,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137673,0.0003146280960590277,0.0003146280960590278,2.131722106620796e-20,-3.228653456213741e-20,-3.415897768348399e-20,0.001048760694201834,-0.0005243803471009177,-0.0005243803471009176,-7.115639237661216e-20,-2.323412563132339e-20,1.053097452528452e-19,0.004876032015130809,0.1249475729327831
5,0.5,1,2,0.7886751345948151,0.2112805441857417,0.2112805441857417,600,-209752064.0234443,0.00681731104850769,0.006817370653152466,1.639786235862155e-09,-4.912240127210388e-09,3.869995206333662e-09,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137674,0.0003146280960590269,0.0003146280960590273,2.131722106620801e-20,-6.385912165373502e-20,5.030993768233761e-20,0.001048760694201834,-0.000524380347100917,-0.000524380347100917,-7.115639237661146e-20,-5.58593765522424e-20,1.809300569180864e-19,0.00487603201513081,0.1249475729327831
5,0.5,1,3,0.211324865405185,0.7885097255519992,0.2112805441857417,600,-209752064.0234442,0.006817400455474854,0.006817400455474854,6.75558149888614e-09,3.826940365894989e-09,1.87327342275525e-08,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137674,0.0003146280960590272,0.0003146280960590276,8.78225594855199e-20,4.975022475663486e-20,2.435255449581825e-19,0.001048760694201836,-0.0005243803471009173,-0.0005243803471009176,-2.329427152801096e-19,-1.236892688973954e-20,-6.356319726978419e-21,0.004876032015130809,0.1249475729327831
5,0.5,1,4,0.7886751345948151,0.7885097255519992,0.2112805441857417,600,-209752064.0234441,0.00681757926940918,0.00681757926940918,6.755581498886147e-09,-1.929499549073415e-09,2.739447743345268e-08,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137673,0.0003146280960590277,0.0003146280960590279,8.78225594855199e-20,-2.508349413795437e-20,3.561282066348847e-19,0.001048760694201835,-0.000524380347100918,-0.000524380347100918,-2.329427152801089e-19,-2.614363821408454e-19,5.671377058723027e-19,0.004876032015130808,0.1249475729327831
5,0.5,1,5,0.211324865405185,0.2112805441857417,0.7885097255519992,600,-209752064.0234442,0.006817400455474854,0.006817400455474854,3.104956568257064e-09,-7.651093688344534e-09,-3.133204839591001e-08,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137673,0.0003146280960590271,0.0003146280960590273,4.036443538734183e-20,-9.946421794847897e-20,-4.073166291468301e-19,0.001048760694201834,-0.000524380347100917,-0.000524380347100917,7.531440080677486e-20,-3.023842164041517e-20,9.222037276823041e-20,0.004876032015130811,0.1249475729327831
5,0.5,1,6,0.7886751345948151,0.2112805441857417,0.7885097255519992,600,-209752064.0234442,0.006817460060119629,0.006817460060119629,3.104956568257082e-09,-1.007975423385205e-08,-1.25206446495605e-08,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137673,0.0003146280960590273,0.0003146280960590276,4.036443538734207e-20,-1.310368050400767e-19,-1.627683804442865e-19,0.001048760694201835,-0.0005243803471009172,-0.0005243803471009172,7.531440080677743e-20,-6.286367256133416e-20,1.030244993851245e-20,0.004876032015130811,0.1249475729327831
5,0.5,1,7,0.211324865405185,0.7885097255519992,0.7885097255519991,600,-209752064.023444,0.006817609071731567,0.00681757926940918,1.301138330058562e-08,1.572004129390176e-08,-3.715271601126701e-09,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137673,0.0003146280960590278,0.0003146280960590276,1.691479829076131e-19,2.043605368207229e-19,-4.829853081464712e-20,0.001048760694201834,-0.0005243803471009172,-0.0005243803471009174,3.344927530421989e-19,-2.581904932720981e-19,2.380339109996104e-19,0.004876032015130809,0.1249475729327831
5,0.5,1,8,0.7886751345948151,0.7885097255519992,0.7885097255519992,600,-209752064.0234442,0.006817430257797241,0.006817340850830078,1.301138330058563e-08,5.891918106962696e-09,1.011555591449771e-08,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137673,0.0003146280960590273,0.000314628096059027,1.691479829076132e-19,7.659493539051507e-20,1.315022268884702e-19,0.001048760694201834,-0.0005243803471009165,-0.0005243803471009175,3.344927530422016e-19,-2.374032259017421e-19,3.970463321982133e-19,0.004876032015130811,0.1249475729327831
6,0.6000000000000001,1,1,0.2109022156743746,0.2114913036972191,0.2114913036972192,600,-213716424.42269,0.007578730583190918,0.007578670978546143,-2.295737404507757e-09,-1.27826236089577e-10,-8.367285543465769e-10,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136186,0.0003205746366605605,0.0003205746366605603,-2.984458625860084e-20,-1.661741069164506e-21,-1.08774712065055e-20,-0.0009334195058016543,0.0004667097529008266,0.0004667097529008263,-1.352152286426446e-19,-2.674817945586314e-20,8.202823877586673e-20,0.006858212215134298,0.1249465821993823
6,0.6000000000000001,1,2,0.7870977843256255,0.2114913036972191,0.2114913036972192,600,-213716424.4226904,0.007578194141387939,0.007578194141387939,-2.295737404507755e-09,-9.012008200399297e-10,1.730304743205085e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136187,0.0003205746366605595,0.0003205746366605595,-2.984458625860081e-20,-1.171561066051909e-20,2.249396166166611e-20,-0.0009334195058016543,0.0004667097529008273,0.0004667097529008273,-1.352152286426439e-19,-8.089214787702513e-20,2.290748236728611e-19,0.006858212215134298,0.1249465821993823
6,0.6000000000000001,1,3,0.2109022156743746,0.7892962907570112,0.2114913036972191,600,-213716424.4226903,0.007578372955322266,0.007578372955322266,-6.468250682738392e-09,1.881674740904332e-09,-3.329995546582204e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136187,0.0003205746366605599,0.0003205746366605599,-8.408725887559907e-20,2.446177163175631e-20,-4.328994210556864e-20,-0.000933419505801653,0.000466709752900827,0.0004667097529008267,-4.134725126086227e-19,4.003026590357195e-20,-9.901159303315381e-20,0.006858212215134296,0.1249465821993823
6,0.6000000000000001,1,4,0.7870977843256255,0.7892962907570112,0.2114913036972192,600,-213716424.42269,0.007578641176223755,0.007578641176223755,-6.468250682738388e-09,-5.270162866979624e-09,3.245886455351745e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136186,0.0003205746366605605,0.0003205746366605603,-8.408725887559903e-20,-6.851211727073513e-20,4.219652391957269e-20,-0.0009334195058016536,0.0004667097529008259,0.0004667097529008264,-4.134725126086219e-19,-4.076919709863675e-19,6.574526905124795e-19,0.006858212215134296,0.1249465821993823
6,0.6000000000000001,1,5,0.2109022156743747,0.2114913036972191,0.7892962907570112,600,-213716424.4226905,0.007578253746032715,0.007578283548355103,-3.373411266662808e-10,2.157575132197695e-10,4.629446209418611e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136188,0.0003205746366605599,0.0003205746366605599,-4.385434646661649e-21,2.804847671857023e-21,6.01828007224419e-20,-0.0009334195058016536,0.0004667097529008273,0.0004667097529008269,6.584279150391161e-20,-2.406452858701833e-20,2.210321377659858e-19,0.006858212215134298,0.1249465821993823
6,0.6000000000000001,1,6,0.7870977843256255,0.2114913036972191,0.7892962907570112,600,-213716424.4226902,0.007578462362289429,0.007578462362289429,-3.373411266662697e-10,-5.576170707305857e-10,6.470050822924468e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136187,0.0003205746366605601,0.0003205746366605601,-4.385434646661501e-21,-7.249021919497601e-21,8.411066069801809e-20,-0.0009334195058016532,0.0004667097529008269,0.0004667097529008269,6.584279150391447e-20,-7.820849700818035e-20,1.903280142123752e-19,0.0068582122151343,0.1249465821993823
6,0.6000000000000001,1,7,0.2109022156743747,0.7892962907570114,0.7892962907570114,600,-213716424.4226899,0.007578641176223755,0.007578611373901367,-1.160991054921772e-09,6.335531657268295e-09,9.439989969360036e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136186,0.0003205746366605603,0.0003205746366605603,-1.509288371398303e-20,8.236191154448783e-20,1.227198696016805e-19,-0.0009334195058016551,0.0004667097529008271,0.0004667097529008269,3.018477023163289e-19,-8.199313008417932e-20,5.006963795774846e-19,0.006858212215134296,0.1249465821993823
6,0.6000000000000001,1,8,0.7870977843256255,0.7892962907570114,0.7892962907570112,600,-213716424.4226903,0.007578372955322266,0.007578372955322266,-1.160991054921765e-09,-3.442573233502959e-09,7.204814732415778e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136187,0.0003205746366605599,0.0003205746366605599,-1.509288371398293e-20,-4.475345203553846e-20,9.366259152140515e-20,-0.0009334195058016549,0.0004667097529008278,0.0004667097529008268,3.018477023163319e-19,-3.328497901224247e-19,5.975162934381039e-19,0.0068582122151343,0.1249465821993823
7,0.7000000000000001,1,1,0.2104795659435643,0.211702696869096,0.2117026968690961,600,-217688737.4011686,0.007639855146408081,0.007639855146408081,-1.577321174729349e-09,-2.723925823498339e-09,-3.62638758169713e-09,-0.004008021397538822,0.001786321261667292,0.001786321261667292,0,0,0,-0.001088443687028763,0.0003265331061284924,0.0003265331061284924,-2.050517527148153e-20,-3.541103570547841e-20,-4.714303856206271e-20,-0.002919575995071565,0.001459787997535782,0.001459787997535782,-1.783414528336905e-19,-1.011922908211105e-19,-1.723146542926411e-20,0.008844368704404209,0.1249455894861781
