increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.01999999955296516,2.617865085601807,2.617865085601807,0,0,0,2.279340028762817,25356.70228706563
2,0.03999999910593033,10.45125007629395,10.45125007629395,0,0,0,9.095576286315918,25713.97760580341
3,0.05999999865889549,23.49805641174316,23.49805641174316,0,0,0,20.44111061096191,26071.87121605831
4,0.07999999821186066,41.77397155761719,41.77397155761719,0,0,0,36.32223510742188,26430.40927640438
5,0.1000000014901161,65.30164337158203,65.30164337158203,0,0,0,56.75286483764648,26789.60663179032
6,0.119999997317791,94.10674285888672,94.10674285888672,0,0,0,81.75160217285156,27149.4709821935
7,0.1400000005960464,128.2164611816406,128.2164611816406,0,0,0,111.3402709960938,27510.00530654994
8,0.1599999964237213,167.6588897705078,167.6588897705078,0,0,0,145.5430908203125,27871.20941414226
9,0.1800000071525574,212.4628601074219,212.4628601074219,0,0,0,184.38623046875,28233.08102811182
10,0.2000000029802322,262.6578369140625,262.6578369140625,0,0,0,227.8975677490234,28595.61658787141
