increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,1000,6.266976561164483e-05,6.266976561164483e-05,0,0,0,-8.241063224564766e-33,0.07409365697451649
2,2000,0.0002428456791676581,0.0002428456791676581,0,0,0,-3.195217871082397e-32,0.07454330528157441
3,3000,0.001728415139950812,0.001728415139950812,0,0,0,-1.762111641063421e-31,0.06521510698098809
4,4000,0.007467803545296192,0.007467803545296192,0,0,0.0002168078062823042,-6.723962633454959e-31,0.05622325757448562
5,5000,0.01764965988695621,0.01764965988695621,0,0,0.001369647216051817,-1.510376422529742e-30,0.05249683862680471
6,6000,0.03221863880753517,0.03221863880753517,0,0,0.003378038993105292,-2.690482190670531e-30,0.04978441078250584
7,7000,0.05141471326351166,0.05141471326351166,0,0,0.00574319576844573,-4.232555301152682e-30,0.04754536627517258
8,8000,0.07538244873285294,0.07538244873285294,0,0,0.008409055881202221,-6.153634685650684e-30,0.0457284904189641
9,9000,0.1042559593915939,0.1042559593915939,0,0,0.01133657339960337,-8.470830463776916e-30,0.0442216132826424
10,10000,0.1381578743457794,0.1381578743457794,0,0,0.01449753250926733,-1.120059617101916e-29,0.04294967362767443
