normal_displacement,normal_x,normal_y,normal_z,id,x,y,z
0,1,0,0,0,0,0,0
-4.745126841692058e-06,1,0,0,1,1,0,0
-4.777484845932915e-06,1,0,0,2,1,0.5,0
0,1,0,0,3,0,0.5,0
0,1,0,0,4,0,0,0.5
-4.775727530458761e-06,1,0,0,5,1,0,0.5
-4.793288088625866e-06,1,0,0,6,1,0.5,0.5
0,1,0,0,7,0,0.5,0.5
-2.397759456845246e-06,1,0,0,8,0.5,0,0
-4.74791761225446e-06,1,0,0,9,1,0.25,0
-2.29167899391424e-06,1,0,0,10,0.5,0.5,0
0,1,0,0,11,0,0.25,0
0,1,0,0,12,0,0,0.25
-4.746201890789536e-06,1,0,0,13,1,0,0.25
-4.768515973136141e-06,1,0,0,14,1,0.5,0.25
0,1,0,0,15,0,0.5,0.25
-2.291212806225988e-06,1,0,0,16,0.5,0,0.5
-4.767793322836857e-06,1,0,0,17,1,0.25,0.5
-2.179500694973606e-06,1,0,0,18,0.5,0.5,0.5
0,1,0,0,19,0,0.25,0.5
-4.744855704596106e-06,1,0,0,20,1,1,0
0,1,0,0,21,0,1,0
-4.775095789163953e-06,1,0,0,22,1,1,0.5
0,1,0,0,23,0,1,0.5
-4.748968922151695e-06,1,0,0,24,1,0.75,0
-2.397618609012915e-06,1,0,0,25,0.5,1,0
0,1,0,0,26,0,0.75,0
-4.745627115301346e-06,1,0,0,27,1,1,0.25
0,1,0,0,28,0,1,0.25
-4.768536893437273e-06,1,0,0,29,1,0.75,0.5
-2.291025536059218e-06,1,0,0,30,0.5,1,0.5
0,1,0,0,31,0,0.75,0.5
0,1,0,0,32,0,0,1
-4.741796598430841e-06,1,0,0,33,1,0,1
-4.773274477404164e-06,1,0,0,34,1,0.5,1
0,1,0,0,35,0,0.5,1
0,1,0,0,36,0,0,0.75
-4.751178413100646e-06,1,0,0,37,1,0,0.75
-4.771205634452583e-06,1,0,0,38,1,0.5,0.75
0,1,0,0,39,0,0.5,0.75
-2.396098950755232e-06,1,0,0,40,0.5,0,1
-4.743622413084077e-06,1,0,0,41,1,0.25,1
-2.290250089410487e-06,1,0,0,42,0.5,0.5,1
0,1,0,0,43,0,0.25,1
-4.741504829121691e-06,1,0,0,44,1,1,1
0,1,0,0,45,0,1,1
-4.75056090062409e-06,1,0,0,46,1,1,0.75
0,1,0,0,47,0,1,0.75
-4.744679332670764e-06,1,0,0,48,1,0.75,1
-2.395953688024294e-06,1,0,0,49,0.5,1,1
0,1,0,0,50,0,0.75,1
-5.277038418384225e-06,1,0,0,51,1,0,0
-1e-05,1,0,0,52,2,0,0
-1e-05,1,0,0,53,2,0.28,0
-5.233661475901278e-06,1,0,0,54,1,0.28,0
-5.24286519045708e-06,1,0,0,55,1,0,0.43
-1e-05,1,0,0,56,2,0,0.43
-1e-05,1,0,0,57,2,0.28,0.43
-5.206588228900595e-06,1,0,0,58,1,0.28,0.43
-7.572593187109872e-06,1,0,0,59,1.5,0,0
-1e-05,1,0,0,60,2,0.14,0
-7.677383403131025e-06,1,0,0,61,1.5,0.28,0
-5.249331435137421e-06,1,0,0,62,1,0.14,0
-5.265796076952975e-06,1,0,0,63,1,0,0.215
-1e-05,1,0,0,64,2,0,0.215
-1e-05,1,0,0,65,2,0.28,0.215
-5.225268813187033e-06,1,0,0,66,1,0.28,0.215
-7.684618439883149e-06,1,0,0,67,1.5,0,0.43
-1e-05,1,0,0,68,2,0.14,0.43
-7.792907937392247e-06,1,0,0,69,1.5,0.28,0.43
-5.221254104340575e-06,1,0,0,70,1,0.14,0.43
-1e-05,1,0,0,71,2,0.67,0
-5.238752626246828e-06,1,0,0,72,1,0.67,0
-1e-05,1,0,0,73,2,0.67,0.43
-5.21126981370282e-06,1,0,0,74,1,0.67,0.43
-1e-05,1,0,0,75,2,0.475,0
-7.685743020843645e-06,1,0,0,76,1.5,0.67,0
-5.265261447184668e-06,1,0,0,77,1,0.475,0
-1e-05,1,0,0,78,2,0.67,0.215
-5.230330718787977e-06,1,0,0,79,1,0.67,0.215
-1e-05,1,0,0,80,2,0.475,0.43
-7.80130163241582e-06,1,0,0,81,1.5,0.67,0.43
-5.235855066702223e-06,1,0,0,82,1,0.475,0.43
-1e-05,1,0,0,83,2,1,0
-5.271506970769731e-06,1,0,0,84,1,1,0
-1e-05,1,0,0,85,2,1,0.43
-5.237155034344907e-06,1,0,0,86,1,1,0.43
-1e-05,1,0,0,87,2,0.835,0
