case	metric	value
b121_cax8rt_finite_probe	rz_bottom_axial_reaction_maximum_zero_reference_absolute_difference	0.000000000000e+00
b121_cax8rt_finite_probe	rz_stress_tensor_relative_l2	1.625573501267e-15
b121_cax8rt_finite_probe	rz_stress_tensor_relative_absolute_peak	1.637705311917e-15
b121_cax8rt_finite_probe	rz_stress_tensor_maximum_pointwise_relative	2.529416358813e-15
b121_cax8rt_finite_probe	rz_stress_tensor_maximum_pointwise_relative_index	0
b121_cax8rt_finite_probe	rz_stress_tensor_maximum_pointwise_actual_norm	9.619207448400e+04
b121_cax8rt_finite_probe	rz_stress_tensor_maximum_pointwise_reference_norm	9.619207448400e+04
b121_cax8rt_finite_probe	rz_stress_tensor_maximum_difference_index	2
b121_cax8rt_finite_probe	rz_stress_tensor_maximum_absolute_group_difference	2.448003658631e-10
b121_cax8rt_finite_probe	rz_stress_tensor_zero_reference_count	0
b121_cax8rt_finite_probe	rz_stress_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b121_cax8rt_finite_probe	rz_elastic_tensor_relative_l2	3.009537175654e-15
b121_cax8rt_finite_probe	rz_elastic_tensor_relative_absolute_peak	3.772708598906e-15
b121_cax8rt_finite_probe	rz_elastic_tensor_maximum_pointwise_relative	3.836629375334e-15
b121_cax8rt_finite_probe	rz_elastic_tensor_maximum_pointwise_relative_index	2
b121_cax8rt_finite_probe	rz_elastic_tensor_maximum_pointwise_actual_norm	7.949640197613e-02
b121_cax8rt_finite_probe	rz_elastic_tensor_maximum_pointwise_reference_norm	7.949640197613e-02
b121_cax8rt_finite_probe	rz_elastic_tensor_maximum_difference_index	2
b121_cax8rt_finite_probe	rz_elastic_tensor_maximum_absolute_group_difference	3.049982310550e-16
b121_cax8rt_finite_probe	rz_elastic_tensor_zero_reference_count	0
b121_cax8rt_finite_probe	rz_elastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b121_cax8rt_finite_probe	rz_plastic_tensor_zero_reference_count	4
b121_cax8rt_finite_probe	rz_plastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b121_cax8rt_finite_probe	rz_creep_tensor_zero_reference_count	4
b121_cax8rt_finite_probe	rz_creep_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b121_cax8rt_finite_probe	rz_equivalent_plastic_strain_absolute_l2	0.000000000000e+00
b121_cax8rt_finite_probe	rz_equivalent_plastic_strain_absolute_peak	0.000000000000e+00
b121_cax8rt_finite_probe	rz_equivalent_plastic_strain_maximum_pointwise_absolute	0.000000000000e+00
b121_cax8rt_finite_probe	rz_equivalent_plastic_strain_zero_reference_count	4
b121_cax8rt_finite_probe	rz_equivalent_plastic_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b121_cax8rt_finite_probe	rz_equivalent_creep_strain_absolute_l2	0.000000000000e+00
b121_cax8rt_finite_probe	rz_equivalent_creep_strain_absolute_peak	0.000000000000e+00
b121_cax8rt_finite_probe	rz_equivalent_creep_strain_maximum_pointwise_absolute	0.000000000000e+00
b121_cax8rt_finite_probe	rz_equivalent_creep_strain_zero_reference_count	4
b121_cax8rt_finite_probe	rz_equivalent_creep_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b121_cax8rt_finite_probe	rz_accepted_frames	1
b120_cax8rt_small_probe	rz_temperature_relative_l2	7.518576853727e-05
b120_cax8rt_small_probe	rz_temperature_relative_absolute_peak	0.000000000000e+00
b120_cax8rt_small_probe	rz_temperature_maximum_pointwise_relative	1.584562008838e-04
b120_cax8rt_small_probe	rz_temperature_maximum_pointwise_relative_index	5
b120_cax8rt_small_probe	rz_temperature_maximum_pointwise_relative_actual	6.050000000000e+02
b120_cax8rt_small_probe	rz_temperature_maximum_pointwise_relative_reference	6.050958811945e+02
b120_cax8rt_small_probe	rz_temperature_maximum_absolute_difference_index	5
b120_cax8rt_small_probe	rz_temperature_maximum_absolute_difference_actual	6.050000000000e+02
b120_cax8rt_small_probe	rz_temperature_maximum_absolute_difference_reference	6.050958811945e+02
b120_cax8rt_small_probe	rz_temperature_zero_reference_count	0
b120_cax8rt_small_probe	rz_temperature_maximum_zero_reference_absolute_difference	0.000000000000e+00
b120_cax8rt_small_probe	rz_displacement_relative_l2	2.345988782608e-17
b120_cax8rt_small_probe	rz_displacement_relative_absolute_peak	3.763143578324e-17
b120_cax8rt_small_probe	rz_displacement_maximum_pointwise_relative	5.055870089962e-17
b120_cax8rt_small_probe	rz_displacement_maximum_pointwise_relative_index	6
b120_cax8rt_small_probe	rz_displacement_maximum_pointwise_actual_norm	6.862215385719e-02
b120_cax8rt_small_probe	rz_displacement_maximum_pointwise_reference_norm	6.862215385719e-02
b120_cax8rt_small_probe	rz_displacement_maximum_difference_index	6
b120_cax8rt_small_probe	rz_displacement_maximum_absolute_group_difference	3.469446951954e-18
b120_cax8rt_small_probe	rz_displacement_zero_reference_count	0
b120_cax8rt_small_probe	rz_displacement_maximum_zero_reference_absolute_difference	0.000000000000e+00
b120_cax8rt_small_probe	rz_support_reaction_relative_l2	1.265500918285e-14
b120_cax8rt_small_probe	rz_support_reaction_relative_absolute_peak	1.223971780308e-14
b120_cax8rt_small_probe	rz_support_reaction_maximum_pointwise_relative	9.877047567897e-14
b120_cax8rt_small_probe	rz_support_reaction_maximum_pointwise_relative_index	0
b120_cax8rt_small_probe	rz_support_reaction_maximum_pointwise_actual_norm	1.032827630233e+04
b120_cax8rt_small_probe	rz_support_reaction_maximum_pointwise_reference_norm	1.032827630233e+04
b120_cax8rt_small_probe	rz_support_reaction_maximum_difference_index	6
b120_cax8rt_small_probe	rz_support_reaction_maximum_absolute_group_difference	8.313423967085e-09
b120_cax8rt_small_probe	rz_support_reaction_zero_reference_count	0
b120_cax8rt_small_probe	rz_support_reaction_maximum_zero_reference_absolute_difference	0.000000000000e+00
b120_cax8rt_small_probe	rz_reaction_heat_relative_l2	1.944910340761e-14
b120_cax8rt_small_probe	rz_reaction_heat_relative_absolute_peak	2.341251641724e-14
b120_cax8rt_small_probe	rz_reaction_heat_maximum_pointwise_relative	2.341251641724e-14
b120_cax8rt_small_probe	rz_reaction_heat_maximum_pointwise_relative_index	1
b120_cax8rt_small_probe	rz_reaction_heat_maximum_pointwise_relative_actual	2.657226027122e+07
b120_cax8rt_small_probe	rz_reaction_heat_maximum_pointwise_relative_reference	2.657226027122e+07
b120_cax8rt_small_probe	rz_reaction_heat_maximum_absolute_difference_index	1
b120_cax8rt_small_probe	rz_reaction_heat_maximum_absolute_difference_actual	2.657226027122e+07
b120_cax8rt_small_probe	rz_reaction_heat_maximum_absolute_difference_reference	2.657226027122e+07
b120_cax8rt_small_probe	rz_reaction_heat_zero_reference_count	4
b120_cax8rt_small_probe	rz_reaction_heat_maximum_zero_reference_absolute_difference	0.000000000000e+00
b120_cax8rt_small_probe	rz_bottom_axial_reaction_relative_l2	4.656082082080e-14
b120_cax8rt_small_probe	rz_bottom_axial_reaction_relative_absolute_peak	4.656082082080e-14
b120_cax8rt_small_probe	rz_bottom_axial_reaction_maximum_pointwise_relative	4.656082082080e-14
b120_cax8rt_small_probe	rz_bottom_axial_reaction_maximum_pointwise_relative_index	0
b120_cax8rt_small_probe	rz_bottom_axial_reaction_maximum_pointwise_relative_actual	6.446047262359e+03
b120_cax8rt_small_probe	rz_bottom_axial_reaction_maximum_pointwise_relative_reference	6.446047262359e+03
b120_cax8rt_small_probe	rz_bottom_axial_reaction_maximum_absolute_difference_index	0
b120_cax8rt_small_probe	rz_bottom_axial_reaction_maximum_absolute_difference_actual	6.446047262359e+03
b120_cax8rt_small_probe	rz_bottom_axial_reaction_maximum_absolute_difference_reference	6.446047262359e+03
b120_cax8rt_small_probe	rz_bottom_axial_reaction_zero_reference_count	0
b120_cax8rt_small_probe	rz_bottom_axial_reaction_maximum_zero_reference_absolute_difference	0.000000000000e+00
b120_cax8rt_small_probe	rz_stress_tensor_relative_l2	1.846987246999e-15
b120_cax8rt_small_probe	rz_stress_tensor_relative_absolute_peak	1.695802036785e-15
b120_cax8rt_small_probe	rz_stress_tensor_maximum_pointwise_relative	2.648970447734e-15
b120_cax8rt_small_probe	rz_stress_tensor_maximum_pointwise_relative_index	0
b120_cax8rt_small_probe	rz_stress_tensor_maximum_pointwise_actual_norm	9.804836777119e+04
b120_cax8rt_small_probe	rz_stress_tensor_maximum_pointwise_reference_norm	9.804836777119e+04
b120_cax8rt_small_probe	rz_stress_tensor_maximum_difference_index	0
b120_cax8rt_small_probe	rz_stress_tensor_maximum_absolute_group_difference	2.597272286745e-10
b120_cax8rt_small_probe	rz_stress_tensor_zero_reference_count	0
b120_cax8rt_small_probe	rz_stress_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b120_cax8rt_small_probe	rz_elastic_tensor_relative_l2	3.382093058242e-15
b120_cax8rt_small_probe	rz_elastic_tensor_relative_absolute_peak	3.770145355740e-15
b120_cax8rt_small_probe	rz_elastic_tensor_maximum_pointwise_relative	3.830262468787e-15
b120_cax8rt_small_probe	rz_elastic_tensor_maximum_pointwise_relative_index	2
b120_cax8rt_small_probe	rz_elastic_tensor_maximum_pointwise_actual_norm	8.177148452241e-02
b120_cax8rt_small_probe	rz_elastic_tensor_maximum_pointwise_reference_norm	8.177148452241e-02
b120_cax8rt_small_probe	rz_elastic_tensor_maximum_difference_index	2
b120_cax8rt_small_probe	rz_elastic_tensor_maximum_absolute_group_difference	3.132062481832e-16
b120_cax8rt_small_probe	rz_elastic_tensor_zero_reference_count	0
b120_cax8rt_small_probe	rz_elastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b120_cax8rt_small_probe	rz_plastic_tensor_zero_reference_count	4
b120_cax8rt_small_probe	rz_plastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b120_cax8rt_small_probe	rz_creep_tensor_zero_reference_count	4
b120_cax8rt_small_probe	rz_creep_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b120_cax8rt_small_probe	rz_equivalent_plastic_strain_absolute_l2	0.000000000000e+00
b120_cax8rt_small_probe	rz_equivalent_plastic_strain_absolute_peak	0.000000000000e+00
b120_cax8rt_small_probe	rz_equivalent_plastic_strain_maximum_pointwise_absolute	0.000000000000e+00
b120_cax8rt_small_probe	rz_equivalent_plastic_strain_zero_reference_count	4
b120_cax8rt_small_probe	rz_equivalent_plastic_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b120_cax8rt_small_probe	rz_equivalent_creep_strain_absolute_l2	0.000000000000e+00
b120_cax8rt_small_probe	rz_equivalent_creep_strain_absolute_peak	0.000000000000e+00
b120_cax8rt_small_probe	rz_equivalent_creep_strain_maximum_pointwise_absolute	0.000000000000e+00
b120_cax8rt_small_probe	rz_equivalent_creep_strain_zero_reference_count	4
b120_cax8rt_small_probe	rz_equivalent_creep_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b120_cax8rt_small_probe	rz_accepted_frames	1
b129_cax8rt_finite_plastic	rz_temperature_relative_l2	5.991822453038e-17
b129_cax8rt_finite_plastic	rz_temperature_relative_absolute_peak	1.894780628694e-16
b129_cax8rt_finite_plastic	rz_temperature_maximum_pointwise_relative	1.894780628694e-16
b129_cax8rt_finite_plastic	rz_temperature_maximum_pointwise_relative_index	17
b129_cax8rt_finite_plastic	rz_temperature_maximum_pointwise_relative_actual	6.000000000000e+02
b129_cax8rt_finite_plastic	rz_temperature_maximum_pointwise_relative_reference	6.000000000000e+02
b129_cax8rt_finite_plastic	rz_temperature_maximum_absolute_difference_index	17
b129_cax8rt_finite_plastic	rz_temperature_maximum_absolute_difference_actual	6.000000000000e+02
b129_cax8rt_finite_plastic	rz_temperature_maximum_absolute_difference_reference	6.000000000000e+02
b129_cax8rt_finite_plastic	rz_temperature_zero_reference_count	0
b129_cax8rt_finite_plastic	rz_temperature_maximum_zero_reference_absolute_difference	0.000000000000e+00
b129_cax8rt_finite_plastic	rz_displacement_relative_l2	1.265532920645e-08
b129_cax8rt_finite_plastic	rz_displacement_relative_absolute_peak	3.085399367082e-08
b129_cax8rt_finite_plastic	rz_displacement_maximum_pointwise_relative	4.601295313621e-08
b129_cax8rt_finite_plastic	rz_displacement_maximum_pointwise_relative_index	28
b129_cax8rt_finite_plastic	rz_displacement_maximum_pointwise_actual_norm	2.034466488881e-06
b129_cax8rt_finite_plastic	rz_displacement_maximum_pointwise_reference_norm	2.034466582492e-06
b129_cax8rt_finite_plastic	rz_displacement_maximum_difference_index	26
b129_cax8rt_finite_plastic	rz_displacement_maximum_absolute_group_difference	3.420012542141e-13
b129_cax8rt_finite_plastic	rz_displacement_zero_reference_count	5
b129_cax8rt_finite_plastic	rz_displacement_maximum_zero_reference_absolute_difference	0.000000000000e+00
b129_cax8rt_finite_plastic	rz_bottom_axial_reaction_relative_l2	2.558282316946e-08
b129_cax8rt_finite_plastic	rz_bottom_axial_reaction_relative_absolute_peak	1.322726388682e-11
b129_cax8rt_finite_plastic	rz_bottom_axial_reaction_maximum_pointwise_relative	4.858716923284e-08
b129_cax8rt_finite_plastic	rz_bottom_axial_reaction_maximum_pointwise_relative_index	3
b129_cax8rt_finite_plastic	rz_bottom_axial_reaction_maximum_pointwise_relative_actual	-4.823728569277e+02
b129_cax8rt_finite_plastic	rz_bottom_axial_reaction_maximum_pointwise_relative_reference	-4.823728334906e+02
b129_cax8rt_finite_plastic	rz_bottom_axial_reaction_maximum_absolute_difference_index	3
b129_cax8rt_finite_plastic	rz_bottom_axial_reaction_maximum_absolute_difference_actual	-4.823728569277e+02
b129_cax8rt_finite_plastic	rz_bottom_axial_reaction_maximum_absolute_difference_reference	-4.823728334906e+02
b129_cax8rt_finite_plastic	rz_bottom_axial_reaction_zero_reference_count	0
b129_cax8rt_finite_plastic	rz_bottom_axial_reaction_maximum_zero_reference_absolute_difference	0.000000000000e+00
b129_cax8rt_finite_plastic	rz_stress_tensor_relative_l2	1.146263534424e-07
b129_cax8rt_finite_plastic	rz_stress_tensor_relative_absolute_peak	2.928843454912e-07
b129_cax8rt_finite_plastic	rz_stress_tensor_maximum_pointwise_relative	3.440114929062e-07
b129_cax8rt_finite_plastic	rz_stress_tensor_maximum_pointwise_relative_index	15
b129_cax8rt_finite_plastic	rz_stress_tensor_maximum_pointwise_actual_norm	1.548012354848e+08
b129_cax8rt_finite_plastic	rz_stress_tensor_maximum_pointwise_reference_norm	1.548012305255e+08
b129_cax8rt_finite_plastic	rz_stress_tensor_maximum_difference_index	15
b129_cax8rt_finite_plastic	rz_stress_tensor_maximum_absolute_group_difference	5.325340241680e+01
b129_cax8rt_finite_plastic	rz_stress_tensor_zero_reference_count	0
b129_cax8rt_finite_plastic	rz_stress_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b129_cax8rt_finite_plastic	rz_elastic_tensor_relative_l2	1.283812188831e-07
b129_cax8rt_finite_plastic	rz_elastic_tensor_relative_absolute_peak	3.426186888054e-07
b129_cax8rt_finite_plastic	rz_elastic_tensor_maximum_pointwise_relative	4.024276764781e-07
b129_cax8rt_finite_plastic	rz_elastic_tensor_maximum_pointwise_relative_index	15
b129_cax8rt_finite_plastic	rz_elastic_tensor_maximum_pointwise_actual_norm	8.407858840446e-04
b129_cax8rt_finite_plastic	rz_elastic_tensor_maximum_pointwise_reference_norm	8.407858934780e-04
b129_cax8rt_finite_plastic	rz_elastic_tensor_maximum_difference_index	15
b129_cax8rt_finite_plastic	rz_elastic_tensor_maximum_absolute_group_difference	3.383555135279e-10
b129_cax8rt_finite_plastic	rz_elastic_tensor_zero_reference_count	0
b129_cax8rt_finite_plastic	rz_elastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b129_cax8rt_finite_plastic	rz_plastic_tensor_relative_l2	1.155358530382e-08
b129_cax8rt_finite_plastic	rz_plastic_tensor_relative_absolute_peak	2.600504263470e-08
b129_cax8rt_finite_plastic	rz_plastic_tensor_maximum_pointwise_relative	3.057411010736e-08
b129_cax8rt_finite_plastic	rz_plastic_tensor_maximum_pointwise_relative_index	15
b129_cax8rt_finite_plastic	rz_plastic_tensor_maximum_pointwise_actual_norm	9.418363244244e-03
b129_cax8rt_finite_plastic	rz_plastic_tensor_maximum_pointwise_reference_norm	9.418363414924e-03
b129_cax8rt_finite_plastic	rz_plastic_tensor_maximum_difference_index	15
b129_cax8rt_finite_plastic	rz_plastic_tensor_maximum_absolute_group_difference	2.879580800790e-10
b129_cax8rt_finite_plastic	rz_plastic_tensor_zero_reference_count	0
b129_cax8rt_finite_plastic	rz_plastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b129_cax8rt_finite_plastic	rz_creep_tensor_zero_reference_count	20
b129_cax8rt_finite_plastic	rz_creep_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b129_cax8rt_finite_plastic	rz_equivalent_plastic_strain_relative_l2	5.919631870450e-09
b129_cax8rt_finite_plastic	rz_equivalent_plastic_strain_relative_absolute_peak	3.608351902893e-09
b129_cax8rt_finite_plastic	rz_equivalent_plastic_strain_maximum_pointwise_relative	1.812210319749e-08
b129_cax8rt_finite_plastic	rz_equivalent_plastic_strain_maximum_pointwise_relative_index	15
b129_cax8rt_finite_plastic	rz_equivalent_plastic_strain_maximum_pointwise_relative_actual	7.690061386860e-03
b129_cax8rt_finite_plastic	rz_equivalent_plastic_strain_maximum_pointwise_relative_reference	7.690061526221e-03
b129_cax8rt_finite_plastic	rz_equivalent_plastic_strain_maximum_absolute_difference_index	15
b129_cax8rt_finite_plastic	rz_equivalent_plastic_strain_maximum_absolute_difference_actual	7.690061386860e-03
b129_cax8rt_finite_plastic	rz_equivalent_plastic_strain_maximum_absolute_difference_reference	7.690061526221e-03
b129_cax8rt_finite_plastic	rz_equivalent_plastic_strain_zero_reference_count	0
b129_cax8rt_finite_plastic	rz_equivalent_plastic_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b129_cax8rt_finite_plastic	rz_equivalent_creep_strain_absolute_l2	0.000000000000e+00
b129_cax8rt_finite_plastic	rz_equivalent_creep_strain_absolute_peak	0.000000000000e+00
b129_cax8rt_finite_plastic	rz_equivalent_creep_strain_maximum_pointwise_absolute	0.000000000000e+00
b129_cax8rt_finite_plastic	rz_equivalent_creep_strain_zero_reference_count	20
b129_cax8rt_finite_plastic	rz_equivalent_creep_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b129_cax8rt_finite_plastic	rz_accepted_frames	5
b128_cax8rt_small_plastic	rz_temperature_relative_l2	6.699061157051e-17
b128_cax8rt_small_plastic	rz_temperature_relative_absolute_peak	1.894780628694e-16
b128_cax8rt_small_plastic	rz_temperature_maximum_pointwise_relative	1.894780628694e-16
b128_cax8rt_small_plastic	rz_temperature_maximum_pointwise_relative_index	8
b128_cax8rt_small_plastic	rz_temperature_maximum_pointwise_relative_actual	6.000000000000e+02
b128_cax8rt_small_plastic	rz_temperature_maximum_pointwise_relative_reference	6.000000000000e+02
b128_cax8rt_small_plastic	rz_temperature_maximum_absolute_difference_index	8
b128_cax8rt_small_plastic	rz_temperature_maximum_absolute_difference_actual	6.000000000000e+02
b128_cax8rt_small_plastic	rz_temperature_maximum_absolute_difference_reference	6.000000000000e+02
b128_cax8rt_small_plastic	rz_temperature_zero_reference_count	0
b128_cax8rt_small_plastic	rz_temperature_maximum_zero_reference_absolute_difference	0.000000000000e+00
b128_cax8rt_small_plastic	rz_displacement_relative_l2	1.362435624728e-08
b128_cax8rt_small_plastic	rz_displacement_relative_absolute_peak	3.343474602466e-08
b128_cax8rt_small_plastic	rz_displacement_maximum_pointwise_relative	4.863395474460e-08
b128_cax8rt_small_plastic	rz_displacement_maximum_pointwise_relative_index	28
b128_cax8rt_small_plastic	rz_displacement_maximum_pointwise_actual_norm	2.047272627706e-06
b128_cax8rt_small_plastic	rz_displacement_maximum_pointwise_reference_norm	2.047272727273e-06
b128_cax8rt_small_plastic	rz_displacement_maximum_difference_index	26
b128_cax8rt_small_plastic	rz_displacement_maximum_absolute_group_difference	3.711198320498e-13
b128_cax8rt_small_plastic	rz_displacement_zero_reference_count	5
b128_cax8rt_small_plastic	rz_displacement_maximum_zero_reference_absolute_difference	0.000000000000e+00
b128_cax8rt_small_plastic	rz_bottom_axial_reaction_relative_l2	2.853481502776e-08
b128_cax8rt_small_plastic	rz_bottom_axial_reaction_relative_absolute_peak	8.733644918747e-14
b128_cax8rt_small_plastic	rz_bottom_axial_reaction_maximum_pointwise_relative	5.422770086624e-08
b128_cax8rt_small_plastic	rz_bottom_axial_reaction_maximum_pointwise_relative_index	3
b128_cax8rt_small_plastic	rz_bottom_axial_reaction_maximum_pointwise_relative_actual	-4.883748844506e+02
b128_cax8rt_small_plastic	rz_bottom_axial_reaction_maximum_pointwise_relative_reference	-4.883748579672e+02
b128_cax8rt_small_plastic	rz_bottom_axial_reaction_maximum_absolute_difference_index	3
b128_cax8rt_small_plastic	rz_bottom_axial_reaction_maximum_absolute_difference_actual	-4.883748844506e+02
b128_cax8rt_small_plastic	rz_bottom_axial_reaction_maximum_absolute_difference_reference	-4.883748579672e+02
b128_cax8rt_small_plastic	rz_bottom_axial_reaction_zero_reference_count	0
b128_cax8rt_small_plastic	rz_bottom_axial_reaction_maximum_zero_reference_absolute_difference	0.000000000000e+00
b128_cax8rt_small_plastic	rz_stress_tensor_relative_l2	1.239895648641e-07
b128_cax8rt_small_plastic	rz_stress_tensor_relative_absolute_peak	3.168792985694e-07
b128_cax8rt_small_plastic	rz_stress_tensor_maximum_pointwise_relative	3.724721579676e-07
b128_cax8rt_small_plastic	rz_stress_tensor_maximum_pointwise_relative_index	15
b128_cax8rt_small_plastic	rz_stress_tensor_maximum_pointwise_actual_norm	1.554545509902e+08
b128_cax8rt_small_plastic	rz_stress_tensor_maximum_pointwise_reference_norm	1.554545454545e+08
b128_cax8rt_small_plastic	rz_stress_tensor_maximum_difference_index	15
b128_cax8rt_small_plastic	rz_stress_tensor_maximum_absolute_group_difference	5.790249001133e+01
b128_cax8rt_small_plastic	rz_stress_tensor_zero_reference_count	0
b128_cax8rt_small_plastic	rz_stress_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b128_cax8rt_small_plastic	rz_elastic_tensor_relative_l2	1.381562018095e-07
b128_cax8rt_small_plastic	rz_elastic_tensor_relative_absolute_peak	3.702311023845e-07
b128_cax8rt_small_plastic	rz_elastic_tensor_maximum_pointwise_relative	4.351839273642e-07
b128_cax8rt_small_plastic	rz_elastic_tensor_maximum_pointwise_relative_index	15
b128_cax8rt_small_plastic	rz_elastic_tensor_maximum_pointwise_actual_norm	8.443342913113e-04
b128_cax8rt_small_plastic	rz_elastic_tensor_maximum_pointwise_reference_norm	8.443343018160e-04
b128_cax8rt_small_plastic	rz_elastic_tensor_maximum_difference_index	15
b128_cax8rt_small_plastic	rz_elastic_tensor_maximum_absolute_group_difference	3.674407174727e-10
b128_cax8rt_small_plastic	rz_elastic_tensor_zero_reference_count	0
b128_cax8rt_small_plastic	rz_elastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b128_cax8rt_small_plastic	rz_plastic_tensor_relative_l2	1.240128708231e-08
b128_cax8rt_small_plastic	rz_plastic_tensor_relative_absolute_peak	2.801614457107e-08
b128_cax8rt_small_plastic	rz_plastic_tensor_maximum_pointwise_relative	3.296308004565e-08
b128_cax8rt_small_plastic	rz_plastic_tensor_maximum_pointwise_relative_index	15
b128_cax8rt_small_plastic	rz_plastic_tensor_maximum_pointwise_actual_norm	9.458370430238e-03
b128_cax8rt_small_plastic	rz_plastic_tensor_maximum_pointwise_reference_norm	9.458370620429e-03
b128_cax8rt_small_plastic	rz_plastic_tensor_maximum_difference_index	15
b128_cax8rt_small_plastic	rz_plastic_tensor_maximum_absolute_group_difference	3.117770278626e-10
b128_cax8rt_small_plastic	rz_plastic_tensor_zero_reference_count	0
b128_cax8rt_small_plastic	rz_plastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b128_cax8rt_small_plastic	rz_creep_tensor_zero_reference_count	20
b128_cax8rt_small_plastic	rz_creep_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b128_cax8rt_small_plastic	rz_equivalent_plastic_strain_relative_l2	6.554407495054e-09
b128_cax8rt_small_plastic	rz_equivalent_plastic_strain_relative_absolute_peak	4.007471828536e-09
b128_cax8rt_small_plastic	rz_equivalent_plastic_strain_maximum_pointwise_relative	2.010824087066e-08
b128_cax8rt_small_plastic	rz_equivalent_plastic_strain_maximum_pointwise_relative_index	15
b128_cax8rt_small_plastic	rz_equivalent_plastic_strain_maximum_pointwise_relative_actual	7.722727117437e-03
b128_cax8rt_small_plastic	rz_equivalent_plastic_strain_maximum_pointwise_relative_reference	7.722727272727e-03
b128_cax8rt_small_plastic	rz_equivalent_plastic_strain_maximum_absolute_difference_index	15
b128_cax8rt_small_plastic	rz_equivalent_plastic_strain_maximum_absolute_difference_actual	7.722727117437e-03
b128_cax8rt_small_plastic	rz_equivalent_plastic_strain_maximum_absolute_difference_reference	7.722727272727e-03
b128_cax8rt_small_plastic	rz_equivalent_plastic_strain_zero_reference_count	0
b128_cax8rt_small_plastic	rz_equivalent_plastic_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b128_cax8rt_small_plastic	rz_equivalent_creep_strain_absolute_l2	0.000000000000e+00
b128_cax8rt_small_plastic	rz_equivalent_creep_strain_absolute_peak	0.000000000000e+00
b128_cax8rt_small_plastic	rz_equivalent_creep_strain_maximum_pointwise_absolute	0.000000000000e+00
b128_cax8rt_small_plastic	rz_equivalent_creep_strain_zero_reference_count	20
b128_cax8rt_small_plastic	rz_equivalent_creep_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b128_cax8rt_small_plastic	rz_accepted_frames	5
b127_cax8rt_finite_creep	rz_temperature_relative_l2	1.080191154395e-16
b127_cax8rt_finite_creep	rz_temperature_relative_absolute_peak	1.894780628694e-16
b127_cax8rt_finite_creep	rz_temperature_maximum_pointwise_relative	1.894780628694e-16
b127_cax8rt_finite_creep	rz_temperature_maximum_pointwise_relative_index	0
b127_cax8rt_finite_creep	rz_temperature_maximum_pointwise_relative_actual	6.000000000000e+02
b127_cax8rt_finite_creep	rz_temperature_maximum_pointwise_relative_reference	6.000000000000e+02
b127_cax8rt_finite_creep	rz_temperature_maximum_absolute_difference_index	0
b127_cax8rt_finite_creep	rz_temperature_maximum_absolute_difference_actual	6.000000000000e+02
b127_cax8rt_finite_creep	rz_temperature_maximum_absolute_difference_reference	6.000000000000e+02
b127_cax8rt_finite_creep	rz_temperature_zero_reference_count	0
b127_cax8rt_finite_creep	rz_temperature_maximum_zero_reference_absolute_difference	0.000000000000e+00
b127_cax8rt_finite_creep	rz_displacement_relative_l2	1.382962473143e-08
b127_cax8rt_finite_creep	rz_displacement_relative_absolute_peak	2.614015750782e-08
b127_cax8rt_finite_creep	rz_displacement_maximum_pointwise_relative	6.627751897981e-08
b127_cax8rt_finite_creep	rz_displacement_maximum_pointwise_relative_index	9
b127_cax8rt_finite_creep	rz_displacement_maximum_pointwise_actual_norm	4.360409184591e-06
b127_cax8rt_finite_creep	rz_displacement_maximum_pointwise_reference_norm	4.360408895594e-06
b127_cax8rt_finite_creep	rz_displacement_maximum_difference_index	13
b127_cax8rt_finite_creep	rz_displacement_maximum_absolute_group_difference	2.891541834877e-13
b127_cax8rt_finite_creep	rz_displacement_zero_reference_count	5
b127_cax8rt_finite_creep	rz_displacement_maximum_zero_reference_absolute_difference	0.000000000000e+00
b127_cax8rt_finite_creep	rz_bottom_axial_reaction_relative_l2	3.320664257075e-07
b127_cax8rt_finite_creep	rz_bottom_axial_reaction_relative_absolute_peak	4.802187764922e-07
b127_cax8rt_finite_creep	rz_bottom_axial_reaction_maximum_pointwise_relative	4.802187764922e-07
