case	metric	value
b1212_cax8rt_small_friction	rz_sliding_normal_force_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1212_cax8rt_small_friction	rz_sliding_pressure_relative_l2	2.613277468405e-10
b1212_cax8rt_small_friction	rz_sliding_pressure_relative_absolute_peak	3.731720704228e-12
b1212_cax8rt_small_friction	rz_sliding_pressure_maximum_pointwise_relative	1.121148515803e-09
b1212_cax8rt_small_friction	rz_sliding_pressure_maximum_pointwise_relative_index	1
b1212_cax8rt_small_friction	rz_sliding_pressure_maximum_pointwise_relative_actual	1.850477852794e+06
b1212_cax8rt_small_friction	rz_sliding_pressure_maximum_pointwise_relative_reference	1.850477854868e+06
b1212_cax8rt_small_friction	rz_sliding_pressure_maximum_absolute_difference_index	1
b1212_cax8rt_small_friction	rz_sliding_pressure_maximum_absolute_difference_actual	1.850477852794e+06
b1212_cax8rt_small_friction	rz_sliding_pressure_maximum_absolute_difference_reference	1.850477854868e+06
b1212_cax8rt_small_friction	rz_sliding_pressure_zero_reference_count	0
b1212_cax8rt_small_friction	rz_sliding_pressure_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1212_cax8rt_small_friction	rz_sliding_shear_relative_l2	4.979524189783e-11
b1212_cax8rt_small_friction	rz_sliding_shear_relative_absolute_peak	3.731474276605e-12
b1212_cax8rt_small_friction	rz_sliding_shear_maximum_pointwise_relative	1.855475923518e-09
b1212_cax8rt_small_friction	rz_sliding_shear_maximum_pointwise_relative_index	2
b1212_cax8rt_small_friction	rz_sliding_shear_maximum_pointwise_relative_actual	1.140132449882e+04
b1212_cax8rt_small_friction	rz_sliding_shear_maximum_pointwise_relative_reference	1.140132451998e+04
b1212_cax8rt_small_friction	rz_sliding_shear_maximum_absolute_difference_index	1
b1212_cax8rt_small_friction	rz_sliding_shear_maximum_absolute_difference_actual	1.276275115354e+05
b1212_cax8rt_small_friction	rz_sliding_shear_maximum_absolute_difference_reference	1.276275116145e+05
b1212_cax8rt_small_friction	rz_sliding_shear_zero_reference_count	0
b1212_cax8rt_small_friction	rz_sliding_shear_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1212_cax8rt_small_friction	rz_sliding_tangent_force_relative_l2	2.953377236986e-11
b1212_cax8rt_small_friction	rz_sliding_tangent_force_relative_absolute_peak	8.281753041190e-13
b1212_cax8rt_small_friction	rz_sliding_tangent_force_maximum_pointwise_relative	6.193345464033e-10
b1212_cax8rt_small_friction	rz_sliding_tangent_force_maximum_pointwise_relative_index	1
b1212_cax8rt_small_friction	rz_sliding_tangent_force_maximum_pointwise_relative_actual	2.676981482033e-01
b1212_cax8rt_small_friction	rz_sliding_tangent_force_maximum_pointwise_relative_reference	2.676981483691e-01
b1212_cax8rt_small_friction	rz_sliding_tangent_force_maximum_absolute_difference_index	1
b1212_cax8rt_small_friction	rz_sliding_tangent_force_maximum_absolute_difference_actual	2.676981482033e-01
b1212_cax8rt_small_friction	rz_sliding_tangent_force_maximum_absolute_difference_reference	2.676981483691e-01
b1212_cax8rt_small_friction	rz_sliding_tangent_force_zero_reference_count	0
b1212_cax8rt_small_friction	rz_sliding_tangent_force_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1212_cax8rt_small_friction	rz_sliding_maximum_segments_crossed	0
b1212_cax8rt_small_friction	rz_sliding_sticking_samples	12
b1212_cax8rt_small_friction	rz_sliding_sliding_samples	18
b1212_cax8rt_small_friction	rz_sliding_reverse_sticking	1
b1214_cax8rt_recovery	rz_temperature_maximum_absolute_difference	0.000000000000e+00
b1214_cax8rt_recovery	rz_displacement_maximum_absolute_difference	6.776263578034e-21
b1214_cax8rt_recovery	rz_support_reaction_maximum_absolute_difference	7.980816208938e-11
b1214_cax8rt_recovery	rz_reaction_heat_maximum_absolute_difference	1.436051160277e-14
b1214_cax8rt_recovery	rz_bottom_axial_reaction_maximum_absolute_difference	5.315747841905e-13
b1214_cax8rt_recovery	rz_stress_tensor_maximum_absolute_difference	1.324935251820e-07
b1214_cax8rt_recovery	rz_elastic_tensor_maximum_absolute_difference	8.110767103263e-17
b1214_cax8rt_recovery	rz_plastic_tensor_maximum_absolute_difference	0.000000000000e+00
b1214_cax8rt_recovery	rz_creep_tensor_maximum_absolute_difference	0.000000000000e+00
b1214_cax8rt_recovery	rz_equivalent_plastic_strain_maximum_absolute_difference	0.000000000000e+00
b1214_cax8rt_recovery	rz_equivalent_creep_strain_maximum_absolute_difference	0.000000000000e+00
b1214_cax8rt_recovery	rz_accepted_frames	14
b1214_cax8rt_recovery	rz8_recovered_pressure_relative_l2	1.100395786080e-13
b1214_cax8rt_recovery	rz8_recovered_pressure_relative_absolute_peak	2.750983605018e-14
b1214_cax8rt_recovery	rz8_recovered_pressure_maximum_pointwise_relative	6.016343832021e-13
b1214_cax8rt_recovery	rz8_recovered_pressure_maximum_pointwise_relative_index	6
b1214_cax8rt_recovery	rz8_recovered_pressure_maximum_pointwise_relative_actual	9.999999999997e+06
b1214_cax8rt_recovery	rz8_recovered_pressure_maximum_pointwise_relative_reference	9.999999999991e+06
b1214_cax8rt_recovery	rz8_recovered_pressure_maximum_absolute_difference_index	6
b1214_cax8rt_recovery	rz8_recovered_pressure_maximum_absolute_difference_actual	9.999999999997e+06
b1214_cax8rt_recovery	rz8_recovered_pressure_maximum_absolute_difference_reference	9.999999999991e+06
b1214_cax8rt_recovery	rz8_recovered_pressure_zero_reference_count	0
b1214_cax8rt_recovery	rz8_recovered_pressure_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1214_cax8rt_recovery	rz8_recovered_shear_relative_l2	7.322510356277e-14
b1214_cax8rt_recovery	rz8_recovered_shear_relative_absolute_peak	1.001974632000e-14
b1214_cax8rt_recovery	rz8_recovered_shear_maximum_pointwise_relative	4.428228647968e-13
b1214_cax8rt_recovery	rz8_recovered_shear_maximum_pointwise_relative_index	3
b1214_cax8rt_recovery	rz8_recovered_shear_maximum_pointwise_relative_actual	-3.599999999999e+04
b1214_cax8rt_recovery	rz8_recovered_shear_maximum_pointwise_relative_reference	-3.599999999998e+04
b1214_cax8rt_recovery	rz8_recovered_shear_maximum_absolute_difference_index	0
b1214_cax8rt_recovery	rz8_recovered_shear_maximum_absolute_difference_actual	2.666666666666e+06
b1214_cax8rt_recovery	rz8_recovered_shear_maximum_absolute_difference_reference	2.666666666667e+06
b1214_cax8rt_recovery	rz8_recovered_shear_zero_reference_count	0
b1214_cax8rt_recovery	rz8_recovered_shear_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1214_cax8rt_recovery	rz8_recovery_gap_relative_l2	1.047438810035e-13
b1214_cax8rt_recovery	rz8_recovery_gap_relative_absolute_peak	0.000000000000e+00
b1214_cax8rt_recovery	rz8_recovery_gap_maximum_pointwise_relative	4.336808689945e-13
b1214_cax8rt_recovery	rz8_recovery_gap_maximum_pointwise_relative_index	3
b1214_cax8rt_recovery	rz8_recovery_gap_maximum_pointwise_relative_actual	-9.999999999997e-07
b1214_cax8rt_recovery	rz8_recovery_gap_maximum_pointwise_relative_reference	-9.999999999993e-07
b1214_cax8rt_recovery	rz8_recovery_gap_maximum_absolute_difference_index	3
b1214_cax8rt_recovery	rz8_recovery_gap_maximum_absolute_difference_actual	-9.999999999997e-07
b1214_cax8rt_recovery	rz8_recovery_gap_maximum_absolute_difference_reference	-9.999999999993e-07
b1214_cax8rt_recovery	rz8_recovery_gap_zero_reference_count	0
b1214_cax8rt_recovery	rz8_recovery_gap_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1214_cax8rt_recovery	rz8_recovery_normal_force_relative_l2	9.324975540353e-14
b1214_cax8rt_recovery	rz8_recovery_normal_force_relative_absolute_peak	1.245221960747e-14
b1214_cax8rt_recovery	rz8_recovery_normal_force_maximum_pointwise_relative	5.946776443821e-13
b1214_cax8rt_recovery	rz8_recovery_normal_force_maximum_pointwise_relative_index	8
b1214_cax8rt_recovery	rz8_recovery_normal_force_maximum_pointwise_relative_actual	8.387754360973e+01
b1214_cax8rt_recovery	rz8_recovery_normal_force_maximum_pointwise_relative_reference	8.387754360968e+01
b1214_cax8rt_recovery	rz8_recovery_normal_force_maximum_absolute_difference_index	8
b1214_cax8rt_recovery	rz8_recovery_normal_force_maximum_absolute_difference_actual	8.387754360973e+01
b1214_cax8rt_recovery	rz8_recovery_normal_force_maximum_absolute_difference_reference	8.387754360968e+01
b1214_cax8rt_recovery	rz8_recovery_normal_force_zero_reference_count	25
b1214_cax8rt_recovery	rz8_recovery_normal_force_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1214_cax8rt_recovery	rz8_recovery_tangent_force_maximum_absolute_difference	3.097966327914e-12
b1214_cax8rt_recovery	rz8_recovery_near_zero_stress_count	75
b1214_cax8rt_recovery	rz8_recovery_near_zero_stress_maximum_absolute_difference	8.905839491794e-09
b1214_cax8rt_recovery	rz8_recovery_open_frames	1
b1214_cax8rt_recovery	rz8_recovery_partial_frames	5
b1213_cax8rt_finite_sliding	rz_temperature_relative_l2	6.812475328865e-17
b1213_cax8rt_finite_sliding	rz_temperature_relative_absolute_peak	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_temperature_maximum_pointwise_relative	3.789561257387e-16
b1213_cax8rt_finite_sliding	rz_temperature_maximum_pointwise_relative_index	88
b1213_cax8rt_finite_sliding	rz_temperature_maximum_pointwise_relative_actual	6.000000000000e+02
b1213_cax8rt_finite_sliding	rz_temperature_maximum_pointwise_relative_reference	6.000000000000e+02
b1213_cax8rt_finite_sliding	rz_temperature_maximum_absolute_difference_index	88
b1213_cax8rt_finite_sliding	rz_temperature_maximum_absolute_difference_actual	6.000000000000e+02
b1213_cax8rt_finite_sliding	rz_temperature_maximum_absolute_difference_reference	6.000000000000e+02
b1213_cax8rt_finite_sliding	rz_temperature_zero_reference_count	0
b1213_cax8rt_finite_sliding	rz_temperature_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_displacement_relative_l2	2.734447999713e-13
b1213_cax8rt_finite_sliding	rz_displacement_relative_absolute_peak	7.642472909904e-13
b1213_cax8rt_finite_sliding	rz_displacement_maximum_pointwise_relative	1.137863992141e-08
b1213_cax8rt_finite_sliding	rz_displacement_maximum_pointwise_relative_index	320
b1213_cax8rt_finite_sliding	rz_displacement_maximum_pointwise_actual_norm	7.550370840139e-09
b1213_cax8rt_finite_sliding	rz_displacement_maximum_pointwise_reference_norm	7.550370897810e-09
b1213_cax8rt_finite_sliding	rz_displacement_maximum_difference_index	290
b1213_cax8rt_finite_sliding	rz_displacement_maximum_absolute_group_difference	1.528499358519e-15
b1213_cax8rt_finite_sliding	rz_displacement_zero_reference_count	130
b1213_cax8rt_finite_sliding	rz_displacement_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_support_reaction_relative_l2	1.059555314643e-10
b1213_cax8rt_finite_sliding	rz_support_reaction_relative_absolute_peak	1.429404762860e-10
b1213_cax8rt_finite_sliding	rz_support_reaction_maximum_pointwise_relative	2.632711539632e-08
b1213_cax8rt_finite_sliding	rz_support_reaction_maximum_pointwise_relative_index	90
b1213_cax8rt_finite_sliding	rz_support_reaction_maximum_pointwise_actual_norm	8.530130215853e-03
b1213_cax8rt_finite_sliding	rz_support_reaction_maximum_pointwise_reference_norm	8.530130320176e-03
b1213_cax8rt_finite_sliding	rz_support_reaction_maximum_difference_index	112
b1213_cax8rt_finite_sliding	rz_support_reaction_maximum_absolute_group_difference	2.863979224569e-09
b1213_cax8rt_finite_sliding	rz_support_reaction_zero_reference_count	0
b1213_cax8rt_finite_sliding	rz_support_reaction_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_free_node_reaction_absolute_l2	1.177646194844e-08
b1213_cax8rt_finite_sliding	rz_free_node_reaction_absolute_peak	8.738247014861e-09
b1213_cax8rt_finite_sliding	rz_free_node_reaction_maximum_pointwise_absolute	8.738247014861e-09
b1213_cax8rt_finite_sliding	rz_free_node_reaction_zero_reference_count	500
b1213_cax8rt_finite_sliding	rz_free_node_reaction_maximum_zero_reference_absolute_difference	8.738247014861e-09
b1213_cax8rt_finite_sliding	rz_bottom_axial_reaction_relative_l2	3.727848993356e-11
b1213_cax8rt_finite_sliding	rz_bottom_axial_reaction_relative_absolute_peak	2.609510509731e-12
b1213_cax8rt_finite_sliding	rz_bottom_axial_reaction_maximum_pointwise_relative	3.967939820069e-09
b1213_cax8rt_finite_sliding	rz_bottom_axial_reaction_maximum_pointwise_relative_index	3
b1213_cax8rt_finite_sliding	rz_bottom_axial_reaction_maximum_pointwise_relative_actual	4.990843636442e-03
b1213_cax8rt_finite_sliding	rz_bottom_axial_reaction_maximum_pointwise_relative_reference	4.990843656246e-03
b1213_cax8rt_finite_sliding	rz_bottom_axial_reaction_maximum_absolute_difference_index	2
b1213_cax8rt_finite_sliding	rz_bottom_axial_reaction_maximum_absolute_difference_actual	5.029684472233e-01
b1213_cax8rt_finite_sliding	rz_bottom_axial_reaction_maximum_absolute_difference_reference	5.029684471883e-01
b1213_cax8rt_finite_sliding	rz_bottom_axial_reaction_zero_reference_count	0
b1213_cax8rt_finite_sliding	rz_bottom_axial_reaction_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_stress_tensor_relative_l2	1.177477946717e-10
b1213_cax8rt_finite_sliding	rz_stress_tensor_relative_absolute_peak	2.047353854258e-10
b1213_cax8rt_finite_sliding	rz_stress_tensor_maximum_pointwise_relative	1.404999195653e-08
b1213_cax8rt_finite_sliding	rz_stress_tensor_maximum_pointwise_relative_index	150
b1213_cax8rt_finite_sliding	rz_stress_tensor_maximum_pointwise_actual_norm	1.041370923353e+04
b1213_cax8rt_finite_sliding	rz_stress_tensor_maximum_pointwise_reference_norm	1.041370914210e+04
b1213_cax8rt_finite_sliding	rz_stress_tensor_maximum_difference_index	196
b1213_cax8rt_finite_sliding	rz_stress_tensor_maximum_absolute_group_difference	9.315922145528e-04
b1213_cax8rt_finite_sliding	rz_stress_tensor_zero_reference_count	0
b1213_cax8rt_finite_sliding	rz_stress_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_elastic_tensor_relative_l2	9.804297586658e-11
b1213_cax8rt_finite_sliding	rz_elastic_tensor_relative_absolute_peak	2.052532716464e-10
b1213_cax8rt_finite_sliding	rz_elastic_tensor_maximum_pointwise_relative	1.742738162099e-08
b1213_cax8rt_finite_sliding	rz_elastic_tensor_maximum_pointwise_relative_index	217
b1213_cax8rt_finite_sliding	rz_elastic_tensor_maximum_pointwise_actual_norm	8.547048372283e-06
b1213_cax8rt_finite_sliding	rz_elastic_tensor_maximum_pointwise_reference_norm	8.547048352785e-06
b1213_cax8rt_finite_sliding	rz_elastic_tensor_maximum_difference_index	57
b1213_cax8rt_finite_sliding	rz_elastic_tensor_maximum_absolute_group_difference	1.145508256293e-12
b1213_cax8rt_finite_sliding	rz_elastic_tensor_zero_reference_count	0
b1213_cax8rt_finite_sliding	rz_elastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_plastic_tensor_zero_reference_count	280
b1213_cax8rt_finite_sliding	rz_plastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_creep_tensor_zero_reference_count	280
b1213_cax8rt_finite_sliding	rz_creep_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_equivalent_plastic_strain_absolute_l2	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_equivalent_plastic_strain_absolute_peak	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_equivalent_plastic_strain_maximum_pointwise_absolute	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_equivalent_plastic_strain_zero_reference_count	280
b1213_cax8rt_finite_sliding	rz_equivalent_plastic_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_equivalent_creep_strain_absolute_l2	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_equivalent_creep_strain_absolute_peak	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_equivalent_creep_strain_maximum_pointwise_absolute	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_equivalent_creep_strain_zero_reference_count	280
b1213_cax8rt_finite_sliding	rz_equivalent_creep_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_accepted_frames	10
b1213_cax8rt_finite_sliding	rz_sliding_gap_relative_l2	3.736823472320e-10
b1213_cax8rt_finite_sliding	rz_sliding_gap_relative_absolute_peak	1.515877027529e-15
b1213_cax8rt_finite_sliding	rz_sliding_gap_maximum_pointwise_relative	2.871483812941e-09
b1213_cax8rt_finite_sliding	rz_sliding_gap_maximum_pointwise_relative_index	22
b1213_cax8rt_finite_sliding	rz_sliding_gap_maximum_pointwise_relative_actual	-1.273182562339e-07
b1213_cax8rt_finite_sliding	rz_sliding_gap_maximum_pointwise_relative_reference	-1.273182558683e-07
b1213_cax8rt_finite_sliding	rz_sliding_gap_maximum_absolute_difference_index	22
b1213_cax8rt_finite_sliding	rz_sliding_gap_maximum_absolute_difference_actual	-1.273182562339e-07
b1213_cax8rt_finite_sliding	rz_sliding_gap_maximum_absolute_difference_reference	-1.273182558683e-07
b1213_cax8rt_finite_sliding	rz_sliding_gap_zero_reference_count	0
b1213_cax8rt_finite_sliding	rz_sliding_gap_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_sliding_slip_relative_l2	4.271414170994e-13
b1213_cax8rt_finite_sliding	rz_sliding_slip_relative_absolute_peak	4.124100518203e-15
b1213_cax8rt_finite_sliding	rz_sliding_slip_maximum_pointwise_relative	2.653549896775e-10
b1213_cax8rt_finite_sliding	rz_sliding_slip_maximum_pointwise_relative_index	29
b1213_cax8rt_finite_sliding	rz_sliding_slip_maximum_pointwise_relative_actual	1.859064300805e-06
b1213_cax8rt_finite_sliding	rz_sliding_slip_maximum_pointwise_relative_reference	1.859064301299e-06
b1213_cax8rt_finite_sliding	rz_sliding_slip_maximum_absolute_difference_index	22
b1213_cax8rt_finite_sliding	rz_sliding_slip_maximum_absolute_difference_actual	1.001930734264e-03
b1213_cax8rt_finite_sliding	rz_sliding_slip_maximum_absolute_difference_reference	1.001930734266e-03
b1213_cax8rt_finite_sliding	rz_sliding_slip_zero_reference_count	0
b1213_cax8rt_finite_sliding	rz_sliding_slip_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_sliding_normal_force_relative_l2	1.880362518233e-10
b1213_cax8rt_finite_sliding	rz_sliding_normal_force_relative_absolute_peak	3.773907254491e-10
b1213_cax8rt_finite_sliding	rz_sliding_normal_force_maximum_pointwise_relative	2.871023338782e-09
b1213_cax8rt_finite_sliding	rz_sliding_normal_force_maximum_pointwise_relative_index	29
b1213_cax8rt_finite_sliding	rz_sliding_normal_force_maximum_pointwise_relative_actual	2.670398088770e+00
b1213_cax8rt_finite_sliding	rz_sliding_normal_force_maximum_pointwise_relative_reference	2.670398081103e+00
b1213_cax8rt_finite_sliding	rz_sliding_normal_force_maximum_absolute_difference_index	29
b1213_cax8rt_finite_sliding	rz_sliding_normal_force_maximum_absolute_difference_actual	2.670398088770e+00
b1213_cax8rt_finite_sliding	rz_sliding_normal_force_maximum_absolute_difference_reference	2.670398081103e+00
b1213_cax8rt_finite_sliding	rz_sliding_normal_force_zero_reference_count	0
b1213_cax8rt_finite_sliding	rz_sliding_normal_force_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_sliding_pressure_relative_l2	3.355587479995e-10
b1213_cax8rt_finite_sliding	rz_sliding_pressure_relative_absolute_peak	2.515606442365e-12
b1213_cax8rt_finite_sliding	rz_sliding_pressure_maximum_pointwise_relative	2.759325345435e-09
b1213_cax8rt_finite_sliding	rz_sliding_pressure_maximum_pointwise_relative_index	22
b1213_cax8rt_finite_sliding	rz_sliding_pressure_maximum_pointwise_relative_actual	1.077158007846e+06
b1213_cax8rt_finite_sliding	rz_sliding_pressure_maximum_pointwise_relative_reference	1.077158004874e+06
b1213_cax8rt_finite_sliding	rz_sliding_pressure_maximum_absolute_difference_index	22
b1213_cax8rt_finite_sliding	rz_sliding_pressure_maximum_absolute_difference_actual	1.077158007846e+06
b1213_cax8rt_finite_sliding	rz_sliding_pressure_maximum_absolute_difference_reference	1.077158004874e+06
b1213_cax8rt_finite_sliding	rz_sliding_pressure_zero_reference_count	0
b1213_cax8rt_finite_sliding	rz_sliding_pressure_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_sliding_shear_relative_l2	3.664205925457e-10
b1213_cax8rt_finite_sliding	rz_sliding_shear_relative_absolute_peak	2.515561899436e-12
b1213_cax8rt_finite_sliding	rz_sliding_shear_maximum_pointwise_relative	2.759325507549e-09
b1213_cax8rt_finite_sliding	rz_sliding_shear_maximum_pointwise_relative_index	22
b1213_cax8rt_finite_sliding	rz_sliding_shear_maximum_pointwise_relative_actual	-2.154316015692e+05
b1213_cax8rt_finite_sliding	rz_sliding_shear_maximum_pointwise_relative_reference	-2.154316009747e+05
b1213_cax8rt_finite_sliding	rz_sliding_shear_maximum_absolute_difference_index	22
b1213_cax8rt_finite_sliding	rz_sliding_shear_maximum_absolute_difference_actual	-2.154316015692e+05
b1213_cax8rt_finite_sliding	rz_sliding_shear_maximum_absolute_difference_reference	-2.154316009747e+05
b1213_cax8rt_finite_sliding	rz_sliding_shear_zero_reference_count	0
b1213_cax8rt_finite_sliding	rz_sliding_shear_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_sliding_tangent_force_relative_l2	2.845193839423e-10
b1213_cax8rt_finite_sliding	rz_sliding_tangent_force_relative_absolute_peak	5.606915758179e-10
b1213_cax8rt_finite_sliding	rz_sliding_tangent_force_maximum_pointwise_relative	2.871023463508e-09
b1213_cax8rt_finite_sliding	rz_sliding_tangent_force_maximum_pointwise_relative_index	22
b1213_cax8rt_finite_sliding	rz_sliding_tangent_force_maximum_pointwise_relative_actual	5.340796177540e-01
b1213_cax8rt_finite_sliding	rz_sliding_tangent_force_maximum_pointwise_relative_reference	5.340796162207e-01
b1213_cax8rt_finite_sliding	rz_sliding_tangent_force_maximum_absolute_difference_index	22
b1213_cax8rt_finite_sliding	rz_sliding_tangent_force_maximum_absolute_difference_actual	5.340796177540e-01
b1213_cax8rt_finite_sliding	rz_sliding_tangent_force_maximum_absolute_difference_reference	5.340796162207e-01
b1213_cax8rt_finite_sliding	rz_sliding_tangent_force_zero_reference_count	0
b1213_cax8rt_finite_sliding	rz_sliding_tangent_force_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1213_cax8rt_finite_sliding	rz_sliding_maximum_segments_crossed	2
b1213_cax8rt_finite_sliding	rz_sliding_sticking_samples	9
b1213_cax8rt_finite_sliding	rz_sliding_sliding_samples	21
b1213_cax8rt_finite_sliding	rz_sliding_reverse_sticking	1
b121_cax8rt_finite_probe	rz_temperature_relative_l2	7.518576853727e-05
b121_cax8rt_finite_probe	rz_temperature_relative_absolute_peak	0.000000000000e+00
b121_cax8rt_finite_probe	rz_temperature_maximum_pointwise_relative	1.584562008838e-04
b121_cax8rt_finite_probe	rz_temperature_maximum_pointwise_relative_index	5
b121_cax8rt_finite_probe	rz_temperature_maximum_pointwise_relative_actual	6.050000000000e+02
b121_cax8rt_finite_probe	rz_temperature_maximum_pointwise_relative_reference	6.050958811945e+02
b121_cax8rt_finite_probe	rz_temperature_maximum_absolute_difference_index	5
b121_cax8rt_finite_probe	rz_temperature_maximum_absolute_difference_actual	6.050000000000e+02
b121_cax8rt_finite_probe	rz_temperature_maximum_absolute_difference_reference	6.050958811945e+02
b121_cax8rt_finite_probe	rz_temperature_zero_reference_count	0
b121_cax8rt_finite_probe	rz_temperature_maximum_zero_reference_absolute_difference	0.000000000000e+00
b121_cax8rt_finite_probe	rz_displacement_relative_l2	2.345988782608e-17
b121_cax8rt_finite_probe	rz_displacement_relative_absolute_peak	3.763143578324e-17
b121_cax8rt_finite_probe	rz_displacement_maximum_pointwise_relative	5.055870089962e-17
b121_cax8rt_finite_probe	rz_displacement_maximum_pointwise_relative_index	6
b121_cax8rt_finite_probe	rz_displacement_maximum_pointwise_actual_norm	6.862215385719e-02
b121_cax8rt_finite_probe	rz_displacement_maximum_pointwise_reference_norm	6.862215385719e-02
b121_cax8rt_finite_probe	rz_displacement_maximum_difference_index	6
b121_cax8rt_finite_probe	rz_displacement_maximum_absolute_group_difference	3.469446951954e-18
b121_cax8rt_finite_probe	rz_displacement_zero_reference_count	0
b121_cax8rt_finite_probe	rz_displacement_maximum_zero_reference_absolute_difference	0.000000000000e+00
b121_cax8rt_finite_probe	rz_support_reaction_relative_l2	1.170753234426e-14
b121_cax8rt_finite_probe	rz_support_reaction_relative_absolute_peak	1.193564607146e-14
b121_cax8rt_finite_probe	rz_support_reaction_maximum_pointwise_relative	7.144284820679e-14
b121_cax8rt_finite_probe	rz_support_reaction_maximum_pointwise_relative_index	0
b121_cax8rt_finite_probe	rz_support_reaction_maximum_pointwise_actual_norm	1.083040512671e+04
b121_cax8rt_finite_probe	rz_support_reaction_maximum_pointwise_reference_norm	1.083040512671e+04
b121_cax8rt_finite_probe	rz_support_reaction_maximum_difference_index	6
b121_cax8rt_finite_probe	rz_support_reaction_maximum_absolute_group_difference	8.126173057962e-09
b121_cax8rt_finite_probe	rz_support_reaction_zero_reference_count	0
b121_cax8rt_finite_probe	rz_support_reaction_maximum_zero_reference_absolute_difference	0.000000000000e+00
b121_cax8rt_finite_probe	rz_reaction_heat_relative_l2	2.275730421483e-14
b121_cax8rt_finite_probe	rz_reaction_heat_relative_absolute_peak	2.641811053632e-14
b121_cax8rt_finite_probe	rz_reaction_heat_maximum_pointwise_relative	2.641811053632e-14
b121_cax8rt_finite_probe	rz_reaction_heat_maximum_pointwise_relative_index	1
b121_cax8rt_finite_probe	rz_reaction_heat_maximum_pointwise_relative_actual	2.580533243213e+07
b121_cax8rt_finite_probe	rz_reaction_heat_maximum_pointwise_relative_reference	2.580533243213e+07
b121_cax8rt_finite_probe	rz_reaction_heat_maximum_absolute_difference_index	1
b121_cax8rt_finite_probe	rz_reaction_heat_maximum_absolute_difference_actual	2.580533243213e+07
b121_cax8rt_finite_probe	rz_reaction_heat_maximum_absolute_difference_reference	2.580533243213e+07
b121_cax8rt_finite_probe	rz_reaction_heat_zero_reference_count	4
b121_cax8rt_finite_probe	rz_reaction_heat_maximum_zero_reference_absolute_difference	0.000000000000e+00
b121_cax8rt_finite_probe	rz_bottom_axial_reaction_relative_l2	7.362160778567e-14
b121_cax8rt_finite_probe	rz_bottom_axial_reaction_relative_absolute_peak	7.362160778567e-14
b121_cax8rt_finite_probe	rz_bottom_axial_reaction_maximum_pointwise_relative	7.362160778567e-14
b121_cax8rt_finite_probe	rz_bottom_axial_reaction_maximum_pointwise_relative_index	0
b121_cax8rt_finite_probe	rz_bottom_axial_reaction_maximum_pointwise_relative_actual	4.521431558762e+03
b121_cax8rt_finite_probe	rz_bottom_axial_reaction_maximum_pointwise_relative_reference	4.521431558761e+03
b121_cax8rt_finite_probe	rz_bottom_axial_reaction_maximum_absolute_difference_index	0
b121_cax8rt_finite_probe	rz_bottom_axial_reaction_maximum_absolute_difference_actual	4.521431558762e+03
b121_cax8rt_finite_probe	rz_bottom_axial_reaction_maximum_absolute_difference_reference	4.521431558761e+03
b121_cax8rt_finite_probe	rz_bottom_axial_reaction_zero_reference_count	0
